cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,NETINBM,NETIMIN,netinc,ntlnls,eqcdiv,eqcstkrx,noij
"14912","0","920359","2467942","BANK OF DIXON COUNTY","Ponca","NE","68770","12/31/2021","5/18/2022","NM","117 E. 3rd St.","KINGSBURY BDC FINL SERVICES","4","0","0","2","0","Dixon","43580","Sioux City, IA-NE-SD","1/1/1881","12/10/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","http://www.bankofdc.com","4820","727","4093","225","273","0","116","","157","2413","1465","388","560","1728","0","358","1370","0","1370","0","1370","227","375","0","1370"
"19515","0","545154","2332143","BANK OF DONIPHAN","Doniphan","NE","68832","12/31/2021","5/18/2022","NM","118-120 W. Plum St.","DONIPHAN BANCSHARES INC","3","0","0","2","0","Hall","24260","Grand Island, NE","11/17/1965","11/17/1965","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.bankofdoniphan.com","4337","325","4012","72","521","0","58","","463","3410","2209","405","796","1051","20","109","962","0","962","0","962","175","300","0","944"
"9068","13957","546535","2631435","BANK OF DUDLEY","Dudley","GA","31022","12/31/2021","5/18/2022","NM","1448 2nd St","HOGAN INVESTMENTS I INC","5","0","0","4","0","Laurens","","","11/1/1905","1/1/1934","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.bankofdudley.com","10578","610","9968","246","1941","0","456","","1485","7987","4534","985","2468","3676","0","774","2902","0","2902","0","2902","34","800","0","2902"
"16243","0","14865","2615154","BANK OF EASTERN OREGON","Heppner","OR","97836","12/31/2021","5/18/2022","NM","279 N Main St.","BEO BCORP","20","0","1","2","0","Morrow","","","3/3/1945","3/3/1945","2/2/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.beobank.com","29888","715","29173","840","3663","0","497","","3166","22205","13357","2391","6457","9791","0","2364","7427","0","7427","0","7427","457","1204","0","7427"
"26554","12613","956376","","BANK OF EASTON","North Easton","MA","2356","12/31/2021","5/18/2022","SM","275 Washington St","","2","0","0","5","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1889","2/4/1986","5/1/2021","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.bankofeaston.com","4087","580","3507","8","436","0","112","","324","2539","1371","247","921","1396","2","315","1083","0","1083","0","1083","-2","0","0","1081.42"
"296","10546","903240","2155397","BANK OF EDMONSON COUNTY","Brownsville","KY","42210","12/31/2021","5/18/2022","NM","109 S Main St","EDMONSON BANCSHARES INC","3","0","0","8","1","Edmonson","14540","Bowling Green, KY","1/1/1925","1/1/1934","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","http://www.bankofedmonson.com","9288","1821","7467","51","1474","0","224","","1250","5395","2964","574","1857","3495","0","0","3495","0","3495","0","3495","-45","3000","0","3495"
"16154","16154","485054","2510183","BANK OF ELGIN","Elgin","NE","68636","12/31/2021","5/18/2022","SM","101 N. 2nd St.","ANTELOPE BANCSHARES INC","1","0","0","2","1","Antelope","","","8/27/1935","5/11/1944","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","www.bankofelgin.com","1964","125","1839","0","1088","0","38","","1050","1589","1170","85","334","1338","0","0","1338","0","1338","0","1338","-1","775","0","1338"
"13303","12297","244149","2795083","BANK OF ENGLAND","England","AR","72046","12/31/2021","5/18/2022","NM","123 S. Main St.","MHBC INVESTMENTS PARTNERSHIP I LLLP","151","0","1","8","0","Lonoke","30780","Little Rock-North Little Rock-Conway, AR","8/8/1898","1/1/1934","12/29/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.bankofengland-ar.com","14471","2513","11958","1192","265952","0","430","0","265522","239757","206626","14361","18770","36961","0","9659","27302","0","27302","0","27302","77","20000","0","27302"
"8532","0","399731","4125152","BANK OF ERATH","Erath","LA","70533","12/31/2021","5/18/2022","NM","105 W Edward St","BANK OF ERATH HOLDING CO","3","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1910","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.bankoferath.com","4306","342","3964","0","490","0","186","0","304","3873","2212","461","1200","581","0","102","479","0","479","0","479","-187","279","0","479"
"19351","10118","550354","1051193","BANK OF ESTES PARK","Estes Park","CO","80517","12/31/2021","5/18/2022","NM","255 Park Ln.","FIRST NATIONAL FINANCIAL CORP","3","0","0","4","1","Larimer","22660","Fort Collins, CO","1/18/1965","1/18/1965","6/27/2012","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","www.bankofestespark.com","4065","74","3991","-138","515","0","98","0","417","3585","2222","405","958","1059","0","0","1059","0","1059","0","1059","1","278","0","1059"
"4094","0","343051","1064184","BANK OF EUFAULA","Eufaula","OK","74432","12/31/2021","5/18/2022","SM","102 N. Main","S N B BANCSHARES INC","2","0","0","7","0","Mcintosh","","","3/7/1911","1/1/1934","8/1/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.BANKOFEUFAULA.COM","2668","119","2549","-16","507","0","65","","442","3057","2071","259","727","15","0","9","6","0","6","0","6","33","0","0","6"
"49","0","560438","","BANK OF EVERGREEN","Evergreen","AL","36401","12/31/2021","5/18/2022","NM","146 W. Front St.","","1","0","0","7","0","Conecuh","","","9/1/1932","1/1/1934","6/7/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.thebankofevergreen.com","2097","195","1902","40","662","0","195","","467","1893","1176","163","554","631","7","110","528","0","528","0","528","13","40","0","522.19"
"11732","0","976534","1491717","BANK OF FARMINGTON","Farmington","IL","61531","12/31/2021","5/18/2022","NM","16 N. Main St.","FARMINGTON BCORP INC","5","0","0","4","0","Fulton","37900","Peoria, IL","1/1/1903","1/1/1934","4/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.bankoffarmington.com","7412","728","6684","300","494","0","63","","431","4805","2947","545","1313","2073","44","436","1681","0","1681","0","1681","16","786","0","1646.24"
"1484","0","166531","1136447","BANK OF FRANKEWING","Frankewing","TN","38459","12/31/2021","5/18/2022","NM","2324 Hwy. 64","FRANKEWING BANCSHARES INC","4","0","1","4","0","Giles","","","12/13/1920","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.bankoffrankewing.com","15801","2847","12954","300","2157","0","471","","1686","10575","6043","1080","3452","4236","3","899","3340","0","3340","0","3340","-159","300","0","3337.63"
"10594","0","68831","3674215","BANK OF FRANKLIN","Meadville","MS","39653","12/31/2021","5/18/2022","NM","9 Main St E","FRANKLIN BANCSHARES INC","4","0","0","4","0","Franklin","","","1/12/1912","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.bankoffranklin.com","7995","678","7317","263","3440","0","821","","2619","5989","3374","770","1845","4505","0","1024","3481","0","3481","0","3481","-92","3470","0","3481"
"35543","0","2913702","2913711","BANK OF FRANKLIN COUNTY","Washington","MO","63090","12/31/2021","5/18/2022","NM","900 E. Eighth St.","FRANKLIN BCORP INC","5","0","0","4","0","Franklin","41180","St. Louis, MO-IL","8/28/2000","8/28/2000","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankoffranklincounty.com","12059","1465","10594","385","1971","0","224","0","1747","8703","4819","994","2890","3477","149","728","2898","0","2898","2","2896","10","1200","0","2778.8"
"58626","0","3636446","5170805","BANK OF GEORGE","Las Vegas","NV","89148","12/31/2021","5/18/2022","NM","9115 W. Russell Rd.","GBANK FINANCIAL HOLDINGS INC","2","0","0","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","9/24/2007","9/24/2007","5/26/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.bankofgeorge.com","19094","1097","17997","1081","19406","0","317","","19089","20654","13106","1594","5954","15668","0","3760","11908","0","11908","0","11908","0","0","0","11908"
"22838","0","932633","1204618","BANK OF GIBSON CITY","Gibson City","IL","60936","12/31/2021","5/18/2022","NM","804 S. Sangamon Ave.","LONGVIEW CAPITAL CORP","1","0","0","2","0","Ford","","","4/9/1979","4/9/1979","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.bankofgc.com","3377","340","3037","40","485","0","79","","406","1871","1069","173","629","1611","0","362","1249","0","1249","0","1249","26","0","0","1249"
"2379","15442","141958","1098808","BANK OF GLEASON","Gleason","TN","38229","12/31/2021","5/18/2022","NM","203 Main St","BANCSHARES OF GLEASON INC","2","0","0","8","0","Weakley","","","1/1/1901","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.bankofgleason.com","4530","449","4081","120","248","0","146","","102","2621","1460","205","956","1588","1","233","1356","0","1356","0","1356","20","514","0","1355.15"
"57915","17987","3286999","4446521","BANK OF GRAND LAKE","Grove","OK","74344","12/31/2021","5/18/2022","NM","201 E. 18th St.","TOWNSEND HOLDING CO","2","0","0","8","1","Delaware","","","6/9/2005","6/9/2005","8/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bankofgrandlake.com","7178","730","6448","0","1125","0","120","","1005","4826","2695","578","1553","2747","259","0","3006","0","3006","0","3006","22","1100","0","2747"
"9392","0","1351","","BANK OF GRANDIN","Grandin","MO","63943","12/31/2021","5/18/2022","NM","403 5th St.","","5","0","0","4","1","Carter","","","1/13/1913","1/1/1934","9/9/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofgrandin.net","8474","1422","7052","327","554","0","282","","272","4088","2430","552","1106","3191","0","0","3191","0","3191","0","3191","327","1608","0","3191"
"17995","0","857259","1472006","BANK OF GREELEY","Greeley","KS","66033","12/31/2021","5/18/2022","NM","118 W Brown St","GREELEY BANCSHARES INC","1","0","0","2","1","Anderson","","","1/1/1888","5/4/1959","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","https://bankofgreeley.com","1483","172","1311","0","113","0","56","","57","768","596","24","148","656","5","26","635","0","635","0","635","-2","429","0","630.2"
"15113","13511","465524","1250679","BANK OF GREELEYVILLE","Greeleyville","SC","29056","12/31/2021","5/18/2022","NM","73 Main St.","SOUTHEASTERN BCORP INC","2","0","0","4","1","Williamsburg","","","4/25/1935","4/25/1935","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.bog1.com","4767","446","4321","70","791","0","377","","414","3858","1797","396","1665","1184","0","-45","1229","0","1229","0","1229","13","445","0","1229"
"20884","14461","711472","4272869","BANK OF GUAM","Hagatna","GU","96910","12/31/2021","5/18/2022","NM","111 Chalan Santo Papa","BANKGUAM HOLDING CO","1","0","1","4","0","Guam","","","12/11/1972","12/11/1972","5/1/2020","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","17","0","http://https://www.bankofguam.com","82090","467","81623","2150","38292","671","2119","0","35502","96647","36484","24004","36159","21118","272","4093","17297","0","17297","0","17297","2547","4895","8900","17076.68"
"8144","0","603232","1084801","BANK OF GUEYDAN","Gueydan","LA","70542","12/31/2021","5/18/2022","SM","111 Main St.","GUEYDAN BANCSHARES INC","1","0","0","2","0","Vermilion","29180","Lafayette, LA","5/14/1927","1/1/1934","1/1/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://bankofgueydan.com/","1802","113","1689","0","128","0","100","0","28","1268","620","141","507","549","0","96","453","0","453","0","453","-12","450","0","453"
"10315","10625","145059","1135374","BANK OF HALLS","Halls","TN","38040","12/31/2021","5/18/2022","SM","101 Main St.","SECURITY BCORP OF TN INC","2","0","0","2","0","Lauderdale","","","10/13/1899","1/1/1934","11/16/2021","Stock","0","1","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.bankofhalls.com","3181","312","2869","100","270","1","126","","143","1885","946","268","671","1154","188","196","1146","0","1146","0","1146","2","700","0","986.2"
"10057","0","37","","BANK OF HANCOCK COUNTY","Sparta","GA","31087","12/31/2021","5/18/2022","NM","12855 Broad St.","","1","0","0","7","0","Hancock","","","9/1/1904","1/1/1934","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.bankofhancock.com","2708","255","2453","0","309","0","105","","204","2422","1303","186","933","340","83","-32","455","0","455","0","455","7","240","0","372"
"13962","0","7456","1063301","BANK OF HARTINGTON","Hartington","NE","68739","12/31/2021","5/18/2022","SM","229 N. Broadway","CEDAR BCORP","2","0","0","2","1","Cedar","","","1/1/1917","2/28/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","www.bankofhartington.com","5414","475","4939","0","407","0","71","","336","3294","2142","276","876","2052","-37","50","1965","0","1965","0","1965","0","1319","0","2001.26"
"18053","12557","795968","1025309","BANK OF HAWAII","Honolulu","HI","96813","12/31/2021","5/18/2022","SM","111 S. King St.","BANK OF HAWAII CORP","49","0","1","5","0","Honolulu","46520","Urban Honolulu, HI","1/1/1897","7/10/1959","12/31/2015","Stock","0","1","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","4","0","www.boh.com","533628","29426","504202","-50500","176132","46848","26740","7967","94577","401437","232622","67903","100912","329397","-349","74314","254734","0","254734","0","254734","5965","62000","12488","255009.71"
"17769","53483","746755","1052293","BANK OF HAYS","Hays","KS","67601","12/31/2021","5/18/2022","NM","1000 W. 27th St.","HANSTON INSURANCE AGENCY INC","4","0","0","2","0","Ellis","","","8/21/1907","6/12/1957","12/31/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.bankofhays.com","11481","910","10571","268","960","0","151","","809","5487","3338","503","1646","5776","103","1287","4592","0","4592","0","4592","59","1950","0","4510.63"
"17813","0","856458","","BANK OF HAZELTON","Hazelton","ND","58544","12/31/2021","5/18/2022","NM","363 Main St","","1","0","0","2","1","Emmons","","","8/22/1903","12/1/1957","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.bankofhazelton.net","1638","108","1530","0","28","0","9","","19","1061","644","153","264","497","0","0","497","0","497","0","497","0","295","0","497"
"149","0","628039","3140961","BANK OF HAZLEHURST","Hazlehurst","GA","31539","12/31/2021","5/18/2022","NM","22 S. Tallahassee St.","HAZLEHURST INVESTORS INC","2","0","0","2","1","Jeff Davis","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","https://www.bankofhazlehurst.com","3962","158","3804","481","143","0","583","","-440","3084","1508","276","1300","382","31","0","413","0","413","0","413","-71","0","0","382"
"16276","13932","659341","1098581","BANK OF HILLSBORO, NATIONAL ASSOCIATION","Hillsboro","IL","62049","12/31/2021","5/18/2022","N","230 S. Main St.","COUNTRY BCORP INC","13","0","0","4","0","Montgomery","","","7/2/1945","7/2/1945","9/18/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.BankHillsboro.com","16027","2567","13460","242","2950","0","451","","2499","9652","5693","1420","2539","6516","0","1707","4809","0","4809","0","4809","-58","1000","0","4809"
"289","0","763211","3923306","BANK OF HINDMAN","Hindman","KY","41822","12/31/2021","5/18/2022","NM","1362 Hindman Byp","COMMUNITY EXC BANCSHARES INC","3","0","0","7","0","Knott","","","1/1/1903","1/1/1934","1/28/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankofhindman.com","7040","1731","5309","85","418","0","144","","274","3768","2017","306","1445","1874","23","184","1713","0","1713","0","1713","86","1200","0","1692.3"
"1464","0","941804","2960359","BANK OF HOLLAND","Holland","NY","14080","12/31/2021","5/18/2022","NM","12 S. Main St.","HOLLAND BCORP INC","3","0","0","8","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/21/1893","1/1/1934","12/15/2015","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.bankofhollandny.com","6363","241","6122","156","759","0","174","","585","4597","2205","552","1840","2128","-1","298","1829","0","1829","0","1829","31","301","0","1829.86"
"8232","16031","835743","2590644","BANK OF HOLLY SPRINGS","Holly Springs","MS","38635","12/31/2021","5/18/2022","NM","114 S Memphis St","HOLLY SPRINGS BANCSHARES INC","9","0","0","4","1","Marshall","32820","Memphis, TN-MS-AR","2/1/1869","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://www.bankofhollysprings.com","15499","1501","13998","594","2252","0","994","","1258","10655","5784","1356","3515","5001","50","0","5051","0","5051","0","5051","68","3396","0","5001"
"9661","0","871358","1062788","BANK OF HOLYROOD","Holyrood","KS","67450","12/31/2021","5/18/2022","SM","100 S Main St","HOLYROOD BANCSHARES INC","1","0","0","2","1","Ellsworth","","","1/1/1887","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","2796","390","2406","260","44","0","29","0","15","1358","648","78","632","832","31","41","822","0","822","0","822","242","400","0","792.55"
"26610","0","671464","2961879","BANK OF HOPE","Los Angeles","CA","90010","12/31/2021","5/18/2022","NM","3200 Wilshire Blvd. Suite 1","HOPE BCORP INC","57","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","3/18/1986","3/18/1986","3/4/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","0","http://www.bankofhope.com","567412","44575","522837","-12395","39700","0","10357","0","29343","284052","177206","43884","62962","290880","-789","75066","215025","0","215025","0","215025","53991","128000","4901","215648.31"
"3178","0","583754","5193420","BANK OF HOUSTON, NATIONAL ASSOCIATION","Houston","TX","77027","12/31/2021","5/18/2022","N","4400 Post Oak Pkwy. Suite 2","BOH HOLDINGS INC","2","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","1/31/1892","1/1/1934","4/30/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","https://www.bohbank.com","16820","1242","15578","957","350","0","177","","173","9605","6504","975","2126","5366","0","1122","4244","0","4244","0","4244","-1","0","0","4244"
"10674","11619","291059","1057168","BANK OF HYDRO","Hydro","OK","73048","12/31/2021","5/18/2022","NM","146 W. Main St.","HYDRO BANCSHARES INC","3","0","0","4","1","Caddo","","","10/1/1903","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.bankofhydro.com","6267","551","5716","42","572","0","372","","200","3693","2293","266","1134","2553","-9","0","2544","0","2544","0","2544","0","1908","0","2553"
"8584","0","790150","1118760","BANK OF IBERIA","Iberia","MO","65486","12/31/2021","5/18/2022","SM","841 E. Hwy 42","MILCO BCORP INC","2","0","0","8","0","Miller","","","10/1/1899","1/1/1934","11/23/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.bankofiberia.com","2342","230","2112","0","613","0","273","","340","2444","1277","245","922","281","19","58","242","0","242","0","242","-54","90","0","226.61"
"26403","9739","300960","2561671","BANK OF IDAHO","Idaho Falls","ID","83402","12/31/2021","5/18/2022","NM","399 N. Capital Ave.","BANK OF IDAHO HOLDING CO","14","0","0","4","0","Bonneville","26820","Idaho Falls, ID","9/25/1985","9/25/1985","7/29/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","www.bankofidaho.com","25681","375","25306","470","10570","2057","422","","8091","26472","17541","2209","6722","8934","116","2417","6633","0","6633","0","6633","-110","0","222","6541.36"
"33648","0","727709","","BANK OF INDIA","New York","NY","10017","12/31/2021","5/18/2022","OI","277 Park Ave","","1","0","0","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","9/7/1906","12/2/1980","3/23/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","","","","","","","","","0","","","","0","0","","","","","","","","","","",""
"23826","0","898458","1895397","BANK OF JACKSON HOLE","Jackson","WY","83002","12/31/2021","5/18/2022","SM","990 W. Broadway","BANCSHARES OF JACKSON HOLE INC","12","0","1","4","0","Teton","","","6/1/1982","6/1/1982","3/16/2018","Stock","0","1","FED","DIF","San Francisco","DALLAS","Billings","Kansas City","Western","West","0","1","www.bojh.com","43135","2362","40773","750","6252","1413","398","","4441","30002","18638","3143","8221","16273","92","3357","13008","0","13008","0","13008","-317","4000","0","12935.32"
"8118","15597","567240","1399804","BANK OF JAMESTOWN","Jamestown","KY","42629","12/31/2021","5/18/2022","NM","400 Monument Sq","JAMESTOWN BCORP INC","3","0","0","4","0","Russell","","","7/17/1899","1/1/1934","10/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.bankofjamestown.com","8211","1502","6709","200","721","0","344","","377","4456","2684","423","1349","2774","0","535","2239","0","2239","0","2239","1","477","0","2239"
"11750","0","487142","3210369","BANK OF KAMPSVILLE","Kampsville","IL","62053","12/31/2021","5/18/2022","NM","Broadway &north St.","KAMPSVILLE BANCSHARES INC","4","0","0","2","0","Calhoun","41180","St. Louis, MO-IL","12/1/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.thebankofkampsville.com","3095","418","2677","0","389","0","29","","360","2351","1346","179","826","715","0","117","598","0","598","0","598","50","200","0","598"
"9775","12029","780049","3097850","BANK OF KILMICHAEL","Kilmichael","MS","39747","12/31/2021","5/18/2022","NM","120 N Depot Ave","KILMICHAEL BCORP INC","4","0","0","8","1","Montgomery","","","9/16/1904","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","www.bankofkilmichael.com","9468","995","8473","515","3363","0","726","","2637","6289","3870","620","1799","5032","287","0","5319","0","5319","0","5319","137","2772","0","5032"
"1635","0","796451","2352280","BANK OF KIRKSVILLE","Kirksville","MO","63501","12/31/2021","5/18/2022","NM","214 S. Franklin St.","ROCKHOLD BCORP","8","0","0","2","1","Adair","","","1/1/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.bankofkirksville.com","8465","942","7523","0","2696","0","389","","2307","6889","3847","1292","1750","3330","0","0","3330","0","3330","0","3330","408","1475","0","3330"
"1874","12723","246657","1051317","BANK OF LABOR","Kansas City","KS","66101","12/31/2021","5/18/2022","NM","756 Minnesota Ave.","INTL BROTHERHOOD BOILERMAKERS IRON SHIP BUILDERS BLACKSMITHS FORGERS&HELPERS","6","0","0","4","0","Wyandotte","28140","Kansas City, MO-KS","9/2/1924","1/1/1934","10/14/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.bankoflabor.com","22744","576","22168","-469","6683","3807","1084","0","1792","24988","12673","2981","9334","4332","477","1163","3646","0","3646","0","3646","85","195","0","3269.17"
"8695","14218","477349","","BANK OF LAKE MILLS","Lake Mills","WI","53551","12/31/2021","5/18/2022","NM","136 E. Madison St.","","2","0","0","4","1","Jefferson","","","1/1/1893","1/2/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.bankoflakemills.com","9899","1033","8866","0","7302","0","125","0","7177","8324","4051","388","3885","7844","0","457","7387","0","7387","0","7387","-6","1749","0","7387"
"15547","11215","476445","1137033","BANK OF LAKE VILLAGE","Lake Village","AR","71653","12/31/2021","5/18/2022","SM","101 Main St.","SOUTHEAST ARKANSAS BANK CORP","2","0","0","2","0","Chicot","","","1/1/1934","1/1/1934","6/22/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.bankoflakevillage.com","3274","171","3103","951","1995","0","100","","1895","2263","1067","190","1006","1884","0","679","1205","0","1205","0","1205","95","380","0","1205"
"5425","0","13457","1063516","BANK OF LEWELLEN","Lewellen","NE","69147","12/31/2021","5/18/2022","NM","302 Main St.","LEWELLEN NATIONAL CORP","1","0","0","2","0","Garden","","","10/5/1905","1/1/1934","2/27/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.bankoflewellen.com","792","38","754","0","67","0","9","","58","589","330","39","220","232","0","45","187","0","187","0","187","-6","210","0","187"
"58164","0","3410141","1119404","BANK OF LEXINGTON, INC.","Lexington","KY","40503","12/31/2021","5/18/2022","NM","761 Corp Dr","FIRST BRECKINRIDGE BANCSHARES","3","0","0","4","0","Fayette","30460","Lexington-Fayette, KY","2/6/2006","2/6/2006","1/28/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankoflexington.net","9221","1095","8126","0","1721","0","93","","1628","6714","3652","997","2065","3133","0","761","2372","0","2372","0","2372","-7","1000","0","2372"
"57396","0","3128923","5140312","BANK OF LINCOLN COUNTY","Fayetteville","TN","37334","12/31/2021","5/18/2022","NM","307 College St E","BOLC CORP","3","0","0","4","0","Lincoln","","","7/22/2002","7/22/2002","12/10/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.bolconline.com","9013","1074","7939","0","890","0","277","","613","4777","2802","675","1300","4052","0","1044","3008","0","3008","0","3008","-63","1225","0","3008"
