cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,LNPLEDGE,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"28788","2365","391977","","STURDY SAVINGS BANK","Stone Harbor","NJ","8247","12/31/2021","5/18/2022","SB","9417 3rd Ave","","14","0","0","9","0","Cape May","36140","Ocean City, NJ","1/1/1922","4/22/1943","11/20/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.sturdyonline.com","524311","3459","527770","930","528700","490174","490174","21668","214300","133123","81177","7891","245512","803","","10538","24949","","639","0","10","0","629","2400","","0","2400","0","0","0","","187180","0","0","6776","14892","3459",""
"28593","1910","366078","3051571","STURGIS BANK & TRUST COMPANY","Sturgis","MI","49091","12/31/2021","5/18/2022","NM","113-125 E Chicago","STURGIS BCORP INC","14","0","0","4","0","Saint Joseph","","","1/1/1905","3/20/1950","8/20/2020","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.sturgis.bank","549483","7031","556514","0","556514","508841","508841","38668","179467","137996","41471","449","289112","1145","","95","33999","","8185","0","488","2119","5578","5394","","5208","186","0","0","0","","101989","3341","883","21636","17032","0",""
"10127","0","179148","1205044","SUCCESS BANK","Bloomfield","IA","52537","12/31/2021","5/18/2022","NM","109 N. Madison St.","GARRETT BANCSHARES LTD","3","0","0","2","1","Davis","","","1/1/1900","1/1/1934","1/2/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.success.bank","189734","2355","192089","0","192089","144905","144905","4153","17898","17898","0","0","39396","83458","","27562","15975","","3514","417","0","2628","469","133","","0","133","0","0","0","","125943","0","0","4153","0","0",""
"18028","7444","92706","4191399","SUGAR RIVER BANK","Newport","NH","3773","12/31/2021","5/18/2022","SB","10 N Main St","SUGAR RIVER BCORP MHC","6","0","0","5","0","Sullivan","","","1/1/1895","7/2/1959","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.sugarriverbank.com","223890","2268","226158","321","226479","201860","201860","6019","29508","13824","15684","6544","159751","38","","0","14623","","6152","0","166","50","5936","3843","","3749","0","94","0","0","","110804","860","0","5083","936","0",""
"8892","12194","436953","2300768","SULLIVAN BANK","Sullivan","MO","63080","12/31/2021","5/18/2022","NM","318 W. Main St.","MID-MISSOURI HOLDING CO INC","9","0","0","4","0","Franklin","41180","St. Louis, MO-IL","4/1/1895","1/1/1934","1/6/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.bankofsullivan.com","665202","9543","674745","0","674745","600068","600068","91931","175560","118501","57059","71183","256476","4918","","228","56959","","17425","0","1326","13772","2327","65","","0","65","0","0","0","","341929","862","511","16115","75816","7826",""
"27054","0","925411","4224297","SUMITOMO MITSUI TRUST BANK (U.S.A.) LIMITED","Hoboken","NJ","7030","12/31/2021","5/18/2022","NM","111 River St.","SUMITOMO MITSUI TR HOLDINGS","1","0","0","9","0","Hudson","35620","New York-Newark-Jersey City, NY-NJ-PA","9/21/1987","9/21/1987","4/26/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","4994","0","4994","0","4994","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","4994","","0","4994","0","0","0","","0","0","0","0","0","0",""
"57706","0","3243282","5513804","SUMMIT BANK","Eugene","OR","97401","12/31/2021","5/18/2022","NM","96 E. Broadway","SUMMIT BANK GROUP INC","3","0","0","4","0","Lane","21660","Eugene, OR","2/23/2004","2/23/2004","3/17/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","https://sbko.bank","618625","9558","628183","2406","630589","439873","439873","32073","359291","183930","175361","32493","16016","0","","0","181433","","1169","0","1021","0","148","8114","","8114","0","0","0","0","","6906","0","0","1721","30352","0",""
"23864","0","351560","1029295","SUMMIT BANK","Oakland","CA","94611","12/31/2021","5/18/2022","NM","2969 Broadway","SUMMIT BANCSHARES INC","3","0","0","4","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","7/1/1982","7/1/1982","10/1/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.summitbanking.com","181542","4579","186121","1018","187139","157897","157897","5322","127873","28821","99052","18623","5672","407","","0","18197","","162","0","0","0","162","10883","","0","10883","0","0","10883","","25177","544","544","3506","1816","2571",""
"34102","15864","2372774","1247679","SUMMIT COMMUNITY BANK, INC","Moorefield","WV","26836","12/31/2021","5/18/2022","NM","310 N Main St","SUMMIT FINANCIAL GROUP INC","49","0","1","4","0","Hardy","","","12/11/1995","12/11/1995","7/10/2021","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://mysummit.com","2729320","32298","2761618","0","2761618","2133825","2133825","246844","1090744","457870","632874","233157","536242","26838","","5064","346014","0","33231","1309","926","16099","14897","243485","","3056","240429","0","0","0","1063","1955000","0","0","21260","225584","26111",""
"25054","0","78559","3402511","SUMMIT NATIONAL BANK","Hulett","WY","82720","12/31/2021","5/18/2022","N","133 Main St.","HULETT BCORP","3","0","1","8","0","Crook","","","2/28/1984","2/28/1984","8/28/2009","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","http://www.summitnb.com","43037","1095","44132","0","44132","16774","16774","1708","6943","4412","2531","0","2332","5791","","4018","2804","","1303","0","0","730","573","19233","","979","10","18244","0","0","","2593","0","0","1258","450","579",""
"32203","7992","561574","","SUMMIT STATE BANK","Santa Rosa","CA","95403","12/31/2021","5/18/2022","NM","500 Bicentennial Way","","5","0","0","4","0","Sonoma","42220","Santa Rosa, CA","1/1/1982","3/13/1984","7/26/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.summitstatebank.com","820987","12329","833316","0","833316","770939","770939","67427","504891","173355","331536","50395","65590","82636","","1930","60403","","42","0","1","0","41","2","","2","0","0","0","1554","","432736","2128","1213","0","67427","10397",""
"57954","0","3343146","5591307","SUMNER BANK & TRUST","Gallatin","TN","37066","12/31/2021","5/18/2022","NM","780 S Browns Ln","SUMNER FINANCIAL CORP","3","0","0","4","0","Sumner","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","4/4/2005","4/4/2005","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","https://www.sumnerbankandtrust.com","150690","1317","152007","276","152283","143876","143876","23634","59679","45487","14192","1995","57588","980","","8","7236","","1163","0","335","630","198","0","","0","0","0","0","0","","0","0","0","11453","12181","1317",""
"58728","0","3750650","","SUNCREST BANK","Visalia","CA","93291","12/31/2021","5/18/2022","NM","501 W. Main St.","","8","0","0","4","0","Tulare","47300","Visalia-Porterville, CA","5/19/2008","5/19/2008","5/21/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","","778822","8504","787326","0","787326","659991","659991","13901","400484","105980","294504","50856","58041","136709","","36694","72747","0","113","0","52","0","61","17782","","0","2","17780","0","0","0","562527","266","266","1264","12637","8624",""
"1169","0","94755","2629946","SUNDANCE STATE BANK","Sundance","WY","82729","12/31/2021","5/18/2022","SM","123 N. 2nd St.","SUNDANCE BANKSHARES INC","1","0","0","2","0","Crook","","","1/1/1895","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","www.sundancestate.bank","127873","2479","130352","88","130440","76041","76041","9805","22733","12081","10652","591","17961","24951","","21212","25680","","7443","487","52","3524","3380","64","","0","64","0","0","0","","0","0","0","3885","5920","2441",""
"18780","0","412667","1104389","SUNDOWN STATE BANK","Sundown","TX","79372","12/31/2021","5/18/2022","NM","501 S. Slaughter Ave.","SUNDOWN BANKSHARES INC","5","0","0","2","0","Hockley","","","5/21/1963","5/21/1963","6/19/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.sundownsb.com","144046","1154","145200","0","145200","90967","90967","8755","36702","28175","8527","0","709","44801","","32016","21822","","313","0","0","95","218","82","","0","82","0","0","0","","52535","0","0","0","8755","1154",""
"4767","9366","474759","1066713","SUNFLOWER BANK, NATIONAL ASSOCIATION","Denver","CO","80202","12/31/2021","5/18/2022","N","1400 16th St.","FIRSTSUN CAPITAL BCORP","55","0","1","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","5/24/1892","1/1/1934","6/19/2017","Stock","0","1","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","0","www.sunflowerbank.com","4093515","47547","4141062","0","4141062","1715197","1715197","206864","979067","474382","504685","56642","466481","6143","","6077","1678400","0","17976","5316","5121","2838","4701","723412","","646487","49744","27181","0","0","0","1180493","1978","649","17832","189032","48335",""
"16825","11665","100236","1143566","SUNMARK COMMUNITY BANK","Hawkinsville","GA","31036","12/31/2021","5/18/2022","NM","140 Commerce St.","SUNMARK BANCSHARES INC","6","0","0","4","1","Pulaski","","","8/27/1949","8/27/1949","6/7/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","https://www.sunmarkbank.com","237400","4806","242206","0","242206","207688","207688","34929","86773","67872","18901","15881","64308","5797","","0","29615","","4508","0","0","1924","2584","395","","323","72","0","0","0","","42750","60","0","18496","16433","0",""
"28805","2397","516873","4495220","SUNNYSIDE FEDERAL SAVINGS AND LOAN ASSOCIATION OF IRVINGTON","Irvington","NY","10533","12/31/2021","5/18/2022","SA","56 Main St","SUNNYSIDE BCORP INC","1","0","0","7","0","Westchester","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1929","12/22/1934","7/15/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.sunnysidefederal.com","31634","363","31997","0","31997","25740","25740","0","6032","0","6032","4800","14908","0","","0","3364","","2893","0","0","0","2893","0","","0","0","0","0","0","","0","351","0","0","0","363",""
"58029","0","3370133","5114368","SUNRISE BANK","Orlando","FL","32801","12/31/2021","5/18/2022","SM","109 E. Church St.","SUNRISE BANCSHARES INC","4","0","0","4","1","Orange","36740","Orlando-Kissimmee-Sanford, FL","8/1/2005","8/1/2005","5/3/2021","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.Sunrise.Bank","247356","2956","250312","259","250571","221100","221100","33126","126269","52818","73451","16381","45324","0","","0","26481","","2947","0","0","0","2947","43","","0","43","0","0","0","","52839","230","230","7053","26073","0",""
"15847","0","354253","1134724","SUNRISE BANK DAKOTA","Onida","SD","57564","12/31/2021","5/18/2022","NM","201 S. Main St.","ADINO CO THE","1","0","0","2","1","Sully","","","1/1/1925","9/8/1941","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.mysunrisebank.com","21536","590","22126","0","22126","9846","9846","139","2111","313","1798","0","2034","5562","","8759","1616","","844","66","0","473","305","1060","","1059","1","0","0","0","","0","586","586","139","0","318",""
"18561","0","860053","1139103","SUNRISE BANKS, NATIONAL ASSOCIATION","Saint Paul","MN","55103","12/31/2021","5/18/2022","N","200 University Ave. W.","UNIVERSITY FINL GBC DBA SUNRISE BANKS","5","0","1","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","7/17/1962","7/17/1962","4/1/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.sunrisebanks.com","1091512","14619","1106131","0","1106131","805953","805953","83486","437334","191420","245914","115175","169958","0","","0","160418","0","107021","0","138","2863","104020","32739","","17050","6197","9492","0","0","0","678171","0","0","104","83382","11829",""
"18600","14084","477639","3255100","SUNSOUTH BANK","Dothan","AL","36301","12/31/2021","5/18/2022","NM","108 Jamestown Blvd.","SUNSOUTH BANCSHARES INC","2","0","0","4","0","Houston","20020","Dothan, AL","11/26/1954","11/26/1954","6/3/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.sunsouthbank.com","53270","658","53928","0","53928","27194","27194","2397","8534","4981","3553","593","14880","790","","92","23646","","2041","0","1226","258","557","955","","777","178","0","0","0","","16871","0","0","271","2126","658",""
"34643","0","2791085","5515415","SUNSTATE BANK","Miami","FL","33176","12/31/2021","5/18/2022","NM","14095 S. Dixie Hwy.","SUNSTATE BANCSHARES INC","3","0","0","8","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","3/15/1999","3/15/1999","8/31/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","https://www.sunstatefl.com","210001","2467","212468","0","212468","201126","201126","7300","89091","6498","82593","7575","97160","0","","0","10093","","1249","373","207","145","524","0","","0","0","0","0","3566","","53363","86","86","1060","6240","2467",""
"20164","14780","140362","2453084","SUNWEST BANK","Sandy","UT","84070","12/31/2021","5/18/2022","NM","10011 S Centennial Pkwy","H BCORP LLC","10","0","1","4","0","Salt Lake","41620","Salt Lake City, UT","4/9/1970","4/9/1970","10/5/2021","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.sunwestbank.com","1469025","25915","1494940","13333","1508273","1127343","1127343","93946","939187","420392","518795","35640","58267","303","","0","323449","0","48999","0","1533","7","47459","8482","","0","8482","0","0","19897","0","638053","0","0","10311","83635","0",""
"5058","14240","245557","1495854","SUPERIOR NATIONAL BANK","Hancock","MI","49930","12/31/2021","5/18/2022","N","235 Quincy St","KEWEENAW FINANCIAL CORP","10","0","0","4","0","Houghton","","","3/6/1890","1/1/1934","2/19/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://www.snb-t.com","601796","9680","611476","870","612346","465450","465450","40611","185902","130067","55835","26927","211969","41","","914","71791","","49864","0","199","27865","21800","24327","","6740","17587","0","0","9373","","0","1841","533","17941","22670","0",""
"28790","2368","575375","","SUPERIOR SAVINGS BANK","Superior","WI","54880","12/31/2021","5/18/2022","SB","1130 Tower Ave.","","1","0","0","8","0","Douglas","20260","Duluth, MN-WI","1/1/1924","9/18/1951","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.ss-bank.com","50622","1574","52196","0","52196","51033","51033","1845","7551","5733","1818","1011","40626","0","","0","622","","541","0","0","191","350","0","","0","0","0","0","0","","0","363","156","1179","666","0",""
"33026","0","374774","","SURETY BANK","Deland","FL","32720","12/31/2021","5/18/2022","NM","990 N. Woodland Blvd.","","3","0","0","4","1","Volusia","19660","Deltona-Daytona Beach-Ormond Beach, FL","1/1/1926","7/17/1990","9/1/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.mysuretybank.com","79600","967","80567","726","81293","68236","68236","5337","52755","22359","30396","3052","6808","284","","0","12884","","173","0","0","0","173","0","","0","0","0","0","0","","27721","529","529","0","5337","967",""
"34209","0","2483120","3163867","SURREY BANK & TRUST","Mount Airy","NC","27030","12/31/2021","5/18/2022","NM","145 N. Renfro St.","SURREY BCORP","7","0","1","4","0","Surry","","","7/22/1996","7/22/1996","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","http://www.surreybank.com","246149","5291","251440","0","251440","159815","159815","3211","100508","61707","38801","7063","42033","7000","","4904","84507","","2214","0","504","374","1336","0","","0","0","0","0","20899","","520","454","223","684","2527","2980",""
"8421","10277","556011","1985216","SUSQUEHANNA COMMUNITY BANK","West Milton","PA","17886","12/31/2021","5/18/2022","NM","940 High St.","SUSQUEHANNA CMTY FINANCIAL INC","7","0","0","4","0","Union","","","1/1/1920","1/1/1934","7/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.scb.bank","312917","3164","316081","0","316081","256580","256580","20943","83421","83421","0","20324","79646","52246","","1577","33725","","10968","0","2698","294","7976","13231","","13216","15","0","0","0","","226048","0","0","2471","18472","0",""
"34885","14544","965789","5189450","SUSSER BANK","Dallas","TX","75201","12/31/2021","5/18/2022","SM","100 Crescent Ct","SBH MANAGER LLC","7","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","8/23/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.susserbank.com","961660","11386","973046","0","973046","756385","756385","169880","357927","98704","259223","37733","184413","6432","","0","205889","0","5511","0","3122","655","1734","5261","","0","17","5244","0","8152","605","973046","495","259","83811","86069","11411",""
"5962","10214","110413","1134500","SUTTON BANK","Attica","OH","44807","12/31/2021","5/18/2022","NM","3 S. Main St.","SUTTON BANCSHARES INC","9","0","0","9","1","Seneca","","","1/1/1878","1/1/1934","10/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.suttonbank.com","296633","5571","302204","490","302694","213910","213910","8220","124421","102857","21564","6273","41573","33423","","10182","74452","0","3754","1657","10","1411","676","395","","210","94","91","0","0","0","112039","79","79","210","8010","5136",""
"12865","52107","973252","2791571","SWEDISH-AMERICAN STATE BANK","Courtland","KS","66939","12/31/2021","5/18/2022","NM","324 Liberty St.","SWEDISH-AMERICAN BANCSHARES","1","0","0","2","1","Republic","","","3/13/1913","1/1/1934","11/13/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.mysasb.com","32140","645","32785","0","32785","17066","17066","21","4583","4134","449","0","4195","8267","","10064","4499","","1110","0","0","722","388","46","","0","46","0","0","0","","12585","0","0","0","21","419",""
"9615","15506","253730","3346745","SWEET WATER STATE BANK","Sweet Water","AL","36782","12/31/2021","5/18/2022","NM","31385 Alabama Hwy. 10","TOMBIGBEE BANCSHARES INC","4","0","0","2","1","Marengo","","","1/1/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.sweetwaterstbk.com","56836","1228","58064","0","58064","35950","35950","706","10119","8289","1830","0","8462","16663","","4052","14493","","3312","0","0","718","2594","257","","0","257","0","0","0","","417","0","0","232","474","0",""
"11423","0","924843","1119589","SYCAMORE BANK","Senatobia","MS","38668","12/31/2021","5/18/2022","NM","301 E Main St","TATE FINANCIAL CORP","7","0","0","4","0","Tate","32820","Memphis, TN-MS-AR","3/13/1900","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","www.sycamorebank.com","155968","2092","158060","0","158060","133601","133601","14550","55356","29450","25906","1672","49161","12862","","2134","12373","","7781","0","7","3163","4611","2171","","0","2171","0","0","0","","0","745","745","4013","10537","0",""
"27314","15044","1216022","4504654","SYNCHRONY BANK","Draper","UT","84020","12/31/2021","5/18/2022","SA","170 W. Election Rd, # 125","SYNCHRONY FINANCIAL","3","0","1","3","0","Salt Lake","41620","Salt Lake City, UT","8/1/1988","8/1/1988","3/2/2018","Stock","0","0","OCC","DIF","San Francisco","NEW YORK","Salt Lake City","San Francisco","Western","West","0","0","www.synchronybank.com","69948000","8190000","78138000","0","78138000","8000","8000","8000","0","0","0","0","0","0","","0","1303000","0","76708000","74035000","0","0","2673000","119000","","14000","81000","23000","1000","0","0","15021000","901000","901000","0","8000","1017000",""
"34978","0","2748502","2748490","SYNERGY BANK","Houma","LA","70360","12/31/2021","5/18/2022","NM","210 Synergy Ctr. Blvd","SYNERGY BANCSHARES INC","6","0","0","4","0","Terrebonne","26380","Houma-Thibodaux, LA","3/10/1999","3/10/1999","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.synergybank.com","365000","10270","375270","0","375270","280858","280858","39473","128423","73255","55168","13969","94691","4302","","277","81419","","12396","0","1012","1514","9870","320","","63","257","0","0","0","","345768","2022","987","8671","30802","0",""
"873","14036","395238","1078846","SYNOVUS BANK","Columbus","GA","31901","12/31/2021","5/18/2022","SM","1111 Bay Ave.","SYNOVUS FINANCIAL CORP","293","0","1","4","0","Muscogee","17980","Columbus, GA-AL","1/1/1888","1/1/1934","1/1/2019","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","0","www.synovus.com","39635003","427597","40062600","0","40062600","25245043","25245043","2830665","14209496","5617498","8591998","1209032","6850270","145580","","30059","9226638","0","2885727","204151","294763","828818","1557995","2675133","","528676","1854554","32310","259593","199445","121","14194447","117276","87744","333764","2496901","391433",""
"29143","2988","717670","","SYSTEMATIC SAVINGS BANK","Springfield","MO","65806","12/31/2021","5/18/2022","SA","318 S. Ave","","1","0","0","4","0","Greene","44180","Springfield, MO","1/1/1923","3/5/1938","10/13/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","WWW.MYSYSTEMATIC.COM","39769","416","40185","0","40185","36682","36682","1273","9681","3249","6432","1009","22555","2164","","465","2029","","259","0","0","94","165","750","","0","0","0","750","0","","13522","0","0","516","757","0",""
"57703","0","3284445","5077977","T BANK, NATIONAL ASSOCIATION","Dallas","TX","75248","12/31/2021","5/18/2022","N","16200 Dallas Parkway, # 190","TECTONIC FINANCIAL INC","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","11/2/2004","11/2/2004","5/12/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.tbank.com","458357","4152","462509","0","462509","237183","237183","12389","219342","161970","57372","0","5452","0","","0","184846","","1098","0","21","68","1009","39382","","0","39382","0","0","580","","146898","0","0","1783","10606","4152",""
"16394","0","411549","3685220","TABLE GROVE STATE BANK","Table Grove","IL","61482","12/31/2021","5/18/2022","NM","121 S. Broadway St.","TG BANCSHARES INC","1","0","0","2","1","Fulton","37900","Peoria, IL","3/5/1946","3/5/1946","6/19/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.tgsbank.com","33593","299","33892","0","33892","17294","17294","0","2631","2631","0","0","460","14203","","10241","2206","","3581","0","0","1936","1645","570","","566","4","0","0","0","","20263","0","0","0","0","0",""
"58300","0","3446225","3446430","TABLE ROCK COMMUNITY BANK","Kimberling City","MO","65686","12/31/2021","5/18/2022","NM","1 Wildwood Ln.","TABLE ROCK BANCSHARES CORP","2","0","0","4","0","Stone","","","8/28/2006","8/28/2006","6/21/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.trcbank.com","70963","702","71665","0","71665","63646","63646","9588","25400","12812","12588","595","27223","840","","64","2755","","5183","0","0","719","4464","17","","0","17","0","0","0","","20356","133","0","4212","5376","702",""
"178","9191","577230","1249020","TALBOT STATE BANK","Woodland","GA","31836","12/31/2021","5/18/2022","NM","76 E. Main St.","TSB BCORP INC","2","0","0","8","1","Talbot","17980","Columbus, GA-AL","11/25/1907","1/1/1934","8/26/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","https://www.talbotstatebank.com","31514","206","31720","20","31740","31496","31496","914","640","300","340","0","29343","599","","0","0","","244","0","195","1","48","0","","0","0","0","0","0","","16928","486","0","0","914","206",""
"59178","0","5401273","","TANDEM BANK","Tucker","GA","30084","12/31/2021","5/18/2022","NM","2356 Main St.","","1","0","0","4","0","Dekalb","12060","Atlanta-Sandy Springs-Roswell, GA","9/23/2019","9/23/2019","5/26/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.tandem.bank","79406","945","80351","0","80351","65957","65957","13711","33284","18355","14929","4780","14182","0","","0","13842","","552","0","50","20","482","0","","0","0","0","0","0","","7706","0","0","9955","3756","945",""
"29061","2844","800479","","TARBORO SAVINGS BANK, SSB","Tarboro","NC","27886","12/31/2021","5/18/2022","SB","501 Main St.","","1","0","0","5","0","Edgecombe","40580","Rocky Mount, NC","1/1/1906","5/27/1949","3/9/2020","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","www.tarborosavingsbank.com","37116","151","37267","236","37503","37500","37500","183","0","0","0","6290","31027","0","","0","0","","3","0","3","0","0","0","","0","0","0","0","0","","5652","0","0","183","0","151",""
"15590","9299","831941","1119105","TAYLOR COUNTY BANK","Campbellsville","KY","42718","12/31/2021","5/18/2022","NM","Broadway &lebanon Ave.","TAYLOR COUNTY BANCSHARES INC","4","0","0","4","1","Taylor","","","9/1/1937","4/6/1938","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","WWW.TAYLORCOUNTYBANK.COM","128879","947","129826","405","130231","98055","98055","4336","40237","27496","12741","5596","43459","4427","","375","21652","","7686","0","31","2834","4821","2463","","2427","36","0","0","0","","36701","610","358","1178","3158","0",""
"32348","8170","258379","","TAYLORSVILLE SAVINGS BANK, SSB","Taylorsville","NC","28681","12/31/2021","5/18/2022","SB","107 Main Ave. Dr","","3","0","0","8","0","Alexander","25860","Hickory-Lenoir-Morganton, NC","4/1/1921","6/26/1985","12/12/2008","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.taylorsvillesavings.com","74210","1168","75378","386","75764","74047","74047","10326","9687","3530","6157","0","53901","133","","0","871","","832","0","43","103","686","14","","0","14","0","0","245","","48484","1874","1585","8920","1406","922",""
"23498","11362","766164","3233126","TBK BANK, SSB","Dallas","TX","75251","12/31/2021","5/18/2022","SB","12700 Park Central Drive, #","TRIUMPH BCORP INC","66","0","1","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","7/15/1981","7/15/1981","9/8/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.tbkbank.com","4831993","42209","4874202","0","4874202","965384","965384","124615","511082","197910","313172","119788","124776","85123","","62872","3028777","225","10885","0","766","2075","8044","806285","","5671","770338","30276","0","0","0","1733917","764","763","23465","101150","32950",""
