cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"57899","0","3317192","4526496","1ST ADVANTAGE BANK","Saint Peters","MO","63376","12/31/2021","5/18/2022","NM","240 Salt Lick Rd.","BANC INVESTORS LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","119745","119745","114695","0","34","5016","0","0","","45786","41119","73959","30272","3664","40024","78626","41119","78626","111916","86779","2670","0","0","4477","",""
"4122","0","350657","","1ST BANK IN HOMINY","Hominy","OK","74035","12/31/2021","5/18/2022","SM","117 N. Price","","1","0","0","7","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","8/1/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","43405","43405","35705","0","7700","0","0","0","","19170","11890","24235","2741","6550","14944","31515","11890","31515","41218","37925","2282","0","0","0","",""
"30367","5236","148470","3848427","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","12/31/2021","5/18/2022","SB","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","0","8","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","280265","280265","239675","0","40573","17","0","0","","130710","67548","149555","585","111698","37271","212717","65697","214568","262386","188692","5699","0","0","0","",""
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","12/31/2021","5/18/2022","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","510396","510396","479987","0","30409","0","0","0","","338448","338448","171948","68439","73078","30431","171948","254290","256105","498232","314543","3387","0","0","0","",""
"58485","0","3594797","5533567","1ST CAPITAL BANK","Salinas","CA","93901","12/31/2021","5/18/2022","NM","150 Main St, # 150, Salinas,","1ST CAPITAL BCORP","7","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","10/30/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapitalbank.com","913251","913251","901695","0","11556","0","0","0","","546657","478082","366594","197703","157332","11560","435169","478082","435169","908369","376093","4054","0","0","0","",""
"35456","0","2920773","3118513","1ST COLONIAL COMMUNITY BANK","Collingswood","NJ","8108","12/31/2021","5/18/2022","NM","1040 Haddon Ave.","1ST COLONIAL BCORP INC","4","0","1","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","2/3/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","612793","612793","376857","0","235443","493","0","0","","82071","28361","530722","42791","360631","127300","584432","95241","517552","572534","301452","12234","4776","658","0","",""
"11706","12404","338945","1204083","1ST COMMUNITY BANK","Sherrard","IL","61281","12/31/2021","5/18/2022","NM","407 3rd St.","ILLINOIS HOLDING CO","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","62313","62313","58632","0","3681","0","0","0","","19141","13137","43172","11324","13250","18598","49176","13137","49176","59059","53090","202","0","0","0","",""
"27552","10064","1412619","2784920","1ST CONSTITUTION BANK","Cranbury","NJ","8512","12/31/2021","5/18/2022","NM","2650 Rt. 130","1ST CONSTITUTION BCORP","26","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","11/8/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","1658778","1658778","1441947","0","216831","0","0","0","","175113","113460","1483665","68717","1265633","149315","1545318","515602","1143176","1632406","1222539","32051","0","0","949","",""
"34393","0","2531562","2531553","1ST EQUITY BANK","Skokie","IL","60076","12/31/2021","5/18/2022","NM","3956 W. Dempster St.","FIRST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","5/5/2020","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","104839","104839","92036","0","0","12803","0","0","","30356","12207","74483","20106","5091","49286","92632","12206","92633","99520","84425","4110","0","0","12804","",""
"31410","6903","535575","3834710","1ST FEDERAL SAVINGS BANK OF SC, INC.","Walterboro","SC","29488","12/31/2021","5/18/2022","SA","300 Robertson Blvd.","FIRST CAROLINA BANCSHARES M H C","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","117721","117721","117478","0","0","243","0","0","","54527","18712","63194","12982","28485","21727","99009","18712","99009","116710","101239","6043","0","0","1000","",""
"1673","0","526452","","1ST FINANCIAL BANK USA","Dakota Dunes","SD","57049","12/31/2021","5/18/2022","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","690688","690688","646111","0","24076","20501","0","0","0","47099","14934","643589","45807","3447","594335","675754","16673","674016","234267","642242","1253","449543","449543","163859","0","0"
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","12/31/2021","5/18/2022","N","730 E. Main St.","","11","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","12/31/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","220816","220816","207211","0","13606","0","0","0","","96874","59468","123943","15920","47295","60728","161349","60847","159969","209769","171378","4174","10","10","0","",""
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","12/31/2021","5/18/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","23","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/15/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","1943638","1943638","1883779","0","46782","13076","0","0","","836664","487349","1106973","552367","193914","360691","1456288","487349","1456289","1693558","1374311","40009","192569","192569","12082","",""
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","12/31/2021","5/18/2022","SM","100 N. Michigan St, # B","1ST SOURCE CORP","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","6679568","6679568","5715028","17","949201","15322","0","0","","451377","451377","6228191","4693606","665005","869580","6228191","2052984","4626584","6395904","3707509","146494","146324","146324","15003","",""
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","12/31/2021","5/18/2022","NM","4800 Fashion Sq. Blvd, # 100","1ST STATE FINANCIAL LTD","5","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","403161","403161","354093","0","49068","0","0","0","","254309","200504","148852","119768","19044","10039","202657","192649","210512","399721","194786","1211","0","0","0","",""
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","12/31/2021","5/18/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","17","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","1139938","1139938","949199","55","182768","7916","0","0","","169537","60357","970401","443849","188040","338513","1079581","124043","1015895","1082280","779909","101217","0","0","0","",""
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","12/31/2021","5/18/2022","NM","44 Commerce Dr","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","1/28/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","236599","236599","224686","0","11160","753","0","0","","90029","86350","146570","7776","23593","115200","150249","52640","183959","187009","166392","6003","3035","3035","0","",""
"31249","6607","350572","5281989","1ST UNITED BANK","Faribault","MN","55021","12/31/2021","5/18/2022","NM","430 4th St Nw","MIDCOUNTRY ACQUISITION CORP","2","0","0","7","0","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","174525","174525","172489","0","2036","0","0","0","","87940","35038","86585","0","73685","12900","139487","34753","139772","173410","146075","4301","0","0","0","",""
"9751","0","340256","3304352","21ST CENTURY BANK","Loretto","MN","55357","12/31/2021","5/18/2022","NM","699 N. Medina St.","DOLPHIN FAMILY MANAGEMENT CO","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","548135","548135","533288","0","14324","523","0","0","","38706","29533","509429","167065","257691","84673","518602","186293","361842","506389","345561","8437","41746","41746","0","",""
"16910","0","449430","3438051","22ND STATE BANK","Louisville","AL","36048","12/31/2021","5/18/2022","NM","1920 Main St.","FEB BANCSHARES INC","6","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","11/13/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.22ndstatebank.com","175411","175411","163527","115","11769","0","0","0","","75504","63870","99907","39082","11603","49222","111541","63636","111775","169323","143666","7285","0","0","0","",""
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80914","12/31/2021","5/18/2022","NM","Peterson Air Force Base, 455","LITTLE LONDON BCORP","6","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","357654","357654","313253","11","14933","29457","0","0","","174791","83936","182863","110430","23553","48880","273718","83936","273718","351208","221425","3282","0","0","26877","",""
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","12/31/2021","5/18/2022","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","3","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","219496","219496","211060","0","8436","0","0","0","","154407","123487","65089","42834","11042","11213","96009","93196","126300","216508","138092","2196","0","0","0","",""
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","12/31/2021","5/18/2022","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","284764","284764","284764","0","0","0","0","0","","112232","107708","172532","16355","73425","82750","177056","111280","173484","239377","243281","3899","40025","40025","3596","",""
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","12/31/2021","5/18/2022","SB","1212 Charity St","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","11/16/2021","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","44357","44357","42421","0","1936","0","0","0","","8220","2350","36137","20316","2058","13763","42007","2351","42006","41136","37465","1593","0","0","0","",""
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","12/31/2021","5/18/2022","SB","205 S. Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","84518","84518","80623","0","3895","0","0","0","","32174","30931","52344","4124","23528","24692","53587","13215","71303","83297","72537","7468","0","0","0","",""
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","12/31/2021","5/18/2022","NM","401 E. Spruce St.","ABBY BCORP INC","8","0","0","4","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","10/25/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","548725","548725","489798","0","55837","3090","0","0","","193537","191836","355188","92440","144806","117942","356889","121233","427492","511283","417457","34424","5990","5990","3090","",""
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","12/31/2021","5/18/2022","SM","6 Harrison Ave","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/1/2021","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","www.abingtonbank.com","481152","481152","468153","4","12414","581","0","0","","63768","20125","417384","63685","232580","121119","461027","20125","461027","438544","391103","23536","248","248","333","",""
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Kansas City","MO","64108","12/31/2021","5/18/2022","N","1881 Main St","DICKINSON FINANCIAL CORP II","82","0","1","4","0","Jackson","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","3/25/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","1832895","1832895","1726747","7","21466","84675","0","0","","624074","624074","1208821","437078","121357","650386","1208821","481200","1351695","1644854","1287681","41137","95000","95000","38295","",""
"4061","13760","266253","1055708","ACB BANK","Cherokee","OK","73728","12/31/2021","5/18/2022","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","103790","103790","87109","1","16671","10","0","0","","47010","21021","56781","3564","11138","42078","82770","21021","82769","97201","81959","971","0","0","17501","",""
"58727","0","3614837","3637939","ACCESS BANK","Omaha","NE","68114","12/31/2021","5/18/2022","NM","8712 W. Dodge Rd.","3MV BCORP INC","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","808526","808526","759260","0","48023","1243","0","0","","170541","170541","637985","180049","405160","52776","637985","278474","530052","786543","343980","5976","9669","9669","249","",""
"58562","0","3535848","4556381","ACCESSBANK TEXAS","Denton","TX","76201","12/31/2021","5/18/2022","NM","320 W. Eagle Drive, # 100","ACCESS BCORP INC","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","511014","511014","473697","0","36969","348","0","0","","224403","224403","286611","192108","10923","83580","286611","160666","350348","482601","279948","6969","0","0","348","",""
"7506","12499","5210","1117464","ACNB BANK","Gettysburg","PA","17325","12/31/2021","5/18/2022","NM","16 Lincoln Sq.","ACNB CORP","31","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","1/11/2020","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.acnb.com","2441127","2441127","2114741","42","325102","1242","0","0","","229974","127687","2211153","347678","1433423","430052","2313440","87288","2353839","2333930","2083489","78296","0","0","7326","",""
"18489","12279","463650","5006472","ADAMS BANK & TRUST","Ogallala","NE","69153","12/31/2021","5/18/2022","SM","315 N. Spruce St.","ADAGE LLC","20","0","1","2","0","Keith","","","2/26/1962","2/26/1962","10/3/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.abtbank.com","1040636","1040636","848993","0","186253","5390","0","0","","249722","193686","790914","287276","286225","217413","846950","219958","820678","986646","811644","19793","2000","0","0","",""
"90140","12033","343903","","ADAMS COMMUNITY BANK","Adams","MA","1220","12/31/2021","5/18/2022","SB","2 Ctr. St","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","5/1/2021","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","795640","795640","532502","2","263136","0","0","0","","210089","137509","585551","344904","148882","91767","658131","124848","670792","779712","443211","30009","1088","1088","0","",""
"14311","0","9553","1053870","ADAMS COUNTY BANK","Kenesaw","NE","68956","12/31/2021","5/18/2022","NM","401 N. Smith Ave.","FIRST KENESAW CO","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.adamscountybank.net","134791","134791","117339","0","14451","3001","0","0","","55335","30339","79456","9807","20507","49141","104452","30339","104452","122104","114911","6277","5404","5404","993","",""
"9812","0","332756","","ADAMS STATE BANK","Adams","NE","68301","12/31/2021","5/18/2022","NM","649 Main St.","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.adamsstate.com","47025","47025","41142","0","5883","0","0","0","","22181","12378","24844","439","11722","12683","34647","12373","34652","44402","39176","2111","248","248","0","",""
"28380","1473","101671","2467474","ADIRONDACK BANK","Utica","NY","13501","12/31/2021","5/18/2022","SM","185 Genesee St.","ADIRONDACK BCORP INC","19","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","807086","807086","642390","0","164696","0","0","0","","98235","80223","708851","32502","626965","49384","726863","335479","471607","775353","579941","4271","9975","9975","0","",""
"8251","0","94858","1399505","ADRIAN BANK","Adrian","MO","64720","12/31/2021","5/18/2022","SM","130 E. Main St.","ADRIAN BANCSHARES INC","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","157663","157663","140967","0","16696","0","0","0","","71408","42831","86255","21890","26341","38024","114832","42831","114832","153775","135676","5191","0","0","0","",""
"8822","0","293352","1125254","ADRIAN STATE BANK","Adrian","MN","56110","12/31/2021","5/18/2022","NM","322 Maine Ave.","ADRIAN BUILDING CORP","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","56586","56586","47351","0","9235","0","0","0","","22748","20308","33838","11889","9160","12789","36278","20308","36278","54263","42247","2240","1558","0","0","",""
"29510","3575","321273","5535301","AFFINITY BANK","Covington","GA","30014","12/31/2021","5/18/2022","SA","3175 Hwy. 278","AFFINITY BANCSHARES INC","3","0","0","4","0","Newton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1928","1/20/1947","5/7/2021","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.newtonfederal.com","626377","626377","619034","0","7343","0","0","0","","305723","274969","320654","145969","77927","96758","351408","205519","420858","607236","484854","30057","0","0","3778","",""
"35267","14939","2909330","","AIG FEDERAL SAVINGS BANK","Wilmington","DE","19809","12/31/2021","5/18/2022","SA","503 Carr Rd, # 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","500","500","500","0","0","0","0","0","","0","0","500","0","0","500","500","0","500","0","250","0","0","0","0","",""
"35314","0","2877484","3047583","ALAMERICA BANK","Birmingham","AL","35205","12/31/2021","5/18/2022","NM","2170 Highland Ave.","ALAMERICA BANCCORP INC","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","13536","13536","10535","0","1510","1491","0","0","","2585","2142","10951","904","931","9116","11394","2142","11395","12341","12418","463","0","0","0","",""
"13947","0","869953","1061222","ALAMOSA STATE BANK","Alamosa","CO","81101","12/31/2021","5/18/2022","NM","2225 Main St.","ALAMOSA BCORP LTD","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","331863","331863","265364","0","66462","37","0","0","","174599","88206","157264","75478","37304","44482","243657","88206","243657","312330","170337","4861","0","0","0","",""
"17230","0","2732","1208933","ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION","Chicago","IL","60625","12/31/2021","5/18/2022","N","3400 W. Lawrence Ave.","ALBANK CORP","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","6/30/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albanybank.com","625777","625777","606626","0","19151","0","0","0","","256951","198496","368826","137249","67329","164248","427281","198345","427432","523228","321475","11714","0","0","0","",""
"17622","12071","388744","","ALDEN STATE BANK","Alden","MI","49612","12/31/2021","5/18/2022","NM","Coy &helena St.","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","263122","263122","220550","0","42572","0","0","0","","130060","77856","133062","23824","69656","39581","185266","77856","185266","249384","204866","7344","0","0","0","",""
"9831","0","414102","","ALDEN STATE BANK","Alden","NY","14004","12/31/2021","5/18/2022","SM","13216 Broadway","","3","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","5/1/2009","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","390243","390243","349743","0","40500","0","0","0","","157562","111635","232681","65450","112623","54608","278608","157561","232682","373349","299143","18278","0","0","0","",""
"3931","10999","933256","2067007","ALERUS FINANCIAL, NATIONAL ASSOCIATION","Grand Forks","ND","58201","12/31/2021","5/18/2022","N","401 Demers Ave.","ALERUS FINANCIAL CORP","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","3002304","3002304","2821038","0","181091","175","0","0","","603368","330276","2398936","2069201","96825","232911","2672028","1020593","1981711","2910782","1110923","23270","0","0","0","",""
"13080","0","585235","1201989","ALGONQUIN STATE BANK","Algonquin","IL","60102","12/31/2021","5/18/2022","NM","2400 Huntington Dr. N.","FIRST ALGONQUIN CO","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","11/27/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","144182","144182","125861","0","18321","0","0","0","","66599","43022","77583","29984","37031","10567","101160","43022","101160","142763","117401","4389","0","0","0","",""
"20093","16002","25357","","ALL AMERICA BANK","Oklahoma City","OK","73128","12/31/2021","5/18/2022","NM","200 S. Rockwell Ave.","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.allamerica.bank","416396","416396","397145","804","18447","0","0","0","","45548","13471","370848","51108","241008","78732","402925","84950","331446","405912","361486","9902","0","0","0","",""
"58629","0","3579589","3744239","ALLEGIANCE BANK","Houston","TX","77040","12/31/2021","5/18/2022","NM","8727 W. Sam Houston Pkwy. N.","ALLEGIANCE BANCSHARES INC","27","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","2/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","6102045","6102045","4916487","0","965287","220271","0","0","","297427","297427","5804618","4331198","182595","1290825","5804618","2297488","3804557","5301346","2436320","29247","415057","107352","0","",""
"197","9807","493741","1138405","ALLIANCE BANK","Francesville","IN","47946","12/31/2021","5/18/2022","NM","101 W. Montgomery St.","ALLIANCE BCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","324649","324649","296763","0","27886","0","0","0","","154365","66344","170284","65122","74765","30397","258305","82736","241913","321604","271520","5436","0","0","0","",""
"11569","10383","176464","2127068","ALLIANCE BANK","Sulphur Springs","TX","75482","12/31/2021","5/18/2022","NM","100 Jefferson St W","ALLIANCE BANCSHARES INC","17","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","4/22/2020","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","1171005","1171005","1007143","10","163756","96","0","0","","467858","346933","703147","434579","136211","132357","824072","346933","824072","1152721","754590","21652","0","0","0","",""
