cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"9672","16019","492810","1071735","OWINGSVILLE BANKING COMPANY","Owingsville","KY","40360","12/31/2021","5/18/2022","NM","49 W. Main St.","BATH COUNTY BANKING CO","3","0","0","2","0","Bath","","","5/10/1893","1/1/1934","1/28/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.bankobc.com; www.bankobc.net","71398","71398","65645","0","5753","0","0","0","","30563","14052","40835","709","8247","31881","57346","14052","57346","69094","66289","1703","0","0","0","",""
"9719","12402","448040","1249383","OXFORD BANK","Oxford","MI","48371","12/31/2021","5/18/2022","SM","60 S Washington St","OXFORD BANK CORP","9","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","6/4/1884","1/1/1934","3/26/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.oxfordbank.com","672312","672312","638887","0","33425","0","0","0","","206734","166398","465578","269606","167424","28548","505914","166397","505915","671269","401457","9429","0","0","0","",""
"57034","0","2938769","3260551","OXFORD UNIVERSITY BANK","Oxford","MS","38655","12/31/2021","5/18/2022","NM","1500 University Ave","LAFAYETTE BCORP INC","5","0","0","4","0","Lafayette","","","11/27/2000","11/27/2000","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","https://www.oubol.com","182168","182168","178191","161","3440","376","0","0","","89664","40882","92504","19015","16813","56676","141286","40882","141286","165393","147235","5813","0","0","0","",""
"1654","14406","882952","","OZARK BANK","Ozark","MO","65721","12/31/2021","5/18/2022","NM","106-112 N. 2nd Ave.","","4","0","0","4","1","Christian","44180","Springfield, MO","9/25/1906","1/1/1934","11/2/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","http://www.ozarkbank.com","351654","351654","227183","10","122092","2369","0","0","","247750","57550","103904","36428","29067","38408","294104","57550","294104","342303","200050","6560","0","0","2233","",""
"28277","1283","1016174","","OZARKS FEDERAL SAVINGS AND LOAN ASSOCIATION","Farmington","MO","63640","12/31/2021","5/18/2022","SA","2 E. Columbia","","5","0","0","5","0","Saint Francois","","","1/1/1930","12/3/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.ozarksfederal.com","195953","195953","192606","0","3343","4","0","0","","53589","11447","142364","26285","26899","89180","184506","14463","181490","190274","186273","15798","0","0","0","",""
"3376","0","780263","3491869","OZONA BANK","Ozona","TX","76943","12/31/2021","5/18/2022","NM","503 11th St.","ONB BANCSHARES INC","7","0","0","7","1","Crockett","","","6/1/1905","1/1/1934","6/25/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.ozonabank.com","319819","319819","303461","0","16358","0","0","0","","184831","181573","134988","75331","35947","23710","138246","141481","178339","311147","223869","431","0","0","0","",""
"58234","0","3546862","","PACIFIC ALLIANCE BANK","Rosemead","CA","91770","12/31/2021","5/18/2022","NM","8400 E. Valley Blvd.","","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/27/2006","12/27/2006","12/11/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.pacificalliancebank.com","313908","313908","283849","0","4251","25807","0","0","","35495","24398","278412","61970","5979","210464","289509","24398","289510","234735","223962","2507","0","0","24815","",""
"57463","0","3212402","3595084","PACIFIC CITY BANK","Los Angeles","CA","90010","12/31/2021","5/18/2022","NM","3701 Wilshire Blvd, # 900","PCB BCORP","13","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","9/18/2003","9/18/2003","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","1","http://www.paccitybank.com","1872586","1872586","1772586","0","100000","0","0","0","","856013","835815","1016573","386061","16299","614212","1036771","835835","1036751","1515328","994192","4725","85001","85001","0","",""
"34252","0","2451240","2731586","PACIFIC COAST BANKERS' BANK","Walnut Creek","CA","94596","12/31/2021","5/18/2022","SM","1676 N California Blvd","PACIFIC COAST BANKERS BANCSHARES","1","0","0","9","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","1/2/1997","1/2/1997","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","http://pcbb.com","1239375","1239375","11766","0","0","1227609","0","0","","832703","832703","406672","362933","0","43739","406672","662545","576830","1202840","126345","0","118","118","0","",""
"34585","0","2643595","2713685","PACIFIC CREST SAVINGS BANK","Lynnwood","WA","98037","12/31/2021","5/18/2022","SB","3500 188th St, S.W, # 575","PACIFIC CREST BCORP INC","1","0","0","4","1","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","1/2/1998","1/2/1998","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","http://www.paccrest.com/","193809","193809","179652","0","2732","11425","0","0","","28916","7101","164893","86176","0","78717","186708","7101","186708","173283","138922","7744","12849","12849","11425","",""
"58415","0","3490871","3490880","PACIFIC ENTERPRISE BANK","Irvine","CA","92614","12/31/2021","5/18/2022","SM","17748 Sky Park Circle","PACIFIC ENTERPRISE BCORP","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","4/30/2007","4/30/2007","3/2/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","404394","404394","327507","0","39468","37419","0","0","","100626","60068","303768","154062","1060","148646","344326","60068","344326","332428","189394","260","75235","0","64119","",""
"26299","10618","577137","","PACIFIC NATIONAL BANK","Miami","FL","33131","12/31/2021","5/18/2022","N","1390 Brickell Ave.","","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/22/1985","7/22/1985","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","0","www.pnb.com","845114","845114","821578","0","0","22970","565","0","","247841","247841","597272","402153","30147","164971","597272","218436","626678","776197","467164","3588","0","0","22970","",""
"32172","7946","431172","3489594","PACIFIC PREMIER BANK","Irvine","CA","92614","12/31/2021","5/18/2022","SM","17901 Von Karman Ave","PACIFIC PREMIER BCORP INC","66","0","1","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","8/5/1983","8/5/1983","6/1/2020","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","http://www.ppbi.com","17162769","17162769","16192220","0","954101","16448","0","0","","490076","443392","16672693","15194862","419558","1058273","16719377","6799183","10363586","16663954","10942053","90577","5553","5553","3898","",""
"57740","0","3293540","","PACIFIC VALLEY BANK","Salinas","CA","93901","12/31/2021","5/18/2022","NM","422 Main St.","","4","0","0","4","0","Monterey","41500","Salinas, CA","9/14/2004","9/14/2004","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.pacificvalleybank.com","454149","454149","454149","0","0","0","0","0","","274787","244044","179362","118225","23598","37540","210105","244044","210105","436068","216240","2506","0","0","0","",""
"57872","0","3303944","","PACIFIC WEST BANK","West Linn","OR","97068","12/31/2021","5/18/2022","NM","2040 8th Ave.","","2","0","0","4","0","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","11/5/2004","11/5/2004","2/14/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.pacificwestbank.com","231263","231263","226269","0","4994","0","0","0","","139438","105878","91825","60886","11898","19040","125385","105877","125386","225189","110346","409","0","0","5066","",""
"24045","0","494261","2875332","PACIFIC WESTERN BANK","Beverly Hills","CA","90212","12/31/2021","5/18/2022","NM","9701 Wilshire Blvd.","PACWEST BCORP","77","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","8/26/1982","8/26/1982","7/1/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.pacwest.com","35172611","35172611","34353435","0","803959","15217","0","0","","4694355","1251932","30478256","28474771","630653","1372832","33920679","14717987","20454624","33811482","12693433","295261","876485","874235","415943","",""
"17563","12235","277820","1076329","PALMETTO STATE BANK","Hampton","SC","29924","12/31/2021","5/18/2022","NM","601 1st St, W.","PALMETTO STATE BANKSHARES INC","8","0","0","7","0","Hampton","","","1/1/1907","12/28/1955","4/25/2014","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.palmettostatebank.com","602445","602445","551361","2026","49058","0","0","0","","342908","342908","259537","72170","109091","78276","259537","188207","414238","574659","425847","15322","0","0","0","",""
"13990","0","90047","1201596","PALO SAVINGS BANK","Palo","IA","52324","12/31/2021","5/18/2022","NM","2801 Hollenbeck Rd.","BANKERS EQUITY CORP","1","0","0","2","1","Linn","16300","Cedar Rapids, IA","1/1/1908","3/3/1934","12/19/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.palosavingsbank.com","42359","42359","37189","0","5170","0","0","0","","18223","10026","24136","2853","8963","12321","32333","10026","32333","41268","35281","2673","0","0","0","",""
"34108","0","2343167","3618545","PAN AMERICAN BANK & TRUST","Melrose Park","IL","60160","12/31/2021","5/18/2022","NM","1440 W. N. Ave.","AMERICAN BCORP OF ILLINOIS INC","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/22/1995","12/22/1995","9/16/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","WWW.PANAMERBANK.COM","394609","394609","248813","0","135100","10696","0","0","","146777","113616","247832","140343","30130","77357","280993","101097","293512","361830","208362","6314","18704","8188","9315","",""
"29676","3871","102874","","PAPER CITY SAVINGS ASSOCIATION","Wisconsin Rapids","WI","54494","12/31/2021","5/18/2022","SA","4200 8th St. S.","","3","0","0","4","0","Wood","","","1/1/1933","5/26/1958","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.papercitysavings.com","181145","181145","180274","0","790","81","0","0","","30639","30639","150506","39695","32592","78219","150506","21432","159713","173992","171849","17760","0","0","0","",""
"58030","0","3368635","4977342","PARADISE BANK","Boca Raton","FL","33431","12/31/2021","5/18/2022","SM","2420 N. Fedl Hwy","PARADISE BCORP INC","3","0","0","4","1","Palm Beach","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/25/2005","7/25/2005","5/16/2016","Stock","0","0","FED","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.ParadiseBank.com","341861","341861","338930","0","2484","447","0","0","","245187","162104","96674","43363","40173","13140","179757","156081","185780","334957","197427","173","0","0","447","",""
"57874","0","3288452","4645324","PARAGON BANK","Memphis","TN","38119","12/31/2021","5/18/2022","NM","5400 Poplar Ave","PARAGON FINL SOLUTIONS INC","8","0","1","4","0","Shelby","32820","Memphis, TN-MS-AR","1/19/2005","1/19/2005","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","http://www.bankparagon.com","480221","480221","455795","0","23681","745","0","0","","312483","165864","167738","112320","9063","46355","314357","170144","310077","454809","352304","1462","19624","19624","0","",""
"57884","0","3308574","5119363","PARAMOUNT BANK","Hazelwood","MO","63042","12/31/2021","5/18/2022","NM","90 Village Sq. Shpctr.","PARAMOUNT FINANCIAL GROUP LLC","1","0","0","8","0","Saint Louis","41180","St. Louis, MO-IL","12/30/2004","12/30/2004","7/26/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.paramountbank.com","127157","127157","104919","0","4683","17555","0","0","","51705","51705","75452","8892","411","66151","75452","4074","123083","104296","110592","1658","14451","14451","15423","",""
"13054","13185","518354","4281197","PARK BANK","Holmen","WI","54636","12/31/2021","5/18/2022","NM","1200 Main St.","GOLDEN OAK BANCSHARES INC","3","0","0","8","0","La Crosse","29100","La Crosse-Onalaska, WI-MN","1/1/1909","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","0","1","www.parkbank.bank","58352","58352","56440","0","1912","0","0","0","","26366","26366","31986","15023","12891","4071","31986","19836","38516","58352","50322","495","0","0","0","",""
"34038","0","2316714","2536857","PARK RIDGE COMMUNITY BANK","Park Ridge","IL","60068","12/31/2021","5/18/2022","NM","626 Talcott Rd.","COMMUNITY BANK CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/3/1995","7/3/1995","7/19/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.timetobank.com","349734","349734","349734","0","0","0","0","0","","129304","101505","220430","37720","130256","52454","248229","101505","248229","342861","245556","11635","0","0","0","",""
"8851","0","716655","4792022","PARK STATE BANK","Duluth","MN","55806","12/31/2021","5/18/2022","NM","2630 W Superior St","PARK FINANCIAL GROUP INC","11","0","0","4","0","Saint Louis","20260","Duluth, MN-WI","6/28/1916","1/1/1934","5/22/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.parkstatebank.com","1029778","1029778","866408","0","161406","1964","0","0","","547186","547186","482592","0","362720","119872","482592","207159","822619","989065","673948","17800","10375","10375","12069","",""
"19381","10599","480059","","PARK STATE BANK & TRUST","Woodland Park","CO","80863","12/31/2021","5/18/2022","NM","710 W Hwy 24","","1","0","0","4","1","Teller","17820","Colorado Springs, CO","3/1/1965","3/1/1965","6/5/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.psbtrust.com","132096","132096","129565","0","2531","0","0","0","","68684","27212","63412","3772","46730","12910","104884","27212","104884","131764","122048","2424","0","0","0","",""
"34888","0","2764212","3347292","PARKE BANK","Sewell","NJ","8080","12/31/2021","5/18/2022","NM","601 Delsea Dr.","PARKE BCORP INC","8","0","1","4","0","Gloucester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/28/1999","1/28/1999","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.parkebank.com","1771804","1771804","1505025","0","245035","21744","0","0","","650393","557204","1121411","348428","179238","593746","1214600","557204","1214600","1598768","969788","62060","9120","9120","15839","",""
"58796","0","3688043","3694026","PARKSIDE FINANCIAL BANK & TRUST","Clayton","MO","63105","12/31/2021","5/18/2022","NM","8112 Maryland Ave, # 101","PARKSIDE FINANCIAL INC","1","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","4/23/2008","4/23/2008","4/23/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.pfbt.com","667923","667923","658766","0","0","9157","0","0","","62754","55571","605169","284290","282735","38145","612352","293170","374753","640713","186168","100","18855","18855","7393","",""
"19008","15641","1001639","1200692","PARKWAY BANK AND TRUST COMPANY","Harwood Heights","IL","60656","12/31/2021","5/18/2022","NM","4800 N. Harlem Ave.","PARKWAY BCORP INC","32","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/22/1964","1/22/1964","7/22/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.parkwaybank.com","2280599","2280599","2117602","0","162997","0","0","0","","649907","477411","1630692","350929","300191","979573","1803188","477411","1803188","2015538","1958406","80805","151290","151290","0","",""
"15729","12410","335346","1129494","PARTNERS BANK","Helena","AR","72342","12/31/2021","5/18/2022","NM","302 Cherry St","HELENA BANCSHARES INC","8","0","0","4","0","Phillips","","","4/1/1940","4/1/1940","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","https://www.mypartners.bank","303867","303867","245189","0","37288","21390","0","0","","115564","115564","188303","22127","17513","148663","188303","55837","248030","242559","252708","6787","33897","33897","33107","",""
"58588","0","3655933","","PARTNERS BANK OF CALIFORNIA","Mission Viejo","CA","92691","12/31/2021","5/18/2022","NM","27201 Puerta Real","","2","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","11/16/2007","11/16/2007","7/16/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.partnersbankca.com","312564","312564","309092","0","0","3472","0","0","","184822","170443","127742","108400","3840","15503","142121","170444","142120","301225","150774","0","7593","7593","3472","",""
"17115","7706","111205","3815054","PARTNERS BANK OF NEW ENGLAND","Sanford","ME","4073","12/31/2021","5/18/2022","SB","900 Main St","SIS BCORP MHC","11","0","1","4","0","York","38860","Portland-South Portland, ME","11/1/1933","5/27/1952","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.partners.bank","742139","742139","689988","0","50660","1490","0","0","","362610","226035","379528","39794","170276","169458","516103","91584","650555","679936","667081","33659","30479","30479","0","",""
"12513","10502","114149","1138713","PARTNERS BANK OF WISCONSIN","Marshfield","WI","54449","12/31/2021","5/18/2022","NM","907 N. Central","STRATFORD BANCSHARES INC","3","0","0","4","0","Wood","","","6/13/1908","1/1/1934","6/19/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","http://www.partnersbankwi.com","218680","218680","203128","0","15552","0","0","0","","91535","63136","127145","38589","47506","41050","155544","56595","162085","210217","175700","8335","1489","1489","0","",""
"14134","10324","300009","2337081","PASSUMPSIC SAVINGS BANK","Saint Johnsbury","VT","5819","12/31/2021","5/18/2022","SB","497 Railroad St","PASSUMPSIC BCORP","12","0","1","5","0","Caledonia","","","2/24/1853","3/31/1934","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","http://www.passumpsicbank.com","739815","739815","658998","0","79078","1738","0","0","","396299","153022","343515","98787","152363","92367","586792","153022","586793","732229","532631","31736","0","0","0","",""
"57497","0","729310","2596776","PATHFINDER BANK","Oswego","NY","13126","12/31/2021","5/18/2022","NM","214 W. 1st St.","PATHFINDER BCORP INC","11","0","0","4","0","Oswego","45060","Syracuse, NY","10/25/2002","10/25/2002","5/31/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.PATHFINDERBANK.com","1070076","1070076","859397","3","179612","31064","0","0","","353517","205482","716559","256963","138129","321467","864594","205482","864593","844821","754126","19529","157805","157805","0","",""
"1992","53533","73554","3304361","PATHWAY BANK","Cairo","NE","68824","12/31/2021","5/18/2022","NM","306 High St.","PATHWAY BCORP","4","0","0","2","0","Hall","24260","Grand Island, NE","1/1/1910","1/1/1934","5/27/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.pathwaybank.com","166495","166495","155692","0","10803","0","0","0","","59737","36839","106758","37858","20919","47982","129656","35114","131381","162442","136301","4702","0","0","15589","",""
"57416","0","3120646","1135374","PATRIOT BANK","Millington","TN","38053","12/31/2021","5/18/2022","SM","8376 Us Hwy. 51 N","SECURITY BCORP OF TN INC","10","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","10/9/2002","10/9/2002","11/16/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.patriot-bank.com","393716","393716","296466","0","97249","0","0","0","","178737","98090","214978","78348","41807","94823","295625","98090","295626","365767","252843","10797","0","0","12111","",""
"33928","0","2236821","2840479","PATRIOT BANK, NATIONAL ASSOCIATION","Stamford","CT","6905","12/31/2021","5/18/2022","N","999 Bedford St","PATRIOT NATIONAL BCORP INC","9","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","8/31/1994","8/31/1994","5/1/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","Windsor","New York","Northeastern","Northeast","0","1","www.bankpatriot.com","750174","750174","740841","0","9333","0","0","0","","262861","229000","487313","164518","115725","207070","521174","224768","525406","679352","465091","20188","21991","21991","39545","",""
"58133","0","3437166","","PATRIOT COMMUNITY BANK","Woburn","MA","1801","12/31/2021","5/18/2022","SM","237 Lexington St","","1","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/3/2006","4/3/2006","5/1/2021","Stock","0","1","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.patriotcb.com","175618","175618","175619","0","0","0","0","0","","46290","31722","129329","27061","6354","95914","143897","31722","143896","148912","122331","8505","0","0","0","",""
"18019","53341","297051","1057896","PATRIOTS BANK","Garnett","KS","66032","12/31/2021","5/18/2022","NM","131 E. 4th Ave.","GARNETT BANCSHARES INC","6","0","1","4","1","Anderson","","","1/1/1899","6/4/1959","1/13/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.patriotsbank.com","148609","148609","131658","0","16951","0","0","0","","66295","35154","82314","24928","21089","36297","113455","35154","113455","147158","126015","3500","0","0","0","",""
"12609","12689","85931","3631469","PATTERSON STATE BANK","Patterson","LA","70392","12/31/2021","5/18/2022","NM","1130 Hwy. 90","PATTERSON BANCSHARES INC","3","0","0","8","0","Saint Mary","","","1/1/1925","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.pattersonstatebank.com","295000","295000","209375","0","85625","0","0","0","","133236","69137","161764","43051","62551","56162","225863","69137","225863","274869","185248","7678","0","0","0","",""
"24303","0","500658","5584662","PAVILLION BANK","Richardson","TX","75080","12/31/2021","5/18/2022","NM","1200 W Campbell Rd.","ODOM AMTEX LLC","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/17/1983","1/17/1983","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.pavillionbank.com","79493","79493","79481","0","0","12","0","0","","36622","29068","42871","22361","4889","15621","50425","29068","50425","69827","44892","1097","0","0","0","",""
"9313","9854","148715","1134283","PBK BANK, INC.","Stanford","KY","40484","12/31/2021","5/18/2022","NM","120 Frontier Blvd","COMMUNITY BANCSHARES INC","6","0","0","8","0","Lincoln","","","1/1/1906","1/1/1934","1/28/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.pbkbank.com","139741","139741","133910","0","5831","0","0","0","","85803","39569","53938","1655","34175","18109","100172","39569","100172","138488","124704","4706","0","0","0","",""
"14522","0","188449","1200049","PCSB BANK","Clarinda","IA","51632","12/31/2021","5/18/2022","NM","120 E. Washington St","WHITMORE CO INC","7","0","0","2","1","Page","","","1/1/1866","6/28/1934","7/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","www.wearepcsb.com","290079","290079","259215","7","30857","0","0","0","","110872","49764","179207","106616","45007","27584","240315","49764","240315","279890","225572","7713","0","0","0","",""
"15995","0","24006","5079476","PCSB BANK","Brewster","NY","10509","12/31/2021","5/18/2022","NM","2477 Rt. 6","PCSB FINANCIAL CORP","15","0","0","4","0","Putnam","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1871","7/1/1943","12/31/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.PCSB.com","1552219","1552219","1482477","0","69742","0","0","0","","432160","216478","1120059","361352","403928","354778","1335741","216478","1335741","1455136","1238997","62619","30000","30000","0","",""
"57923","0","3348468","5010479","PEACH STATE BANK & TRUST","Gainesville","GA","30501","12/31/2021","5/18/2022","NM","325 Washington St.","PEACH STATE BANCSHARES INC","3","0","0","4","0","Hall","23580","Gainesville, GA","4/27/2005","4/27/2005","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.peachstate.bank","503443","503443","497632","0","5205","606","0","0","","264826","162795","238617","189982","12681","35954","340648","158022","345421","488185","263299","4854","11","11","0","",""
"11035","0","236706","2651590","PEAPACK-GLADSTONE BANK","Bedminster","NJ","7921","12/31/2021","5/18/2022","SM","500 Hills Dr. Suite 300","PEAPACK-GLADSTONE FINL CORP","22","0","0","4","0","Somerset","35620","New York-Newark-Jersey City, NY-NJ-PA","9/21/1921","1/1/1934","12/8/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.pgbank.com","5294201","5294201","5028393","0","265809","0","0","0","","1565461","297152","3728741","3099018","154915","474808","4997050","984013","4310188","5034972","4334841","56545","118818","118818","31383","",""
"18132","0","723868","2184043","PEARLAND STATE BANK","Pearland","TX","77581","12/31/2021","5/18/2022","NM","2301 N. Main St.","COASTAL BANCSHARES INC","1","0","0","5","1","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","1/6/1960","1/6/1960","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.pearlandbank.com","190973","190973","160859","0","30114","0","0","0","","115055","59155","75918","6314","22125","47479","131818","59154","131819","164181","118485","2494","0","0","0","",""
"29582","3697","515979","","PEE DEE FEDERAL SAVINGS BANK","Marion","SC","29571","12/31/2021","5/18/2022","SA","106 E. Court St.","","1","0","0","5","0","Marion","","","12/11/1935","12/11/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","30325","30325","27453","0","2872","0","0","0","","12705","12705","17620","364","10576","6680","17620","4272","26053","28104","27885","1009","0","0","0","",""
"58483","0","3465392","1133286","PEGASUS BANK","Dallas","TX","75209","12/31/2021","5/18/2022","NM","4515 W. Mockingbird Ln.","BANCFIRST CORP","3","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/24/2007","1/24/2007","6/29/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","http://www.pegasusbankdallas.com","961689","961689","961371","0","0","318","0","0","","570787","456838","390902","357854","1718","31330","504851","427125","534565","938745","341841","2152","0","0","0","",""
