cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"6063","9372","61355","1125740","CORTRUST BANK NATIONAL ASSOCIATION","Mitchell","SD","57301","12/31/2021","5/18/2022","N","100 E. Havens St.","HOPKINS FINANCIAL CORP","37","0","1","4","0","Davison","","","10/31/1930","1/1/1934","8/17/2019","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.cortrustbank.com","893321","59943","34031","2391","235223","469798","685","2301","7","","","40222"
"13616","0","837046","1133615","CORYDON STATE BANK","Corydon","IA","50060","12/31/2021","5/18/2022","NM","201 W. Jackson St.","DENTEL BCORP","1","0","0","2","1","Wayne","","","1/1/1926","1/13/1934","6/29/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","58244","3214","586","27","26700","27865","36","0","0","","","4701"
"8798","15460","473930","1081097","COTTONPORT BANK","Cottonport","LA","71327","12/31/2021","5/18/2022","NM","942 Bryan St","MANSURA BANCSHARES INC","14","0","0","4","0","Avoyelles","","","7/2/1902","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.cottonportbank.com","245059","16773","9261","334","56587","157474","248","370","1","","","16984"
"17160","0","921655","1060690","COTTONWOOD VALLEY BANK","Cedar Point","KS","66843","12/31/2021","5/18/2022","SM","106 Main St","CEDAR POINT BANCSHARES INC","5","0","0","2","1","Chase","","","1/25/1914","12/8/1952","7/14/2020","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.cottonwoodvalleybank.com","24174","1566","1219","51","6051","8731","16","323","1","","","1694"
"18361","12544","457752","1126989","COULEE BANK","La Crosse","WI","54601","12/31/2021","5/18/2022","NM","1516 Losey Blvd. S.","COULEE BANCSHARES INC","8","0","1","4","1","La Crosse","29100","La Crosse-Onalaska, WI-MN","2/27/1961","3/20/1961","4/16/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","0","1","www.couleebank.net","239320","11731","3176","204","27938","158699","248","0","0","","","3308"
"23992","5068","689209","","COUNTRY BANK FOR SAVINGS","Ware","MA","1082","12/31/2021","5/18/2022","SB","75 Main St","","13","0","0","4","0","Hampshire","44140","Springfield, MA","7/1/1850","8/16/1982","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.countrybank.com","852716","95341","64467","3494","200006","438660","653","9144","23","","","59795"
"8888","0","625654","1053496","COUNTRY CLUB BANK","Kansas City","MO","64112","12/31/2021","5/18/2022","SM","1 Ward Pkwy","CCB FINANCIAL CORP","26","0","1","4","1","Jackson","28140","Kansas City, MO-KS","12/2/1905","1/1/1934","12/31/2021","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","http://www.countryclubbank.com","834861","48237","61507","715","124979","1267654","1544","1058","3","","","39166"
"35602","16088","449935","","COUNTRY TRUST BANK","Bloomington","IL","61701","12/31/2021","5/18/2022","SA","1705 N. Towanda Ave.","","1","0","0","7","0","Mclean","14010","Bloomington, IL","5/1/2000","5/1/2000","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","0","www.countryfinancial.com/","0","0","0","0","0","670","1","0","0","","","0"
"1438","0","474357","2090779","COUNTRYSIDE BANK","Unadilla","NE","68454","12/31/2021","5/18/2022","NM","379 Main St.","UB INC","3","0","0","2","0","Otoe","","","5/1/1892","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","http://www.countrysidebank.com","60963","4202","4496","150","16613","19602","41","0","0","","","1931"
"33009","12668","1459735","3246425","COUNTY BANK","Rehoboth Beach","DE","19971","12/31/2021","5/18/2022","NM","19927 Shuttle Rd.","CB FINANCIAL CORP","7","0","0","4","0","Sussex","41540","Salisbury, MD-DE","7/9/1990","7/9/1990","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","http://WWW.COUNTYBANKDEL.COM","300984","16412","7532","644","28377","218982","398","260","1","","","3855"
"12220","0","1016848","1067877","COUNTY BANK","Brunswick","MO","65236","12/31/2021","5/18/2022","NM","116 W. Broadway","CHARITON COUNTY BANCSHARES INC","2","0","0","2","1","Chariton","","","4/2/1877","1/1/1934","4/22/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","countybankonline.com","92510","5707","2634","102","15893","16882","41","0","0","","","5164"
"12126","0","477844","2745613","COUNTY BANK","Sigourney","IA","52591","12/31/2021","5/18/2022","NM","201 S. Jefferson St.","FOUNTAIN VIEW BCORP INC","5","0","0","2","1","Keokuk","","","1/1/1884","1/1/1934","2/3/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.yourcountybank.com","105560","6736","3163","144","21887","75614","116","952","3","","","10821"
"14073","11305","682143","3340015","COUNTY NATIONAL BANK","Hillsdale","MI","49242","12/31/2021","5/18/2022","N","1 S. Howell St.","CNB COMMUNITY BCORP INC","15","0","0","4","0","Hillsdale","","","3/19/1934","3/19/1934","9/6/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.cnbb.bank","536638","39196","11474","566","56266","497635","535","1250","4","","","29281"
"29231","3136","658072","","COUNTY SAVINGS BANK","Essington","PA","19029","12/31/2021","5/18/2022","SA","10 Powhattan Ave","","3","0","0","8","0","Delaware","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1920","1/17/1972","11/1/2015","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.countysavingsbank.com","56604","3328","4067","202","13364","31287","41","1135","3","","","659"
"9155","13478","271529","3147625","COUNTYBANK","Greenwood","SC","29646","12/31/2021","5/18/2022","NM","419 Main St.","TCB CORP","12","0","0","4","1","Greenwood","","","6/5/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.ecountybank.com","326713","22669","0","0","10855","253200","393","0","0","","","817"
"21998","0","697035","2228590","COVINGTON COUNTY BANK","Collins","MS","39428","12/31/2021","5/18/2022","NM","102 S Dogwood Ave","COVINGTON CAPITAL CORP","2","0","0","2","0","Covington","25620","Hattiesburg, MS","5/1/1975","5/1/1975","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.covcobank.com","53827","3659","2953","161","25464","22239","37","0","0","","","3844"
"8725","10839","544951","2992426","COWBOY STATE BANK","Ranchester","WY","82839","12/31/2021","5/18/2022","SM","515 Dayton St.","COWBOY STATE BCORP INC","2","0","0","2","1","Sheridan","","","1/1/1912","1/1/1934","2/7/2019","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","http://www.cowboystatebank.com","34719","2550","1478","54","6632","12288","31","494","1","","","3095"
"59209","0","5472880","","CRAFT BANK","Atlanta","GA","30318","12/31/2021","5/18/2022","NM","1575 Northside Dr Nw","","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","10/15/2020","10/15/2020","10/15/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.craft.bank","29273","448","98","1","2084","28925","44","0","0","","","2412"
"8511","15783","810544","1021570","CRAWFORD COUNTY TRUST AND SAVINGS BANK","Denison","IA","51442","12/31/2021","5/18/2022","NM","21 N. Main St.","VIKING CORP THE","3","0","0","2","1","Crawford","","","3/15/1927","1/1/1934","3/26/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","https://www.crawfordcountybank.com","136281","8582","4907","290","32694","101398","137","0","0","","","15004"
"33855","0","2122997","","CREDIT FIRST NATIONAL ASSOCIATION","Brook Park","OH","44142","12/31/2021","5/18/2022","N","6275 Eastland Rd.","","1","0","0","7","0","Cuyahoga","17460","Cleveland-Elyria, OH","10/19/1993","10/19/1993","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","","0","0","0","0","0","500","1","0","0","","","500"
"25620","0","639567","","CREDIT ONE BANK, NATIONAL ASSOCIATION","Las Vegas","NV","89113","12/31/2021","5/18/2022","N","6801 S. Cimarron Rd.","","1","0","0","3","1","Clark","29820","Las Vegas-Henderson-Paradise, NV","7/30/1984","7/30/1984","12/15/2017","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","0","WWW.CREDITONEBANK.COM","349379","41667","0","0","348497","5787","14","0","0","","","5787"
"33492","0","1885932","2254508","CRESCENT BANK & TRUST","New Orleans","LA","70163","12/31/2021","5/18/2022","NM","1100 Poydras St","CB&T HOLDING CORP","15","0","1","6","0","Orleans","35380","New Orleans-Metairie, LA","8/30/1991","8/30/1991","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://www.cbtno.com","589510","8555","76205","2083","633341","133873","322","8390","29","","","86726"
"28818","2422","172475","3836901","CREST SAVINGS BANK","Wildwood","NJ","8260","12/31/2021","5/18/2022","SB","3301 Pacific Ave.","CREST SAVINGS BCORP MHC","8","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1919","4/6/1961","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.crestsavings.bank","245972","13391","16000","1225","72966","262316","273","614","2","","","8355"
"21163","0","297631","1081239","CREWS BANK & TRUST","Arcadia","FL","34266","12/31/2021","5/18/2022","NM","40o N. Brevard Ave.","CREWS BANKING CORP","3","0","0","7","1","De Soto","","","7/17/1973","7/17/1973","2/19/2019","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","0","WWW.Crews.bank","97231","8047","1275","139","9545","105337","123","1456","2","","","4146"
"24561","15567","1015467","1141861","CROCKETT NATIONAL BANK","San Antonio","TX","78209","12/31/2021","5/18/2022","N","8018 Broadway St.","CROCKETT CNTY NATL BANCSHARES","6","0","0","2","1","Bexar","41700","San Antonio-New Braunfels, TX","6/20/1983","6/20/1983","10/2/2017","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","crockettnationalbank.com","153471","7725","0","0","15875","365964","387","0","0","","","62990"
"13821","0","989347","1131611","CROSS COUNTY BANK","Wynne","AR","72396","12/31/2021","5/18/2022","NM","1 Cross County Plz","CROSS COUNTY BANCSHARES INC","9","0","0","2","0","Cross","","","6/4/1891","2/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.crosscountybank.com","183399","11399","9382","347","76603","92793","172","1028","3","","","26849"
"30260","5066","1007873","","CROSS COUNTY SAVINGS BANK","Middle Village","NY","11379","12/31/2021","5/18/2022","SB","79-21 Metropolitan Ave.","","6","0","0","5","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1888","10/26/1950","3/24/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.crosscounty.com","335153","14371","13994","806","97656","157258","313","1923","6","","","50518"
"9322","15355","755252","1132382","CROSS KEYS BANK","Saint Joseph","LA","71366","12/31/2021","5/18/2022","NM","307 Plank Rd","BSJ BANCSHARES INC","8","0","0","4","1","Tensas","","","4/2/1902","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.crosskeys.bank","212761","11864","6414","210","55873","178477","254","648","2","","","25967"
"58410","0","3783313","4389329","CROSS RIVER BANK","Teaneck","NJ","7666","12/31/2021","5/18/2022","NM","885 Teaneck Rd.","CRB GROUP INC","2","0","1","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","6/23/2008","6/23/2008","2/3/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","0","http://www.crossriverbank.com, https://www.brixdirect.com","2119150","363659","0","0","370124","1811924","868","0","0","","","189917"
"58648","0","3594005","3903661","CROSSFIRST BANK","Leawood","KS","66211","12/31/2021","5/18/2022","NM","11440 Tomahawk Creek Pkwy.","CROSSFIRST BANKSHARES INC","9","0","1","4","0","Johnson","28140","Kansas City, MO-KS","10/1/2007","10/1/2007","6/14/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","0","http://www.crossfirstbank.com","1595588","21729","36788","661","394321","3053947","2141","14594","34","","","230066"
"10709","0","564463","1107812","CROSSROADS BANK","Yoakum","TX","77995","12/31/2021","5/18/2022","NM","406 W. Grand Ave.","FIRST ST BANCSHARES YOAKUM INC","3","0","0","8","1","De Witt","","","1/1/1931","1/1/1934","12/3/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.crbanktx.com","157752","9442","6850","282","51951","118907","193","318","1","","","33446"
"21486","13726","158741","1139859","CROSSROADS BANK","Effingham","IL","62401","12/31/2021","5/18/2022","NM","2000 S Banker St","OMNI BCORP INC","2","0","0","4","0","Effingham","","","3/12/1974","3/12/1974","8/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.crossroadsbank.com","121801","7604","8943","355","38410","54200","96","3152","8","","","5998"
"29839","4175","228279","3848258","CROSSROADS BANK","Wabash","IN","46992","12/31/2021","5/18/2022","NM","1205 N Cass St.","FFW CORP","7","0","0","8","0","Wabash","","","1/1/1920","6/28/1937","10/30/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.crossroadsbanking.com","261684","18477","9323","444","55726","198232","203","548","2","","","11903"
"10352","14754","701857","1894998","CROWELL STATE BANK","Crowell","TX","79227","12/31/2021","5/18/2022","SM","100 E. Commerce St.","CROWELL BANCSHARES INC","1","0","0","2","1","Foard","","","12/28/1931","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.crowellstatebank.com","25684","1691","449","43","7031","16364","27","273","1","","","5703"
"35480","0","2860271","2860262","CROWN BANK","Edina","MN","55435","12/31/2021","5/18/2022","NM","6600 France Ave. South, Sui","CROWN BANKSHARES INC","2","0","0","4","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/22/2000","5/22/2000","2/15/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.crown-bank.com","93482","1862","1371","31","40832","182472","208","508","2","","","32955"
"34259","0","2686211","","CROWN BANK","Elizabeth","NJ","7208","12/31/2021","5/18/2022","NM","400 Westminster Ave.","","14","0","0","4","1","Union","35620","New York-Newark-Jersey City, NY-NJ-PA","4/13/1998","4/13/1998","6/10/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.crownbank.net","248536","9143","4491","308","149160","190576","205","270","1","","","32617"
"34681","0","2624400","2260406","CRYSTAL LAKE BANK AND TRUST COMPANY, NATIONAL ASSOCIATION","Crystal Lake","IL","60014","12/31/2021","5/18/2022","N","70 N. Williams St.","WINTRUST FINANCIAL CORP","6","0","0","4","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/19/1997","12/19/1997","7/26/2008","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","crystallakebank.com","720438","27003","25109","929","108801","385391","462","1653","5","","","47298"
"5635","11214","514048","2941769","CS BANK","Eureka Springs","AR","72632","12/31/2021","5/18/2022","NM","70 S. Main St.","EUREKA BANCSHARES INC","7","0","1","4","1","Carroll","","","5/1/1912","1/1/1934","11/18/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.cstonebank.net","233239","16358","9283","411","62376","157406","241","922","3","","","30767"
"19416","13441","996260","3080209","CTBC BANK CORP. (USA)","Los Angeles","CA","90017","12/31/2021","5/18/2022","NM","801 S. Figueroa St, # 2300","CTBC FINANCIAL HOLDING CO LTD","15","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","4/27/1965","4/27/1965","2/12/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","0","http://www.ctbcbankusa.com","990774","35271","14108","944","421521","2675884","2045","331","1","","","494037"
"30167","4877","934673","4096494","CULLMAN SAVINGS BANK","Cullman","AL","35055","12/31/2021","5/18/2022","SA","316 2nd Ave. S.W.","CULLMAN BCORP INC","4","0","0","4","0","Cullman","","","1/1/1937","9/24/1941","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.cullmansavingsbank.com","126934","7450","10440","298","46126","116840","142","2288","5","","","34155"
"29293","3234","28675","","CUMBERLAND FEDERAL BANK, FSB","Cumberland","WI","54829","12/31/2021","5/18/2022","SA","1390 2nd Ave.","","1","0","0","5","0","Barron","","","1/1/1934","2/13/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.cumberlandfederal.com","115503","4693","3486","177","59619","42484","70","251","1","","","6063"
"11358","13586","202514","2909170","CUMBERLAND SECURITY BANK, INC.","Somerset","KY","42501","12/31/2021","5/18/2022","NM","107 S Main St","FIRST COMMERCE BCORP INC","4","0","0","4","1","Pulaski","","","8/13/1909","1/1/1934","1/28/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.csbweb.com","130661","11206","5062","185","17464","107091","138","400","1","","","5927"
"2691","11866","647218","1071463","CUMBERLAND VALLEY NATIONAL BANK & TRUST COMPANY","London","KY","40741","12/31/2021","5/18/2022","N","100 S Main St","CUMBERLAND VALLEY FINL CORP","14","0","0","4","0","Laurel","","","1/1/1904","1/1/1934","1/28/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.cvnb.com","320277","25900","18723","1047","83870","321058","389","2103","5","","","90910"
"35019","0","2807173","5585306","CURRENCY BANK","Oak Grove","LA","71263","12/31/2021","5/18/2022","NM","600 E Main St","AXXESS PARTNERS INC","4","0","1","4","0","West Carroll","","","8/2/1999","8/2/1999","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","currency.bank","54719","2779","1800","76","21786","17379","42","0","0","","","1442"
"8833","13638","343958","1125151","CURRIE STATE BANK","Currie","MN","56123","12/31/2021","5/18/2022","NM","141 Mill St.","CURRIE BCORP INC","2","0","0","2","0","Murray","","","2/1/1931","1/1/1934","12/16/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.curriestatebank.com","60815","2484","2447","195","26377","11015","29","0","0","","","1431"
"18443","10771","900146","1200496","CUSB BANK","Cresco","IA","52136","12/31/2021","5/18/2022","SM","111 N. Elm St.","HOW-WIN DEVELOPMENT CO","5","0","0","2","1","Howard","","","4/1/1888","10/3/1961","10/1/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.cusb.com","257279","22255","14393","1043","54354","223633","235","301","1","","","17985"
"28543","1806","481579","4843755","CUSTER FEDERAL STATE BANK","Broken Bow","NE","68822","12/31/2021","5/18/2022","NM","341 S. 10th Ave.","CFSB HOLDING CO","2","0","0","2","1","Custer","","","1/1/1925","3/21/1935","7/31/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.custerfederal.com","75260","4051","4218","222","36082","26447","56","691","2","","","1466"
"34444","0","2354985","4284536","CUSTOMERS BANK","Phoenixville","PA","19460","12/31/2021","5/18/2022","SM","99 Bridge St","CUSTOMERS BCORP INC","15","0","1","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/26/1997","6/26/1997","1/24/2020","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.customersbank.com","3278415","1675725","22537","1123","248314","13652792","4813","611","2","","","259024"
