cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scrdebt,scpt3les,scpt3t12,scpt1t3,scpt3t5,scpt5t15,scptov15,sco3yles,scoov3y,scnm3les,scnm3t12,scnm1t3,scnm3t5,scnm5t15,scnmov15,sc1les
"57244","0","3029589","2125813","CEDAR RAPIDS BANK AND TRUST COMPANY","Cedar Rapids","IA","52401","12/31/2021","5/18/2022","SM","500 1st Ave. Ne, # 100","QCR HOLDINGS INC","9","0","0","4","0","Linn","16300","Cedar Rapids, IA","9/14/2001","9/14/2001","12/2/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.CRBT.bank","255067","52","129","185","201","2511","19947","919","2642","7228","1182","3241","8195","92369","116266","1838"
"18820","53546","1005851","1065202","CEDAR RAPIDS STATE BANK","Cedar Rapids","NE","68627","12/31/2021","5/18/2022","NM","213 W Main St","CEDAR RAPIDS STATE CO","2","0","0","2","1","Boone","","","5/25/1936","6/26/1963","7/1/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.cedarrapidsstatebank.com","2835","0","0","0","0","0","0","109","199","0","485","1548","494","0","0","485"
"25591","13036","550653","1398861","CEDAR SECURITY BANK","Fordyce","NE","68736","12/31/2021","5/18/2022","NM","117 Main St.","CEDAR FINANCIAL HOLDING INC","3","0","0","2","0","Cedar","","","9/4/1984","9/4/1984","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","https://onlinebanking.cedarsecurity.com/","12499","0","0","0","0","0","0","36","0","0","130","5890","4744","1699","0","130"
"14694","14694","1014246","1363962","CEDAR VALLEY BANK & TRUST","La Porte City","IA","50651","12/31/2021","5/18/2022","NM","321 Main St.","D&D BANCSHARES INC","2","0","0","2","1","Black Hawk","47940","Waterloo-Cedar Falls, IA","7/6/1906","8/22/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.cedarvalleybank.com","8458","0","0","69","50","893","0","574","130","0","981","2066","1032","2663","0","1054"
"57684","0","3262788","4463126","CEDARSTONE BANK","Lebanon","TN","37087","12/31/2021","5/18/2022","NM","900 W Main St","CEDARSTONE FINANCIAL INC","3","0","0","4","0","Wilson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","4/19/2004","4/19/2004","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.cedarstonebank.com","57094","222","292","362","0","2079","14624","895","2448","4414","306","1656","2126","16989","10681","307"
"57056","0","2998576","","CELTIC BANK","Salt Lake City","UT","84111","12/31/2021","5/18/2022","NM","268 S. State St, # 300","","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","3/1/2001","3/1/2001","2/20/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.celticbank.com","199565","0","0","0","0","0","0","0","0","0","0","0","193923","5642","0","0"
"8848","0","308256","1020920","CENBANK","Buffalo Lake","MN","55314","12/31/2021","5/18/2022","NM","109 W. Yellowstone Trail","CENTRAL TRUST CO","3","0","0","2","1","Renville","","","1/1/1893","1/1/1934","1/31/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.cenbank.com","24875","0","0","0","0","0","0","0","0","3442","2997","8210","8323","1903","0","6439"
"3098","0","89957","1104567","CENDERA BANK, NATIONAL ASSOCIATION","Bells","TX","75414","12/31/2021","5/18/2022","N","615 E. Bells Blvd","CENDERA FINANCIAL HOLDINGS INC","3","0","0","4","0","Grayson","43300","Sherman-Denison, TX","1/1/1904","1/1/1934","7/1/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://cenderabank.com","500","0","0","0","0","0","0","0","0","0","0","0","500","0","0","0"
"30996","6230","934271","4439354","CENLAR FSB","Ewing","NJ","8618","12/31/2021","5/18/2022","SA","425 Phillips Blvd.","EMPLOYEES STK OWNERSHIP PLAN CENLAR CAPITAL","1","0","0","5","1","Mercer","45940","Trenton, NJ","1/1/1912","6/13/1958","9/13/2016","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.cenlar.com","660623","6037","14751","250","325","149533","7343","138225","339118","5000","41","0","0","0","0","0"
"11241","0","456045","1491409","CENTENNIAL BANK","Conway","AR","72032","12/31/2021","5/18/2022","SM","620 Chestnut St.","HOME BANCSHARES INC","176","0","1","4","0","Faulkner","30780","Little Rock-North Little Rock-Conway, AR","1/1/1903","1/1/1934","3/3/2020","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","0","http://www.my100bank.com","3117556","3586","6421","1055","3230","90097","585751","147717","530312","288729","20142","82141","192317","447293","718765","17859"
"8439","10838","531250","1135806","CENTENNIAL BANK","Trezevant","TN","38258","12/31/2021","5/18/2022","NM","5420 Broad St S","F&M BANCSHARES INC","13","0","0","4","0","Carroll","","","1/1/1916","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","http://www.mycentennial.bank","62613","10","21","11","12","10907","11837","1123","0","3022","755","2622","10964","20928","401","1557"
"10976","0","1017957","1246494","CENTER NATIONAL BANK","Litchfield","MN","55355","12/31/2021","5/18/2022","N","301 N. Ramsey Ave.","CNB FINANCIAL CORP","4","0","0","4","1","Meeker","","","1/1/1891","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","Centernationalbank.com","90237","0","95","205","816","38232","0","8555","4491","2890","561","16258","951","17183","0","3546"
"16436","15669","51459","1057289","CENTERA BANK","Sublette","KS","67877","12/31/2021","5/18/2022","NM","119 S. Inman St.","SANTA FE TRAIL BANC SHARES INC","6","0","0","2","1","Haskell","","","10/18/1937","5/31/1946","7/15/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.centerabank.com","184432","0","0","0","433","71062","3518","9599","7783","1004","6579","20206","33070","31178","0","7583"
"35117","0","2887399","4415693","CENTERBANK","Milford","OH","45150","12/31/2021","5/18/2022","NM","744 State Rt. 28","CENTERGROUP FINANCIAL INC","3","0","0","4","0","Clermont","17140","Cincinnati, OH-KY-IN","3/15/2000","3/15/2000","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.center.bank","31924","0","0","0","19","3469","5385","0","1211","451","282","1440","2971","7608","9088","733"
"12854","9447","783648","1204560","CENTIER BANK","Whiting","IN","46394","12/31/2021","5/18/2022","NM","1500-119th St.","FIRST BANCSHARES INC","59","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/21/1895","1/1/1934","2/14/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.centier.com","751880","0","0","0","4187","63378","133180","79159","69564","5704","1012","13339","16396","211482","154479","6763"
"19904","10688","800853","1061754","CENTINEL BANK OF TAOS","Taos","NM","87571","12/31/2021","5/18/2022","NM","512 Paseo Del Pueblo Sur","CENTINEL BANK SHARES INC","2","0","0","7","1","Taos","","","3/1/1969","3/1/1969","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","www.centinelbank.com","204108","549","629","1","998","27698","3614","2012","22809","20169","4159","9160","12326","84119","15865","4162"
"17612","15662","31255","1106468","CENTRAL BANK","Houston","TX","77041","12/31/2021","5/18/2022","SM","11201 Clay Rd.","CENTRAL BANCSHARES INC","4","0","0","4","1","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/31/1956","5/31/1956","4/18/2017","Stock","0","1","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.centralbankhouston.com","163169","1882","4675","204","0","8417","1062","1698","0","760","2410","6143","16775","111826","7317","2755"
"1756","0","3488579","1131611","CENTRAL BANK","Little Rock","AR","72211","12/31/2021","5/18/2022","NM","1506 Market St, # C180","CROSS COUNTY BANCSHARES INC","3","0","0","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","8/12/1912","1/1/1934","4/1/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.centralbankar.com","48104","218","256","0","91","18","0","7194","11905","7146","0","127","4068","11702","5379","0"
"31545","7159","265676","","CENTRAL BANK","Savannah","TN","38372","12/31/2021","5/18/2022","NM","485 Wayne Rd","","3","0","0","8","0","Hardin","","","6/30/1967","6/30/1967","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","http://www.CENTRALBANKTN.COM","38498","64","109","0","0","8636","2919","1100","0","1065","0","783","3538","20284","0","502"
"15555","10364","546544","1978674","CENTRAL BANK","Storm Lake","IA","50588","12/31/2021","5/18/2022","SM","600 Lake Ave.","COMMERCIAL FINANCIAL CORP","23","0","1","4","0","Buena Vista","","","1/1/1879","1/1/1934","2/29/2020","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.centralbankonline.com","83582","0","0","0","0","2727","10383","195","2190","3891","8387","14899","10843","23325","6742","9357"
"58377","0","3468450","3468478","CENTRAL BANK","Tampa","FL","33647","12/31/2021","5/18/2022","NM","20701 Bruce B. Downs Blvd","CENTRAL FINANCIAL HOLDINGS INC","3","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","2/26/2007","2/26/2007","7/7/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.centralbankfl.com","4082","0","0","0","0","359","0","0","0","0","0","0","0","2911","812","0"
"9204","10206","622774","1025662","CENTRAL BANK","Provo","UT","84601","12/31/2021","5/18/2022","NM","75 N. University Ave.","CENTRAL BCORP","11","0","0","4","0","Utah","39340","Provo-Orem, UT","10/17/1891","1/1/1934","3/25/2020","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","www.cbutah.com","679816","1","38","3733","8760","108328","15696","63715","32626","5914","42968","198074","157213","42750","0","48921"
"15815","11038","1007015","2158156","CENTRAL BANK & TRUST COMPANY","Lexington","KY","40507","12/31/2021","5/18/2022","NM","300 W Vine St","CENTRAL BANCSHARES INC","28","0","0","4","0","Fayette","30460","Lexington-Fayette, KY","4/15/1938","4/30/1941","1/28/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","0","www.centralbank.com","502943","3178","2010","406","0","2626","2348","65583","102265","39111","505","151020","133891","0","0","506"
"529","0","903950","1020920","CENTRAL BANK AND TRUST","Lander","WY","82520","12/31/2021","5/18/2022","NM","285 Main St.","CENTRAL TRUST CO","5","0","0","4","1","Fremont","","","1/31/1890","1/1/1934","3/16/2018","Stock","0","1","FDIC","DIF","San Francisco","KANSAS CITY","Billings","Kansas City","Western","West","0","1","www.centralbanktrust.com","99162","0","0","0","0","0","0","0","0","3326","5484","42229","41388","6735","0","8810"
"11670","11563","931038","1492273","CENTRAL BANK ILLINOIS","Geneseo","IL","61254","12/31/2021","5/18/2022","NM","101 N. State St.","CENTRAL BANC INC","11","0","0","2","0","Henry","19340","Davenport-Moline-Rock Island, IA-IL","2/1/1907","1/1/1934","7/7/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.central-bank.com","468645","223","867","0","1092","13823","1753","41443","36698","24562","8542","27367","37903","263890","10482","14401"
"17009","11634","751852","1063084","CENTRAL BANK OF KANSAS CITY","Kansas City","MO","64124","12/31/2021","5/18/2022","NM","2301 Independence Blvd.","CENTRAL BANCSHARES KS CTY INC","2","0","0","4","1","Jackson","28140","Kansas City, MO-KS","8/10/1950","3/1/1951","12/11/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.centralbankkc.com","14839","0","0","0","0","0","0","0","0","0","0","0","14839","0","0","0"
"28425","1567","467470","","CENTRAL FEDERAL SAVINGS AND LOAN ASSOCIATION","Cicero","IL","60804","12/31/2021","5/18/2022","SA","5953 W Cermak Rd.","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1892","4/5/1935","6/25/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.centralfederalsavings.com","50477","0","1075","8","119","2316","0","4064","1544","19147","486","2093","4024","15601","0","0"
"4702","14145","234355","1064429","CENTRAL NATIONAL BANK","Junction City","KS","66441","12/31/2021","5/18/2022","N","802 N. Washington St.","CENTRAL OF KANSAS INC","36","0","1","2","0","Geary","31740","Manhattan, KS","1/1/1884","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.centralnational.com","508137","9822","825","404","841","0","170","2656","83732","110429","22106","46782","65794","157236","7340","32685"
"22396","11820","428060","1106132","CENTRAL NATIONAL BANK","Waco","TX","76710","12/31/2021","5/18/2022","N","8320 W. Hwy. 84","CENTRABANC CORP","4","0","0","4","1","Mclennan","47380","Waco, TX","1/10/1977","1/10/1977","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.cnbwaco.com","144419","0","0","223","196","25152","65469","0","0","6906","14352","11725","9359","11037","0","21258"
"17308","9334","701062","1022764","CENTRAL PACIFIC BANK","Honolulu","HI","96813","12/31/2021","5/18/2022","NM","220 S. King St.","CENTRAL PACIFIC FINANCIAL CORP","31","0","0","4","0","Honolulu","46520","Urban Honolulu, HI","2/15/1954","2/15/1954","12/31/2016","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","WWW.CPB.BANK","1631700","0","0","0","0","20638","960214","98972","217135","33431","4802","7924","14701","101840","172043","12558"
"1095","13474","382050","1246805","CENTRAL SAVINGS BANK","Sault Sainte Mar","MI","49783","12/31/2021","5/18/2022","SM","511 Bingham Ave.","CENTRAL BANK CORP","9","0","0","8","0","Chippewa","","","12/2/1902","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","0","1","www.centralsavingsbank.com","164130","0","0","49","0","1903","4247","9570","16091","943","5711","9640","46063","69913","0","7622"
"27910","529","615879","","CENTRAL SAVINGS, F.S.B.","Chicago","IL","60657","12/31/2021","5/18/2022","SA","1601 W. Belmont Ave.","","2","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1893","1/26/1938","12/31/2017","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","9282","353238","1084593","CENTRAL STATE BANK","Calera","AL","35040","12/31/2021","5/18/2022","SM","11025 Hwy. 25","CENTRAL STATE BCORP","5","0","0","4","1","Shelby","13820","Birmingham-Hoover, AL","2/5/1916","1/1/1934","6/12/2021","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.centralstatebank.com","96530","0","17","852","2963","67219","5153","227","142","296","487","1846","3137","14191","0","800"
"10903","0","607146","1203769","CENTRAL STATE BANK","State Center","IA","50247","12/31/2021","5/18/2022","NM","109 W. Main St.","STATE CENTER FINANCIAL INC","2","0","0","4","1","Marshall","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.centralstatebankia.com","91474","0","0","0","60","75","273","0","198","5450","2758","5436","6852","67626","2746","3859"
"1550","0","678744","2253734","CENTRAL STATE BANK","Elkader","IA","52043","12/31/2021","5/18/2022","SM","102 N. Main St.","AJJ BCORP INC","8","0","0","4","1","Clayton","","","11/12/1931","1/1/1934","1/1/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.centralstate.bank","47389","0","0","0","93","1063","19705","3821","165","301","825","551","891","12872","7102","1126"
"8487","0","152440","1095861","CENTRAL STATE BANK","Clayton","IL","62324","12/31/2021","5/18/2022","NM","100 W. Main St.","CLAYTON BANCSHARES INC","4","0","0","2","1","Adams","","","5/1/1928","1/1/1934","4/20/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","HTTP://WWW.CSB123.COM","12276","0","0","0","0","4753","1381","493","0","0","336","315","669","4077","252","336"
"23030","0","703767","2935405","CENTRAL VALLEY COMMUNITY BANK","Fresno","CA","93720","12/31/2021","5/18/2022","NM","7100 N. Financial Drive, Sui","CENTRAL VALLEY COMMUNITY BCORP","23","0","0","4","0","Fresno","23420","Fresno, CA","1/10/1980","1/10/1980","10/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","www.cvcb.com","1109207","161","314","12","4","184","26039","120489","288010","88073","0","5547","43268","245606","291500","55"
"15532","10392","163343","1416989","CENTREBANK","Veedersburg","IN","47987","12/31/2021","5/18/2022","NM","126-128 N. Main St.","LAWRENCE L OSBORN SCHOLARSHIP TR","5","0","0","8","0","Fountain","","","10/13/1917","8/7/1937","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.centrebank.net","222","0","0","0","0","0","0","0","0","0","0","0","0","0","222","0"
