cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"2154","0","305237","","THE GEO. D. WARTHEN BANK","Sandersville","GA","31082","12/31/2021","5/18/2022","NM","216 N Harris St","","1","0","0","8","0","Washington","","","1/1/1871","1/1/1934","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","WWW.GDWBANK.COM","9100","3509","2504","4529","3657","1920","6217","2276","2857","743","341"
"899","0","663638","3420702","THE GERBER STATE BANK","Argenta","IL","62501","12/31/2021","5/18/2022","NM","110 E. Elm St.","GERBER BANCSHARES INC","2","0","0","2","1","Macon","19500","Decatur, IL","10/1/1887","1/1/1934","1/9/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.gerberstatebank.com","4914","2491","3009","2368","2028","0","3120","2867","0","253","0"
"10467","0","557438","1916920","THE GIFFORD STATE BANK","Gifford","IL","61847","12/31/2021","5/18/2022","NM","304 S. Main St.","GIFFORD BCORP EMPLOYEE STK OWNERSHIP PLAN","4","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","1/1/1885","1/1/1934","8/2/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.giffordbank.com","18515","12300","7334","12202","7716","3563","3734","1222","1934","578","0"
"27567","0","508270","","THE GLEN BURNIE MUTUAL SAVINGS BANK","Glen Burnie","MD","21061","12/31/2021","5/18/2022","SB","1 Crain Hwy, S","","1","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","5/5/1896","8/8/1989","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","0","0","0","0","0","0","0","0","0","0","0"
"10236","15739","821157","1123803","THE GOOSE RIVER BANK","Mayville","ND","58257","12/31/2021","5/18/2022","NM","44 Main St. W.","GOOSE RIVER HOLDING CO","3","0","0","2","1","Traill","","","10/27/1881","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.gooseriverbank.com","13119","8707","2455","6490","9081","3799","5862","251","1446","3468","697"
"17114","0","745150","","THE GORHAM STATE BANK","Gorham","KS","67640","12/31/2021","5/18/2022","NM","129 Market St.","","2","0","0","2","0","Russell","","","1/1/1905","6/2/1952","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","WWW.GORHAMSTATEBANK.COM","3412","1315","895","2566","1266","0","0","0","0","0","0"
"3232","0","272151","1137257","THE GRANGER NATIONAL BANK","Granger","TX","76530","12/31/2021","5/18/2022","N","201 W. Davilla","GRANGER BANCSHARES INC","1","0","0","7","0","Williamson","12420","Austin-Round Rock, TX","3/8/1920","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.grangernationalbank.com","3999","3766","2180","4545","1040","0","1208","337","602","269","0"
"11953","12008","718538","1131750","THE GRANT COUNTY BANK","Petersburg","WV","26847","12/31/2021","5/18/2022","NM","3 N. Main St.","HIGHLANDS BANKSHARES INC","7","0","0","4","0","Grant","","","8/6/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://www.grantcountybank.com","39521","19159","7586","20413","19010","11672","13280","2550","3609","6419","702"
"13983","0","560830","1206171","THE GRANVILLE NATIONAL BANK","Granville","IL","61326","12/31/2021","5/18/2022","N","328 S. Mccoy St.","GRANVILLE BANCSHARES INC","2","0","0","7","0","Putnam","","","2/27/1934","2/27/1934","1/22/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.gnbonline.com","12037","4524","5661","5231","4516","1153","1765","913","538","0","314"
"14863","12381","557317","5272361","THE GRATZ BANK","Gratz","PA","17030","12/31/2021","5/18/2022","NM","32 W Market St","LINKBANCORP","10","0","0","4","0","Dauphin","25420","Harrisburg-Carlisle, PA","11/3/1934","11/3/1934","9/18/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.gratzbank.com","72979","52253","21053","55855","35579","12744","55090","3384","24192","25400","2113"
"11623","13014","576644","3618536","THE GREENWOOD'S STATE BANK","Lake Mills","WI","53551","12/31/2021","5/18/2022","NM","365 W. Tyranena Park Rd.","GREENWOODS FINANCIAL GROUP INC","10","0","0","4","0","Jefferson","","","10/22/1883","1/1/1934","4/23/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.greenwoods.bank","46239","29043","19664","32025","22184","1409","16215","4084","6635","5496","0"
"18194","10540","831008","5419700","THE GUILFORD SAVINGS BANK","Guilford","CT","6437","12/31/2021","5/18/2022","SB","1 Park St","GSB MUTUAL HOLDING CO","8","0","0","4","0","New Haven","35300","New Haven-Milford, CT","12/6/1875","7/1/1960","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.gsb-yourbank.com","53276","44235","36801","37751","20830","2129","117132","94999","13732","8401","0"
"11259","11014","502559","1052387","THE GUNNISON BANK AND TRUST COMPANY","Gunnison","CO","81230","12/31/2021","5/18/2022","SM","232 W. Tomichi Ave.","LINDOE INC","2","0","0","4","0","Gunnison","","","12/23/1910","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.gunnisonbank.com","3186","5751","1086","4056","2781","1015","2619","0","1133","980","506"
"15606","11974","723550","1854303","THE HAMILTON BANK","Hamilton","MO","64644","12/31/2021","5/18/2022","NM","111 N. Davis St.","PRISM GROUP INC","3","0","0","2","1","Caldwell","28140","Kansas City, MO-KS","6/11/1938","6/11/1938","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.hamiltonbank.net","7778","6494","2422","4931","3752","3166","3914","0","509","2513","892"
"14920","15867","887827","","THE HAMLER STATE BANK","Hamler","OH","43524","12/31/2021","5/18/2022","SM","210 Randolph St.","","1","0","0","2","1","Henry","","","1/1/1921","12/15/1934","12/10/2020","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.HAMLERSTATEBANK.COM","18067","11479","4589","6645","5831","12481","2905","1500","264","787","354"
"24015","10119","533124","2008130","THE HARBOR BANK OF MARYLAND","Baltimore","MD","21201","12/31/2021","5/18/2022","NM","25 W. Fayette St.","HARBOR BANKSHARES CORP","6","0","0","4","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","9/13/1982","9/13/1982","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","https://www.theharborbank.com","19039","36776","7736","15228","30755","2095","17837","550","7069","9944","275"
"20993","9903","526854","1097838","THE HARDIN COUNTY BANK","Savannah","TN","38372","12/31/2021","5/18/2022","SM","235 Wayne Rd.","HARDIN COUNTY BANCSHARES INC","5","0","0","4","0","Hardin","","","3/12/1973","3/12/1973","9/9/2016","Stock","0","1","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.hardincountybank.bank","69427","71327","45996","85780","3992","4986","40875","13070","26709","1096","0"
"28080","866","653778","","THE HARRISON BUILDING AND LOAN ASSOCIATION","Harrison","OH","45030","12/31/2021","5/18/2022","SA","10490 New Haven Rd","","3","0","0","8","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1916","4/2/1958","12/31/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.bankhbl.com","29005","18528","7060","14019","15193","11260","10319","1074","7212","834","1199"
"9030","11662","104234","1249178","THE HARRISON COUNTY BANK","Lost Creek","WV","26385","12/31/2021","5/18/2022","NM","Main St.","HARRISON BANKSHARES INC","4","0","0","8","0","Harrison","","","2/1/1911","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.hcbwv.com","9882","7253","3744","6717","4887","1788","2332","500","576","802","454"
"9079","14315","800134","1209604","THE HARVARD STATE BANK","Harvard","IL","60033","12/31/2021","5/18/2022","NM","33-35 N. Ayer St.","HARVARD BANCSHARES INC","5","0","0","4","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/1/1866","1/1/1934","8/17/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.webhsb.com","20892","15355","11527","13884","7927","2909","20684","3689","14418","2577","0"
"3677","13778","940731","2909853","THE HAVANA NATIONAL BANK","Havana","IL","62644","12/31/2021","5/18/2022","N","112 S. Orange St.","COMMUNITY INVESTMENT GROUP LTD","6","0","0","2","0","Mason","","","3/30/1875","1/1/1934","9/28/2015","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.havanabank.com","19839","21360","5667","12871","16775","5886","12480","7099","3445","1936","0"
"26189","0","17110","4046640","THE HAVERFORD TRUST COMPANY","Radnor","PA","19087","12/31/2021","5/18/2022","SM","Three Radnor Corp Ctr, # 450","DREXEL MORGAN&CO","1","0","0","8","1","Delaware","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/1/1985","4/1/1987","1/1/2012","Stock","0","1","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","http://www.haverfordquality.com","20722","40545","61267","0","0","0","76930","76930","0","0","0"
"17403","0","861153","4873033","THE HAVILAND STATE BANK","Haviland","KS","67059","12/31/2021","5/18/2022","NM","209 N. Main St.","HAVILAND BANCSHARES EMPLOYEE STK OWNERSHIP PLAN","2","0","0","2","0","Kiowa","","","8/31/1903","2/24/1955","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.havilandstatebank.com","3497","2103","1247","2988","1053","313","638","0","638","0","0"
"15384","12672","896427","2513157","THE HENRY COUNTY BANK","Napoleon","OH","43545","12/31/2021","5/18/2022","NM","122 E. Washington St.","COMUNIBANC CORP","7","0","0","4","0","Henry","","","5/11/1936","5/11/1936","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.thehenrycountybank.com","18608","11842","10703","6588","8587","4572","49697","20908","27651","574","564"
"19809","10480","96553","5382251","THE HERSHEY STATE BANK","Hershey","NE","69143","12/31/2021","5/18/2022","NM","100 S. Lincoln Ave","HSB MERGER CO","3","0","0","2","0","Lincoln","","","3/27/1968","3/27/1968","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","WWW.HERSHEYSTATEBANK.COM","6598","24192","3281","5638","11382","10489","6046","609","1772","3665","0"
"16370","13352","892223","1071333","THE HICKSVILLE BANK","Hicksville","OH","43526","12/31/2021","5/18/2022","NM","144-146 E. High St.","EMPIRE BANCSHARES INC","4","0","1","2","0","Defiance","","","1/9/1946","2/7/1946","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.thb.bank","8083","6150","3767","6043","4043","380","6386","1969","3141","1276","0"
"9274","11615","419947","5558681","THE HILL-DODGE BANKING COMPANY","Warsaw","IL","62379","12/31/2021","5/18/2022","NM","210 N 6th St","R DEAN PHILLIPS BK TR DATED 11-19-2004","1","0","0","2","1","Hancock","","","1/1/1864","1/1/1934","7/3/2017","Stock","0","1","FDIC","DIF","Chicago","KANSAS CITY","Springfield Il","Chicago","Central","Central","0","0","http://www.hilldodge.com","6400","2539","1233","2800","3746","1162","772","0","269","504","0"
"18858","13102","230610","2170868","THE HOCKING VALLEY BANK","Athens","OH","45701","12/31/2021","5/18/2022","SM","Stimson &palmer St.","HOCKING VALLEY BANCSHARES INC","7","0","0","8","0","Athens","","","2/12/1919","8/9/1963","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","https://www.hvbonline.com","21759","9784","11291","9514","7092","3646","9374","941","4783","1790","1860"
"29695","3901","468673","3828111","THE HOME LOAN SAVINGS BANK","Coshocton","OH","43812","12/31/2021","5/18/2022","SA","413 Main St.","HOME LOAN FINANCIAL CORP","4","0","0","4","0","Coshocton","","","1/1/1882","12/16/1936","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.homeloansavingsbank.com","33365","20449","9110","17792","19308","7604","5031","1858","1541","814","818"
"14225","0","696645","1133183","THE HOME NATIONAL BANK OF THORNTOWN","Thorntown","IN","46071","12/31/2021","5/18/2022","N","117 E. Main St.","HOME NATIONAL CORP","2","0","0","2","0","Boone","26900","Indianapolis-Carmel-Anderson, IN","5/31/1901","4/6/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.thehomenationalbank.com","8869","10259","7505","9602","1565","456","5215","2815","2400","0","0"
"29571","3681","296474","","THE HOME SAVINGS AND LOAN COMPANY OF KENTON, OHIO","Kenton","OH","43326","12/31/2021","5/18/2022","NM","116 E. Franklin St.","","3","0","1","4","0","Hardin","","","1/1/1888","1/7/1936","9/24/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.HSLC.BANK","19859","28523","9185","10512","20856","7829","7683","262","664","2744","4013"
"963","0","60545","1427033","THE HOME TRUST & SAVINGS BANK","Osage","IA","50461","12/31/2021","5/18/2022","SM","628 Main St.","HTB INC","1","0","0","2","1","Mitchell","","","12/1/1899","1/1/1934","12/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.hometrustbank.com","42431","16349","24136","15248","14346","5050","14958","6723","3235","3796","1204"
"57540","0","3217331","3451603","THE HOMETOWN BANK OF ALABAMA","Oneonta","AL","35121","12/31/2021","5/18/2022","NM","2002 2nd Ave, E.","HOMETOWN BCORP OF ALABAMA INC","5","0","0","8","0","Blount","13820","Birmingham-Hoover, AL","10/20/2003","10/20/2003","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.HomeTownBankAlabama.com","50695","48837","26613","50966","15137","6815","42396","5588","27604","9204","0"
"15345","0","77253","3048991","THE HONDO NATIONAL BANK","Hondo","TX","78861","12/31/2021","5/18/2022","N","1112 Eighteenth St.","TEXAS HERITAGE BANCSHARES INC","5","0","0","8","1","Medina","41700","San Antonio-New Braunfels, TX","1/1/1934","1/1/1934","5/3/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.myhnb.com","12922","19529","9242","16563","6318","328","16673","2370","10847","3151","305"
"7526","11345","465618","1144107","THE HONESDALE NATIONAL BANK","Honesdale","PA","18431","12/31/2021","5/18/2022","N","733 Main St.","HONAT BCORP INC","13","0","0","4","0","Wayne","","","12/26/1836","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","https://www.hnbbank.bank","80382","47391","26328","82753","11411","7281","26965","3055","22538","1015","357"
"12585","0","877958","1992661","THE HOPETON STATE BANK","Hopeton","OK","73746","12/31/2021","5/18/2022","NM","Us. Hwy. 281","HOPETON BANCSHARES INC","1","0","0","2","0","Woods","","","1/1/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","hopetonbank.com","1887","4177","1903","3276","885","0","2655","887","587","1181","0"
"4693","0","998358","1062863","THE HOWARD STATE BANK, HOWARD, KANSAS","Howard","KS","67349","12/31/2021","5/18/2022","NM","100 S. Wabash St.","ELK COUNTY BANCSHARES INC","4","0","0","2","1","Elk","","","8/30/1877","1/1/1934","7/20/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.howardstatebank.com","2925","1395","513","3208","562","38","800","0","800","0","0"
"6560","0","12311","1068191","THE HUNTINGTON NATIONAL BANK","Columbus","OH","43215","12/31/2021","5/18/2022","N","17 S High St","HUNTINGTON BANCSHARES INC","1151","2","1","4","0","Franklin","18140","Columbus, OH","1/6/1866","1/1/1934","6/9/2021","Stock","0","1","OCC","DIF","Chicago","WASHINGTON","Columbus","Cleveland","Central","Central","0","0","www.huntington.com","2259051","1000121","1207316","1499239","458815","93802","656121","286969","307569","47901","13682"
"4241","9416","237954","2107499","THE IDABEL NATIONAL BANK","Idabel","OK","74745","12/31/2021","5/18/2022","N","1201 S.E. Washington","SOUTHEAST CAPITAL EMPLOYEE STK OWNERSHIP PLAN","1","0","0","4","1","Mccurtain","","","2/14/1921","1/1/1934","8/1/2020","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.idabelnational.com","7026","13090","7516","10864","1736","0","32108","5046","7058","3853","16151"
"14907","14534","504647","","THE INTERNATIONAL BANK OF AMHERST","Amherst","WI","54406","12/31/2021","5/18/2022","NM","103 S. Main St.","","1","0","0","7","1","Portage","","","4/1/1893","6/30/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.ibamherst.com","6186","2081","1764","4096","1905","502","1454","980","0","474","0"
"11317","0","233442","3217180","THE IUKA STATE BANK","Salem","IL","62881","12/31/2021","5/18/2022","SM","205 W Main St","IUKA BANCSHARES INC","4","0","0","2","0","Marion","","","12/10/1910","1/1/1934","8/1/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.iukabank.com","9718","12077","2791","8217","5868","4918","3318","573","959","530","1256"
"3275","10209","924058","1104503","THE JACKSBORO NATIONAL BANK","Jacksboro","TX","76458","12/31/2021","5/18/2022","N","910 N Main St.","JACKSBORO NATL BANCSHARES INC","2","0","0","7","1","Jack","","","1/1/1905","1/1/1934","8/17/2009","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.mybanktexas.com","9084","13905","9662","10425","2823","79","7694","1864","5320","510","0"
"2244","13798","785857","1104978","THE JAMES POLK STONE COMMUNITY BANK","Portales","NM","88130","12/31/2021","5/18/2022","NM","109 E. 2nd St.","JAMES POLK STONE CMTY BANCSHARES","9","0","0","8","1","Roosevelt","","","7/30/1906","1/1/1934","9/3/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.jpstonecb.com","2493","2159","1223","2104","1110","216","1400","0","1400","0","0"
"11445","0","703039","1137033","THE JEFFERSON BANK","Greenville","MS","38703","12/31/2021","5/18/2022","NM","3008 E Reed Rd","SOUTHEAST ARKANSAS BANK CORP","3","0","0","2","0","Washington","","","1/3/1901","1/1/1934","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","www.thejeffersonbank.com","19292","34793","7517","16311","29550","708","12773","4323","3555","4895","0"
"7614","11076","215710","1117512","THE JUNIATA VALLEY BANK","Mifflintown","PA","17059","12/31/2021","5/18/2022","NM","1 S Main St","JUNIATA VALLEY FINANCIAL CORP","16","0","0","4","0","Juniata","","","1/1/1867","1/1/1934","4/30/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.jvbonline.com","95950","34267","23208","30870","45806","30333","13047","3479","5656","2019","1893"
"10505","52172","287959","","THE KANSAS STATE BANK","Ottawa","KS","66067","12/31/2021","5/18/2022","NM","236 N. Main St.","","3","0","0","7","1","Franklin","","","11/20/1917","1/1/1934","5/22/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.MyKansasStateBank.com","6820","3341","2224","4341","3027","569","7584","2123","4801","660","0"
"1865","13613","582654","","THE KANSAS STATE BANK OVERBROOK KANSAS","Overbrook","KS","66524","12/31/2021","5/18/2022","NM","400 Maple St.","","2","0","0","2","0","Osage","45820","Topeka, KS","1/1/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.theksb.com","9415","6538","3135","6229","6120","469","5115","1066","944","3105","0"
"3279","0","979759","","THE KARNES COUNTY NATIONAL BANK OF KARNES CITY","Karnes City","TX","78118","12/31/2021","5/18/2022","N","311 E. Calvert St.","","1","0","0","7","0","Karnes","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.kcnb.com","8029","9418","6455","10732","260","0","13289","1506","11529","254","0"
"15194","53339","5751","1061594","THE KEARNY COUNTY BANK","Lakin","KS","67860","12/31/2021","5/18/2022","NM","221 N. Main St.","LAKIN BANCSHARES INC","2","0","0","2","1","Kearny","","","1/1/1888","6/26/1935","10/19/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.kcbks.bank","14779","14905","10157","12002","6146","1379","4307","953","1854","1500","0"
"11860","11617","1017425","2010759","THE KILLBUCK SAVINGS BANK COMPANY","Killbuck","OH","44637","12/31/2021","5/18/2022","SM","165 N. Main St.","KILLBUCK BANCSHARES INC","12","0","0","8","0","Holmes","","","1/1/1900","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.killbuckbank.com","52217","24205","12074","27648","27082","9618","22097","4783","6924","9841","549"
"3292","0","623052","","THE LAMESA NATIONAL BANK","Lamesa","TX","79331","12/31/2021","5/18/2022","N","602 S 1st St.","","1","0","0","2","1","Dawson","","","7/30/1927","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","WWW.LAMESANB.COM","24335","51022","26037","43742","5578","0","34051","12844","20374","833","0"
"22835","10088","82350","2020691","THE LAUDERDALE COUNTY BANK","Halls","TN","38040","12/31/2021","5/18/2022","NM","305 S Church St","LAUDERDALE CNTY BANCSHARES INC","2","0","0","7","0","Lauderdale","","","4/4/1979","4/4/1979","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","http://www.lauderdalecountybank.com","6446","7285","4640","5915","2762","414","5557","3140","2042","375","0"
"35422","0","2855978","5301234","THE LEADERS BANK","Oak Brook","IL","60523","12/31/2021","5/18/2022","NM","2001 York Rd.","BOWLEGS CREEK LLC","1","0","0","4","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/3/2000","5/3/2000","10/28/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.leadersbank.com","39767","81661","22522","74501","23643","762","19428","2896","10800","4863","869"
"3693","14246","480330","1144059","THE LEMONT NATIONAL BANK","Lemont","IL","60439","12/31/2021","5/18/2022","N","1201 State St","LEMONT BCORP INC","5","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1901","1/1/1934","7/19/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.lemontnationalbank.com","2520","338","714","1045","517","583","256","0","0","256","0"
"3384","11946","1669","2465283","THE LIBERTY NATIONAL BANK IN PARIS","Paris","TX","75460","12/31/2021","5/18/2022","N","305 Lamar Ave.","PARIS BANCSHARES INC","2","0","0","8","0","Lamar","","","4/17/1931","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.lnbparis.com","22712","19308","9932","19794","8071","4222","9184","1169","5713","1467","835"
"29857","4214","987576","","THE LIBERTY SAVINGS ASSOCIATION, FSA","Fort Scott","KS","66701","12/31/2021","5/18/2022","SA","24 S Judson","","1","0","0","7","0","Bourbon","","","1/1/1919","6/4/1938","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","www.libertysavingsfsa.com","8323","4442","1426","4274","7065","0","1193","257","660","276","0"
"13712","10669","857745","2260376","THE LIBERTYVILLE SAVINGS BANK","Fairfield","IA","52556","12/31/2021","5/18/2022","NM","2000 W. Jefferson","VILLAGE INVESTMENT CO","6","0","0","2","1","Jefferson","","","9/16/1901","1/15/1934","7/19/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.lsbia.bank","26220","16537","6350","16940","15283","4184","14463","268","2825","10044","1326"
"2750","0","553944","1118911","THE LINCOLN NATIONAL BANK OF HODGENVILLE","Hodgenville","KY","42748","12/31/2021","5/18/2022","N","Main St.","HAMBAC INC","5","0","0","8","0","Larue","21060","Elizabethtown-Fort Knox, KY","7/20/1930","1/1/1934","4/1/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","http://www.mylnb.com","41673","23838","11211","38408","11087","4804","8083","2150","5192","741","0"
"3808","0","372444","1248489","THE LITCHFIELD NATIONAL BANK","Litchfield","IL","62056","12/31/2021","5/18/2022","N","316 N. State St.","LITCHFIELD BANCSHARES CO","3","0","0","2","0","Montgomery","","","5/1/1907","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.ibanklnb.com","8710","6808","4706","7759","2512","541","4767","266","3474","594","433"
"90227","0","923707","4268349","THE LOWELL FIVE CENT SAVINGS BANK","Tewksbury","MA","1876","12/31/2021","5/18/2022","SB","30 International Pl","LOWELL FIVE BCORP MHC","16","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/12/1854","7/1/1985","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.lowellfive.com","65408","38477","19306","46706","32333","5540","47325","9199","23519","11913","2694"
"7586","13939","501815","1117688","THE LUZERNE BANK","Luzerne","PA","18709","12/31/2021","5/18/2022","NM","118 Main St.","PENNS WOODS BCORP INC","8","0","0","4","0","Luzerne","42540","Scranton-Wilkes-Barre-Hazleton, PA","1/1/1907","1/1/1934","3/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.luzernebank.com","30081","18737","17891","18035","10399","2492","31087","4274","26547","266","0"
