cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,sc,scus,scust,scage,scmuni,SCDOMO,idscod,idsccmmb,scabs,scsfp,scodot,scford,IDSCEQ,sceq,SCEQFV,schtmres,idahta,scres,scpledge,scmtgbk,idscgtpc,scgty,scodpc,idsccmo,sccol,scodpi,idsccmt,sccmpt,sccmot,scha,scaf,scrdebt,scsnhaa,scsnhaf,trade,idtrrval,trlreval
"12113","12626","830748","1098741","GERMANTOWN TRUST & SAVINGS BANK","Breese","IL","62230","12/31/2021","5/18/2022","NM","205 Germantown Rd","GERMANTOWN BANC CORP","4","0","0","2","1","Clinton","41180","St. Louis, MO-IL","2/6/1906","1/1/1934","8/1/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.gtsb.com","225721","149041","9943","139098","76449","0","0","0","0","0","0","0","231","","231","0","","","35527","63400","40916","40916","0","7028","7028","0","15456","1868","13588","115","225375","225491","0","0","0","0",""
"16689","0","734350","1136102","GIBSLAND BANK & TRUST COMPANY","Gibsland","LA","71028","12/31/2021","5/18/2022","NM","1246 S 3rd St","GIBSLAND BANCSHARES INC","11","0","0","4","0","Bienville","","","4/15/1948","4/15/1948","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","gbt.bank","121637","70274","49417","20857","29200","22163","16876","0","0","0","5287","0","0","","0","0","","","75836","29726","16896","20","16876","1992","1992","0","10838","2579","8259","2094","119543","121637","0","0","0","0",""
"3219","0","323651","2839969","GILMER NATIONAL BANK, GILMER, TEXAS","Gilmer","TX","75644","12/31/2021","5/18/2022","N","713 Us Hwy. 271 N.","GILMER NATIONAL BANCSHARES INC","1","0","0","4","0","Upshur","30980","Longview, TX","5/1/1901","1/1/1934","4/7/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.gnbgilmer.com","48724","40622","0","40622","8102","0","0","0","0","0","0","0","0","","0","0","","","2178","40622","40622","40622","0","0","0","0","0","0","0","0","48724","48724","0","0","0","0",""
"30788","5918","2634191","2003975","GLACIER BANK","Kalispell","MT","59901","12/31/2021","5/18/2022","NM","49 Commons Loop","GLACIER BCORP INC","208","0","1","4","0","Flathead","","","7/15/1955","7/15/1955","10/1/2021","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","0","www.glacierbank.com","10370538","8407522","1317461","7090061","1730064","232427","0","0","0","0","232427","0","525","","525","0","","","2687660","6820081","5674205","5674205","0","24601","24601","0","1121275","102810","1018465","1199164","9170849","10370013","4000","4024","0","0","0"
"8492","16050","617538","1095058","GLASFORD STATE BANK","Glasford","IL","61533","12/31/2021","5/18/2022","NM","305 E. Main St.","BACKLUND INVESTMENT CO","2","0","0","7","1","Peoria","37900","Peoria, IL","9/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.glasfordbank.com","31615","15734","4451","11283","8482","7399","7399","0","0","0","0","0","0","","0","0","","","7422","14914","7399","0","7399","7515","7515","0","0","0","0","100","31515","31614","0","0","0","0",""
"9244","0","439132","3348897","GLENNVILLE BANK","Glennville","GA","30427","12/31/2021","5/18/2022","NM","102 E Barnard St","GB BANK GROUP INC","7","0","0","8","0","Tattnall","","","1/18/1905","1/1/1934","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.glennvillebank.com","95680","53309","0","53309","42121","250","0","0","0","0","250","0","0","","0","0","","","49754","41718","11217","11217","0","22121","22121","0","8380","8380","0","0","95680","95680","0","0","0","0","0"
"7074","10436","866000","1048812","GLENS FALLS NATIONAL BANK AND TRUST COMPANY","Glens Falls","NY","12801","12/31/2021","5/18/2022","N","250 Glen St.","ARROW FINANCIAL CORP","27","0","0","9","0","Warren","24020","Glens Falls, NY","1/1/1851","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.gfnational.com","578235","423507","0","423507","153881","847","0","0","0","0","847","0","0","","0","0","","","387669","349575","336479","336479","0","8563","8563","0","4533","0","4533","169880","408355","578235","0","0","0","0","0"
"956","16057","566243","1204421","GLENWOOD STATE BANK","Glenwood","IA","51534","12/31/2021","5/18/2022","SM","32 N. Walnut St.","GLENWOOD BCORP","4","0","0","7","0","Mills","36540","Omaha-Council Bluffs, NE-IA","1/1/1899","1/1/1934","1/1/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","https://www.glenwoodstatebank.com","158314","114366","71486","42880","43556","0","0","0","0","0","0","0","392","","392","0","","","21414","8364","938","938","0","4343","4343","0","3083","493","2590","0","157922","157922","1000","987","0","0",""
"8853","0","975854","","GLENWOOD STATE BANK (INCORPORATED)","Glenwood","MN","56334","12/31/2021","5/18/2022","NM","5 E. Minnesota St.","","3","0","0","4","1","Pope","","","5/9/1907","1/1/1934","7/10/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.glenwoodstate.com","9057","8926","5441","3485","131","0","0","0","0","0","0","0","0","","0","0","","","2044","3485","3485","3485","0","0","0","0","0","0","0","0","9057","9057","0","0","0","0",""
"58263","0","3561771","","GLOBAL BANK","New York","NY","10038","12/31/2021","5/18/2022","NM","8 Catherine St.","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/12/2007","3/12/2007","1/9/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.globalbankny.com","2714","2714","0","2714","0","0","0","0","0","0","0","0","0","","0","0","","","2714","2714","2714","2714","0","0","0","0","0","0","0","0","2714","2714","0","0","0","0",""
"5175","0","1015458","5610936","GLOBAL INNOVATIONS BANK","Kiester","MN","56051","12/31/2021","5/18/2022","NM","101 N Main St","GLOBAL INNOVATIONS HOLDINGS","1","0","0","2","0","Faribault","","","1/1/1889","1/1/1934","9/21/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.gibank.com","744","355","0","355","340","0","0","0","0","0","0","0","49","","49","0","","","0","355","355","355","0","0","0","0","0","0","0","0","695","695","0","0","0","0",""
"29399","3395","250476","","GN BANK","Chicago","IL","60653","12/31/2021","5/18/2022","SA","4619 S Martin L King Dr.","","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1934","3/30/1935","5/31/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.gnbank.net","4304","766","0","766","0","3538","1967","0","0","0","1571","0","0","","0","0","","","2453","2733","766","766","0","1967","0","1967","0","0","0","0","4304","4304","1600","1571","0","0",""
"14079","10194","724744","1205950","GNB BANK","Grundy Center","IA","50638","12/31/2021","5/18/2022","SM","529 G Ave","GNB BCORP","11","0","0","2","1","Grundy","47940","Waterloo-Cedar Falls, IA","3/16/1934","3/16/1934","7/10/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.gnbbank.com","125057","98999","58459","40540","25833","225","0","0","0","0","225","0","0","","0","0","","","76134","35779","34782","34782","0","997","997","0","0","0","0","0","125057","125057","0","0","0","0",""
"4673","0","928056","1064915","GNBANK, NATIONAL ASSOCIATION","Girard","KS","66743","12/31/2021","5/18/2022","N","100 E. Forest Ave.","GN BANKSHARES INC","16","0","1","2","0","Crawford","","","7/1/1929","1/1/1934","4/2/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","http://www.gn-bank.com","305853","204087","102752","101335","26450","35847","0","0","0","0","35847","2000","37469","","37469","0","","","215112","1019","487","487","0","532","532","0","0","0","0","0","268384","268384","2016","2053","0","0",""
"57192","0","3025929","3025910","GOGEBIC RANGE BANK","Ironwood","MI","49938","12/31/2021","5/18/2022","NM","155 E. Cloverland Dr.","WEST END FINANCIAL CORP","4","0","0","4","0","Gogebic","","","5/20/2002","5/20/2002","4/22/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://gogebicrangebank.com","71485","41412","1467","39945","22350","7223","0","0","0","0","7223","500","0","","0","0","","","3000","49","0","0","0","0","0","0","49","0","49","22088","49397","71485","3499","3440","0","0",""
"58556","0","3593307","3593295","GOLD COAST BANK","Chicago","IL","60610","12/31/2021","5/18/2022","NM","1165 N. Clark St. Suite 200","GC BCORP INC","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/4/2007","6/4/2007","6/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.goldcoastbank.net","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"26223","0","536059","","GOLDEN BANK, NATIONAL ASSOCIATION","Houston","TX","77036","12/31/2021","5/18/2022","N","9315 Bellaire Blvd.","","9","0","1","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/3/1985","5/3/1985","1/29/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.goldenbank-na.com","94307","41482","0","41482","31737","15326","0","0","0","0","15326","0","5761","","5761","0","","","30481","32526","20943","20943","0","9487","9487","0","2096","0","2096","0","88546","88545","0","0","0","0","0"
"28735","2253","148171","3835230","GOLDEN BELT BANK, FSA","Hays","KS","67601","12/31/2021","5/18/2022","SA","1100 E 27th St","MID-AMERICA FINANCIAL CORP","3","0","1","8","1","Ellis","","","1/1/1920","7/22/1936","6/17/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.goldenbeltbank.com","47828","39768","6014","33754","3343","4717","0","0","2223","0","2494","0","0","","0","0","","","23029","28347","8288","8288","0","7566","7566","0","12493","1196","11297","0","47828","47829","0","0","0","0",""
"26881","13877","962966","2930419","GOLDEN PACIFIC BANK, NATIONAL ASSOCIATION","Sacramento","CA","95814","12/31/2021","5/18/2022","N","1409 28th St","GOLDEN PACIFIC BCORP INC","4","0","0","4","0","Sacramento","40900","Sacramento-Roseville-Arden-Arcade, CA","12/29/1986","12/29/1986","6/24/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","www.sofi.com","10218","5889","0","5889","962","3367","0","0","0","0","3367","0","0","","0","0","","","0","5889","2290","2290","0","3599","3599","0","0","0","0","0","10218","10219","0","0","0","0",""
"57585","0","3224375","4725589","GOLDEN STATE BANK","Glendale","CA","91203","12/31/2021","5/18/2022","NM","500 N. Brand Blvd. Suite 230","GOLDEN STATE BCORP","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/1/2003","12/1/2003","6/27/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","www.goldenstatebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"58278","0","3440803","5475890","GOLDEN VALLEY BANK","Chico","CA","95926","12/31/2021","5/18/2022","NM","190 Cohasset Rd, # 170","GOLDEN VALLEY BANCSHARES INC","2","0","0","4","0","Butte","17020","Chico, CA","4/24/2006","4/24/2006","10/23/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","www.goldenvalley.bank","178135","70705","21644","49061","98703","8727","0","0","6001","0","2726","0","0","","0","0","","","7885","45075","7397","7397","0","14778","14778","0","22900","1489","21411","0","178135","178133","0","0","0","0",""
"33124","0","2182786","2380443","GOLDMAN SACHS BANK USA","New York","NY","10282","12/31/2021","5/18/2022","SM","200 West St.","GOLDMAN SACHS GROUP INC THE","6","0","1","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","8/30/1990","11/28/2008","4/15/2016","Stock","0","1","FED","DIF","New York","WASHINGTON","New York City","New York","Northeastern","Northeast","0","0","www.marcus.com","25001000","24953000","24953000","0","0","48000","48000","0","0","0","0","0","0","","0","0","","","0","48000","0","0","0","48000","0","48000","0","0","0","546000","24455000","25001000","0","0","46116000","0","10648000"
"58405","0","3592047","5617645","GOLDWATER BANK, N.A.","Phoenix","AZ","85016","12/31/2021","5/18/2022","N","2525 E Camelback Rd","GOLDWATER BCORP INC","1","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","4/2/2007","4/2/2007","10/1/2016","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","goldwaterbank.com","582","563","0","563","0","19","19","0","0","0","0","0","0","","0","0","","","534","554","535","535","0","19","0","19","0","0","0","0","582","582","0","0","0","0","0"
"11699","0","936837","3154333","GOODFIELD STATE BANK","Goodfield","IL","61742","12/31/2021","5/18/2022","NM","201 S. Eureka St.","GOODFIELD FINANCIAL CORP","4","0","0","4","1","Woodford","37900","Peoria, IL","12/14/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.goodfieldstatebank.com","25936","12462","0","12462","13474","0","0","0","0","0","0","0","0","","0","0","","","6358","10413","9096","9096","0","1317","1317","0","0","0","0","0","25936","25937","0","0","0","0",""
"8569","0","815053","1051380","GOPPERT FINANCIAL BANK","Lathrop","MO","64465","12/31/2021","5/18/2022","NM","710 Oak St.","GOPPERT FINANCIAL CORP","6","0","0","2","0","Clinton","28140","Kansas City, MO-KS","9/28/1879","1/1/1934","1/2/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.goppertfb.com","65253","62059","62059","0","3194","0","0","0","0","0","0","0","0","","0","0","","","36233","0","0","0","0","0","0","0","0","0","0","0","65253","65253","0","0","0","0",""
"17317","0","850456","1051380","GOPPERT STATE SERVICE BANK","Garnett","KS","66032","12/31/2021","5/18/2022","NM","106 E. 5th St.","GOPPERT FINANCIAL CORP","9","0","0","2","0","Anderson","","","7/11/1899","4/12/1954","4/24/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.gssb.us.com","39992","39124","39124","0","868","0","0","0","0","0","0","0","0","","0","0","","","33737","0","0","0","0","0","0","0","0","0","0","0","39992","39992","0","0","0","0",""
"17748","15348","241607","3444717","GORHAM SAVINGS BANK","Gorham","ME","4038","12/31/2021","5/18/2022","SB","64 Main St","GORHAM BCORP MHC","14","0","0","4","0","Cumberland","38860","Portland-South Portland, ME","1/1/1868","4/18/1957","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","http://www.gorhamsavings.bank","318045","309184","0","309184","0","8861","0","0","0","0","8861","0","0","","0","0","","","309185","306304","224921","224921","0","0","0","0","81383","72210","9173","8861","309184","318045","0","0","5841","0",""
"30976","6199","905673","3793077","GOUVERNEUR SAVINGS AND LOAN ASSOCIATION","Gouverneur","NY","13642","12/31/2021","5/18/2022","SA","42 Church St.","CAMBRAY MUTUAL HOLDING CO","2","0","0","5","0","Saint Lawrence","","","1/1/1892","7/21/1958","3/13/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.gouverneurbank.com","24255","3453","0","3453","20802","0","0","0","0","0","0","0","0","","0","0","","","5282","3453","3453","3453","0","0","0","0","0","0","0","1","24254","24255","0","0","0","0",""
"29206","3099","839974","3799006","GRAHAM SAVINGS AND LOAN, SSB","Graham","TX","76450","12/31/2021","5/18/2022","SB","745 Elm St.","GRAHAM SAVINGS FINANCIAL CORP","3","0","0","2","1","Young","","","11/27/1934","11/27/1934","7/1/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.grahamsl.com","22763","11238","0","11238","11525","0","0","0","0","0","0","0","0","","0","0","","","0","10285","5405","5405","0","3364","3364","0","1516","1516","0","22763","0","22763","0","0","0","0",""
"22065","13633","76854","1065967","GRAND BANK","Tulsa","OK","74114","12/31/2021","5/18/2022","SM","2642 E 21st St","GRAND CAPITAL CORP","2","0","0","4","0","Tulsa","46140","Tulsa, OK","7/21/1975","7/21/1975","12/7/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.grandbank.com","37835","7778","0","7778","30000","57","57","0","0","0","0","0","0","","0","0","","","71","7835","6778","6778","0","70","13","57","987","0","987","0","37835","37835","0","0","0","0",""
"31864","7547","68671","","GRAND BANK FOR SAVINGS, FSB","Hattiesburg","MS","39402","12/31/2021","5/18/2022","SA","204 Westover Dr.","","1","0","0","5","1","Lamar","25620","Hattiesburg, MS","1/1/1968","4/13/1977","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","www.grandbankfsb.com","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"8842","0","945950","1020920","GRAND MARAIS STATE BANK","Grand Marais","MN","55604","12/31/2021","5/18/2022","SM","211 E. Hwy. 61","CENTRAL TRUST CO","2","0","0","8","1","Cook","","","9/16/1916","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.grandmaraisstatebank.com","65336","60780","19993","40787","4556","0","0","0","0","0","0","0","0","","0","0","","","36330","0","0","0","0","0","0","0","0","0","0","29621","35715","65337","0","0","0","0",""
"10962","0","1003558","1125245","GRAND RAPIDS STATE BANK","Grand Rapids","MN","55744","12/31/2021","5/18/2022","SM","523 Nw 1st Ave.","WILCOX BANCSHARES INC","2","0","0","4","1","Itasca","","","6/15/1914","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.grsb.bank","61131","44494","15572","28922","15067","1570","0","0","0","0","1570","0","0","","0","0","","","44524","16631","14515","14515","0","2116","2116","0","0","0","0","0","61131","61131","0","0","0","0","0"
"3674","14498","875132","4087830","GRAND RIDGE NATIONAL BANK","Grand Ridge","IL","61325","12/31/2021","5/18/2022","N","105 W. Main St.","PREMIER COMMERCE BCORP INC","2","0","0","4","0","La Salle","","","4/6/1903","1/1/1934","2/1/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.GRNbank.com","258","238","0","238","20","0","0","0","0","0","0","0","0","","0","0","","","0","238","211","211","0","0","0","0","27","27","0","0","258","257","0","0","0","0",""
"58789","0","3812147","3916326","GRAND RIVER BANK","Grandville","MI","49418","12/31/2021","5/18/2022","SM","4471 Wilson Ave.","GRAND RIVER COMMERCE INC","2","0","0","4","0","Kent","24340","Grand Rapids-Wyoming, MI","4/30/2009","4/30/2009","7/27/2018","Stock","0","0","FED","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.grandriverbank.com","18100","15675","0","15675","1925","500","0","0","0","0","500","0","0","","0","0","","","0","15675","12053","12053","0","179","179","0","3443","3443","0","0","18100","18100","0","0","0","0",""
"10816","0","226949","4625595","GRAND RIVERS COMMUNITY BANK","Grand Chain","IL","62941","12/31/2021","5/18/2022","NM","260 S Main St","MAIN STREET BANCSHARES INC","2","0","0","4","0","Pulaski","","","1/1/1902","1/1/1934","10/15/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.grandriverscommunitybank.com","943","0","0","0","943","0","0","0","0","0","0","0","0","","0","0","","","505","0","0","0","0","0","0","0","0","0","0","0","943","942","0","0","0","0","0"
"32084","7832","732178","4521334","GRAND SAVINGS BANK","Grove","OK","74344","12/31/2021","5/18/2022","NM","1022 S. Main St.","GRAND BCORP INC","12","0","1","4","0","Delaware","","","4/10/1981","4/10/1981","8/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.grandsavingsbank.com","47056","35383","5513","29870","11673","0","0","0","0","0","0","0","0","","0","0","","","40902","6975","4959","4959","0","0","0","0","2016","2016","0","2105","44951","47057","0","0","0","0",""
"18719","9307","918356","5281989","GRAND TIMBER BANK","Mcgregor","MN","55760","12/31/2021","5/18/2022","NM","204 N. Maddy St.","MIDCOUNTRY ACQUISITION CORP","1","0","0","8","1","Aitkin","","","3/18/1963","3/18/1963","11/1/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.grandtimberbank.com","5430","2803","0","2803","2627","0","0","0","0","0","0","0","0","","0","0","","","2478","2803","364","364","0","2037","2037","0","402","402","0","2131","3299","5421","0","0","0","0",""
"24922","0","178851","3701269","GRAND VALLEY BANK","Heber City","UT","84032","12/31/2021","5/18/2022","NM","2 S. Main St.","SAGEBRUSH PARTNERS LLLP","9","0","1","2","0","Wasatch","","","12/13/1983","12/13/1983","4/26/2019","Stock","0","0","FDIC","DIF","San Francisco","DALLAS","Salt Lake City","San Francisco","Western","West","0","1","www.grandvalleybank.com","324385","182999","17257","165742","138914","2430","0","0","0","0","2430","0","42","","42","0","","","36879","146182","146182","146182","0","0","0","0","0","0","0","0","324343","324343","7000","6959","0","0",""
"34812","0","2728661","2929833","GRANDSOUTH BANK","Greenville","SC","29606","12/31/2021","5/18/2022","NM","381 Halton Rd.","GRANDSOUTH BCORP","9","0","0","4","0","Greenville","24860","Greenville-Anderson-Mauldin, SC","9/8/1998","9/8/1998","2/21/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.grandsouth.com","111962","70292","9439","60853","26677","14993","0","0","2590","0","12403","0","0","","0","0","","","500","55156","27721","27721","0","12710","12710","0","14725","0","14725","0","111962","111962","0","0","0","0","0"
"3230","0","333856","5139969","GRANDVIEW BANK","Grandview","TX","76050","12/31/2021","5/18/2022","NM","105 E. Criner St.","D2 ALLIANCES LLC","6","0","0","4","0","Johnson","19100","Dallas-Fort Worth-Arlington, TX","8/7/1890","1/1/1934","1/23/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.grandviewbank.com","62450","38885","0","38885","23565","0","0","0","0","0","0","0","0","","0","0","","","12090","37100","37098","37098","0","2","2","0","0","0","0","0","62450","62450","0","0","0","0","0"
"5116","14374","311256","1247969","GRANITE BANK","Cold Spring","MN","56320","12/31/2021","5/18/2022","NM","202 2nd Ave. S.","FIRST BANCSHARES COLD SPRING","1","0","0","4","0","Stearns","41060","St. Cloud, MN","1/1/1902","1/1/1934","12/12/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.granitebank.com","14446","5022","5022","0","9424","0","0","0","0","0","0","0","0","","0","0","","","13395","0","0","0","0","0","0","0","0","0","0","251","14195","14446","0","0","0","0",""
"15744","0","619457","2323495","GRANITE MOUNTAIN BANK INC DBA GRANITE MOUNTAIN BANK","Philipsburg","MT","59858","12/31/2021","5/18/2022","SM","139 E. Broadway St","FLINT CREEK HOLDING CO","3","0","0","7","0","Granite","","","4/15/1940","5/31/1940","9/17/2013","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.granitemountainbank.com","14642","14617","5977","8640","0","0","0","0","0","0","0","0","25","","25","0","","","3577","0","0","0","0","0","0","0","0","0","0","0","14617","14618","0","0","0","0",""
"10918","12759","207452","2012566","GRANT COUNTY BANK","Ulysses","KS","67880","12/31/2021","5/18/2022","NM","201 S. Main St.","RESOURCE ONE INC","2","0","0","8","1","Grant","","","1/1/1906","1/1/1934","1/14/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.gcbks.bank","102910","38474","13026","25448","50739","13568","395","0","12683","0","490","0","129","","129","0","","","43651","20030","4043","3648","395","7677","7677","0","8310","476","7834","0","102781","102780","0","0","0","0",""
"15778","17468","361354","","GRANT COUNTY BANK","Medford","OK","73759","12/31/2021","5/18/2022","SM","120 S. Main St.","","1","0","0","2","1","Grant","","","1/1/1895","1/23/1940","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.grantcobank.com","26079","10126","2020","8106","15487","235","0","0","0","0","235","231","0","","0","0","","","12916","6822","6539","6539","0","283","283","0","0","0","0","0","26079","26079","0","0","0","0",""
"15687","0","933340","2920830","GRANT COUNTY STATE BANK","Swayzee","IN","46986","12/31/2021","5/18/2022","NM","102 N. Washington St.","GRANT CNTY ST BANCSHARES EMP STK OWNERSHIP PLAN","3","0","0","4","1","Grant","","","9/30/1939","10/2/1939","12/31/2012","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.grantcostatebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"9417","0","983158","1136371","GRANT COUNTY STATE BANK","Carson","ND","58529","12/31/2021","5/18/2022","NM","202 N. Main St.","GRANT COUNTY BCORP INC","2","0","0","2","1","Grant","","","8/29/1913","1/1/1934","7/23/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.grantcountystatebank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"59113","0","5210989","5215715","GRASSHOPPER BANK, N.A.","New York","NY","10010","12/31/2021","5/18/2022","N","915 Broadway, 7th Fl.","GRASSHOPPER BCORP INC","2","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","5/13/2019","5/13/2019","5/14/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.grasshopper.bank","79079","62744","0","62744","3516","10191","0","0","0","0","10191","2628","0","","0","0","","","9757","37504","16481","16481","0","2045","2045","0","18978","12409","6569","0","79079","79079","0","0","0","0",""
"35292","0","2815879","3385137","GREAT AMERICAN BANK","Lawrence","KS","66044","12/31/2021","5/18/2022","NM","888a New Hampshire","FIRST FINANCIAL BANCSHARES INC","5","0","1","4","1","Douglas","29940","Lawrence, KS","8/7/2000","8/7/2000","9/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.greatambank.com","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
