cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,eqcprev,eqcrest,netinc,eqcstkrx,eqctrstx,eqcmrg,eqcdivp,eqcdivc,eqccompi,eqcbhctr,eq
"17123","13184","73116","","ARTISANS' BANK","Wilmington","DE","19808","12/31/2021","5/18/2022","SB","2961 Centerville Rd.","","13","0","0","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/28/1861","7/3/1952","1/1/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","www.artisansbank.com","58005","0","4522","0","0","0","0","0","-3044","0","59483"
"28780","2349","390372","","ARUNDEL FEDERAL SAVINGS BANK","Glen Burnie","MD","21061","12/31/2021","5/18/2022","SA","655 Crain Hwy, S","","6","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","1/1/1906","7/31/1935","9/23/2019","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.arundelfederal.com","67426","0","689","0","0","0","0","0","-1406","0","66709"
"8728","10375","311845","1095674","ARVEST BANK","Fayetteville","AR","72701","12/31/2021","5/18/2022","SM","75 N. East St.","ARVEST BANK GROUP INC","245","0","1","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","1/1/1871","1/1/1934","11/30/2020","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","0","www.arvest.com","2429672","0","298341","4601","0","0","134","10000","-132016","20000","2610464"
"28729","2246","147679","","ASCENDIA BANK","Glen Rock","NJ","7452","12/31/2021","5/18/2022","SB","175 Rock Rd.","","4","0","0","5","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","5/18/1937","10/25/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.ascendiabank.com","31482","0","1480","0","0","0","0","0","1615","0","34577"
"20162","0","647955","4968368","ASCENT BANK","Helena","MT","59601","12/31/2021","5/18/2022","NM","1721 11th Ave","ASCENT BCORP","2","0","0","4","0","Lewis And Clark","","","4/13/1970","4/13/1970","4/27/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.ascentbank.com","8512","0","670","0","0","0","0","270","-174","0","8738"
"11343","10514","821643","1250419","ASHTON STATE BANK","Ashton","IA","51232","12/31/2021","5/18/2022","NM","317 3rd St.","ASHTON BANCSHARES INC","1","0","0","2","1","Osceola","","","3/1/1884","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.ashtonstatebank.com","6788","0","677","0","0","0","0","500","-234","0","6731"
"1436","0","336950","","ASHTON STATE BANK","Ashton","NE","68817","12/31/2021","5/18/2022","NM","295 Ctr. Ave.","","1","0","0","2","0","Sherman","","","12/2/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","","1752","0","-118","0","0","0","0","0","0","0","1633"
"34759","0","2785477","2785459","ASIAN BANK","Philadelphia","PA","19107","12/31/2021","5/18/2022","SM","1023 Race St.","ASIAN FINANCIAL CORP","2","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/9/1999","6/9/1999","12/5/2016","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.theasianbank.com","30309","0","3617","0","0","0","0","84","-320","2913","36435"
"33013","0","1462986","","ASIAN PACIFIC NATIONAL BANK","San Gabriel","CA","91776","12/31/2021","5/18/2022","N","333 W. Valley Blvd.","","2","0","0","4","1","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/25/1990","7/25/1990","2/15/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","https://www.asianpacificbank.com","10020","0","266","0","0","0","0","93","-158","0","10035"
"3934","0","668053","3435957","ASPIRE BANK","Fargo","ND","58104","12/31/2021","5/18/2022","NM","5195 45th St. S.","ASPIRE BANCSHARES INC","2","0","0","4","0","Cass","22020","Fargo, ND-MN","9/19/1905","1/1/1934","1/1/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.aspirebanks.com","4163","0","275","1000","0","0","0","50","0","0","5388"
"5296","0","917742","1199563","ASSOCIATED BANK, NATIONAL ASSOCIATION","Green Bay","WI","54301","12/31/2021","5/18/2022","N","200 N. Adams St.","ASSOCIATED BANC-CORP","220","0","1","4","0","Brown","24580","Green Bay, WI","1/1/1874","1/1/1934","2/26/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","0","www.associatedbank.com","4005198","0","361198","0","0","0","0","390000","-22935","0","3953461"
"17636","0","1003455","1060917","ASTRA BANK","Scandia","KS","66966","12/31/2021","5/18/2022","NM","323 4th St.","ASTRA FINANCIAL GROUP INC","8","0","1","2","1","Republic","","","10/2/1939","7/27/1956","3/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","astra.bank","34777","0","3432","0","0","0","0","1295","-4160","0","32755"
"24064","0","851060","","ATASCOSA BANK","Pleasanton","TX","78064","12/31/2021","5/18/2022","NM","1525 W. Oaklawn","","1","0","0","7","0","Atascosa","41700","San Antonio-New Braunfels, TX","9/7/1982","9/7/1982","12/15/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.atascosabank.com","10616","0","408","0","0","0","0","167","-926","0","9931"
"90146","14766","408307","","ATHOL SAVINGS BANK","Athol","MA","1331","12/31/2021","5/18/2022","SB","388 Main St","","6","0","0","5","0","Worcester","49340","Worcester, MA-CT","2/12/1867","9/10/1985","5/1/2021","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","http://www.ibankasb.com","63105","0","5711","0","0","0","0","0","203","0","69019"
"9096","12602","739346","","ATKINS SAVINGS BANK & TRUST","Atkins","IA","52206","12/31/2021","5/18/2022","NM","97 Main Ave.","","1","0","0","2","0","Benton","16300","Cedar Rapids, IA","4/15/1915","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","https://www.atkinssavingsbank.com","14754","0","2364","0","0","0","0","750","-721","0","15647"
"35525","0","3555695","3555686","ATLANTIC CAPITAL BANK, NATIONAL ASSOCIATION","Atlanta","GA","30326","12/31/2021","5/18/2022","N","945 E Paces Ferry Rd Ne","ATLANTIC CAPITAL BANCSHARES","3","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","6/26/2000","6/26/2000","3/19/2019","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","395475","0","54308","3696","0","0","0","0","-12780","0","440699"
"24829","0","959715","4923497","ATLANTIC COMMUNITY BANKERS BANK","Camp Hill","PA","17011","12/31/2021","5/18/2022","SM","1400 Market St.","ATLANTIC CMTY BANCSHARES INC","3","0","1","4","0","Cumberland","25420","Harrisburg-Carlisle, PA","11/21/1983","11/21/1983","1/28/2019","Stock","0","1","FED","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.acbb.com","108726","0","19698","0","0","0","0","0","-41","0","128382"
"34589","14594","693224","1971693","ATLANTIC UNION BANK","Richmond","VA","23219","12/31/2021","5/18/2022","SM","1051 E. Cary St, # 1200","ATLANTIC UNION BANKSHARES CORP","131","0","1","4","0","Richmond City","40060","Richmond, VA","11/4/1997","11/4/1997","5/20/2019","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.atlanticunionbank.com","2847657","0","281605","0","0","0","0","119500","-52385","0","2957378"
"284","9664","811541","2151670","AUBURN BANKING COMPANY","Auburn","KY","42206","12/31/2021","5/18/2022","NM","218 W Main St","FIRST COMMUNITY BCORP INC","2","0","0","4","1","Logan","","","1/1/1929","1/1/1934","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.auburnbankingcompany.com","8279","0","1976","0","0","0","0","830","-199","0","9226"
"28288","1305","229173","3799369","AUBURN SAVINGS BANK, FSB","Auburn","ME","4210","12/31/2021","5/18/2022","SA","256 Court St","AUBURN BCORP MHC","2","0","0","5","0","Androscoggin","30340","Lewiston-Auburn, ME","1/1/1887","1/17/1951","5/1/2021","Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.auburnsavings.com","7829","0","249","0","0","0","0","0","-206","0","7872"
"11477","0","979151","","AUBURN STATE BANK","Auburn","NE","68305","12/31/2021","5/18/2022","SM","1212 J St.","","1","0","0","2","0","Nemaha","","","1/1/1905","1/1/1934","10/16/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.auburnstatebank.com","35672","0","2137","0","0","0","0","1162","-717","0","35930"
"35","9177","749635","1129533","AUBURNBANK","Auburn","AL","36830","12/31/2021","5/18/2022","SM","132 N Gay St","AUBURN NATIONAL BCORP INC","8","0","0","4","0","Lee","12220","Auburn-Opelika, AL","1/3/1907","1/1/1934","6/12/2021","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.auburnbank.com","103695","0","7645","0","0","0","0","3682","-6707","0","100951"
"5814","0","760649","5085664","AUDUBON STATE BANK","Audubon","IA","50025","12/31/2021","5/18/2022","NM","315 Broadway","AUDUBON COUNTY INVESTMENT CO","2","0","0","2","1","Audubon","","","1/1/1876","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.audubonstatebank.com","14822","0","1997","100","0","0","0","1662","-283","0","14974"
"3276","16121","548351","3035227","AUSTIN BANK, TEXAS NATIONAL ASSOCIATION","Jacksonville","TX","75766","12/31/2021","5/18/2022","N","200 E. Commerce St.","JSA FAMILY LTD PARTNERSHIP","35","0","0","4","0","Cherokee","","","10/1/1900","1/1/1934","10/9/2010","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.austinbank.com","300161","0","35646","0","0","0","0","5261","-4651","0","325895"
"58082","0","3347911","5529654","AUSTIN CAPITAL BANK SSB","Austin","TX","78757","12/31/2021","5/18/2022","SB","8100 Shoal Creek Blvd.","GREENBACK FINCORP INC","15","0","1","6","0","Travis","12420","Austin-Round Rock, TX","1/9/2006","1/9/2006","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.austincapitalbank.com","18453","0","4125","0","0","0","0","420","-26","6003","28135"
"58484","0","3463875","4230216","AUSTIN COUNTY STATE BANK","Bellville","TX","77418","12/31/2021","5/18/2022","NM","436 S. Front St.","AUSTIN COUNTY BANCSHARES INC","5","0","0","4","1","Austin","26420","Houston-The Woodlands-Sugar Land, TX","6/26/2007","6/26/2007","7/23/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.acsbank.com","23475","0","4293","0","0","0","0","0","-363","300","27705"
"35115","15850","2860459","4265508","AUTO CLUB TRUST, FSB","Dearborn","MI","48126","12/31/2021","5/18/2022","SA","One Auto Club Dr.","AUTO CLUB GROUP THE","1","0","0","8","0","Wayne","19820","Detroit-Warren-Dearborn, MI","11/30/1999","11/30/1999","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.aaa.com/banking","64674","0","-5860","0","0","0","0","0","-5157","4000","57657"
"11771","0","859141","1203451","AVAILA BANK","Carroll","IA","51401","12/31/2021","5/18/2022","NM","126 W. 6th","CARROLL COUNTY BANCSHARES INC","18","0","0","2","0","Carroll","","","1/1/1870","1/1/1934","6/23/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.availa.bank","135628","0","13510","0","0","0","0","1600","-3805","15000","158733"
"2326","52136","262059","1057980","AVB BANK","Broken Arrow","OK","74012","12/31/2021","5/18/2022","NM","322 S. Main St.","ARKANSAS VALLEY BANCSHARES INC","4","0","0","4","0","Tulsa","46140","Tulsa, OK","2/16/1905","1/1/1934","8/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.avb.bank","45324","0","3447","0","0","0","0","1500","-811","0","46460"
"57510","0","3214059","3680980","AVIDBANK","San Jose","CA","95112","12/31/2021","5/18/2022","NM","1732 N 1st St. 6th Fl.","AVIDBANK HOLDINGS INC","3","0","0","4","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","10/1/2003","10/1/2003","11/13/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","https://www.avidbank.com","142145","0","13025","2277","0","0","0","1100","-5166","0","151181"
"90215","10957","619701","2465528","AVIDIA BANK","Hudson","MA","1749","12/31/2021","5/18/2022","SB","42 Main St","ASSABET VALLEY BCORP","10","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","2/26/1869","11/27/1985","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.avidiabank.com","192112","-71","18533","0","0","0","0","1155","-6324","0","203096"
"31390","6859","408875","3837962","AXIOM BANK, NATIONAL ASSOCIATION","Maitland","FL","32751","12/31/2021","5/18/2022","N","258 Southhall Ln.","AXIOM BANCSHARES INC","12","0","0","4","0","Orange","36740","Orlando-Kissimmee-Sanford, FL","1/1/1962","3/26/1963","8/4/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.axiombanking.com","97458","0","-7738","0","0","0","0","0","-58","0","89662"
"35546","16456","2917317","3814310","AXOS BANK","San Diego","CA","92122","12/31/2021","5/18/2022","SA","4350 La Jolla Village Drive,","AXOS FINANCIAL INC","3","0","1","4","0","San Diego","41740","San Diego-Carlsbad, CA","7/4/2000","7/4/2000","5/1/2020","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.axosbank.com","1204157","0","241370","0","0","0","0","50000","211","0","1395737"
"58228","0","3408728","3488850","B1BANK","Baton Rouge","LA","70801","12/31/2021","5/18/2022","NM","500 Laurel St","BUSINESS FIRST BANCSHARES INC","44","0","1","4","0","East Baton Rouge","12940","Baton Rouge, LA","2/1/2006","2/1/2006","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","0","www.b1bank.com","432331","0","58382","0","0","0","0","13000","-11805","43927","509835"
"19434","0","5461","3033746","BAC COMMUNITY BANK","Stockton","CA","95202","12/31/2021","5/18/2022","NM","517 E. Weber Ave.","BAC FINANCIAL INC","10","0","0","4","1","San Joaquin","44700","Stockton-Lodi, CA","5/21/1965","5/21/1965","4/4/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","www.bankbac.com","78181","0","7167","0","0","0","0","2751","-4553","0","78044"
"2469","0","846945","1247727","BADGER BANK","Fort Atkinson","WI","53538","12/31/2021","5/18/2022","NM","220 Grant St.","CITIZENS FINL EMPLOYEE STK OWNERSHIP PLAN&TR","4","0","0","8","0","Jefferson","","","1/7/1884","1/1/1934","4/30/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","www.badgerbank.bank","20859","0","2158","0","0","0","0","1502","-585","0","20930"
"2987","13311","69678","1141870","BAKER-BOYER NATIONAL BANK","Walla Walla","WA","99362","12/31/2021","5/18/2022","N","7 W. Main St","BAKER BOYER BCORP","8","0","1","8","0","Walla Walla","47460","Walla Walla, WA","11/10/1869","1/1/1934","3/19/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.bakerboyer.com","60478","0","5430","0","0","0","0","4015","-3510","0","58383"
"26704","0","696168","","BALBOA THRIFT AND LOAN ASSOCIATION","Chula Vista","CA","91910","12/31/2021","5/18/2022","NM","865 Amena Court","","4","0","0","6","0","San Diego","41740","San Diego-Carlsbad, CA","12/11/1980","7/3/1986","7/20/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","http://www.balboathrift.com","43937","0","5645","0","0","0","0","700","0","0","48882"
"6959","13519","505","1048728","BALLSTON SPA NATIONAL BANK","Ballston Spa","NY","12020","12/31/2021","5/18/2022","N","87 Front St.","BALLSTON SPA BCORP INC","13","0","0","4","0","Saratoga","10580","Albany-Schenectady-Troy, NY","1/1/1838","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","https://ww.bsnb.com","56605","0","5074","0","0","0","0","1399","461","0","60741"
"35498","15953","200378","3153130","BANC OF CALIFORNIA, NATIONAL ASSOCIATION","Santa Ana","CA","92707","12/31/2021","5/18/2022","N","3 Macarthur Pl","BANC OF CALIFORNIA INC","36","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","4/21/1941","1/3/2000","10/19/2021","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.bancofcal.com","996578","0","70867","4511","0","226414","0","78000","-3","0","1220367"
"4033","0","251352","2107789","BANCCENTRAL, NATIONAL ASSOCIATION","Alva","OK","73717","12/31/2021","5/18/2022","N","602-612 Flynn St.","MYERS BANCSHARES INC","6","0","1","2","1","Woods","","","8/11/1913","1/1/1934","7/17/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bcna.com","43161","0","-1430","0","0","0","0","300","-5608","0","35823"
"27476","12941","1386251","1133286","BANCFIRST","Oklahoma City","OK","73102","12/31/2021","5/18/2022","NM","100 N Broadway Ave","BANCFIRST CORP","120","0","0","4","0","Oklahoma","36420","Oklahoma City, OK","4/1/1989","4/1/1989","5/21/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.bancfirst.bank","918257","0","157339","-3797","0","0","1930","48493","-4858","0","1016518"
"26725","0","110936","1242076","BANCO DO BRASIL AMERICAS","Miami","FL","33131","12/31/2021","5/18/2022","NM","1221 Brickell Ave, # 2200","BANCO DO BRASIL SA","4","0","0","8","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/24/1986","7/24/1986","7/31/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.bbamericas.com","77708","0","3359","0","0","0","0","0","-423","0","80644"
"34968","0","940311","1129382","BANCO POPULAR DE PUERTO RICO","San Juan","PR","918","12/31/2021","5/18/2022","SM","209 Avenida Luis Munoz River","POPULAR INC","1","0","1","9","0","San Juan","41980","San Juan-Carolina-Caguas, PR","1/2/1999","1/2/1999","8/27/2018","Stock","0","0","FED","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","171","0","http://www.popular.com","4322000","0","783000","0","0","0","0","761000","-489000","1000","3856000"
"26653","0","78157","1139671","BANDERA BANK","Bandera","TX","78003","12/31/2021","5/18/2022","NM","207 Main St.","BANDERA BANCSHARES INC","1","0","0","7","1","Bandera","41700","San Antonio-New Braunfels, TX","4/24/1986","4/24/1986","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.banderabank.com","7894","0","853","0","0","0","0","475","-168","0","8104"
"57815","0","3402913","","BANESCO USA","Coral Gables","FL","33134","12/31/2021","5/18/2022","NM","150 Alhambra Circle, # 100","","4","0","1","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","1/10/2006","1/10/2006","6/30/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","1","0","Banescousa.com","168132","0","20491","0","0","0","0","0","-7641","0","180982"
"18408","7107","419406","3547999","BANGOR SAVINGS BANK","Bangor","ME","4401","12/31/2021","5/18/2022","SB","24 Hamlin Way","BANGOR BCORP MHC","67","0","1","4","0","Penobscot","12620","Bangor, ME","2/14/1852","7/1/1961","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.bangor.com","541883","0","47810","0","0","0","0","0","-48223","0","541469"
"14291","12142","952846","1205156","BANK","Wapello","IA","52653","12/31/2021","5/18/2022","SM","409 Hwy 61 S","MORNING SUN BANK CORP","4","0","0","4","1","Louisa","","","2/13/1931","4/25/1934","1/12/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.bank.bank","13666","0","2045","0","0","0","0","400","0","0","15311"
"1047","13079","496845","1099195","BANK & TRUST COMPANY","Litchfield","IL","62056","12/31/2021","5/18/2022","NM","401 N. Madison St.","LBT BANCSHARES INC","7","0","0","4","0","Montgomery","","","9/1/1902","1/1/1934","12/31/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","www.banktr.com","40399","0","3797","0","0","0","0","0","-1462","0","42733"
"13816","0","142049","1204092","BANK 1ST","West Union","IA","52175","12/31/2021","5/18/2022","SM","115 N. Vine St.","FNB BANSHARES INC","3","0","0","2","1","Fayette","","","1/1/1934","1/31/1934","12/28/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.bank1stia.com","20805","0","2130","0","0","0","0","836","-849","0","21251"
"8560","9178","634544","1060047","BANK 21","Carrollton","MO","64633","12/31/2021","5/18/2022","NM","One W. Washington Ave.","KNOTT HOLDING CO INC","5","0","0","4","1","Carroll","","","8/12/1912","1/1/1934","1/22/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.bank21.com","13300","0","1980","0","0","0","0","1140","-56","0","14084"
"29087","2889","955977","5009026","BANK 34","Alamogordo","NM","88310","12/31/2021","5/18/2022","SA","500 10th St.","BANCORP 34 INC","5","0","1","4","0","Otero","","","8/1/1934","11/2/1934","12/18/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","http://www.bank34.com","43283","0","3817","386","0","0","0","0","-1","10000","57485"
"4147","52452","18854","3256134","BANK 7","Oklahoma City","OK","73116","12/31/2021","5/18/2022","SM","1039 Nw 63rd St","BANK7 CORP","12","0","1","4","0","Oklahoma","36420","Oklahoma City, OK","5/6/1901","1/1/1934","12/10/2021","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.bank7.com","106268","0","23159","863","0","427","0","4077","143","0","126784"
"5304","10916","594947","1208009","BANK FIRST, N.A.","Manitowoc","WI","54220","12/31/2021","5/18/2022","N","402 N 8th St","BANK FIRST CORP","23","0","0","4","0","Manitowoc","","","1/1/1894","1/1/1934","12/14/2020","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.bankfirst.com","312142","0","47048","0","0","0","0","22361","-2149","0","334680"
"12517","12624","806846","2320618","BANK FIVE NINE","Oconomowoc","WI","53066","12/31/2021","5/18/2022","NM","155 W. Wisconsin Ave.","OCONOMOWOC BANCSHARES INC","19","0","0","4","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","9/1/1859","1/1/1934","5/4/2020","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","WWW.BANKFIVENINE.COM","146680","0","22587","0","0","0","0","3168","-3786","0","162313"
"8941","15932","812557","4932798","BANK FORWARD","Hannaford","ND","58448","12/31/2021","5/18/2022","NM","390 Wheat St","BK FORWARD EMPLOYEE STK OWNERSHIP PLAN&TR","12","0","1","2","1","Griggs","","","9/5/1927","1/1/1934","2/25/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","WWW.BANKFORWARD.COM","79082","0","14058","0","0","0","0","6400","-883","173","86030"
"33686","0","790105","","BANK HAPOALIM B.M.","New York","NY","10036","12/31/2021","5/18/2022","OI","1120 Ave. Of The Americas","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1921","11/25/1974","4/3/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","","","","","","","","","","",""
"16604","9993","539032","1082209","BANK INDEPENDENT","Sheffield","AL","35660","12/31/2021","5/18/2022","SM","710 S. Montgomery Ave.","BANCINDEPENDENT INC","31","0","0","4","0","Colbert","22520","Florence-Muscle Shoals, AL","8/2/1947","8/2/1947","1/1/2012","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.bibank.com","174037","0","19638","0","0","0","0","5004","-2911","0","185760"
"14521","13639","187947","1202762","BANK IOWA","West Des Moines","IA","50266","12/31/2021","5/18/2022","SM","1225 Jordan Creek Parkway, #","BANK IOWA CORP","25","0","0","2","1","Dallas","19780","Des Moines-West Des Moines, IA","3/7/1923","6/28/1934","12/2/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","WWW.BANKIOWA.BANK","157053","0","24557","0","0","0","0","9500","-4703","0","167407"
"19842","0","101019","1232536","BANK LEUMI USA","New York","NY","10017","12/31/2021","5/18/2022","NM","579 5th Ave.","BANK LEUMI LE-ISRAEL B M","5","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","7/22/1968","7/22/1968","10/1/2010","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","http://www.leumiusa.com","863498","0","82395","990","0","0","0","0","-35991","0","910892"
"1008","0","382742","","BANK MICHIGAN","Brooklyn","MI","49230","12/31/2021","5/18/2022","SM","417 S. Main St.","","3","0","0","4","0","Jackson","27100","Jackson, MI","10/1/1907","1/1/1934","7/1/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.bankmichigan.com","10216","0","540","0","0","0","0","0","-44","0","10712"
"5170","0","45551","1203714","BANK MIDWEST","Spirit Lake","IA","51360","12/31/2021","5/18/2022","SM","1525 18th St.","GOODENOW BCORP","11","0","1","2","0","Dickinson","","","1/1/1887","1/1/1934","12/31/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","bankmidwest.com","103962","0","14967","0","0","0","0","5000","-3317","0","110612"
