cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,eqcprev,eqcrest,netinc,eqcstkrx,eqctrstx,eqcmrg,eqcdivp,eqcdivc,eqccompi,eqcbhctr,eq
"15206","0","264455","3072660","FIRST STATE BANK","Athens","TX","75751","12/31/2021","5/18/2022","NM","130 E. Corsicana St.","JANE AUSTIN CHAPMAN PARTNERSHIP L P","7","0","0","8","0","Henderson","","","5/1/1935","6/28/1935","8/26/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fsbathens.com","58963","0","7516","0","0","0","0","2815","-2819","0","60845"
"16695","13105","410560","1138160","FIRST STATE BANK","Stratford","TX","79084","12/31/2021","5/18/2022","NM","302 N. Main St.","STRATFORD BANCSHARES INC","3","0","0","2","1","Sherman","","","4/26/1948","4/26/1948","6/20/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.firstclassbanking.com","34019","0","4653","0","0","0","0","2672","-2154","0","33846"
"17775","0","719964","3938720","FIRST STATE BANK","Paint Rock","TX","76866","12/31/2021","5/18/2022","NM","Truehart &moss St.","PAINT ROCK BANCSHARES INC","2","0","0","2","1","Concho","","","1/1/1910","6/20/1957","10/1/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fsbpaintrock.com","14773","0","2117","0","0","0","0","850","-74","0","15966"
"18924","0","116554","4349837","FIRST STATE BANK","Elmore City","OK","73433","12/31/2021","5/18/2022","NM","206 S Main St","BLUECHIP BANCSHARES LLC","1","0","0","8","0","Garvin","","","1/1/1903","10/24/1963","12/31/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","fsbec.com","2527","3","109","0","0","0","0","0","0","0","2639"
"13632","10298","114840","1096448","FIRST STATE BANK","Russellville","AR","72802","12/31/2021","5/18/2022","SM","3103 E. Main St.","FIRST STATE BANKING CORP","4","0","0","4","0","Pope","","","1/12/1934","1/12/1934","12/31/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.fsbmybank.com","36406","0","4707","0","0","0","0","700","-927","9500","48986"
"10704","0","498456","5530605","FIRST STATE BANK","Abilene","TX","79602","12/31/2021","5/18/2022","SM","2118 S. Treadaway Blvd.","ABILENE HOLDCO INC","3","0","0","7","0","Taylor","10180","Abilene, TX","6/3/1903","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fsbabilene.com","3792","0","-107","5498","0","0","0","261","0","0","8922"
"15032","0","113740","1204177","FIRST STATE BANK","Eastpointe","MI","48021","12/31/2021","5/18/2022","SM","16100 E. 9 Mile Rd.","FIRST STATE FINANCIAL CORP","12","0","0","4","0","Macomb","19820","Detroit-Warren-Dearborn, MI","1/1/1917","2/21/1935","5/20/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.fsb.bank","89867","0","5411","256","0","0","0","3110","-1976","103","90550"
"13622","15476","151957","1054765","FIRST STATE BANK","Gothenburg","NE","69138","12/31/2021","5/18/2022","NM","914 Lake Ave","NEBRASKA BANKSHARES INC","7","0","0","2","0","Dawson","","","1/1/1906","1/1/1934","7/9/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.1st.bank","79903","0","17013","0","0","0","0","5000","-2555","0","89361"
"12244","15666","488756","1054765","FIRST STATE BANK","Farnam","NE","69029","12/31/2021","5/18/2022","NM","222 Main St.","NEBRASKA BANKSHARES INC","5","0","0","2","1","Dawson","","","7/26/1904","1/1/1934","11/7/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.1ststatebank4me.com","22091","0","3885","0","0","0","0","2500","-521","0","22955"
"16333","0","172859","1058071","FIRST STATE BANK","Loomis","NE","68958","12/31/2021","5/18/2022","NM","211 Commercial St.","LOOMIS CO","3","0","0","2","0","Phelps","","","10/22/1945","11/5/1945","1/1/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","fsbloomis.com","22128","0","2667","0","0","0","0","1100","-187","-520","22988"
"21752","13339","965051","1061110","FIRST STATE BANK","Watonga","OK","73772","12/31/2021","5/18/2022","NM","321 W. Main","FIRST ST BCORP OF WATONGA INC","1","0","0","2","1","Blaine","","","9/5/1974","9/5/1974","3/7/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fsbwatonga.com","9442","0","1064","0","0","0","0","628","-533","0","9345"
"8500","15780","822846","2592705","FIRST STATE BANK","Ida Grove","IA","51445","12/31/2021","5/18/2022","NM","200 Moorehead Ave.","FIRST STATE BANCSHARES INC","5","0","0","2","1","Ida","","","1/1/1933","1/1/1934","7/8/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","21510","0","3292","0","0","0","0","1608","-380","0","22814"
"9879","0","99853","1050178","FIRST STATE BANK","Noble","OK","73068","12/31/2021","5/18/2022","NM","102 N. 3rd St.","NOBLE BANCSHARES INC","1","0","0","7","0","Cleveland","36420","Oklahoma City, OK","7/4/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.fsbnoble.com","5274","0","238","0","0","0","0","100","-221","0","5191"
"15050","9924","10849","1491614","FIRST STATE BANK","Lonoke","AR","72086","12/31/2021","5/18/2022","NM","101 S. Ctr. St.","LONOKE BANCSHARES INC","6","0","0","4","0","Lonoke","30780","Little Rock-North Little Rock-Conway, AR","3/18/1935","3/18/1935","1/28/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","https://www.firststatebk.com","29140","0","2655","0","0","0","0","1176","-1335","0","29284"
"5821","0","677448","1207114","FIRST STATE BANK","Lynnville","IA","50153","12/31/2021","5/18/2022","NM","413 East St.","FIRST STATE BANK HOLDING CO","6","0","0","2","1","Jasper","19780","Des Moines-West Des Moines, IA","1/1/1912","1/1/1934","7/12/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.fsbankia.com","28806","0","3373","0","0","0","0","1699","-1000","0","29480"
"8604","53544","284958","2684589","FIRST STATE BANK","Hordville","NE","68846","12/31/2021","5/18/2022","NM","201 Main St","FIRSTAND CO","1","0","0","2","0","Hamilton","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","FSBHORDVILLE.COM","5060","0","276","0","0","0","0","60","-28","0","5249"
"16600","0","497655","2049142","FIRST STATE BANK","Socorro","NM","87801","12/31/2021","5/18/2022","NM","103 Manzanares Ave.","BBS CORP","4","0","0","7","0","Socorro","","","7/1/1947","7/1/1947","8/13/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","www.Socorrobanking.com","17151","0","1282","0","0","0","0","0","0","0","18433"
"18301","0","524766","3361506","FIRST STATE BANK","Shallowater","TX","79363","12/31/2021","5/18/2022","NM","One Commerce Park","SOUTH TEXAS BANCSHARES INC","4","0","0","4","1","Lubbock","31180","Lubbock, TX","10/8/1960","10/8/1960","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.fsbshallowater.com","20215","0","953","0","0","0","0","743","-142","0","20283"
"15271","12547","801047","1975459","FIRST STATE BANK","New London","WI","54961","12/31/2021","5/18/2022","NM","113 N. Water St.","FIRST STATE BANCSHARES INC","11","0","0","8","0","Waupaca","","","1/1/1911","1/1/1934","2/22/2020","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.bankfirststate.com","55653","0","4234","0","0","0","0","2339","-3180","0","54367"
"12283","0","41553","","FIRST STATE BANK","Anadarko","OK","73005","12/31/2021","5/18/2022","SM","102 W. Main St.","","2","0","0","2","1","Caddo","","","2/5/1909","1/1/1934","6/22/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fsbanadarko.com","13750","0","1073","0","0","0","0","400","-1143","0","13280"
"22448","0","522454","2550602","FIRST STATE BANK","Tahlequah","OK","74464","12/31/2021","5/18/2022","NM","1111 S. Muskogee Ave.","MAXLOU BANCSHARES INC","2","0","0","4","1","Cherokee","","","4/13/1977","4/13/1977","8/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fsbtahlequah.com","8702","0","533","0","0","0","0","325","-238","0","8671"
"15898","11470","884358","1135909","FIRST STATE BANK","Livingston","TX","77351","12/31/2021","5/18/2022","SM","112 W. Polk St.","EAST TEXAS BANCSHARES INC","5","0","0","7","0","Polk","","","10/5/1910","6/27/1942","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.fsblivingston.bank","58931","0","3066","0","0","0","0","1000","-2260","0","58738"
"15364","52489","861854","2812832","FIRST STATE BANK","Randolph","NE","68771","12/31/2021","5/18/2022","NM","Broadway &main St.","FIRST STATE BCORP INC","1","0","0","2","1","Cedar","","","7/1/1935","3/14/1936","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","http://www.fsbrandolph.bank","9056","0","926","0","0","0","0","763","-105","0","9114"
"15663","0","924236","1083587","FIRST STATE BANK","Waynesboro","MS","39367","12/31/2021","5/18/2022","NM","708 Azalea Dr","FIRST STATE CORP","14","0","0","4","0","Wayne","","","5/1/1934","5/1/1939","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","http://www.firststatebnk.com","110807","0","7291","0","0","0","0","6397","-3870","0","107831"
"14801","0","248455","4237998","FIRST STATE BANK & TRUST","Williston","ND","58801","12/31/2021","5/18/2022","NM","22 E. 4th St.","JORGENSON WILLISTON HOLDING CO","4","0","0","7","1","Williams","","","2/1/1926","11/2/1934","1/1/2020","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.fsbtnd.bank","73436","0","7182","0","0","0","0","2112","-5114","0","73393"
"17639","13449","1155","1247231","FIRST STATE BANK & TRUST COMPANY","Fremont","NE","68025","12/31/2021","5/18/2022","NM","1005 E 23rd St","FIRST STATE FREMONT INC","6","0","0","4","1","Dodge","","","7/30/1956","7/30/1956","12/7/2021","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.fsbtfremont.bank","25882","0","5219","0","0","18795","0","2404","-327","0","47165"
"10159","13379","144856","2387152","FIRST STATE BANK AND TRUST","Bayport","MN","55003","12/31/2021","5/18/2022","NM","950 N. Hwy. 95","UNIVERSAL FINL SERVICES INC","7","0","1","8","1","Washington","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1914","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","https://www.fsbt.com","30631","0","3860","0","0","0","0","1574","-847","0","32070"
"14974","13697","605656","1059340","FIRST STATE BANK AND TRUST","Tonganoxie","KS","66086","12/31/2021","5/18/2022","NM","400 Bury St.","TONGANOXIE BANKSHARES INC","8","0","0","4","0","Leavenworth","28140","Kansas City, MO-KS","12/22/1934","1/8/1935","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.firststateks.com","30970","0","3209","0","0","0","0","0","-877","300","33602"
"11559","0","1012251","2904960","FIRST STATE BANK AND TRUST COMPANY","Carthage","TX","75633","12/31/2021","5/18/2022","NM","110 W. Panola St.","MURPHY-PAYNE INVESTMENTS LTD","1","0","0","5","0","Panola","","","2/27/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fsbcarthage.com","87408","0","5922","0","0","0","0","5140","-5653","0","82537"
"14185","9956","489548","4101428","FIRST STATE BANK AND TRUST COMPANY, INC.","Caruthersville","MO","63830","12/31/2021","5/18/2022","SM","100 W. 3rd St.","FIRST ST BCORP COMBINED RETIREMENT BENEFIT PLAN","6","0","0","2","1","Pemiscot","","","4/2/1934","4/2/1934","10/27/2018","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","http://www.fsbtrust.com","52896","0","7759","0","0","0","0","0","-1571","0","59084"
"5999","12807","325459","","FIRST STATE BANK IN TEMPLE","Temple","OK","73568","12/31/2021","5/18/2022","SM","111 S. Commercial","","1","0","0","2","0","Cotton","30020","Lawton, OK","6/1/1919","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.fstbank.com","5300","15","96","0","0","0","0","20","-221","0","5170"
"10162","12780","60554","1128899","FIRST STATE BANK MINNESOTA","Le Roy","MN","55951","12/31/2021","5/18/2022","NM","102 W. Main St.","FIRST LEROY BCORP INC","2","0","0","2","1","Mower","","","6/1/1893","1/4/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.fsbminnesota.com","8252","0","1042","0","0","0","0","756","-26","0","8512"
"13868","13872","499453","1056581","FIRST STATE BANK NEBRASKA","Lincoln","NE","68516","12/31/2021","5/18/2022","SM","2701 Grainger Pkwy","FIRST STATE HOLDING CO","17","0","0","2","1","Lancaster","30700","Lincoln, NE","12/12/1912","2/10/1934","11/16/2020","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","http://www.1fsb.bank","75850","0","11898","0","0","0","0","3601","753","0","84901"
"16895","0","88352","3069482","FIRST STATE BANK OF BEDIAS","Bedias","TX","77831","12/31/2021","5/18/2022","NM","22201 Hwy 90 N.","BEDIAS FINANCIAL CORP","2","0","0","2","1","Grimes","","","8/28/1907","3/24/1950","3/8/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.bediasbank.com","29531","0","2668","-561","0","0","0","1331","-429","0","29878"
"10871","14660","601041","3122837","FIRST STATE BANK OF BEECHER CITY","Beecher City","IL","62414","12/31/2021","5/18/2022","NM","101 S Charles St","TRI-COUNTY BANCSHARES INC","1","0","0","8","1","Effingham","","","1/1/1910","1/1/1934","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.fsbbc.com","11587","0","1535","0","0","0","0","808","-6","0","12308"
"11904","0","31657","","FIRST STATE BANK OF BEN WHEELER, TEXAS","Ben Wheeler","TX","75754","12/31/2021","5/18/2022","NM","14269 State Hwy. 64","","4","0","0","5","1","Van Zandt","","","2/17/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fsbbenwheeler.com","22181","0","2243","0","0","0","0","949","0","0","23475"
"10991","9196","364850","1990087","FIRST STATE BANK OF BIGFORK","Bigfork","MN","56628","12/31/2021","5/18/2022","NM","400 Main Ave.","BIGFORK BANCSHARES INC","2","0","0","8","0","Itasca","","","8/12/1912","1/1/1934","1/1/2011","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://fsbbigfork.com","9438","0","915","0","0","0","0","100","-83","0","10170"
"15496","14097","5135","1139840","FIRST STATE BANK OF BLAKELY","Blakely","GA","39823","12/31/2021","5/18/2022","NM","2213 S. Main St.","FIRST ST BANCSHARES BLAKELY","8","0","0","2","0","Early","","","1/1/1903","5/28/1937","5/23/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.fsbanks.com","82755","0","5714","0","0","0","0","1348","-186","0","86936"
"22034","15616","453839","2310217","FIRST STATE BANK OF BLOOMINGTON","Bloomington","IL","61704","12/31/2021","5/18/2022","NM","204 N. Prospect Rd.","FIRST ST BCORP MONTICELLO EMPLOYEE STK OWNERSHIP PLAN","4","0","0","8","1","Mclean","14010","Bloomington, IL","6/9/1975","6/9/1975","3/24/2015","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.fsbblm.com","12379","0","1673","0","0","0","0","700","-633","0","12719"
"11181","0","229454","3306561","FIRST STATE BANK OF BROWNSBORO","Brownsboro","TX","75756","12/31/2021","5/18/2022","NM","14225 Hwy 31 E","BROWNSBORO BANCSHARES INC","3","0","0","7","1","Henderson","","","2/17/1917","1/1/1934","3/24/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.fsbbrownsboro.com","13089","0","986","0","0","0","0","685","-1266","0","12124"
"11557","0","303653","","FIRST STATE BANK OF BURNET","Burnet","TX","78611","12/31/2021","5/18/2022","NM","136 E. Washington St.","","3","0","0","7","1","Burnet","","","10/24/1908","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","https://www.fsbburnet.com","38077","0","2838","0","0","0","0","1760","-3813","0","35342"
"10799","13443","698546","1427387","FIRST STATE BANK OF CAMPBELL HILL","Campbell Hill","IL","62916","12/31/2021","5/18/2022","NM","114 W Front St","CAMPBELL HILL BANCSHARES INC","3","0","0","2","0","Jackson","16060","Carbondale-Marion, IL","1/1/1921","1/1/1934","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.fsbch.com","14904","0","1510","0","0","0","0","135","-313","0","15967"
"15471","0","918655","1143922","FIRST STATE BANK OF CANDO","Cando","ND","58324","12/31/2021","5/18/2022","NM","415 Main St.","CANDO HOLDING CO INC","3","0","0","2","1","Towner","","","1/1/1888","1/1/1937","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","https://www.fsbcando.com","7683","0","638","0","0","0","0","200","-488","0","7633"
"12893","10423","654047","","FIRST STATE BANK OF DECATUR","Decatur","MI","49045","12/31/2021","5/18/2022","NM","124 Phelps St.","","1","0","0","8","0","Van Buren","","","1/1/1870","1/2/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.fsbdecatur.com","11745","0","292","0","0","0","0","150","-317","0","11570"
"23815","0","504535","2115449","FIRST STATE BANK OF DEKALB COUNTY","Fort Payne","AL","35967","12/31/2021","5/18/2022","NM","2407 Gault Ave. N.","FIRST ST BANCSHARES DEKALB CNTY","5","0","0","8","0","De Kalb","","","5/19/1982","5/19/1982","7/1/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.fsbal.com","25715","0","2689","0","0","0","0","559","-981","0","26864"
"21805","11699","519146","2032724","FIRST STATE BANK OF DEQUEEN","De Queen","AR","71832","12/31/2021","5/18/2022","SM","402 W. Collin Raye Dr.","FIRST STATE BANCSHARES INC","7","0","0","2","1","Sevier","","","11/1/1974","11/1/1974","3/12/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.fsbdequeen.com","27967","0","5008","0","0","0","0","3192","-1157","0","28626"
"11669","0","980438","1207981","FIRST STATE BANK OF FORREST","Forrest","IL","61741","12/31/2021","5/18/2022","NM","133 E. Krack St.","FORREST BANCSHARES INC","6","0","0","8","1","Livingston","","","1/1/1914","1/1/1934","1/1/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://wwwfsbforrest.com","20286","0","2586","0","0","0","0","213","-243","0","22416"
"8317","0","597658","1247017","FIRST STATE BANK OF FORSYTH","Forsyth","MT","59327","12/31/2021","5/18/2022","NM","880 Main St.","FORSYTH BANCSHARES INC","1","0","0","2","0","Rosebud","","","1/1/1917","1/1/1934","7/28/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.firststatebankforsyth.com","17361","0","1668","0","0","0","0","853","-884","0","17292"
"9349","0","943152","","FIRST STATE BANK OF FOUNTAIN","Fountain","MN","55935","12/31/2021","5/18/2022","NM","101 Main St.","","1","0","0","2","0","Fillmore","40340","Rochester, MN","1/1/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.fsbfountain.com","3598","0","232","0","0","0","0","0","-223","0","3607"
"10243","0","931159","","FIRST STATE BANK OF GOLVA","Golva","ND","58632","12/31/2021","5/18/2022","NM","410 Terrell Ave","","3","0","0","2","1","Golden Valley","","","6/1/1914","4/1/1934","7/10/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","fsbofgolva.com","9278","0","1625","0","0","0","0","1200","-700","0","9003"
"8383","0","997557","1128666","FIRST STATE BANK OF HARVEY","Harvey","ND","58341","12/31/2021","5/18/2022","NM","700 Lincoln Ave.","FIRST HARVEY BCORP INC","2","0","0","2","1","Wells","","","6/5/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.firstharvey.com","10529","0","841","0","0","0","0","641","-977","0","9752"
"9330","0","986159","1127940","FIRST STATE BANK OF LE CENTER","Le Center","MN","56057","12/31/2021","5/18/2022","NM","88 N. Park Ave.","FIRST ST AGENCY OF LE CTR INC","2","0","0","2","1","Le Sueur","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.fsblecenter.com","10231","0","1358","0","0","0","0","864","-220","0","10505"
"8745","11002","967046","1210244","FIRST STATE BANK OF MIDDLEBURY","Middlebury","IN","46540","12/31/2021","5/18/2022","NM","111 S. Main St.","CRYSTAL VALLEY FINANCIAL CORP","8","0","0","4","0","Elkhart","21140","Elkhart-Goshen, IN","1/1/1910","1/1/1934","9/29/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.Bfirst.bank","81491","0","10789","0","0","0","0","2675","-1486","0","88120"
"1168","0","87159","1058615","FIRST STATE BANK OF NEWCASTLE","Newcastle","WY","82701","12/31/2021","5/18/2022","SM","24 N. Sumner Ave.","NORTHEASTERN WY BANK CORP INC","1","0","0","7","1","Weston","","","8/22/1924","1/1/1934","9/2/2015","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","www.fsbnewcastle.com","23314","0","1057","0","0","0","0","631","-2115","0","21625"
"16334","0","776369","2215415","FIRST STATE BANK OF ODEM","Odem","TX","78370","12/31/2021","5/18/2022","NM","201 Main St.","ODEM BANCSHARES INC","5","0","0","4","0","San Patricio","18580","Corpus Christi, TX","11/12/1945","11/12/1945","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","https://www.fsbodem.com","18711","0","1767","0","0","0","0","0","-190","0","20288"
"10437","0","413347","2705091","FIRST STATE BANK OF OLMSTED","Olmsted","IL","62970","12/31/2021","5/18/2022","NM","185 N. Front St.","FSBO HOLDINGS INC","3","0","0","8","0","Pulaski","","","11/7/1921","1/1/1934","8/1/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","https://www.fsb-olmsted.com","7260","0","601","0","0","0","0","148","-220","0","7494"
"12836","14516","87047","","FIRST STATE BANK OF PORTER","Porter","IN","46304","12/31/2021","5/18/2022","SM","230 Lincoln St.","","3","0","0","8","0","Porter","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/1920","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.porterstatebank.com","25561","0","1365","0","0","0","0","603","-713","0","25610"
"16162","15405","400057","1096046","FIRST STATE BANK OF PURDY","Purdy","MO","65734","12/31/2021","5/18/2022","NM","Highway C &kay Ave.","PURDY BANCSHARES INC","5","0","0","2","1","Barry","","","6/19/1944","6/20/1944","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.fsb-purdy.com","14932","0","1962","0","0","0","0","1475","-380","0","15039"
"2157","13867","140634","","FIRST STATE BANK OF RANDOLPH COUNTY","Cuthbert","GA","39840","12/31/2021","5/18/2022","NM","81 Court St","","2","0","0","2","1","Randolph","","","10/3/1900","1/1/1934","9/17/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","8434","0","338","0","0","0","0","200","-1496","0","7076"
"9005","0","189950","2619059","FIRST STATE BANK OF ROSCOE","Roscoe","SD","57471","12/31/2021","5/18/2022","NM","202 N. Mitchell St.","ROSCOE CMTY BANKSHARES INC","3","0","0","2","1","Edmunds","","","5/23/1903","1/1/1934","12/12/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","14219","0","2119","0","0","0","0","1225","-315","0","14798"
"17350","0","578862","1832749","FIRST STATE BANK OF SAN DIEGO","San Diego","TX","78384","12/31/2021","5/18/2022","NM","209 E Gravis St","SAN DIEGO BANCSHARES INC","1","0","0","7","1","Duval","","","8/9/1954","8/9/1954","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.fsbsandiego.com","6838","0","942","0","0","0","0","532","-655","0","6594"
"8831","0","769156","5281989","FIRST STATE BANK OF SAUK CENTRE","Sauk Centre","MN","56378","12/31/2021","5/18/2022","NM","423 Main St.","MIDCOUNTRY ACQUISITION CORP","2","0","0","4","0","Stearns","41060","St. Cloud, MN","9/1/1880","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.firststatebanksc.com","16454","0","1448","0","0","0","0","2878","-507","0","14517"
"12219","0","345756","1416550","FIRST STATE BANK OF ST. CHARLES, MISSOURI","St. Charles","MO","63301","12/31/2021","5/18/2022","NM","206 N. 5th St.","FIRST STATE BANCSHARES INC","9","0","1","4","0","Saint Charles","41180","St. Louis, MO-IL","5/10/1867","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.fsbfinancial.com","63805","0","11479","0","0","0","0","2633","-325","0","72326"
