cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"57899","0","3317192","4526496","1ST ADVANTAGE BANK","Saint Peters","MO","63376","12/31/2021","5/18/2022","NM","240 Salt Lick Rd.","BANC INVESTORS LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","31748","372","3614","27762","10435","2595","2275","5565","156","0","156","0","0","0","0","0","112","16","30","66","135","90","25","20","1","0","1","0","0","0","0","0"
"4122","0","350657","","1ST BANK IN HOMINY","Hominy","OK","74035","12/31/2021","5/18/2022","SM","117 N. Price","","1","0","0","7","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","8/1/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","2500","416","1009","1075","3246","658","675","1913","728","121","380","227","1923","708","396","819","23","14","6","3","52","36","8","8","7","4","2","1","57","49","4","4"
"30367","5236","148470","3848427","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","12/31/2021","5/18/2022","SB","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","0","8","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","9169","679","2091","6399","1355","800","225","330","0","0","0","0","0","0","0","0","40","7","16","17","25","23","1","1","0","0","0","0","0","0","0","0"
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","12/31/2021","5/18/2022","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","56675","821","8312","47542","21082","3926","4595","12561","2055","120","661","1274","1008","19","354","635","202","30","65","107","243","146","47","50","13","2","5","6","8","3","2","3"
"58485","0","3594797","5533567","1ST CAPITAL BANK","Salinas","CA","93901","12/31/2021","5/18/2022","NM","150 Main St, # 150, Salinas,","1ST CAPITAL BCORP","7","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","10/30/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapitalbank.com","55280","66","3181","52033","36953","4729","8999","23225","2","0","2","0","396","153","224","19","116","1","19","96","356","146","108","102","1","0","1","0","12","4","3","5"
"35456","0","2920773","3118513","1ST COLONIAL COMMUNITY BANK","Collingswood","NJ","8108","12/31/2021","5/18/2022","NM","1040 Haddon Ave.","1ST COLONIAL BCORP INC","4","0","1","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","2/3/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","59539","1453","17012","41074","30960","5898","7710","17352","270","98","172","0","0","0","0","0","298","30","136","132","360","218","70","72","2","1","1","0","0","0","0","0"
"11706","12404","338945","1204083","1ST COMMUNITY BANK","Sherrard","IL","61281","12/31/2021","5/18/2022","NM","407 3rd St.","ILLINOIS HOLDING CO","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","2624","421","971","1232","2169","1027","767","375","9913","490","3096","6327","6994","2580","2276","2138","28","13","8","7","52","42","8","2","55","10","22","23","144","117","20","7"
"27552","10064","1412619","2784920","1ST CONSTITUTION BANK","Cranbury","NJ","8512","12/31/2021","5/18/2022","NM","2650 Rt. 130","1ST CONSTITUTION BCORP","26","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","11/8/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","122483","1814","11059","109610","35387","3098","5796","26493","381","0","0","381","0","0","0","0","444","54","104","286","400","159","109","132","2","0","0","2","0","0","0","0"
"34393","0","2531562","2531553","1ST EQUITY BANK","Skokie","IL","60076","12/31/2021","5/18/2022","NM","3956 W. Dempster St.","FIRST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","5/5/2020","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","11181","121","810","10250","9332","1349","2311","5672","0","0","0","0","0","0","0","0","30","4","4","22","57","30","14","13","0","0","0","0","0","0","0","0"
"31410","6903","535575","3834710","1ST FEDERAL SAVINGS BANK OF SC, INC.","Walterboro","SC","29488","12/31/2021","5/18/2022","SA","300 Robertson Blvd.","FIRST CAROLINA BANCSHARES M H C","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","1420","140","49","1231","114","114","0","0","0","0","0","0","0","0","0","0","11","4","2","5","4","4","0","0","0","0","0","0","0","0","0","0"
"1673","0","526452","","1ST FINANCIAL BANK USA","Dakota Dunes","SD","57049","12/31/2021","5/18/2022","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","907","0","409","498","1519","167","341","1011","71","0","71","0","1993","357","929","707","5","0","3","2","22","16","4","2","1","0","1","0","51","27","17","7"
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","12/31/2021","5/18/2022","N","730 E. Main St.","","11","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","12/31/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","26186","1509","4709","19968","6835","3218","2153","1464","530","0","410","120","0","0","0","0","104","19","32","53","148","118","22","8","3","0","2","1","0","0","0","0"
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","12/31/2021","5/18/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","23","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/15/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","46911","361","3724","42826","48663","3622","9010","36031","39","39","0","0","52","52","0","0","124","5","29","90","313","126","73","114","1","1","0","0","1","1","0","0"
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","12/31/2021","5/18/2022","SM","100 N. Michigan St, # B","1ST SOURCE CORP","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","188824","7867","36962","143995","347139","34997","69194","242948","18869","2293","7190","9386","10925","1972","3541","5412","912","193","315","404","3524","1827","773","924","176","55","76","45","197","107","50","40"
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","12/31/2021","5/18/2022","NM","4800 Fashion Sq. Blvd, # 100","1ST STATE FINANCIAL LTD","5","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","64079","3049","13165","47865","54503","10535","11568","32400","118","0","118","0","0","0","0","0","287","62","103","122","640","354","148","138","1","0","1","0","0","0","0","0"
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","12/31/2021","5/18/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","17","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","43983","2692","10456","30835","51180","11947","11640","27593","1561","0","520","1041","498","168","145","185","244","68","83","93","954","739","119","96","7","0","4","3","9","7","1","1"
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","12/31/2021","5/18/2022","NM","44 Commerce Dr","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","1/28/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","23545","1531","5350","16664","13613","2225","2831","8557","771","317","454","0","0","0","0","0","133","35","49","49","156","104","29","23","9","5","4","0","0","0","0","0"
"31249","6607","350572","5281989","1ST UNITED BANK","Faribault","MN","55021","12/31/2021","5/18/2022","NM","430 4th St Nw","MIDCOUNTRY ACQUISITION CORP","2","0","0","7","0","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","18799","1231","2217","15351","9129","2881","1864","4384","1307","0","624","683","0","0","0","0","59","20","12","27","131","108","14","9","6","0","4","2","0","0","0","0"
"9751","0","340256","3304352","21ST CENTURY BANK","Loretto","MN","55357","12/31/2021","5/18/2022","NM","699 N. Medina St.","DOLPHIN FAMILY MANAGEMENT CO","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","114563","717","12688","101158","74345","5611","14269","54465","819","28","0","791","0","0","0","0","357","20","99","238","483","186","136","161","4","1","0","3","0","0","0","0"
"16910","0","449430","3438051","22ND STATE BANK","Louisville","AL","36048","12/31/2021","5/18/2022","NM","1920 Main St.","FEB BANCSHARES INC","6","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","11/13/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.22ndstatebank.com","15337","1027","3727","10583","10449","1283","2037","7129","1948","886","832","230","2335","609","471","1255","82","20","31","31","86","45","21","20","35","27","7","1","41","32","4","5"
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80914","12/31/2021","5/18/2022","NM","Peterson Air Force Base, 455","LITTLE LONDON BCORP","6","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","35145","415","5393","29337","17348","2098","5113","10137","255","60","195","0","0","0","0","0","114","12","35","67","162","73","49","40","2","1","1","0","0","0","0","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","12/31/2021","5/18/2022","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","3","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","14679","71","2294","12314","10748","1265","2285","7198","1308","25","326","957","248","112","136","0","52","2","20","30","99","42","29","28","7","2","2","3","6","3","1","2"
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","12/31/2021","5/18/2022","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","33939","66","1415","32458","672","475","197","0","0","0","0","0","0","0","0","0","113","5","9","99","68","67","1","0","0","0","0","0","0","0","0","0"
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","12/31/2021","5/18/2022","SB","1212 Charity St","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","11/16/2021","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","12/31/2021","5/18/2022","SB","205 S. Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","5179","809","1581","2789","2977","1068","1727","182","0","0","0","0","0","0","0","0","46","20","17","9","62","46","15","1","0","0","0","0","0","0","0","0"
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","12/31/2021","5/18/2022","NM","401 E. Spruce St.","ABBY BCORP INC","8","0","0","4","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","10/25/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","57031","3049","11667","42315","17942","5575","5464","6903","28413","3416","10252","14745","16987","6717","5214","5056","289","80","98","111","386","298","55","33","221","89","81","51","385","311","51","23"
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","12/31/2021","5/18/2022","SM","6 Harrison Ave","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/1/2021","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","www.abingtonbank.com","45606","332","4930","40344","9384","2771","1075","5538","0","0","0","0","0","0","0","0","158","13","39","106","74","45","12","17","0","0","0","0","0","0","0","0"
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Kansas City","MO","64108","12/31/2021","5/18/2022","N","1881 Main St","DICKINSON FINANCIAL CORP II","82","0","1","4","0","Jackson","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","3/25/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","51616","414","3756","47446","33333","2709","7091","23533","1547","372","91","1084","21","21","0","0","141","14","26","101","367","176","94","97","14","8","1","5","2","2","0","0"
"4061","13760","266253","1055708","ACB BANK","Cherokee","OK","73728","12/31/2021","5/18/2022","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","12953","2097","2706","8150","8078","2618","2391","3069","8221","805","4389","3027","15705","5384","4744","5577","98","58","23","17","172","145","18","9","52","13","29","10","310","247","41","22"
"58727","0","3614837","3637939","ACCESS BANK","Omaha","NE","68114","12/31/2021","5/18/2022","NM","8712 W. Dodge Rd.","3MV BCORP INC","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","52059","815","5251","45993","43605","5354","8880","29371","818","50","173","595","1787","107","0","1680","182","23","39","120","410","214","83","113","5","1","2","2","7","3","0","4"
"58562","0","3535848","4556381","ACCESSBANK TEXAS","Denton","TX","76201","12/31/2021","5/18/2022","NM","320 W. Eagle Drive, # 100","ACCESS BCORP INC","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","56411","531","7020","48860","39349","9076","9464","20809","2364","249","1807","308","1167","74","714","379","164","11","43","110","500","317","95","88","18","5","11","2","12","5","6","1"
"7506","12499","5210","1117464","ACNB BANK","Gettysburg","PA","17325","12/31/2021","5/18/2022","NM","16 Lincoln Sq.","ACNB CORP","31","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","1/11/2020","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.acnb.com","225460","4166","31158","190136","75144","19042","19925","36177","30743","1368","10056","19319","4948","2425","1502","1021","899","141","261","497","1309","896","230","183","188","44","76","68","123","99","19","5"
"18489","12279","463650","5006472","ADAMS BANK & TRUST","Ogallala","NE","69153","12/31/2021","5/18/2022","SM","315 N. Spruce St.","ADAGE LLC","20","0","1","2","0","Keith","","","2/26/1962","2/26/1962","10/3/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.abtbank.com","80184","4083","13430","62671","50539","16177","11382","22980","30584","2199","9898","18487","79677","24514","26991","28172","364","106","104","154","753","589","102","62","196","57","76","63","784","547","158","79"
"90140","12033","343903","","ADAMS COMMUNITY BANK","Adams","MA","1220","12/31/2021","5/18/2022","SB","2 Ctr. St","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","5/1/2021","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","56237","1292","5126","49819","14901","5033","4779","5089","34","34","0","0","0","0","0","0","142","26","45","71","271","196","52","23","1","1","0","0","0","0","0","0"
"14311","0","9553","1053870","ADAMS COUNTY BANK","Kenesaw","NE","68956","12/31/2021","5/18/2022","NM","401 N. Smith Ave.","FIRST KENESAW CO","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.adamscountybank.net","3059","499","266","2294","8040","1505","927","5608","12508","1262","4299","6947","14773","1479","6404","6890","21","10","5","6","97","77","8","12","87","25","32","30","133","65","35","33"
"9812","0","332756","","ADAMS STATE BANK","Adams","NE","68301","12/31/2021","5/18/2022","NM","649 Main St.","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.adamsstate.com","0","0","0","0","3182","1529","796","857","6320","489","2360","3471","9532","2519","4634","2379","0","0","0","0","95","86","7","2","43","10","20","13","152","86","47","19"
"28380","1473","101671","2467474","ADIRONDACK BANK","Utica","NY","13501","12/31/2021","5/18/2022","SM","185 Genesee St.","ADIRONDACK BCORP INC","19","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","45134","1577","7313","36244","83386","14279","24916","44191","0","0","0","0","0","0","0","0","197","36","64","97","794","449","208","137","0","0","0","0","0","0","0","0"
"8251","0","94858","1399505","ADRIAN BANK","Adrian","MO","64720","12/31/2021","5/18/2022","SM","130 E. Main St.","ADRIAN BANCSHARES INC","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","12477","1327","3426","7724","9570","4730","1449","3391","17145","2272","6193","8680","13566","6639","4231","2696","85","41","26","18","278","241","26","11","140","58","52","30","430","374","46","10"
"8822","0","293352","1125254","ADRIAN STATE BANK","Adrian","MN","56110","12/31/2021","5/18/2022","NM","322 Maine Ave.","ADRIAN BUILDING CORP","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","1435","119","470","846","3049","565","96","2388","7989","398","2341","5250","8401","2102","2940","3359","11","3","3","5","46","35","6","5","50","9","20","21","125","81","28","16"
"29510","3575","321273","5535301","AFFINITY BANK","Covington","GA","30014","12/31/2021","5/18/2022","SA","3175 Hwy. 278","AFFINITY BANCSHARES INC","3","0","0","4","0","Newton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1928","1/20/1947","5/7/2021","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.newtonfederal.com","93921","2375","10241","81305","122828","12361","18404","92063","0","0","0","0","0","0","0","0","342","59","78","205","947","467","187","293","0","0","0","0","0","0","0","0"
"35267","14939","2909330","","AIG FEDERAL SAVINGS BANK","Wilmington","DE","19809","12/31/2021","5/18/2022","SA","503 Carr Rd, # 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35314","0","2877484","3047583","ALAMERICA BANK","Birmingham","AL","35205","12/31/2021","5/18/2022","NM","2170 Highland Ave.","ALAMERICA BANCCORP INC","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","995","139","149","707","1710","261","1003","446","96","0","96","0","0","0","0","0","8","3","3","2","30","13","13","4","1","0","1","0","0","0","0","0"
"13947","0","869953","1061222","ALAMOSA STATE BANK","Alamosa","CO","81101","12/31/2021","5/18/2022","NM","2225 Main St.","ALAMOSA BCORP LTD","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","14445","750","3222","10473","6991","2124","2024","2843","6368","467","1458","4443","6060","1856","2429","1775","83","27","27","29","125","101","16","8","34","10","12","12","115","80","28","7"
"17230","0","2732","1208933","ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION","Chicago","IL","60625","12/31/2021","5/18/2022","N","3400 W. Lawrence Ave.","ALBANK CORP","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","6/30/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albanybank.com","36893","30","1942","34921","17108","1665","2296","13147","0","0","0","0","0","0","0","0","83","1","15","67","104","51","19","34","0","0","0","0","0","0","0","0"
"17622","12071","388744","","ALDEN STATE BANK","Alden","MI","49612","12/31/2021","5/18/2022","NM","Coy &helena St.","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","46514","6825","14468","25221","9866","3141","3495","3230","0","0","0","0","0","0","0","0","374","176","120","78","193","153","30","10","0","0","0","0","0","0","0","0"
"9831","0","414102","","ALDEN STATE BANK","Alden","NY","14004","12/31/2021","5/18/2022","SM","13216 Broadway","","3","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","5/1/2009","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","33323","2556","11718","19049","33158","11588","7672","13898","0","0","0","0","0","0","0","0","150","38","68","44","342","266","45","31","2","2","0","0","0","0","0","0"
"3931","10999","933256","2067007","ALERUS FINANCIAL, NATIONAL ASSOCIATION","Grand Forks","ND","58201","12/31/2021","5/18/2022","N","401 Demers Ave.","ALERUS FINANCIAL CORP","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","95076","1017","7561","86498","181407","29158","56639","95610","12691","251","3616","8824","14376","4776","5789","3811","284","18","64","202","1793","955","504","334","62","6","25","31","299","217","64","18"
"13080","0","585235","1201989","ALGONQUIN STATE BANK","Algonquin","IL","60102","12/31/2021","5/18/2022","NM","2400 Huntington Dr. N.","FIRST ALGONQUIN CO","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","11/27/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","4880","200","978","3702","3604","198","1041","2365","0","0","0","0","0","0","0","0","19","5","6","8","29","11","11","7","0","0","0","0","0","0","0","0"
"20093","16002","25357","","ALL AMERICA BANK","Oklahoma City","OK","73128","12/31/2021","5/18/2022","NM","200 S. Rockwell Ave.","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.allamerica.bank","35941","4165","8573","23203","15300","7067","3476","4757","32561","4671","13820","14070","46890","11967","17782","17141","240","115","65","60","406","361","33","12","275","123","105","47","798","569","164","65"
"58629","0","3579589","3744239","ALLEGIANCE BANK","Houston","TX","77040","12/31/2021","5/18/2022","NM","8727 W. Sam Houston Pkwy. N.","ALLEGIANCE BANCSHARES INC","27","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","2/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","587216","6542","55054","525620","469921","80989","110416","278516","5203","122","2206","2875","819","308","456","55","1632","133","385","1114","4672","2814","981","877","29","2","17","10","23","14","8","1"
