cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"13209","13772","830113","2524443","THE FORT JENNINGS STATE BANK","Fort Jennings","OH","45844","12/31/2021","5/18/2022","NM","120 N. Water St.","FJSB BANCSHARES INC","6","0","0","4","0","Putnam","","","1/1/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.fjsb.com","24072","5414","7374","11284","21873","5716","7205","8952","17108","2136","7985","6987","5409","2499","1753","1157","355","254","69","32","1573","1473","72","28","208","143","39","26","926","904","17","5"
"5768","11304","145844","3033045","THE FOUNTAIN TRUST COMPANY","Covington","IN","47932","12/31/2021","5/18/2022","NM","615 3rd St","PIPER HOLDINGS INC","16","0","0","2","0","Fountain","","","1/1/1903","1/1/1934","7/12/2020","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.fountaintrust.com","47539","3167","8824","35548","20139","4269","4794","11076","31429","2362","11340","17727","10850","3497","3404","3949","218","67","64","87","277","182","59","36","191","48","80","63","223","155","45","23"
"15904","0","7634","1416457","THE FOUR COUNTY BANK","Allentown","GA","31017","12/31/2021","5/18/2022","NM","959 Main St","FOUR COUNTY BANCSHARES INC","1","0","0","4","1","Wilkinson","","","9/15/1941","7/13/1942","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","THEFOURCOUNTYBANK.COM","10584","1509","4099","4976","8362","3065","2070","3227","1718","408","779","531","6218","2519","2592","1107","79","35","29","15","151","121","19","11","18","9","7","2","105","82","19","4"
"13450","0","843953","2006471","THE FOWLER STATE BANK","Fowler","KS","67844","12/31/2021","5/18/2022","NM","401 Main St.","FSB BANKSHARES INC","3","0","0","2","1","Meade","","","4/13/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.fowlerstatebank.org","6187","419","1060","4708","2367","534","478","1355","2469","317","814","1338","3893","748","1775","1370","30","13","10","7","43","33","4","6","18","7","7","4","57","37","14","6"
"57184","0","3019982","5624205","THE FREEDOM BANK OF VIRGINIA","Fairfax","VA","22030","12/31/2021","5/18/2022","SM","10555 Main St.","FREEDOM FINANCIAL HOLDINGS INC","5","0","0","4","0","Fairfax City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","7/23/2001","7/23/2001","8/27/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://freedom.bank","58420","278","5144","52998","61936","5817","9380","46739","0","0","0","0","0","0","0","0","149","8","35","106","414","179","94","141","0","0","0","0","0","0","0","0"
"13130","0","427241","1401154","THE FRIENDSHIP STATE BANK","Friendship","IN","47021","12/31/2021","5/18/2022","SM","5908 E Main St.","FRIENDSHIP BCORP","8","0","0","8","0","Ripley","","","10/26/1912","1/1/1934","8/7/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.friendshipstatebank.com","18514","1101","5374","12039","5671","3556","914","1201","18466","2702","7060","8704","1730","687","293","750","103","22","47","34","217","202","11","4","155","70","55","30","49","45","2","2"
"8074","10656","465243","1210011","THE GARRETT STATE BANK","Garrett","IN","46738","12/31/2021","5/18/2022","SM","120 W. King St.","G S B FINANCIAL CORP","4","0","0","5","1","De Kalb","","","11/1/1893","1/1/1934","10/27/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.garrettstatebank.com","9754","2486","4213","3055","19625","9602","4638","5385","5303","674","2613","2016","1492","807","459","226","104","54","36","14","436","386","34","16","45","16","21","8","51","47","3","1"
"16472","0","999355","","THE GARY STATE BANK","Gary","MN","56545","12/31/2021","5/18/2022","NM","112 Main Ave","","1","0","0","2","1","Norman","","","8/17/1946","8/17/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","987","987","0","0","1628","1628","0","0","3732","655","1176","1901","2823","1850","620","353","10","10","0","0","48","48","0","0","34","17","9","8","88","81","6","1"
"2285","12949","504311","1071388","THE GENOA BANKING COMPANY","Genoa","OH","43430","12/31/2021","5/18/2022","SM","801 Main St.","GENBANC INC","8","0","0","4","0","Ottawa","45780","Toledo, OH","9/9/1902","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.genoabank.com","51548","2370","10507","38671","22180","6578","5251","10351","10975","422","3594","6959","3301","1462","870","969","237","53","84","100","359","285","42","32","65","12","26","27","86","76","6","4"
"2154","0","305237","","THE GEO. D. WARTHEN BANK","Sandersville","GA","31082","12/31/2021","5/18/2022","NM","216 N Harris St","","1","0","0","8","0","Washington","","","1/1/1871","1/1/1934","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","WWW.GDWBANK.COM","11597","1766","3593","6238","7665","2287","2136","3242","3112","325","468","2319","211","8","203","0","89","43","29","17","128","94","21","13","21","9","6","6","5","3","2","0"
"899","0","663638","3420702","THE GERBER STATE BANK","Argenta","IL","62501","12/31/2021","5/18/2022","NM","110 E. Elm St.","GERBER BANCSHARES INC","2","0","0","2","1","Macon","19500","Decatur, IL","10/1/1887","1/1/1934","1/9/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.gerberstatebank.com","1263","257","410","596","7313","3132","4181","0","1983","226","528","1229","845","149","166","530","12","7","3","2","135","93","42","0","15","6","5","4","11","6","2","3"
"10467","0","557438","1916920","THE GIFFORD STATE BANK","Gifford","IL","61847","12/31/2021","5/18/2022","NM","304 S. Main St.","GIFFORD BCORP EMPLOYEE STK OWNERSHIP PLAN","4","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","1/1/1885","1/1/1934","8/2/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.giffordbank.com","4870","4870","0","0","9000","9000","0","0","10929","866","3642","6421","14645","4033","5345","5267","41","41","0","0","118","118","0","0","79","21","33","25","216","150","49","17"
"27567","0","508270","","THE GLEN BURNIE MUTUAL SAVINGS BANK","Glen Burnie","MD","21061","12/31/2021","5/18/2022","SB","1 Crain Hwy, S","","1","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","5/5/1896","8/8/1989","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","271","0","133","138","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10236","15739","821157","1123803","THE GOOSE RIVER BANK","Mayville","ND","58257","12/31/2021","5/18/2022","NM","44 Main St. W.","GOOSE RIVER HOLDING CO","3","0","0","2","1","Traill","","","10/27/1881","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.gooseriverbank.com","9755","0","2725","7030","16169","2834","2188","11147","12042","868","4694","6480","10678","1830","3289","5559","47","0","25","22","167","107","23","37","82","21","39","22","139","78","35","26"
"17114","0","745150","","THE GORHAM STATE BANK","Gorham","KS","67640","12/31/2021","5/18/2022","NM","129 Market St.","","2","0","0","2","0","Russell","","","1/1/1905","6/2/1952","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","WWW.GORHAMSTATEBANK.COM","895","895","0","0","2913","2913","0","0","7308","7308","0","0","4003","4003","0","0","10","10","0","0","86","86","0","0","71","71","0","0","128","128","0","0"
"3232","0","272151","1137257","THE GRANGER NATIONAL BANK","Granger","TX","76530","12/31/2021","5/18/2022","N","201 W. Davilla","GRANGER BANCSHARES INC","1","0","0","7","0","Williamson","12420","Austin-Round Rock, TX","3/8/1920","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.grangernationalbank.com","1436","1436","0","0","592","592","0","0","709","709","0","0","801","801","0","0","12","12","0","0","20","20","0","0","8","8","0","0","23","23","0","0"
"11953","12008","718538","1131750","THE GRANT COUNTY BANK","Petersburg","WV","26847","12/31/2021","5/18/2022","NM","3 N. Main St.","HIGHLANDS BANKSHARES INC","7","0","0","4","0","Grant","","","8/6/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","http://www.grantcountybank.com","36003","3600","8229","24174","11812","3970","3906","3936","5918","556","1606","3756","161","161","0","0","288","126","77","85","315","254","43","18","47","22","11","14","21","21","0","0"
"13983","0","560830","1206171","THE GRANVILLE NATIONAL BANK","Granville","IL","61326","12/31/2021","5/18/2022","N","328 S. Mccoy St.","GRANVILLE BANCSHARES INC","2","0","0","7","0","Putnam","","","2/27/1934","2/27/1934","1/22/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.gnbonline.com","2186","2186","0","0","1898","1898","0","0","2085","191","886","1008","2215","683","898","634","24","24","0","0","72","72","0","0","15","3","9","3","33","23","8","2"
"14863","12381","557317","5272361","THE GRATZ BANK","Gratz","PA","17030","12/31/2021","5/18/2022","NM","32 W Market St","LINKBANCORP","10","0","0","4","0","Dauphin","25420","Harrisburg-Carlisle, PA","11/3/1934","11/3/1934","9/18/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.gratzbank.com","68289","2215","12095","53979","68335","12175","13832","42328","39579","2706","8120","28753","9341","2576","2073","4692","272","63","83","126","923","650","134","139","207","72","60","75","228","185","22","21"
"11623","13014","576644","3618536","THE GREENWOOD'S STATE BANK","Lake Mills","WI","53551","12/31/2021","5/18/2022","NM","365 W. Tyranena Park Rd.","GREENWOODS FINANCIAL GROUP INC","10","0","0","4","0","Jefferson","","","10/22/1883","1/1/1934","4/23/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","http://www.greenwoods.bank","36772","1558","8020","27194","123392","24225","86454","12713","10994","1224","3700","6070","1167","695","472","0","162","32","59","71","1217","545","634","38","91","39","30","22","57","51","6","0"
"18194","10540","831008","5419700","THE GUILFORD SAVINGS BANK","Guilford","CT","6437","12/31/2021","5/18/2022","SB","1 Park St","GSB MUTUAL HOLDING CO","8","0","0","4","0","New Haven","35300","New Haven-Milford, CT","12/6/1875","7/1/1960","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.gsb-yourbank.com","47991","260","5346","42385","15882","3740","7129","5013","0","0","0","0","0","0","0","0","158","11","44","103","239","144","70","25","0","0","0","0","0","0","0","0"
"11259","11014","502559","1052387","THE GUNNISON BANK AND TRUST COMPANY","Gunnison","CO","81230","12/31/2021","5/18/2022","SM","232 W. Tomichi Ave.","LINDOE INC","2","0","0","4","0","Gunnison","","","12/23/1910","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.gunnisonbank.com","25665","384","2393","22888","4334","1215","1963","1156","301","0","0","301","180","180","0","0","79","9","17","53","92","73","15","4","2","0","0","2","5","5","0","0"
"15606","11974","723550","1854303","THE HAMILTON BANK","Hamilton","MO","64644","12/31/2021","5/18/2022","NM","111 N. Davis St.","PRISM GROUP INC","3","0","0","2","1","Caldwell","28140","Kansas City, MO-KS","6/11/1938","6/11/1938","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.hamiltonbank.net","1994","686","246","1062","3058","1684","763","611","10090","2553","3969","3568","6511","3361","1667","1483","30","22","2","6","103","93","7","3","126","81","31","14","221","195","20","6"
"14920","15867","887827","","THE HAMLER STATE BANK","Hamler","OH","43524","12/31/2021","5/18/2022","SM","210 Randolph St.","","1","0","0","2","1","Henry","","","1/1/1921","12/15/1934","12/10/2020","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.HAMLERSTATEBANK.COM","20945","4614","5993","10338","7113","2717","2259","2137","12637","2160","6568","3909","4264","1641","2306","317","134","76","36","22","98","78","15","5","97","44","42","11","79","65","13","1"
"24015","10119","533124","2008130","THE HARBOR BANK OF MARYLAND","Baltimore","MD","21201","12/31/2021","5/18/2022","NM","25 W. Fayette St.","HARBOR BANKSHARES CORP","6","0","0","4","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","9/13/1982","9/13/1982","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","https://www.theharborbank.com","26075","445","3453","22177","20718","2703","3725","14290","0","0","0","0","0","0","0","0","89","12","28","49","194","124","30","40","0","0","0","0","0","0","0","0"
"20993","9903","526854","1097838","THE HARDIN COUNTY BANK","Savannah","TN","38372","12/31/2021","5/18/2022","SM","235 Wayne Rd.","HARDIN COUNTY BANCSHARES INC","5","0","0","4","0","Hardin","","","3/12/1973","3/12/1973","9/9/2016","Stock","0","1","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.hardincountybank.bank","25535","2347","6358","16830","51327","13754","16480","21093","8332","1181","5189","1962","509","373","0","136","149","49","52","48","968","721","168","79","83","29","42","12","26","24","0","2"
"28080","866","653778","","THE HARRISON BUILDING AND LOAN ASSOCIATION","Harrison","OH","45030","12/31/2021","5/18/2022","SA","10490 New Haven Rd","","3","0","0","8","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1916","4/2/1958","12/31/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.bankhbl.com","4284","174","1193","2917","1965","284","740","941","1392","0","0","1392","113","113","0","0","22","3","8","11","37","23","10","4","4","0","0","4","3","3","0","0"
"9030","11662","104234","1249178","THE HARRISON COUNTY BANK","Lost Creek","WV","26385","12/31/2021","5/18/2022","NM","Main St.","HARRISON BANKSHARES INC","4","0","0","8","0","Harrison","","","2/1/1911","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.hcbwv.com","10132","1304","2487","6341","2094","1219","388","487","1060","1060","0","0","508","508","0","0","66","30","19","17","60","55","4","1","16","16","0","0","11","11","0","0"
"9079","14315","800134","1209604","THE HARVARD STATE BANK","Harvard","IL","60033","12/31/2021","5/18/2022","NM","33-35 N. Ayer St.","HARVARD BANCSHARES INC","5","0","0","4","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/1/1866","1/1/1934","8/17/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.webhsb.com","28848","1274","4903","22671","9548","1604","1723","6221","2230","110","779","1341","776","112","341","323","130","28","42","60","103","61","22","20","17","5","6","6","14","11","2","1"
"3677","13778","940731","2909853","THE HAVANA NATIONAL BANK","Havana","IL","62644","12/31/2021","5/18/2022","N","112 S. Orange St.","COMMUNITY INVESTMENT GROUP LTD","6","0","0","2","0","Mason","","","3/30/1875","1/1/1934","9/28/2015","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.havanabank.com","7879","1398","2187","4294","13119","4979","2011","6129","22338","1943","7302","13093","31537","8553","10308","12676","73","42","19","12","256","220","22","14","157","47","61","49","437","302","86","49"
"26189","0","17110","4046640","THE HAVERFORD TRUST COMPANY","Radnor","PA","19087","12/31/2021","5/18/2022","SM","Three Radnor Corp Ctr, # 450","DREXEL MORGAN&CO","1","0","0","8","1","Delaware","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/1/1985","4/1/1987","1/1/2012","Stock","0","1","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","http://www.haverfordquality.com","0","0","0","0","1460","69","280","1111","0","0","0","0","0","0","0","0","0","0","0","0","10","2","2","6","0","0","0","0","0","0","0","0"
"17403","0","861153","4873033","THE HAVILAND STATE BANK","Haviland","KS","67059","12/31/2021","5/18/2022","NM","209 N. Main St.","HAVILAND BANCSHARES EMPLOYEE STK OWNERSHIP PLAN","2","0","0","2","0","Kiowa","","","8/31/1903","2/24/1955","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.havilandstatebank.com","486","90","0","396","1661","218","627","816","5013","819","1544","2650","5972","1282","1999","2691","5","4","0","1","17","9","6","2","42","16","14","12","87","55","21","11"
"15384","12672","896427","2513157","THE HENRY COUNTY BANK","Napoleon","OH","43545","12/31/2021","5/18/2022","NM","122 E. Washington St.","COMUNIBANC CORP","7","0","0","4","0","Henry","","","5/11/1936","5/11/1936","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.thehenrycountybank.com","31132","872","5485","24775","9231","3816","1859","3556","3069","128","1649","1292","292","236","0","56","125","24","44","57","207","168","25","14","26","5","16","5","17","16","0","1"
"19809","10480","96553","5382251","THE HERSHEY STATE BANK","Hershey","NE","69143","12/31/2021","5/18/2022","NM","100 S. Lincoln Ave","HSB MERGER CO","3","0","0","2","0","Lincoln","","","3/27/1968","3/27/1968","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","WWW.HERSHEYSTATEBANK.COM","8168","561","940","6667","10293","3807","2252","4234","4773","331","1339","3103","5854","855","1689","3310","43","16","9","18","244","207","21","16","28","8","11","9","66","35","14","17"
"16370","13352","892223","1071333","THE HICKSVILLE BANK","Hicksville","OH","43526","12/31/2021","5/18/2022","NM","144-146 E. High St.","EMPIRE BANCSHARES INC","4","0","1","2","0","Defiance","","","1/9/1946","2/7/1946","12/31/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.thb.bank","16281","954","2927","12400","6802","1261","2145","3396","13120","1273","5351","6496","4029","1028","1530","1471","84","19","28","37","70","43","15","12","95","32","39","24","49","29","14","6"
"9274","11615","419947","5558681","THE HILL-DODGE BANKING COMPANY","Warsaw","IL","62379","12/31/2021","5/18/2022","NM","210 N 6th St","R DEAN PHILLIPS BK TR DATED 11-19-2004","1","0","0","2","1","Hancock","","","1/1/1864","1/1/1934","7/3/2017","Stock","0","1","FDIC","DIF","Chicago","KANSAS CITY","Springfield Il","Chicago","Central","Central","0","0","http://www.hilldodge.com","1390","265","0","1125","4434","712","886","2836","2581","268","1661","652","5165","806","2203","2156","14","12","0","2","35","23","6","6","18","6","10","2","61","42","13","6"
"18858","13102","230610","2170868","THE HOCKING VALLEY BANK","Athens","OH","45701","12/31/2021","5/18/2022","SM","Stimson &palmer St.","HOCKING VALLEY BANCSHARES INC","7","0","0","8","0","Athens","","","2/12/1919","8/9/1963","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","https://www.hvbonline.com","19802","584","3971","15247","10095","1081","2645","6369","0","0","0","0","215","28","187","0","99","16","36","47","99","58","22","19","0","0","0","0","2","1","1","0"
"29695","3901","468673","3828111","THE HOME LOAN SAVINGS BANK","Coshocton","OH","43812","12/31/2021","5/18/2022","SA","413 Main St.","HOME LOAN FINANCIAL CORP","4","0","0","4","0","Coshocton","","","1/1/1882","12/16/1936","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.homeloansavingsbank.com","29639","1852","6368","21419","14228","2870","4169","7189","1756","301","507","948","1939","155","956","828","137","43","47","47","173","107","42","24","18","5","8","5","14","4","7","3"
"14225","0","696645","1133183","THE HOME NATIONAL BANK OF THORNTOWN","Thorntown","IN","46071","12/31/2021","5/18/2022","N","117 E. Main St.","HOME NATIONAL CORP","2","0","0","2","0","Boone","26900","Indianapolis-Carmel-Anderson, IN","5/31/1901","4/6/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.thehomenationalbank.com","2206","89","0","2117","14682","2902","3364","8416","4169","565","893","2711","3242","964","768","1510","6","2","0","4","156","110","25","21","33","14","9","10","50","35","9","6"
"29571","3681","296474","","THE HOME SAVINGS AND LOAN COMPANY OF KENTON, OHIO","Kenton","OH","43326","12/31/2021","5/18/2022","NM","116 E. Franklin St.","","3","0","1","4","0","Hardin","","","1/1/1888","1/7/1936","9/24/2021","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.HSLC.BANK","7733","987","2503","4243","23734","2646","6853","14235","3495","340","752","2403","2512","301","815","1396","52","22","18","12","148","66","46","36","27","10","9","8","30","15","10","5"
"963","0","60545","1427033","THE HOME TRUST & SAVINGS BANK","Osage","IA","50461","12/31/2021","5/18/2022","SM","628 Main St.","HTB INC","1","0","0","2","1","Mitchell","","","12/1/1899","1/1/1934","12/1/2012","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.hometrustbank.com","12233","1531","3580","7122","9715","3705","2476","3534","17430","1220","4866","11344","21658","6675","8207","6776","75","32","24","19","193","155","23","15","93","25","32","36","357","254","67","36"
"57540","0","3217331","3451603","THE HOMETOWN BANK OF ALABAMA","Oneonta","AL","35121","12/31/2021","5/18/2022","NM","2002 2nd Ave, E.","HOMETOWN BCORP OF ALABAMA INC","5","0","0","8","0","Blount","13820","Birmingham-Hoover, AL","10/20/2003","10/20/2003","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.HomeTownBankAlabama.com","23435","2909","7139","13387","20118","12769","2422","4927","2309","119","733","1457","1109","799","310","0","167","66","56","45","683","630","31","22","14","4","6","4","59","57","2","0"
"15345","0","77253","3048991","THE HONDO NATIONAL BANK","Hondo","TX","78861","12/31/2021","5/18/2022","N","1112 Eighteenth St.","TEXAS HERITAGE BANCSHARES INC","5","0","0","8","1","Medina","41700","San Antonio-New Braunfels, TX","1/1/1934","1/1/1934","5/3/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.myhnb.com","12168","653","3919","7596","19615","9247","3473","6895","4102","547","1290","2265","9365","3805","2536","3024","60","15","26","19","364","315","29","20","31","12","11","8","184","153","21","10"
"7526","11345","465618","1144107","THE HONESDALE NATIONAL BANK","Honesdale","PA","18431","12/31/2021","5/18/2022","N","733 Main St.","HONAT BCORP INC","13","0","0","4","0","Wayne","","","12/26/1836","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","https://www.hnbbank.bank","92684","6139","24445","62100","45312","12739","15042","17531","1645","379","696","570","660","570","90","0","552","169","202","181","922","677","161","84","25","15","7","3","25","24","1","0"
"12585","0","877958","1992661","THE HOPETON STATE BANK","Hopeton","OK","73746","12/31/2021","5/18/2022","NM","Us. Hwy. 281","HOPETON BANCSHARES INC","1","0","0","2","0","Woods","","","1/1/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","hopetonbank.com","0","0","0","0","6929","6929","0","0","0","0","0","0","4391","4391","0","0","0","0","0","0","106","106","0","0","0","0","0","0","122","122","0","0"
"4693","0","998358","1062863","THE HOWARD STATE BANK, HOWARD, KANSAS","Howard","KS","67349","12/31/2021","5/18/2022","NM","100 S. Wabash St.","ELK COUNTY BANCSHARES INC","4","0","0","2","1","Elk","","","8/30/1877","1/1/1934","7/20/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.howardstatebank.com","4099","1041","313","2745","1688","990","698","0","4545","116","2646","1783","4323","1668","1207","1448","39","31","2","6","67","60","7","0","59","25","25","9","96","74","14","8"
"6560","0","12311","1068191","THE HUNTINGTON NATIONAL BANK","Columbus","OH","43215","12/31/2021","5/18/2022","N","17 S High St","HUNTINGTON BANCSHARES INC","1151","2","1","4","0","Franklin","18140","Columbus, OH","1/6/1866","1/1/1934","6/9/2021","Stock","0","1","OCC","DIF","Chicago","WASHINGTON","Columbus","Cleveland","Central","Central","0","0","www.huntington.com","2200072","67081","357255","1775736","6457592","1263488","1794213","3399891","116188","27114","58202","30872","98951","30252","40100","28599","9698","1641","3142","4915","77036","45583","18162","13291","1051","454","477","120","1562","1058","382","122"
"4241","9416","237954","2107499","THE IDABEL NATIONAL BANK","Idabel","OK","74745","12/31/2021","5/18/2022","N","1201 S.E. Washington","SOUTHEAST CAPITAL EMPLOYEE STK OWNERSHIP PLAN","1","0","0","4","1","Mccurtain","","","2/14/1921","1/1/1934","8/1/2020","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.idabelnational.com","36019","1925","8264","25830","6354","3291","1437","1626","6159","1632","2594","1933","1203","1084","119","0","157","38","63","56","169","149","12","8","64","39","19","6","54","52","2","0"
"14907","14534","504647","","THE INTERNATIONAL BANK OF AMHERST","Amherst","WI","54406","12/31/2021","5/18/2022","NM","103 S. Main St.","","1","0","0","7","1","Portage","","","4/1/1893","6/30/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.ibamherst.com","8504","567","3491","4446","4280","1045","625","2610","4795","583","2454","1758","1508","818","403","287","51","15","26","10","72","55","8","9","44","19","20","5","36","32","3","1"
"11317","0","233442","3217180","THE IUKA STATE BANK","Salem","IL","62881","12/31/2021","5/18/2022","SM","205 W Main St","IUKA BANCSHARES INC","4","0","0","2","0","Marion","","","12/10/1910","1/1/1934","8/1/2021","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.iukabank.com","12721","1527","3053","8141","14735","5112","4319","5304","8296","1037","3660","3599","4886","1876","1397","1613","82","38","25","19","231","177","36","18","73","30","31","12","101","80","14","7"
"3275","10209","924058","1104503","THE JACKSBORO NATIONAL BANK","Jacksboro","TX","76458","12/31/2021","5/18/2022","N","910 N Main St.","JACKSBORO NATL BANCSHARES INC","2","0","0","7","1","Jack","","","1/1/1905","1/1/1934","8/17/2009","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.mybanktexas.com","11218","622","2112","8484","13054","4788","4263","4003","10211","1632","5127","3452","5379","3429","956","994","52","12","18","22","254","194","42","18","79","32","34","13","177","162","12","3"
