cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,SZUCRES,SZUCHEL,SZUCCRCD,SZUCAUTO,SZUCCON,SZUCCI,SZUCOTH,UCSZRES,UCSZHEL,UCSZCRCD,UCSZAUTO,UCSZCON,UCSZCI,UCSZOTH
"2286","0","870913","5314748","BUCKEYE STATE BANK","Powell","OH","43065","12/31/2021","5/18/2022","NM","9494 Wedgewood Blvd.","BUCKEYE STATE BANCSHARES INC","3","0","0","4","0","Delaware","18140","Columbus, OH","1/1/1885","1/1/1934","10/25/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.JOINBSB.COM","","","","","","","","","","","","","",""
"12121","0","316934","1492992","BUCKLEY STATE BANK","Buckley","IL","60918","12/31/2021","5/18/2022","NM","102 S Railroad Ave","BUCKLEY BCORP INC","1","0","0","2","0","Iroquois","","","11/19/1920","1/1/1934","7/19/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.buckleystatebank.com","","","","","","","","","","","","","",""
"10844","14125","621441","1399578","BUENA VISTA NATIONAL BANK","Chester","IL","62233","12/31/2021","5/18/2022","N","1309 Swanwick St","BUENA VISTA BCORP INC","8","0","0","8","0","Randolph","","","1/1/1905","1/1/1934","8/1/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.bvnb.com","","","","","","","","","","","","","",""
"29696","3903","108072","3835100","BUFFALO FEDERAL BANK","Buffalo","WY","82834","12/31/2021","5/18/2022","SM","106 Fort St.","CRAZY WOMAN CREEK BCORP INC","3","0","0","4","0","Johnson","","","5/1/1936","6/19/1936","6/2/2014","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","www.buffalofed.bank","","","","","","","","","","","","","",""
"11578","0","933621","","BURKE & HERBERT BANK & TRUST COMPANY","Alexandria","VA","22314","12/31/2021","5/18/2022","NM","100 S. Fairfax St.","","24","0","0","4","0","Alexandria City","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1852","1/1/1934","4/16/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.burkeandherbertbank.com","","","","","","","","0","","","","","","0"
"27556","15540","1404883","4352444","BURLING BANK","Chicago","IL","60604","12/31/2021","5/18/2022","NM","141 W. Jackson Blvd.","BURLING BCORP INC","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/7/1989","8/7/1989","7/19/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.burlingbank.com","","","","","","","","","","","","","",""
"16450","10287","416245","1203602","BUSEY BANK","Champaign","IL","61820","12/31/2021","5/18/2022","NM","100 W University Ave","FIRST BUSEY CORP","71","0","1","4","0","Champaign","16580","Champaign-Urbana, IL","7/8/1946","7/8/1946","8/13/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","0","www.busey.com","","","","","","","","0","","","","","","0"
"16110","15723","1004256","1055687","BUTTE STATE BANK","Butte","NE","68722","12/31/2021","5/18/2022","SM","510 Thayer St.","BUTTE STATE CO","2","0","0","2","1","Boyd","","","1/1/1944","1/3/1944","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","Western","0","1","http://www.buttebank.com","","","","","","","","","","","","","",""
"20624","0","129732","1204627","BYLINE BANK","Chicago","IL","60601","12/31/2021","5/18/2022","NM","180 N La Salle St","BYLINE BCORP INC","49","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/1/1972","3/1/1972","6/23/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","https://www.bylinebank.com","","","","","","","","0","","","","","","0"
"902","13272","325534","1203107","BYRON BANK","Byron","IL","61010","12/31/2021","5/18/2022","NM","200 N. Walnut","BYRON BANCSHARES INC","4","0","0","4","1","Ogle","","","7/1/1932","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.byronbank.com","","","","","","","","","","","","","",""
"25249","0","754068","4970268","C3BANK, NATIONAL ASSOCIATION","Encinitas","CA","92024","12/31/2021","5/18/2022","N","850 S. Coast Hwy 101","C3 BCORP","4","0","0","4","1","San Diego","41740","San Diego-Carlsbad, CA","6/1/1984","6/1/1984","6/5/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.C3bank.com","","","","","","","","","","","","","",""
"22134","10858","995076","2324997","CACHE VALLEY BANK","Logan","UT","84321","12/31/2021","5/18/2022","NM","101 N. Main St.","CACHE VALLEY BANKING CO","21","0","0","4","0","Cache","30860","Logan, UT-ID","10/2/1975","10/2/1975","12/30/2021","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.cachevalleybank.com","","","","","","","","0","","","","","","0"
"11813","11210","606046","","CADENCE BANK","Tupelo","MS","38804","12/31/2021","5/18/2022","NM","201 S Spring St","","455","0","1","4","0","Lee","","","3/1/1876","1/1/1934","12/3/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","0","www.bancorpsouth.com","","","","","","","","0","","","","","","0"
"11785","9983","925354","1108985","CALDWELL BANK & TRUST COMPANY","Columbia","LA","71418","12/31/2021","5/18/2022","NM","202 Main St","CALDWELL HOLDING CO","4","0","0","2","1","Caldwell","","","1/1/1902","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.caldwellbankandtrust.com","","","","","","","","","","","","","",""
"9024","12454","498625","1357046","CALHOUN COUNTY BANK, INC.","Grantsville","WV","26147","12/31/2021","5/18/2022","NM","443 High St.","CALHOUN BANKSHARES INC","4","0","0","5","0","Calhoun","","","1/1/1900","1/1/1934","12/17/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.calhounbanks.com","","","","","","","","","","","","","",""
"58583","0","3614958","5116344","CALIFORNIA BANK OF COMMERCE","Walnut Creek","CA","94597","12/31/2021","5/18/2022","NM","2999 Oak Rd.","CALIFORNIA BCORP","2","0","0","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","7/17/2007","7/17/2007","8/3/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.californiabankofcommerce.com","","","","","","","","","","","","","",""
"58037","0","3390337","","CALIFORNIA BUSINESS BANK","Irvine","CA","92602","12/31/2021","5/18/2022","NM","3200 El Camino Real, # 220","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","11/1/2005","11/1/2005","3/16/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.californiabusinessbank.com","","","","","","","","","","","","","",""
"35331","0","2907439","5553435","CALIFORNIA FIRST NATIONAL BANK","Irvine","CA","92614","12/31/2021","5/18/2022","N","4 Executive Circle Suite 120","DMG BANCSHARES INC","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/23/2001","5/23/2001","8/30/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.calfirst.com","","","","","","","","0","","","","","","0"
"57974","0","3394380","","CALIFORNIA INTERNATIONAL BANK, N.A.","Westminster","CA","92683","12/31/2021","5/18/2022","N","15606 Brookhurst St.","","1","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","11/30/2005","11/30/2005","12/28/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://calibankna.com","","","","","","","","","","","","","",""
"23242","0","50461","","CALIFORNIA PACIFIC BANK","San Francisco","CA","94104","12/31/2021","5/18/2022","NM","100 Montgomery St, # 2250","","2","0","0","4","0","San Francisco","41860","San Francisco-Oakland-Hayward, CA","10/16/1980","10/16/1980","8/10/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.calpacificbank.com","","","","","","","","0","","","","","","0"
"58291","0","3545258","4907219","CALPRIVATE BANK","La Jolla","CA","92037","12/31/2021","5/18/2022","NM","9404 Genesee Ave, # 100","PRIVATE BCORP OF AMERICA INC","6","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","12/18/2006","12/18/2006","3/21/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.calprivate.bank","","","","","","","","0","","","","","","0"
"5874","0","39327","2391300","CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND","Berlin","MD","21811","12/31/2021","5/18/2022","NM","24 N. Main St.","CALVIN B TAYLOR BANKSHARES INC","13","0","1","4","0","Worcester","41540","Salisbury, MD-DE","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","WWW.TAYLORBANK.COM","","","","","","","","","","","","","",""
"17870","14455","758703","2687795","CAMBRIDGE SAVINGS BANK","Cambridge","MA","2138","12/31/2021","5/18/2022","SB","1374 Massachusetts Ave","CAMBRIDGE FINANCIAL GROUP INC","20","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/2/1834","7/2/1958","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.cambridgesavings.com","","","","","","","","0","","","","","","0"
"10987","0","338851","","CAMBRIDGE STATE BANK","Cambridge","MN","55008","12/31/2021","5/18/2022","NM","127 S. Main","","4","0","0","4","1","Isanti","33460","Minneapolis-St. Paul-Bloomington, MN-WI","2/19/1914","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.cambridgestatebank.com","","","","","","","","0","","","","","","0"
"8152","0","736206","1115013","CAMBRIDGE TRUST COMPANY","Cambridge","MA","2138","12/31/2021","5/18/2022","NM","1336 Massachusetts Ave","CAMBRIDGE BCORP","23","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","1/1/1934","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","WWW.CAMBRIDGETRUST.COM","","","","","","","","","","","","","",""
"10471","0","302133","5454279","CAMP GROVE STATE BANK","Camp Grove","IL","61424","12/31/2021","5/18/2022","SM","26 Main St.","KATZ ACQUISITION CORP LLC","1","0","0","2","1","Marshall","37900","Peoria, IL","1/1/1902","1/1/1934","1/1/2013","Stock","0","0","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.campgrovestatebank.com","","","","","","","","","","","","","",""
"16161","15594","293651","","CAMPBELL COUNTY BANK, INC.","Herreid","SD","57632","12/31/2021","5/18/2022","NM","110 N. Main St.","","3","0","0","2","1","Campbell","","","6/13/1944","6/13/1944","7/1/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://campbellcountybank.com","","","","","","","","","","","","","",""
"10840","0","424437","","CAMPUS STATE BANK","Campus","IL","60920","12/31/2021","5/18/2022","NM","206 Ctr. St","","1","0","0","2","0","Livingston","","","1/1/1899","1/1/1934","7/19/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.campustatebank.com","","","","","","","","0","","","","","","0"
"26450","5824","379470","","CANTON CO-OPERATIVE BANK","Canton","MA","2021","12/31/2021","5/18/2022","SM","671 Washington St","","1","0","0","8","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","12/5/1985","5/1/2021","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.cantoncoopbank.com","","","","","","","","","","","","","",""
"35547","0","2919423","4842329","CANYON COMMUNITY BANK, NATIONAL ASSOCIATION","Tucson","AZ","85704","12/31/2021","5/18/2022","N","7981 N. Oracle Rd.","CCBS HOLDING LLC","2","0","0","4","0","Pima","46060","Tucson, AZ","10/10/2000","10/10/2000","8/19/2021","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.canyoncommunity.com","","","","","","","","","","","","","",""
"90203","0","627108","","CAPE ANN SAVINGS BANK","Gloucester","MA","1930","12/31/2021","5/18/2022","SB","109 Main St","","4","0","0","8","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","4/15/1846","10/22/1985","5/1/2021","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","capeannsavings.bank","","","","","","","","0","","","","","","0"
"26517","1456","119779","3444801","CAPE COD CO-OPERATIVE BANK","Yarmouth Port","MA","2675","12/31/2021","5/18/2022","SB","121 Main St","COASTAL AFFILIATES MHC","12","0","0","4","0","Barnstable","12700","Barnstable Town, MA","1/1/1921","1/22/1986","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.mycapecodbank.com","","","","","","","","0","","","","","","0"
"19401","0","596156","3035227","CAPITAL BANK","Jacinto City","TX","77029","12/31/2021","5/18/2022","NM","10304 E. Fwy.","JSA FAMILY LTD PARTNERSHIP","8","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","4/10/1965","4/10/1965","1/1/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.capitalbanktx.com","","","","","","","","0","","","","","","0"
"35164","15674","2921659","","CAPITAL BANK AND TRUST COMPANY","Irvine","CA","92618","12/31/2021","5/18/2022","SA","6455 Irvine Ctr. Dr.","","2","0","1","5","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","7/1/2000","7/1/2000","3/2/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","0","www.americanfunds.com","","","","","","","","","","","","","",""
"57495","0","3134399","5592313","CAPITAL BANK OF TEXAS","Carrizo Springs","TX","78834","12/31/2021","5/18/2022","NM","2105 N. 1st St.","BAT INVESTMENTS INC","3","0","0","7","0","Dimmit","","","5/9/2003","5/9/2003","1/16/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","https://www.capitalbankoftexas.com","","","","","","","","","","","","","",""
"35278","0","2808602","2808590","CAPITAL BANK, NATIONAL ASSOCIATION","Rockville","MD","20850","12/31/2021","5/18/2022","N","2275 Research Blvd.","CAPITAL BCORP INC","5","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/14/1999","12/14/1999","10/9/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","0","http://www.capitalbankmd.com","","","","","","","","0","","","","","","0"
"9622","13205","876634","1085509","CAPITAL CITY BANK","Tallahassee","FL","32301","12/31/2021","5/18/2022","SM","217 N. Monroe St.","CAPITAL CITY BANK GROUP INC","61","0","1","9","0","Leon","45220","Tallahassee, FL","6/13/1907","1/1/1934","3/10/2021","Stock","0","1","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.ccbg.com","","","","","","","","0","","","","","","0"
"33823","13865","2068107","2641621","CAPITAL COMMUNITY BANK","Provo","UT","84604","12/31/2021","5/18/2022","NM","3280 N. University Ave.","CAPITAL COMMUNITY BCORP INC","6","0","0","4","0","Utah","39340","Provo-Orem, UT","7/29/1993","7/29/1993","6/29/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","https://www.ccbank.com","","","","","","","","","","","","","",""
"33954","0","2253891","2277860","CAPITAL ONE BANK (USA), NATIONAL ASSOCIATION","Glen Allen","VA","23060","12/31/2021","5/18/2022","N","4851 Cox Rd.","CAPITAL ONE FINANCIAL CORP","1","2","0","3","0","Henrico","40060","Richmond, VA","11/22/1994","11/22/1994","9/26/2017","Stock","0","0","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","0","0","0","0","0","0","0","0","","","0","0","0","0"
"4297","11780","112837","2277860","CAPITAL ONE, NATIONAL ASSOCIATION","Mclean","VA","22102","12/31/2021","5/18/2022","N","1680 Capital 1 Dr.","CAPITAL ONE FINANCIAL CORP","328","1","1","9","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/22/1933","1/1/1934","11/1/2012","Stock","0","1","OCC","DIF","Atlanta","WASHINGTON","Richmond","Richmond","Northeastern","Southeast","0","0","www.capitalone.com","0","0","0","0","0","0","0","0","","","0","0","0","0"
"34074","14016","2339599","2339610","CAPITOL BANK","Madison","WI","53717","12/31/2021","5/18/2022","NM","710 N. High Point Rd.","CAPITOL BANKSHARES INC","13","0","0","4","0","Dane","31540","Madison, WI","10/9/1995","10/9/1995","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.capitolbank.com","","","","","","","","","","","","","",""
"27981","670","968070","4226910","CAPITOL FEDERAL SAVINGS BANK","Topeka","KS","66603","12/31/2021","5/18/2022","SA","700 S Kansas Ave","CAPITOL FEDERAL FINANCIAL INC","54","0","1","5","0","Shawnee","45820","Topeka, KS","1/1/1893","9/16/1938","8/31/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.capfed.com","","","","","","","","0","","","","","","0"
"24199","0","285544","","CAPITOL NATIONAL BANK","Lansing","MI","48933","12/31/2021","5/18/2022","N","200 Washington Sq. N.","","2","0","0","4","0","Ingham","29620","Lansing-East Lansing, MI","11/22/1982","11/22/1982","7/23/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","http://www.capitolnational.com","","","","","","","","0","","","","","","0"
"9998","12053","18836","1131750","CAPON VALLEY BANK","Wardensville","WV","26851","12/31/2021","5/18/2022","NM","2 W. Main St.","HIGHLANDS BANKSHARES INC","5","0","1","8","0","Hardy","","","7/1/1918","1/1/1934","10/19/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","www.caponvalleybank.com","","","","","","","","","","","","","",""
"58823","0","3715444","4933272","CAPSTAR BANK","Nashville","TN","37203","12/31/2021","5/18/2022","SM","1201 Demonbreun St","CAPSTAR FINANCIAL HOLDINGS INC","23","0","0","4","0","Davidson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","7/14/2008","7/14/2008","7/1/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.capstarbank.com","","","","","","","","","","","","","",""
"5558","12165","419460","5085972","CAPTEX BANK","Fort Worth","TX","76107","12/31/2021","5/18/2022","NM","2929 W. 5th St.","CAPTEX BANCSHARES INC","5","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1901","1/1/1934","8/31/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.captex.bank","","","","","","","","","","","","","",""
"19278","0","732954","","CARMINE STATE BANK","Carmine","TX","78932","12/31/2021","5/18/2022","NM","235 Centennial St.","","1","0","0","7","0","Fayette","","","7/1/1907","11/4/1964","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.carminestatebank.com","","","","","","","","","","","","","",""
"16723","0","355120","1076525","CAROLINA BANK & TRUST CO.","Lamar","SC","29069","12/31/2021","5/18/2022","NM","112 Main St","FIRST CAROLINA BANCSHARES CORP","15","0","0","4","0","Darlington","22500","Florence, SC","3/3/1936","8/16/1948","8/1/2021","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.carolinabank.net","","","","","","","","","","","","","",""
"2380","10331","541857","1848825","CARROLL BANK AND TRUST","Huntingdon","TN","38344","12/31/2021","5/18/2022","SM","19510 Main St W","CARROLL FINANCIAL SERVICES INC","8","0","0","8","0","Carroll","","","9/9/1907","1/1/1934","4/17/2020","Stock","0","1","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.carrollbank.com","","","","","","","","","","","","","",""
"1611","13004","490843","1131013","CARROLL COUNTY TRUST COMPANY OF CARROLLTON, MISSOURI","Carrollton","MO","64633","12/31/2021","5/18/2022","NM","2 S. Folger","CARROLL COUNTY BANCSHARES INC","2","0","0","2","1","Carroll","","","1/1/1919","1/1/1934","9/20/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.cctconline.com","","","","","","","","","","","","","",""
"12383","13483","1001648","1860863","CARROLLTON BANK","Carrollton","IL","62016","12/31/2021","5/18/2022","NM","315 W. Public Sq.","CBX CORP","13","0","1","4","1","Greene","","","1/1/1877","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","https://www.carrolltonbanking.com","","","","","","","","0","","","","","","0"
"29774","4069","219679","","CARROLLTON FEDERAL BANK","Carrollton","KY","41008","12/31/2021","5/18/2022","SA","2539 Hwy. 227","","1","0","0","8","0","Carroll","","","1/1/1890","5/26/1937","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Louisville","St. louis","Central","Southeast","0","1","www.carrolltonfederal.com","","","","","","","","","","","","","",""
"17369","0","171656","1061455","CARSON BANK","Mulvane","KS","67110","12/31/2021","5/18/2022","NM","122 W. Main St.","MULVANE BANKSHARES INC","4","0","0","4","0","Sumner","48620","Wichita, KS","7/1/1886","11/5/1954","7/1/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.carsonbank.com","","","","","","","","0","","","","","","0"
"2320","14454","539452","2606321","CARSON COMMUNITY BANK","Stilwell","OK","74960","12/31/2021","5/18/2022","NM","24 W. Division St.","CARSON FINL HOLDING CO INC","4","0","0","4","1","Adair","","","2/3/1903","1/1/1934","8/1/2020","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.carsoncommunity.bank","","","","","","","","","","","","","",""
"58596","0","3476192","5530258","CARTER BANK & TRUST","Martinsville","VA","24112","12/31/2021","5/18/2022","NM","4 E. Commonwealth Blvd.","CARTER BANKSHARES INC","71","0","1","4","0","Martinsville City","","","12/30/2006","12/30/2006","5/21/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.CBTCares.com","","","","","","","","0","","","","","","0"
"28942","2657","900678","3793862","CARTHAGE FEDERAL SAVINGS AND LOAN ASSOCIATION","Carthage","NY","13619","12/31/2021","5/18/2022","SA","313 State St","RIVERBANK FINANCIAL MHC","4","0","0","5","0","Jefferson","48060","Watertown-Fort Drum, NY","1/1/1888","9/19/1951","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","carthagesavings.com","","","","","","","","","","","","","",""
"30394","5273","268677","2531245","CARVER FEDERAL SAVINGS BANK","New York","NY","10027","12/31/2021","5/18/2022","SA","75 W. 125th St.","CARVER BCORP INC","7","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1948","3/7/1949","12/31/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.Carverbank.com","","","","","","","","0","","","","","","0"
"16584","10722","370833","3190023","CARVER STATE BANK","Savannah","GA","31401","12/31/2021","5/18/2022","NM","701 Martin Luther King Jr Bl","CARVER FINANCIAL CORP","2","0","0","4","0","Chatham","42340","Savannah, GA","1/1/1927","6/4/1947","9/27/2021","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://WWW.CARVERSTATEBANK.COM","","","","","","","","","","","","","",""
"3614","0","306337","3958867","CASEY STATE BANK","Casey","IL","62420","12/31/2021","5/18/2022","NM","305-307 N. Central Ave.","EAGLE FINANCIAL CORP","7","0","0","2","1","Clark","","","1/1/1880","1/1/1934","11/13/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","WWW.CASEYSTATEBANK.COM","","","","","","","","","","","","","",""
"1265","11548","574976","","CASHMERE VALLEY BANK","Cashmere","WA","98815","12/31/2021","5/18/2022","NM","117 Aplets Way","","12","0","0","9","0","Chelan","48300","Wenatchee, WA","9/24/1932","1/1/1934","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.cashmerevalleybank.com","","","","","","","","","","","","","",""
"1068","0","177751","1098648","CASS COMMERCIAL BANK","Des Peres","MO","63131","12/31/2021","5/18/2022","SM","12412 Powerscourt Dr.","CASS INFORMATION SYSTEMS INC","5","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","1/1/1906","1/1/1934","2/19/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.cassbank.com","","","","","","","","","","","","","",""
"1913","0","152253","","CASTLE ROCK BANK","Castle Rock","MN","55010","12/31/2021","5/18/2022","NM","27925 Danville Ave.","","3","0","0","7","1","Dakota","33460","Minneapolis-St. Paul-Bloomington, MN-WI","8/16/1916","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.castlerockbank.net","","","","","","","","","","","","","",""
"17979","0","742056","","CASTROVILLE STATE BANK","Castroville","TX","78009","12/31/2021","5/18/2022","NM","Paris &lorenzo","","2","0","0","8","0","Medina","41700","San Antonio-New Braunfels, TX","4/2/1959","4/2/1959","2/26/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.CASTROVILLESTATEBANK.COM","","","","","","","","","","","","","",""
"18503","10611","595869","1843080","CATHAY BANK","Los Angeles","CA","90012","12/31/2021","5/18/2022","NM","777 N. Broadway St.","CATHAY GENERAL BCORP","62","1","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","4/19/1962","4/19/1962","3/16/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","0","https://www.cathaybank.com","0","0","0","0","0","0","0","0","","","0","0","0","0"
