cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"363","11587","613156","1134845","FIRST MONTANA BANK, INC.","Missoula","MT","59802","12/31/2021","5/18/2022","SM","201 N. Higgins Ave.","FIRST NATIONAL BCORP INC","10","0","0","4","0","Missoula","33540","Missoula, MT","1/1/1913","1/1/1934","6/1/2017","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.firstmontanabank.com","274057","696","3449","5057","13746","11604","2462","36826","22088","45579","80375","32602","17867"
"29617","3764","493077","4843090","FIRST MUTUAL BANK, FSB","Belpre","OH","45714","12/31/2021","5/18/2022","SA","605 Washington Blvd.","FIRST MUTUAL HOLDING CO","5","0","1","5","0","Washington","","","1/1/1906","10/10/1936","1/1/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","www.1stmutualbank.com","54820","261","4203","1456","1110","9404","29194","627","382","839","3780","2143","966"
"4256","10325","439404","1133932","FIRST NATIONAL BANK","Damariscotta","ME","4543","12/31/2021","5/18/2022","N","223 Main St","FIRST BCORP INC THE","18","0","0","4","0","Lincoln","","","4/19/1864","1/1/1934","5/1/2021","Stock","0","1","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.thefirst.com","1648484","22271","22125","7915","4805","104057","378419","389191","29333","49555","91850","168059","375302"
"17643","13830","823450","2522337","FIRST NATIONAL BANK","Alamogordo","NM","88310","12/31/2021","5/18/2022","N","414 10th St.","FIRST ALAMOGORDO BCORP NV INC","6","0","0","4","1","Otero","","","8/23/1956","8/23/1956","7/7/2011","Stock","0","1","OCC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Western","West","0","1","http://www.fnb4u.com","162728","1745","679","2905","1022","2999","7280","14770","10800","16572","13826","38532","50174"
"26219","0","266066","1840351","FIRST NATIONAL BANK","Spearman","TX","79081","12/31/2021","5/18/2022","N","729 W 7th Ave","SPEARMAN BANCSHARES INC","3","0","0","2","1","Hansford","","","4/24/1985","4/24/1985","9/29/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fnbhome.bank","177275","435","1580","1966","3495","4578","6135","20749","40469","21859","32291","21921","13948"
"22271","12700","330239","1131376","FIRST NATIONAL BANK","Hamilton","AL","35570","12/31/2021","5/18/2022","N","341 Military St. S.","MARION COUNTY BANCSHARES INC","7","0","0","7","1","Marion","","","5/6/1976","5/6/1976","2/24/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://www.fnbhamilton.com","113946","346","591","2927","3621","27185","132","6966","5683","12363","15270","37838","929"
"5113","12604","371755","2695688","FIRST NATIONAL BANK","Chisholm","MN","55719","12/31/2021","5/18/2022","N","101 W. Lake St.","M I F LTD","3","0","0","8","1","Saint Louis","20260","Duluth, MN-WI","4/2/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.fnbchisholm.com","50702","517","1149","4987","6045","3110","5989","1271","3955","5964","7536","5766","4404"
"4111","0","195456","2411619","FIRST NATIONAL BANK","Heavener","OK","74937","12/31/2021","5/18/2022","N","400 E. 1st St.","SOONER SW BANKSHARES INC","3","0","0","2","0","Le Flore","","","1/1/1910","1/1/1934","8/1/2020","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.okfnb.com","64688","50","2403","1318","632","4756","9911","1591","3925","5604","5950","7676","20493"
"3887","10322","42448","1119383","FIRST NATIONAL BANK","Paragould","AR","72450","12/31/2021","5/18/2022","N","200 W Court St","FIRST PARAGOULD BANKSHARES INC","23","0","1","4","0","Greene","","","3/22/1889","1/1/1934","11/16/2021","Stock","0","1","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","0","http://www.fnbank.net","1819214","13572","50527","134721","199049","56162","18239","115316","280336","205662","472966","134924","130414"
"25894","0","944355","1133567","FIRST NATIONAL BANK","Oldham","SD","57051","12/31/2021","5/18/2022","N","141 E. Main St","FULDA BCORP INC","12","0","1","4","0","Kingsbury","","","2/15/1985","2/15/1985","11/30/2018","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.firstnationalbanks.com","291237","123","1785","4154","5168","13858","4125","59675","16024","56704","39438","80103","7885"
"26543","0","375566","1137538","FIRST NATIONAL BANK","Wichita Falls","TX","76310","12/31/2021","5/18/2022","N","3801 Fairway Blvd","WICHITA FALLS BANCSHARES INC","5","0","0","4","1","Wichita","48660","Wichita Falls, TX","1/29/1986","1/29/1986","4/9/2020","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.fnbtx.com","743332","3313","22220","26636","83475","46993","39093","75393","208664","102199","106146","24236","4809"
"6811","13958","979629","2534406","FIRST NATIONAL BANK","Altavista","VA","24517","12/31/2021","5/18/2022","N","622 Broad St.","PINNACLE BANKSHARES CORP","19","0","0","4","0","Campbell","31340","Lynchburg, VA","3/1/1908","1/1/1934","10/30/2020","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://www.1stnatbk.com","552236","5277","3437","13412","17960","23457","32055","28320","39180","52361","101258","158820","75305"
"4324","12241","60648","1137529","FIRST NATIONAL BANK","Cloverdale","IN","46120","12/31/2021","5/18/2022","N","302 S. Main St.","FIRST NATIONAL BANK CORP","7","0","0","7","0","Putnam","26900","Indianapolis-Carmel-Anderson, IN","1/1/1913","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.fnb-bank.com","168933","1969","2418","8710","9230","13894","16504","11885","8926","10225","20115","44481","19822"
"14712","10576","355858","1127294","FIRST NATIONAL BANK","Fort Pierre","SD","57532","12/31/2021","5/18/2022","N","307 E Hustan Ave","CAPITOL BCORP INC","19","0","1","4","0","Stanley","","","1/1/1934","8/24/1934","8/5/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.firstnationalbanks.com","1170931","6728","12114","13870","23615","23229","12324","111572","94652","260523","141249","369897","97000"
"34455","0","2490285","2487913","FIRST NATIONAL BANK","Rotan","TX","79546","12/31/2021","5/18/2022","N","118 N. Garfield St.","ROTAN BANCSHARES INC","1","0","0","2","1","Fisher","","","4/1/1997","4/1/1997","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.fnbrotan.com","36852","0","0","29","13","117","0","16589","2977","3124","8848","1413","3055"
"3639","0","32234","1207785","FIRST NATIONAL BANK & TRUST COMPANY","Clinton","IL","61727","12/31/2021","5/18/2022","N","2 Kelli Ct","TREYNOR BANCSHARES INC","5","0","1","2","0","Dewitt","","","6/1/1872","1/1/1934","10/1/2021","Stock","0","1","OCC","DIF","Chicago","KANSAS CITY","Champaign","Chicago","Central","Central","0","1","www.firstnbtc.com","119962","603","3228","8528","30890","3089","0","6260","8794","25438","20499","9631","2713"
"4145","0","830355","1055762","FIRST NATIONAL BANK & TRUST COMPANY OF MCALESTER","Mcalester","OK","74501","12/31/2021","5/18/2022","N","235 E. Choctaw St.","FIRST OF MCALESTER CORP","5","0","0","4","1","Pittsburg","","","12/12/1896","1/1/1934","8/1/2020","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fnbmcalester.com","328295","2751","4383","8664","18125","7930","1106","10542","25066","75707","106459","57253","2297"
"16130","0","114260","","FIRST NATIONAL BANK ALASKA","Anchorage","AK","99501","12/31/2021","5/18/2022","N","360 K St","","27","0","0","4","0","Anchorage","11260","Anchorage, AK","1/30/1922","4/4/1944","4/6/2020","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","http://www.fnbalaska.com","2135607","2816","4199","11816","2480","31371","30239","465333","121293","33285","240591","534387","640217"
"4756","0","183958","1066432","FIRST NATIONAL BANK AND TRUST","Phillipsburg","KS","67661","12/31/2021","5/18/2022","N","225 State St.","GOLDEN PLAINS BANKSHARES INC","6","0","0","2","1","Phillips","","","1/1/1884","1/1/1934","4/25/2012","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.agbank.bank","148281","1351","4743","8172","313","2823","3784","24681","18780","30533","19406","17609","14594"
"3902","0","974558","1131237","FIRST NATIONAL BANK AND TRUST CO. OF BOTTINEAU","Bottineau","ND","58318","12/31/2021","5/18/2022","N","424 Main St.","FIRST BOTTINEAU INC","1","0","0","2","0","Bottineau","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.firstbottineau.com","73953","178","614","3674","3007","14","0","31226","14137","7991","8724","1506","1091"
"25738","13206","396253","","FIRST NATIONAL BANK AND TRUST COMPANY","Shawnee","OK","74804","12/31/2021","5/18/2022","N","130 E Macarthur St","","9","0","0","4","0","Pottawatomie","","","10/29/1984","10/29/1984","7/18/2021","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","WWW.FNBOKLA.BANK","494474","2048","14940","12234","28576","9178","5185","67345","99631","55755","128878","61311","8514"
"4037","10738","984258","1055726","FIRST NATIONAL BANK AND TRUST COMPANY OF ARDMORE","Ardmore","OK","73401","12/31/2021","5/18/2022","N","405 W. Main St.","FIRST NATL CORP OF ARDMORE INC","11","0","0","4","1","Carter","","","1/1/1889","1/1/1934","7/17/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.1nb.com","354011","1711","6351","11666","21187","8432","6313","25963","62990","42557","78959","80839","6398"
"7658","0","1007417","1117491","FIRST NATIONAL BANK AND TRUST COMPANY OF NEWTOWN","Newtown","PA","18940","12/31/2021","5/18/2022","N","40 S. State St.","FNB BCORP INC","15","0","0","9","0","Bucks","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/25/1864","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","WWW.FNBN.COM","391602","723","62","622","2179","25535","117048","11611","26944","18098","18565","93542","75090"
"19263","0","538950","4722056","FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD","Weatherford","OK","73096","12/31/2021","5/18/2022","N","1101 E. Main St.","FIRST NATL BANCSHARES WEATHERFORD EMPLOYEE STK OWNERSHIP PLAN","6","0","0","4","1","Custer","","","10/26/1964","10/26/1964","3/31/2017","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","fnbwford.com","195197","595","3684","400","752","3069","7490","20970","30443","19269","15326","45244","46025"
"5575","13007","614368","1105751","FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD","Weatherford","TX","76086","12/31/2021","5/18/2022","N","220 Palo Pinto St.","FIRST BAIRD BANCSHARES INC","12","0","0","4","0","Parker","19100","Dallas-Fort Worth-Arlington, TX","5/15/1880","1/1/1934","2/19/2021","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbweatherford.com","618508","3599","5862","11884","2394","17467","35468","72457","121559","94907","66473","72348","107861"
"14468","0","57040","","FIRST NATIONAL BANK AT DARLINGTON","Darlington","WI","53530","12/31/2021","5/18/2022","N","245 Main St.","","2","0","0","2","0","Lafayette","","","6/15/1934","6/15/1934","10/24/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.fnbdarlington.com","107585","509","1364","2001","3654","581","230","22928","4875","22980","36244","8811","3315"
"14427","0","480433","","FIRST NATIONAL BANK IN DERIDDER","Deridder","LA","70634","12/31/2021","5/18/2022","N","1003 N. Pine St.","","8","0","0","8","0","Beauregard","","","1/1/1934","6/2/1934","7/17/2017","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","0","1","www.bankFNBD.com","179102","1296","1221","2849","12511","21620","29256","16679","12443","9308","25618","35154","10472"
"13853","13109","616148","1245385","FIRST NATIONAL BANK IN FAIRFIELD","Fairfield","IA","52556","12/31/2021","5/18/2022","N","100 E. Burlington Ave.","IOWA FIRST BANCSHARES CORP","1","0","0","2","0","Jefferson","","","2/7/1934","2/7/1934","4/3/2019","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","https://www.fnbfairfieldiowa.com","101773","615","1072","2531","2344","1920","6615","16572","15256","14837","32777","3059","2559"
"4668","14465","923350","1064595","FIRST NATIONAL BANK IN FRANKFORT","Frankfort","KS","66427","12/31/2021","5/18/2022","N","124 N. Kansas Ave.","FIRST FRANKFORT BANCSHARES INC","1","0","0","2","1","Marshall","","","3/2/1921","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.fnbfrankfortks.com","23021","227","226","182","835","2346","82","1935","2871","2661","6774","2521","1925"
"13798","0","844455","1064081","FIRST NATIONAL BANK IN FREDONIA","Fredonia","KS","66736","12/31/2021","5/18/2022","N","730 Madison St.","FIRST NATL BANCSHARES FREDONIA","1","0","0","7","1","Wilson","","","9/16/1871","1/31/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","http://www.fnbfredonia.com","32376","213","753","3103","4556","274","0","2690","2853","5859","7714","3945","0"
"14836","13163","204826","","FIRST NATIONAL BANK IN NEW BREMEN","New Bremen","OH","45869","12/31/2021","5/18/2022","N","435 S. Washington St.","","7","0","0","7","1","Auglaize","","","1/1/1934","10/26/1934","12/31/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.firstnbank.bank","128055","1475","5875","6579","14380","1042","304","20231","16060","22928","24184","14775","10"
"4161","9550","310950","3822687","FIRST NATIONAL BANK IN OKEENE","Okeene","OK","73763","12/31/2021","5/18/2022","N","124 N. Main","GRACE INV CO INC ESOP THE","1","0","0","2","1","Blaine","","","10/27/1916","1/1/1934","7/21/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.fnbokeene.com","41916","0","0","15","0","0","0","775","6735","5289","3513","17647","6969"
"14567","15650","412845","2267937","FIRST NATIONAL BANK IN OLNEY","Olney","IL","62450","12/31/2021","5/18/2022","N","101 E Main St","SUMMIT BANCSHARES LTD","7","0","0","2","0","Richland","","","7/9/1934","7/9/1934","8/1/2021","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.fnbolney.com","224084","1215","1458","4067","7751","9030","23540","30022","24953","17433","54914","26068","20785"
"5460","14183","850054","1052846","FIRST NATIONAL BANK IN ORD","Ord","NE","68862","12/31/2021","5/18/2022","N","1411 M St.","BBJ INC","3","0","0","2","1","Valley","","","1/1/1882","1/1/1934","12/6/2012","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.fnbord.com","69281","0","1954","1764","1618","8923","182","13912","10370","7505","14752","7837","464"
"3999","0","538754","1125683","FIRST NATIONAL BANK IN PHILIP","Philip","SD","57567","12/31/2021","5/18/2022","N","103 E Oak St.","PHILIP BCORP INC","2","0","0","2","1","Haakon","","","12/4/1906","1/1/1934","4/1/2013","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.fnbphilip.com","191544","0","174","42","96","0","0","85373","8533","15568","27449","30907","23203"
"13813","14569","340443","1099579","FIRST NATIONAL BANK IN PINCKNEYVILLE","Pinckneyville","IL","62274","12/31/2021","5/18/2022","N","210 S Main St","FIRST PERRY BCORP INC","1","0","0","7","0","Perry","","","1/1/1901","1/30/1934","8/1/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","www.fnbpville.com","48844","400","1866","3794","3682","7678","11180","2101","2376","5258","5521","3776","362"
"17811","0","855264","","FIRST NATIONAL BANK IN PORT LAVACA","Port Lavaca","TX","77979","12/31/2021","5/18/2022","N","1101 Hwy 35 Bypass S.","","4","0","0","8","0","Calhoun","","","11/13/1957","11/13/1957","6/30/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.fnbportlavaca.com","192153","5823","7282","1444","7029","67456","20863","3378","10664","4623","6220","28844","28345"
"17572","10238","177443","1133585","FIRST NATIONAL BANK IN TAYLORVILLE","Taylorville","IL","62568","12/31/2021","5/18/2022","N","322 W. Main Cross","FIRST BCORP OF TAYLORVILLE INC","2","0","0","2","1","Christian","","","3/28/1956","3/28/1956","5/20/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.fnbtaylorville.com","72647","61","327","854","1505","5622","7247","7915","8322","7267","10934","11893","10634"
"14400","0","74449","1204720","FIRST NATIONAL BANK IN TIGERTON","Tigerton","WI","54486","12/31/2021","5/18/2022","N","140 Cedar St.","TIGERTON BCORP INC","2","0","0","7","1","Shawano","","","5/19/1934","5/25/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.bank1stnational.com","10730","348","2443","774","2050","516","0","515","1337","984","1218","505","0"
"5247","10083","197759","1128460","FIRST NATIONAL BANK MINNESOTA","Saint Peter","MN","56082","12/31/2021","5/18/2022","N","226 Nassau St","BANCOMMUNITY SERVICE CORP","4","0","0","4","1","Nicollet","31860","Mankato-North Mankato, MN","1/1/1857","1/1/1934","4/17/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","https://www.fnbmn.bank","271050","756","1216","6654","18255","3648","8811","7928","41382","46953","81531","45379","8502"
"5269","0","805755","1126318","FIRST NATIONAL BANK NORTH","Walker","MN","56484","12/31/2021","5/18/2022","N","600 Minnesota Ave. W","WALKER BAN CO","9","0","0","8","1","Cass","","","12/1/1902","1/1/1934","9/1/2015","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.fnbnorth.com","402388","32856","19152","33719","29340","3465","20517","135653","35130","35058","38833","14580","3760"
"25122","0","216230","1246784","FIRST NATIONAL BANK NORTHWEST FLORIDA","Panama City","FL","32405","12/31/2021","5/18/2022","N","101 E. 23rd St.","FIRST NORTHWEST FL HOLDING CO","2","0","0","7","1","Bay","37460","Panama City, FL","5/3/1984","5/3/1984","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://WWW.fnbnwfl.com","60539","138","1049","2639","90","2536","6823","3131","7704","2242","5562","10831","17794"
"18282","0","354057","2184043","FIRST NATIONAL BANK OF ALVIN","Alvin","TX","77511","12/31/2021","5/18/2022","N","1600 E. Hwy 6","COASTAL BANCSHARES INC","2","0","0","7","1","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","8/1/1960","8/1/1960","5/14/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.alvinbank.com","21130","258","0","34","119","0","0","156","1325","10817","4342","4078","0"
"17438","11072","413141","1206313","FIRST NATIONAL BANK OF AMERICA","East Lansing","MI","48823","12/31/2021","5/18/2022","N","241 E. Saginaw","FIRST NATIONAL BANCSHARES INC","3","0","0","5","0","Ingham","29620","Lansing-East Lansing, MI","5/6/1955","5/6/1955","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","0","www.fnba.com","3079444","12162","28788","38668","37657","220899","2496084","7978","6413","55201","40915","59414","32928"
"25065","0","47452","1982176","FIRST NATIONAL BANK OF BENTON","Benton","LA","71006","12/31/2021","5/18/2022","N","104 Sibley","NORTHWEST BANCSHARES CORP","1","0","0","8","0","Bossier","43340","Shreveport-Bossier City, LA","3/26/1984","3/26/1984","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.fnbbenton.com","45121","1993","3430","6419","8693","3137","0","3023","5529","2709","8180","1373","0"
"5564","10253","198961","1104110","FIRST NATIONAL BANK OF BOSQUE COUNTY","Valley Mills","TX","76689","12/31/2021","5/18/2022","N","418 Ave. C","VALLEY MILLS FINANCIAL CORP","4","0","0","8","1","Bosque","","","8/1/1908","1/1/1934","12/5/2008","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","99781","987","2940","6753","16790","10536","749","10827","5468","10343","20532","10816","2270"
"18564","0","465038","","FIRST NATIONAL BANK OF BROOKFIELD","Brookfield","IL","60513","12/31/2021","5/18/2022","N","9136 Washington Ave","","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","7/23/1962","7/23/1962","7/19/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.fnbb.com","226682","1231","9976","7307","11573","2610","4248","59734","6476","28843","75449","19086","149"
"23430","0","240954","1130191","FIRST NATIONAL BANK OF BURLESON","Burleson","TX","76028","12/31/2021","5/18/2022","N","899 N.E. Alsbury &i-35","CITADEL BCORP INC","2","0","0","7","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","4/20/1981","4/20/1981","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.firstburleson.com","77202","1880","86","0","69","3702","3480","12466","5865","3707","4305","27095","14547"
"3325","0","369659","4577984","FIRST NATIONAL BANK OF CENTRAL TEXAS","Waco","TX","76712","12/31/2021","5/18/2022","N","1835 N. Valley Mills Dr.","2013 MONTE HULSE FAMILY IRREVOCABLE TR I","5","0","0","4","1","Mclennan","47380","Waco, TX","8/12/1901","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.fnbct.com","869225","6675","15523","32578","47631","15410","23202","67787","180307","197881","164705","69842","47611"
"19070","11550","11640","1097100","FIRST NATIONAL BANK OF CLARKSDALE","Clarksdale","MS","38614","12/31/2021","5/18/2022","N","402 E 2nd St","FIRST VALLEY NATIONAL CORP","5","0","0","2","0","Coahoma","","","4/1/1964","4/1/1964","11/16/2021","Stock","0","1","OCC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","http://www.fnbclarksdale.com","216603","267","4715","2117","3632","8572","8652","19222","69881","27184","26279","26659","19315"
"33506","12428","1892154","3069633","FIRST NATIONAL BANK OF COFFEE COUNTY","Douglas","GA","31533","12/31/2021","5/18/2022","N","420 S. Madison Ave.","FNC BCORP INC","5","0","1","4","1","Coffee","","","9/23/1991","9/23/1991","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.fnbcc.com","177317","1767","4619","9243","9392","9681","322","18964","8415","21007","24578","64517","4812"
"57694","0","3232370","3232361","FIRST NATIONAL BANK OF DECATUR COUNTY","Bainbridge","GA","39818","12/31/2021","5/18/2022","N","819 E. Shotwell St.","BAINBRIDGE BANCSHARES INC","3","0","0","4","0","Decatur","","","4/5/2004","4/5/2004","10/14/2016","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.fnbdc.com","147132","1368","1970","12028","13632","10055","3612","17091","15659","21916","32213","12976","3496"
"26228","0","648550","1246953","FIRST NATIONAL BANK OF DUBLIN","Dublin","TX","76446","12/31/2021","5/18/2022","N","825 N Patrick St","DUBLIN BANCSHARES INC","3","0","0","2","1","Erath","","","5/7/1985","5/7/1985","9/29/2021","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.bankingfnb.com","78674","451","485","1245","675","749","402","7764","12980","10470","20775","9776","12803"
"3863","0","251745","1099449","FIRST NATIONAL BANK OF EASTERN ARKANSAS","Forrest City","AR","72335","12/31/2021","5/18/2022","N","101 N Washington St","BANCSHARES OF EASTERN AR INC","14","0","1","4","1","Saint Francis","","","11/1/1886","1/1/1934","11/16/2021","Stock","0","1","OCC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","www.fnbea.com","247863","949","5017","8229","22115","1296","0","45894","24972","43642","84780","9623","684"
"17913","0","397456","3668223","FIRST NATIONAL BANK OF FORT STOCKTON","Fort Stockton","TX","79735","12/31/2021","5/18/2022","N","1000 W. Dickinson Blvd.","FNB HOLDING CO","2","0","0","4","1","Pecos","","","10/1/1958","10/1/1958","5/11/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","https://www.fnbfst.com","73999","66","170","727","816","5277","75","10228","6921","11642","7006","29386","1687"
"3217","0","324153","1110193","FIRST NATIONAL BANK OF GIDDINGS","Giddings","TX","78942","12/31/2021","5/18/2022","N","108 E. Austin","GIDDINGS BANCSHARES INC","2","0","0","2","0","Lee","","","1/1/1890","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.fnbgiddings.com","140788","610","2182","25","1734","10332","35162","6722","13125","9876","9874","13152","37161"
"18880","0","890050","1057908","FIRST NATIONAL BANK OF GILLETTE","Gillette","WY","82717","12/31/2021","5/18/2022","N","319 S. Gillette Ave.","FIRST NB GILLETTE HOLDING CO","3","0","0","5","1","Campbell","","","9/10/1963","9/10/1963","3/2/2018","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","https://www.fnbgillette.com","109156","1670","167","1093","888","1263","1305","13400","24431","18767","41198","3970","192"
"169","12439","563233","","FIRST NATIONAL BANK OF GRIFFIN","Griffin","GA","30224","12/31/2021","5/18/2022","N","318 S Hill St","","7","0","0","7","0","Spalding","12060","Atlanta-Sandy Springs-Roswell, GA","5/12/1933","1/1/1934","6/12/2021","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.fnbgriffin.com","101650","568","2062","5124","395","3291","6059","11670","11729","32535","7578","19669","777"
"34918","0","2759629","2759601","FIRST NATIONAL BANK OF HEREFORD","Hereford","TX","79045","12/31/2021","5/18/2022","N","301 W. 3rd","LA PLATA BANCSHARES INC","3","0","0","2","1","Deaf Smith","","","12/6/1999","12/6/1999","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.fnbhereford.com","148326","74","1692","1206","1517","11193","1227","37167","47176","10430","17798","15632","3154"
