cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"12441","11602","463735","1086533","HANCOCK WHITNEY BANK","Gulfport","MS","39501","12/31/2021","5/18/2022","NM","2510 14th St","HANCOCK WHITNEY CORP","193","0","1","4","0","Harrison","25060","Gulfport-Biloxi-Pascagoula, MS","10/9/1899","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","0","www.hancockwhitney.com","3397","36519724","4166365","3760031","8552449","458","20885664","342065","74326","447084","7533","925679","1460166","36519724","32813678","30577069","16074131","30577069","49.0008368173483","565061","30231","1177556","0","463761","3706046","3706046","0","11866","2850408","843772","0","61048","3931","97032","33198602","12924647","35110804.4","35909990","26029800","35028937","664535","483022","145232","36281","943624","79423","1100480","93069","9444803","2926874","282117","9444803","8606218"
"24170","0","657365","2900261","HANMI BANK","Los Angeles","CA","90010","12/31/2021","5/18/2022","NM","3660 Wilshire Blvd, # Ph-A","HANMI FINANCIAL CORP","37","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/15/1982","12/15/1982","3/5/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","0","http://www.hanmi.com","590","6855957","608965","564834","910790","0","5092326","72557","1379","70860","675","18475","152487","6855957","6100782","5881147","3211752","5881147","55.2447780701045","0","1360","187212","0","31063","755175","755175","0","14","570740","184421","0","13360","9337","11990","6567950","1613723","6569472.6","6815787.5","5506158","6827529","54905","44396","10509","0","258627","5513","137500","13342","626473","748177","61102","626473","123936"
"58675","0","3793714","5010134","HANOVER COMMUNITY BANK","Garden City Park","NY","11040","12/31/2021","5/18/2022","NM","2131 Jericho Tpke","HANOVER BCORP INC","7","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","1/21/2009","1/21/2009","5/26/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.hanoverbank.com","139","1458180","115200","107405","12370","184","1268048","9386","0","14895","0","23368","24115","1458180","1304884","1177501","986027","1177501","45.3264192575349","0","0","113274","0","14109","153296","153296","0","26","117736","35534","0","8616","480","8857","1388007","163206","1250315.8","1471410.5","913929","1331014","0","0","0","0","92632","2468","47935","0","71790","132006","9797","71790","0"
"10359","14291","466857","1843062","HAPPY STATE BANK","Happy","TX","79042","12/31/2021","5/18/2022","NM","100 E. Main St.","HAPPY BANCSHARES INC","64","0","0","4","0","Swisher","","","1/1/1908","1/1/1934","6/4/2021","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","0","www.happybank.com","851","6804039","966793","862469","1754113","0","3611323","41224","0","143799","193","140874","186944","6804039","6140680","6031346","3954089","6031346","49.0367347263597","0","0","74322","0","35012","663359","663359","0","200","421886","241273","0","28444","1219","33881","6227905","3015236","6292740","6621096.5","4620860","6475894","105734","104396","0","1338","137981","9630","74322","23008","1503239","516253","42061","1503239","19116"
"59070","0","40499","4973353","HARBORONE BANK","Brockton","MA","2301","12/31/2021","5/18/2022","SB","68 Legion Pkwy","HARBORONE BCORP INC","33","0","1","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","7/1/2013","7/1/2013","5/1/2021","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.harborone.com","620","4471982","111204","74476","394036","0","3607998","45377","18874","77795","0","111257","150818","4471982","3916287","3737214","2997375","3737214","76.3612804677577","0","19214","55711","0","104148","555695","555695","0","0","240485","315210","0","36138","4137","10775","4076510","2059619","4552073.6","4521012.5","3703559","4456979","91702","84258","1731","5713","108426","201","55711","45642","793241","485238","45377","793241","1218125"
"5817","13799","647245","1205240","HARDIN COUNTY SAVINGS BANK","Eldora","IA","50627","12/31/2021","5/18/2022","NM","1202 Edgington Ave.","HARDIN COUNTY BCORP","2","0","0","2","1","Hardin","","","1/1/1868","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.hardincsb.com","31","280668","3753","996","108899","0","158731","2130","0","799","0","0","8486","280668","254575","221982","175088","221982","75.554835136632","10863","0","17000","0","4730","26093","26093","0","1375","4889","19829","0","206","0","243","268626","184300","273151.2","277546","186404","270060","5741","5741","0","0","24491","1160","17000","0","21180","22821","2130","21180","34272"
"19101","0","660927","","HARFORD BANK","Aberdeen","MD","21001","12/31/2021","5/18/2022","NM","8 W. Bel Air Ave.","","10","0","0","4","0","Harford","12580","Baltimore-Columbia-Towson, MD","5/1/1964","5/1/1964","7/1/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.harfordbank.com","81","575175","85263","81465","105891","0","363021","5080","0","10168","0","0","10832","575175","525628","522324","368767","522324","67.5183508627537","0","0","0","0","3304","49547","49547","0","14512","17368","17667","0","7790","0","1356","550377","189893","530515.4","569393.5","349592","572126","6272","6180","0","92","39383","16337","0","0","85602","49546","4379","85602","0"
"31461","7012","139478","2861492","HARLEYSVILLE BANK","Harleysville","PA","19438","12/31/2021","5/18/2022","SB","271 Main St.","HARLEYSVILLE FINANCIAL CORP","8","0","0","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1915","9/2/1965","11/21/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.harleysvillebank.com","95","910462","223569","214052","119017","96","531795","5199","0","11560","0","0","24425","910462","829139","756921","650910","756921","80.1883153085787","10681","0","60065","0","1472","81323","81323","0","23","7349","73951","0","6232","0","1489","864960","444774","898090.6","902177.5","554524","903237","17752","9847","0","7905","44598","3245","56000","464","106316","81314","5284","106316","0"
"10145","13528","456344","1118836","HART COUNTY BANK AND TRUST COMPANY","Munfordville","KY","42765","12/31/2021","5/18/2022","NM","331 Main St","HART BANCSHARES INC","1","0","0","4","0","Hart","","","2/20/1890","1/1/1934","11/16/2021","Stock","0","1","FDIC","DIF","Chicago","DALLAS","Nashville","St. louis","Central","Southeast","0","1","","5","32188","4513","3751","5358","755","20857","1014","0","236","0","0","469","32188","25026","25000","17039","25000","90.0783185487093","0","0","0","0","26","7162","7162","0","200","3133","3829","0","23","0","181","30721","4477","31423.8","31954","26286","32643","0","0","0","0","275","4","0","0","902","7162","337","902","0"
"11716","0","799939","","HARTSBURG STATE BANK","Hartsburg","IL","62643","12/31/2021","5/18/2022","SM","101 N. 2nd St.","","1","0","0","2","0","Logan","","","3/13/1901","1/1/1934","4/28/2018","Stock","0","0","FED","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","3","19947","1741","1573","7934","3239","6501","273","0","54","0","0","478","19947","18042","17963","12034","17963","73.2277777777778","0","0","0","0","79","1905","1905","0","600","440","865","0","73","0","121","19247","8519","19213.2","19530.5","0","17648","326","326","0","0","272","650","0","0","1727","1922","0","1727","0"
"11415","9481","28152","1133549","HARVEST BANK","Kimball","MN","55353","12/31/2021","5/18/2022","NM","75 N. Main St.","CATTAIL BANCSHARES INC","4","0","0","2","1","Stearns","41060","St. Cloud, MN","8/8/1901","1/1/1934","2/18/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.harvestbankmn.com","34","207037","22812","19034","53890","0","123481","1444","0","1331","0","0","5523","207037","190868","189421","132969","189421","81.840736928234","0","0","0","0","1447","16169","16169","0","105","12000","4064","0","238","0","1033","196405","84143","195169.4","200521.5","122954","200591","3016","3016","0","0","1057","205","0","928","18684","15663","1444","18684","45829"
"9128","0","813059","2234210","HARWOOD STATE BANK","Harwood","ND","58042","12/31/2021","5/18/2022","NM","501 Dakota Ave.","HSB FINANCIAL CORP","1","0","0","2","0","Cass","22020","Fargo, ND-MN","7/14/1919","1/1/1934","8/18/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.harwoodstatebank.com","5","46675","6117","4765","2001","12545","24977","282","0","644","0","0","391","46675","42603","42108","32025","42108","84.7658382586817","0","0","450","0","45","4072","4072","0","100","1300","2672","0","0","0","310","44288","6483","45348","45586","0","45639","0","0","0","0","883","10","0","0","2265","4060","0","2265","0"
"14399","0","170257","1103494","HASKELL NATIONAL BANK","Haskell","TX","79521","12/31/2021","5/18/2022","N","601 N. 1st St.","HASKELL BANCSHARES INC","2","0","0","2","1","Haskell","","","11/25/1890","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.haskellnationalbank.com","23","85481","8701","4301","47513","0","25592","292","0","702","0","0","2973","85481","76588","76405","39277","76405","87.0097237308764","0","0","0","0","183","8893","8893","0","300","300","8293","0","0","0","397","77406","25513","92111.2","83898","35855","83780","2119","2119","0","0","800","658","0","0","2545","9269","292","2545","0"
"30155","4859","995272","","HATBORO FEDERAL SAVINGS, FA","Hatboro","PA","19040","12/31/2021","5/18/2022","SA","221 S. York Rd.","","4","0","0","5","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/30/1941","6/30/1941","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.hatborofed.com","40","585479","160426","159733","57081","0","327266","1641","0","6141","0","0","34565","585479","457858","450552","431405","450552","93.1438958456328","0","0","0","0","7306","127621","127621","0","0","0","127621","0","3474","0","918","544080","333550","577126.2","583870","238222","580482","30566","23969","492","6105","37808","962","0","0","45331","126159","1659","45331","0"
"25803","0","733661","","HATCH BANK","San Marcos","CA","92078","12/31/2021","5/18/2022","NM","1001 W San Marcos Blvd","","1","0","0","7","1","San Diego","41740","San Diego-Carlsbad, CA","1/2/1982","12/17/1984","4/12/2019","Stock","26647","0","FDIC","DIF","San Francisco","NEW YORK","Orange","San Francisco","Western","Western","0","0","https://www.hatchbank.com","7","409992","310358","310354","43405","0","47688","806","0","200","0","0","8341","409992","380511","378440","378394","378440","99.7539900644752","0","0","1000","0","1071","29481","29481","0","850","1433","27198","0","141","0","366","401447","57235","342366.6","438155.5","79475","471422","0","0","0","0","1000","0","1000","291","0","29131","806","0","0"
"30039","4610","918477","3948439","HAVEN SAVINGS BANK","Hoboken","NJ","7030","12/31/2021","5/18/2022","SB","621 Washington St.","HAVEN BCORP MHC","9","0","0","4","0","Hudson","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1938","1/14/1939","11/8/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.havenbank.com","107","1018278","59580","56402","145692","0","759630","5352","0","6801","0","5947","40628","1018278","908118","873840","755427","873840","86.0383343078439","889","0","25000","0","8389","110160","110160","0","4500","0","105660","0","4489","0","2475","961724","455249","998477.8","1013219.5","0","1015220","28364","15245","2859","10260","102490","1678","25000","0","59336","105974","0","59336","0"
"26411","4530","109574","5462975","HAVERHILL BANK","Haverhill","MA","1830","12/31/2021","5/18/2022","SB","180 Merrimack St","HB HOLDINGS MHC","7","0","1","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1877","10/24/1985","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.haverhillbank.com","65","539010","74232","72079","106424","0","337345","3131","0","7824","0","218","12967","539010","484697","464326","356198","464326","78.8651223693392","0","0","17625","0","2746","54313","54313","0","0","49231","5082","0","165","15","907","515848","290381","530084","542739.5","348094","542623","10065","10065","0","0","61566","1409","17625","0","88847","54447","3131","88847","0"
"18296","11914","915065","1142439","HAWAII NATIONAL BANK","Honolulu","HI","96817","12/31/2021","5/18/2022","N","45 N. King St, 7th Fl.","HAWAII NATIONAL BANCSHARES INC","13","0","0","4","0","Honolulu","46520","Urban Honolulu, HI","9/16/1960","9/16/1960","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.hawaiinational.bank","156","891460","364249","345824","84140","0","416723","6273","0","3183","0","504","22661","891460","821871","818945","742891","818945","55.2679811027929","0","0","0","0","2926","69589","69589","0","5910","12750","50929","0","2420","0","1880","846687","171123","851251.8","877399.5","386722","880024","14221","9446","0","4775","41590","1584","0","0","137218","67735","4854","137218","0"
"10619","9496","508346","2038409","HAWTHORN BANK","Jefferson City","MO","65101","12/31/2021","5/18/2022","NM","132 E. High St.","HAWTHORN BANCSHARES INC","22","0","0","4","0","Cole","27620","Jefferson City, MO","1/1/1911","1/1/1934","2/22/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.hawthornbank.com","298","1823981","154935","137721","308493","7122","1287479","16903","0","32719","8845","2659","21729","1823981","1630377","1518653","1063755","1518653","66.1934683622976","23829","0","77419","0","10476","193604","193604","0","3000","96905","93699","0","25473","145","6614","1740815","676122","1740789","1777056.5","1422277","1748980","2509","2509","0","0","102323","3727","77419","2249","396959","193085","17063","396959","18360"
"9035","0","224954","1127351","HEADWATERS STATE BANK","Land O Lakes","WI","54540","12/31/2021","5/18/2022","NM","4175 County Hwy. B","HEADWATERS BCORP INC","2","0","0","8","1","Vilas","","","9/1/1921","1/1/1934","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","WWW.HEADWATERSSTATEBANK.COM","14","84043","30302","22172","13155","0","39935","325","0","414","0","0","237","84043","73669","73442","54572","73442","90.8331064524912","0","0","0","0","227","10374","10374","0","100","4000","6274","0","54","0","205","75262","28494","80930.4","83549","0","83048","0","0","0","0","1548","335","0","0","1162","10182","0","1162","0"
"31236","6586","902672","3066977","HEARTHSIDE BANK CORPORATION","Middlesboro","KY","40965","12/31/2021","5/18/2022","NM","1602 Cumberland Ave","HFB FINANCIAL CORP","6","0","1","4","0","Bell","","","1/1/1920","6/19/1961","8/29/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.hearthsidebank.com","93","463379","36426","30372","99235","0","304021","4210","271","8364","59","0","15003","463379","413002","388961","300096","388961","84.5921077326121","0","0","20438","0","3603","50377","50377","0","4184","269","45924","0","2886","0","1371","433899","314389","451139.6","464009.5","299878","462344","10047","9858","0","189","20288","1348","20000","689","41577","49946","3756","41577","0"
"14809","15458","604547","1249105","HEARTLAND BANK","Somers","IA","50586","12/31/2021","5/18/2022","NM","615 6th Ave.","SOMERS BCORP","5","0","0","2","1","Calhoun","","","1/1/1901","10/16/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.heartlandbanks.bank","30","196378","5106","142","35573","0","148072","2438","0","3932","0","661","3034","196378","171591","163600","124681","163600","79.3647786442418","6630","0","0","0","1361","24787","24787","0","570","3006","21211","0","86","0","2127","183787","95448","191041.2","196253.5","167924","192155","0","0","0","0","19789","751","0","0","40413","23471","2103","40413","0"
"9443","14785","853112","1399073","HEARTLAND BANK","Whitehall","OH","43213","12/31/2021","5/18/2022","SM","430 N Hamilton Rd","HEARTLAND BANCCORP","22","0","1","4","0","Franklin","18140","Columbus, OH","1/1/1911","1/1/1934","4/8/2020","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.heartland.bank","276","1464528","64024","53779","156554","0","1160674","14965","0","31972","5","14971","36328","1464528","1297702","1268460","784467","1268460","52.8754370129793","9032","0","12000","0","8210","166826","166826","0","467","48881","117478","0","1651","16","5248","1371007","749255","1507174","1458138","1178128","1439586","18120","9535","0","8585","49284","25973","12000","3539","295090","152668","14729","295090","0"
"18740","14701","88455","1834396","HEARTLAND BANK","Geneva","NE","68361","12/31/2021","5/18/2022","NM","896 G St.","GENEVA STATE CO","14","0","0","2","0","Fillmore","","","3/3/1899","3/28/1963","1/5/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.myheartland.bank","113","739947","18026","6895","225779","0","435513","5643","0","15451","0","19845","25333","739947","650218","625938","526160","625938","80.6093098948976","2879","0","16000","0","5401","89729","89729","0","1337","62828","25564","0","940","0","8102","668187","279617","730077.8","743150","0","717970","9448","7487","314","1647","49350","86","16000","0","168729","67425","0","168729","0"
"20369","11128","426534","1208120","HEARTLAND BANK AND TRUST COMPANY","Bloomington","IL","61704","12/31/2021","5/18/2022","NM","401 N Hershey Rd","HBT FINANCIAL INC","69","0","1","4","0","Mclean","14010","Bloomington, IL","2/22/1971","2/22/1971","12/4/2021","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.hbtbank.com","728","4311088","408978","385591","1281286","0","2480695","23936","0","53935","3278","39259","43657","4311088","3849749","3763157","2650526","3763157","77.528129595156","61256","0","0","0","25336","461339","461339","0","5000","133676","322663","0","2811","0","14898","4147572","1449046","3944917.8","4123263","2836876","4226748","7393","5384","0","2009","119518","5440","0","4942","609947","428226","23936","609947","242296"
"35052","0","2800491","2800482","HEARTLAND NATIONAL BANK","Sebring","FL","33870","12/31/2021","5/18/2022","N","320 Us. Hwy. 27 N.","HEARTLAND BANCSHARES INC","4","0","0","7","0","Highlands","42700","Sebring, FL","9/7/1999","9/7/1999","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","http://www.heartlandnb.com","58","658568","286143","282412","209967","0","146888","2379","0","3918","0","0","11652","658568","610375","606537","469142","606537","70.2696509177957","0","0","0","0","3838","48193","48193","0","3000","14131","31062","0","0","0","723","639267","68158","619623.6","645561.5","198855","651291","8167","3207","0","4960","14227","4620","0","1067","49918","48623","2379","49918","0"
"3919","10272","837653","1134966","HEARTLAND STATE BANK","Edgeley","ND","58433","12/31/2021","5/18/2022","SM","401 Main St.","JBS INC","2","0","0","2","1","Lamoure","","","1/1/1921","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.heartlandstatebank.com","12","72650","10812","8324","16491","700","39818","458","0","1124","0","908","2797","72650","64993","64606","42140","64606","82.4725844121696","0","0","0","0","387","7657","7657","0","150","4550","2957","0","0","0","763","65333","16072","68964.2","70238.5","0","68797","1589","0","0","1589","618","31","0","0","8080","6789","0","8080","0"
"9007","0","135854","1123018","HEARTLAND STATE BANK","Redfield","SD","57469","12/31/2021","5/18/2022","NM","302 E. 7th Ave.","WESSINGTON BANKSHARES INC","4","0","0","2","1","Spink","","","1/1/1909","1/1/1934","4/2/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","www.hsbsd.com","21","120993","3401","995","39340","5000","67983","945","0","1538","0","0","3731","120993","109398","105875","72035","105875","75.2553380279031","0","0","3252","0","271","11595","11595","0","100","8400","3095","0","0","0","1327","113318","22395","109495.6","116118","86319","121285","1581","1581","0","0","3900","322","3252","0","35317","11679","945","35317","0"
"25851","0","833758","4361035","HEARTLAND TRI-STATE BANK","Elkhart","KS","67950","12/31/2021","5/18/2022","SM","601 Morton St.","ELKHART FINANCIAL CORP","4","0","0","2","0","Morton","","","1/2/1985","1/2/1985","4/26/2019","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.heartlandtristate.bank","26","141117","7104","5730","47849","8546","69786","1041","0","2031","528","594","4679","141117","127348","125866","94287","125866","72.2828805793557","0","0","0","0","1482","13769","13769","0","1000","8371","4398","0","2601","491","1606","131911","70117","134840.8","136977","86378","134851","2374","2374","0","0","6117","5508","0","0","10708","12576","1041","10708","0"
"8811","12216","780722","2876544","HEBRON SAVINGS BANK","Hebron","MD","21830","12/31/2021","5/18/2022","NM","101 N. Main St.","HSB BCORP INC","13","0","0","4","0","Wicomico","41540","Salisbury, MD-DE","6/11/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.hebronsavingsbank.com","129","822820","224385","214635","68512","0","498052","9300","0","11472","235","0","20164","822820","755063","736418","469138","736418","79.9910156764232","0","0","16206","0","2439","67757","67757","0","4173","6278","57306","0","4830","0","1610","781199","101899","777299","809386","545152","814971","13281","9910","0","3371","38075","10058","16206","0","163711","67904","6850","163711","0"
"32718","13285","1414819","","HELM BANK USA","Miami","FL","33131","12/31/2021","5/18/2022","NM","999 Brickell Ave","","1","0","0","5","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12/8/1989","12/8/1989","7/15/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.helmbankusa.com","115","908464","191614","126030","256669","0","450682","8364","0","414","0","0","9085","908464","809517","805627","385667","805627","49.5014376713323","0","0","0","0","3890","98947","98947","0","9000","8800","81147","0","10142","0","4269","833381","311206","948063.2","945997","347634","978346","0","0","0","0","114395","0","0","0","12315","99521","4396","12315","0"
"29241","3155","849076","","HENDERSON FEDERAL SAVINGS BANK","Henderson","TX","75652","12/31/2021","5/18/2022","SA","130 N. Marshall St.","","1","0","0","5","0","Rusk","30980","Longview, TX","11/1/1934","12/13/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.hendersonfederal.com","21","118156","33711","33324","13793","0","69027","1389","0","604","0","0","1021","118156","93007","92509","85630","92509","94.5177643027768","0","0","0","0","498","25149","25149","0","0","0","25149","0","817","0","369","116144","49973","116056.2","118489","0","119826","0","0","0","0","6374","257","0","0","4392","25174","0","4392","0"
"17229","0","97055","1055847","HENDERSON STATE BANK","Henderson","NE","68371","12/31/2021","5/18/2022","NM","1040 N. Main St.","HENDERSON STATE CO","4","0","0","2","0","York","","","10/13/1943","6/17/1953","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.hendersonstatebank.net","33","269583","5973","6","41484","0","212373","3113","0","1975","0","0","7778","269583","235416","183673","155492","183673","69.9762191106927","0","0","51400","0","343","34167","34167","0","300","27380","6487","0","4824","0","3493","253863","53542","266982.8","264656","0","262610","0","0","0","0","46600","7500","51400","0","48712","33649","0","48712","0"
"13111","10145","633640","1207552","HENDRICKS COUNTY BANK AND TRUST COMPANY","Brownsburg","IN","46112","12/31/2021","5/18/2022","SM","1 E. Main St.","MIDSTATE FINANCIAL CORP","5","0","0","4","0","Hendricks","26900","Indianapolis-Carmel-Anderson, IN","1/1/1908","1/1/1934","7/27/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.hendrickscountybank.com","44","217294","19990","18570","83094","0","100672","1433","0","8515","0","0","5023","217294","197226","196793","135914","196793","81.4418113084834","0","0","0","0","433","20068","20068","0","280","3755","16033","0","8","0","641","202336","84675","208886.6","216289.5","0","221520","2794","0","0","2794","11618","4128","0","0","23821","20825","0","23821","0"
"18463","14744","225942","1205594","HERITAGE BANK","Marion","IA","52302","12/31/2021","5/18/2022","NM","695 Marion Blvd.","DELHI BANCSHARES INC","3","0","0","7","1","Linn","16300","Cedar Rapids, IA","3/1/1899","12/7/1961","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.heritagemarion.bank","5","46207","8822","8015","13819","4950","18010","119","0","200","0","0","406","46207","42446","41784","30834","41784","90.8879957896751","0","0","486","0","176","3761","3761","0","588","2422","751","0","0","0","175","44794","14082","43318","45303","0","44888","0","0","0","0","1479","409","342","0","1821","3997","0","1821","149"
"29012","2763","881478","2166124","HERITAGE BANK","Olympia","WA","98501","12/31/2021","5/18/2022","NM","201 5th Ave, S.W.","HERITAGE FINANCIAL CORP","55","0","1","4","0","Thurston","36500","Olympia-Tumwater, WA","1/1/1927","1/23/1935","12/31/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.heritagebanknw.com","767","7429804","1723292","1661915","1277728","0","3774777","42361","0","105794","0","251256","296957","7429804","6559942","6397803","4050381","6397803","58.1560760354719","50839","0","0","0","111300","869862","869862","0","1810","686330","181722","0","24047","1998","14657","6714420","2238570","7083758.8","7342675","4453501","7141425","120196","84550","11616","24030","150620","7377","0","1476","1118866","615819","38639","1118866","653346"
"17145","0","666554","1055089","HERITAGE BANK","Wood River","NE","68883","12/31/2021","5/18/2022","NM","110 E 9th St.","HERITAGE GROUP INC","18","0","0","2","0","Hall","24260","Grand Island, NE","1/1/1884","9/24/1952","11/30/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","www.bankonheritage.com","75","531637","71276","59292","281805","0","168591","2000","0","4431","0","0","5534","531637","482246","442992","338178","442992","83.3084281760847","38469","0","0","0","785","49391","49391","0","180","49802","-591","0","0","0","2701","509688","81377","565443.2","547926.5","0","567472","0","0","0","0","40003","2587","0","383","93742","50017","0","93742","0"
"57548","52892","3120897","3120310","HERITAGE BANK","Topeka","KS","66614","12/31/2021","5/18/2022","SM","3024 S.W. Wanamaker Rd.","HERITAGE BANCSHARES INC","1","0","0","4","1","Shawnee","45820","Topeka, KS","4/14/2003","4/14/2003","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.heritagebankonline.com","12","86562","17045","16532","6053","2427","59527","825","0","594","195","0","721","86562","77560","75695","62995","75695","73.2768070578602","1671","0","0","0","194","9002","9002","0","3000","5595","407","0","190","0","179","84539","35059","83182.8","86861","60692","87306","0","0","0","0","3943","2717","0","0","9687","9056","759","9687","0"
"58220","0","3429219","5513121","HERITAGE BANK & TRUST","Columbia","TN","38401","12/31/2021","5/18/2022","NM","217 S James M Campbell Blvd","HERITAGE FINANCIAL CORP","4","0","0","4","0","Maury","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","3/6/2006","3/6/2006","11/16/2021","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","http://www.heritagebankandtrust.com","45","255185","24129","16088","38733","16450","165945","3393","0","5056","0","0","4872","255185","233719","231967","196266","231967","83.9022456270389","0","0","0","0","1752","21466","21466","0","1","16273","5192","0","484","0","501","237216","69741","223992","248800.5","179660","245146","2773","2773","0","0","6559","1867","0","0","49871","21310","2260","49871","0"
