cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"57899","0","3317192","4526496","1ST ADVANTAGE BANK","Saint Peters","MO","63376","12/31/2021","5/18/2022","NM","240 Salt Lick Rd.","BANC INVESTORS LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","18","133621","14833","13713","2032","0","113329","1159","0","1964","796","0","667","133621","120041","119745","78626","119745","72.4492607218294","0","0","0","0","296","13580","13580","0","534","16612","-3566","0","0","0","250","129074","23817","135243","134997","114305","141414","0","0","0","0","7829","2462","0","0","15975","13530","1159","15975","0"
"4122","0","350657","","1ST BANK IN HOMINY","Hominy","OK","74035","12/31/2021","5/18/2022","SM","117 N. Price","","1","0","0","7","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","8/1/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","11","47077","10039","9182","20102","682","15446","173","0","520","23","0","265","47077","43427","43405","31515","43405","87.3566130741236","0","0","0","0","22","3650","3650","0","300","300","3050","0","502","0","182","45412","9144","45627.8","47123","0","47173","0","0","0","0","2187","0","0","0","2235","3763","0","2235","0"
"30367","5236","148470","3848427","1ST BANK OF SEA ISLE CITY","Sea Isle City","NJ","8243","12/31/2021","5/18/2022","SB","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","0","8","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","41","316170","89948","85235","31640","500","178669","1032","0","4473","528","0","10412","316170","288276","280265","214568","280265","67.3253196036665","0","0","0","0","8011","27894","27894","0","100","0","27794","0","17","0","583","296044","151208","300775.4","317455","148655","323096","6579","5152","0","1427","17879","9367","0","0","31458","28033","1032","31458","0"
"57298","0","3048487","3559844","1ST BANK YUMA","Yuma","AZ","85364","12/31/2021","5/18/2022","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","71","563017","107462","100657","159893","6915","266701","3419","0","6342","0","2855","12849","563017","513866","510396","256105","510396","61.6262803583044","0","0","0","0","3470","49151","49151","0","5165","15222","28764","0","786","0","1688","534166","307963","547338.4","556416","308116","549691","7908","4694","0","3214","12164","5208","0","0","90425","46996","3474","90425","0"
"58485","0","3594797","5533567","1ST CAPITAL BANK","Salinas","CA","93901","12/31/2021","5/18/2022","NM","150 Main St, # 150, Salinas,","1ST CAPITAL BCORP","7","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","10/30/2020","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapitalbank.com","93","999192","84079","77237","333870","0","555663","8578","0","4782","0","64","20734","999192","918787","913251","435169","913251","41.180831121506","0","0","2609","0","2927","80405","80405","0","61220","2918","16267","0","957","129","3431","966770","450948","933238","1004272","630576","999224","8437","0","0","8437","6790","10345","0","0","97471","80819","7892","97471","0"
"35456","0","2920773","3118513","1ST COLONIAL COMMUNITY BANK","Collingswood","NJ","8108","12/31/2021","5/18/2022","NM","1040 Haddon Ave.","1ST COLONIAL BCORP INC","4","0","1","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","2/3/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","102","682068","40402","39601","111807","24","504934","6906","0","1072","0","0","23829","682068","616628","612793","517552","612793","49.1889466341408","0","0","0","0","3835","65440","65440","0","1025","25549","38866","0","3526","0","1664","656366","307337","669188.8","683047.5","461787","707110","16160","14899","0","1261","39601","664","0","9957","114550","65168","5786","114550","0"
"11706","12404","338945","1204083","1ST COMMUNITY BANK","Sherrard","IL","61281","12/31/2021","5/18/2022","NM","407 3rd St.","ILLINOIS HOLDING CO","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","17","69343","18524","15260","4070","1000","44475","476","0","630","0","0","644","69343","62480","62313","49176","62313","85.1497217276941","0","0","0","0","167","6863","6863","0","200","1320","5343","0","143","0","494","64805","7833","67485.4","68126","0","68137","0","0","0","0","3254","2915","0","0","5783","6787","0","5783","0"
"27552","10064","1412619","2784920","1ST CONSTITUTION BANK","Cranbury","NJ","8512","12/31/2021","5/18/2022","NM","2650 Rt. 130","1ST CONSTITUTION BCORP","26","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","11/8/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","179","1903178","324639","304528","348316","0","1113125","16681","0","28386","0","36673","52039","1903178","1683155","1658778","1143176","1658778","73.6837695956412","0","0","15814","0","8563","220023","219973","0","6061","117124","96788","50","11709","0","4315","1765969","232414","1842775.2","1906580.5","1392355","1892283","37580","29805","0","7775","28478","400","0","7275","593292","184511","16681","593292","0"
"34393","0","2531562","2531553","1ST EQUITY BANK","Skokie","IL","60076","12/31/2021","5/18/2022","NM","3956 W. Dempster St.","FIRST EQUITY CORP","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","5/5/2020","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","10","141266","37398","31025","178","0","99230","1593","0","1257","0","1025","2178","141266","118454","104839","92633","104839","80.5151827267872","0","0","13402","0","213","22812","22812","0","2500","17000","3312","0","2106","0","241","130433","6339","140951.6","141011","91958","139033","956","956","0","0","11488","1500","13330","0","6368","21788","1155","6368","0"
"31410","6903","535575","3834710","1ST FEDERAL SAVINGS BANK OF SC, INC.","Walterboro","SC","29488","12/31/2021","5/18/2022","SA","300 Robertson Blvd.","FIRST CAROLINA BANCSHARES M H C","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","24","129090","25363","24345","24272","0","76164","874","0","1901","0","491","899","129090","117946","117721","99009","117721","85.994716590077","0","0","0","0","225","11144","11144","0","1013","1111","9020","0","113","0","262","124781","43155","126573.8","130671","57534","130594","0","0","0","0","1011","1262","0","0","10220","11313","721","10220","0"
"1673","0","526452","","1ST FINANCIAL BANK USA","Dakota Dunes","SD","57049","12/31/2021","5/18/2022","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","287","940324","78327","59401","34989","900","707694","12081","0","42228","292","4827","71067","940324","748984","690688","674016","690688","92.9702202071789","0","0","32356","0","25940","191340","191340","0","88","89912","101340","0","9155","0","5369","802984","36748","794629","926323.5","816526","901910","0","0","0","0","32328","270","2500","0","1768879","186513","10230","1768879","0"
"6646","8805","480723","","1ST NATIONAL BANK","Lebanon","OH","45036","12/31/2021","5/18/2022","N","730 E. Main St.","","11","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","12/31/2021","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","104","250282","40040","36579","34795","8383","141318","2016","0","9054","0","4270","12422","250282","230399","220816","159969","220816","77.5834672581996","0","0","7000","0","2583","19883","19883","0","850","824","18209","0","682","89","1726","221075","87649","253115","250948","153020","253461","4486","3300","0","1186","11037","1327","7000","7754","44226","19157","1916","44226","31397"
"57633","0","1018927","4347208","1ST SECURITY BANK OF WASHINGTON","Mountlake Terrac","WA","98043","12/31/2021","5/18/2022","SB","6920 220th St. Sw, # 300","FS BCORP INC","23","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/15/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","536","2286020","36888","25091","278860","145","1854386","25635","0","30894","0","23342","61505","2286020","2008630","1943638","1456289","1943638","70.707849727857","0","0","42528","0","22464","277390","277390","0","0","114274","163116","0","5823","129","7594","2158482","1306269","2204564","2256546","0","2226567","37092","27534","0","9558","72511","4257","42528","125810","486741","270765","0","486741","352445"
"9087","10250","991340","1199602","1ST SOURCE BANK","South Bend","IN","46601","12/31/2021","5/18/2022","SM","100 N. Michigan St, # B","1ST SOURCE CORP","82","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","1131","8096004","529592","475172","1863041","0","5232006","127492","24436","70647","0","87898","288384","8096004","7135564","6679568","4626584","6679568","55.4328385880397","289268","24873","45483","0","96372","960440","907231","0","2818","273814","630599","53209","40288","2352","17760","7570219","1769701","7722844.8","8030787","6167646","8045537","71466","51569","0","19897","429175","18637","44150","13284","1148984","891457","77770","1148984","1398789"
"57626","0","3223305","3223293","1ST STATE BANK","Saginaw","MI","48604","12/31/2021","5/18/2022","NM","4800 Fashion Sq. Blvd, # 100","1ST STATE FINANCIAL LTD","5","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststate.bank","69","456542","124229","119453","61634","0","244504","5003","0","13988","23","2005","10159","456542","418808","403161","210512","403161","48.3138542741487","0","0","13500","0","2147","37734","37734","0","6040","29979","1715","0","4548","0","799","425591","48440","446152.6","454467","300917","458713","7173","7173","0","0","4190","14551","13500","1967","145929","38171","3775","145929","13892"
"8426","10595","526519","1830240","1ST SUMMIT BANK","Johnstown","PA","15904","12/31/2021","5/18/2022","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","17","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","208","1303961","14549","878","581429","0","663306","7261","0","14898","13","339","29427","1303961","1180676","1139938","1015895","1139938","68.373125875585","0","0","30400","2000","8338","123285","123285","0","771","9363","113151","0","3511","0","4538","1245613","1007375","1285150.2","1299956","716835","1291086","17849","12060","0","5789","76058","39704","15000","0","166831","118152","7661","166831","0"
"57869","0","3309393","","1ST TRUST BANK, INC.","Hazard","KY","41701","12/31/2021","5/18/2022","NM","44 Commerce Dr","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","1/28/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","52","262138","61107","56103","15102","517","175998","1705","0","7738","294","0","1382","262138","236926","236599","183959","236599","70.316481640346","0","0","54","0","273","25212","25212","0","9231","6000","9981","0","1853","0","278","247720","72099","258446.6","260275.5","0","261218","0","0","0","0","46555","7130","54","0","19577","25430","0","19577","0"
"31249","6607","350572","5281989","1ST UNITED BANK","Faribault","MN","55021","12/31/2021","5/18/2022","NM","430 4th St Nw","MIDCOUNTRY ACQUISITION CORP","2","0","0","7","0","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","22","197191","14781","14105","103876","0","69813","1085","0","2505","0","4227","1989","197191","175485","174525","139772","174525","83.6837461903343","0","0","0","0","960","21706","21706","0","77","17302","4327","0","51","0","578","187794","54153","190919.6","199677","100142","195534","0","0","0","0","1115","0","0","260","28437","18806","1085","28437","718"
"9751","0","340256","3304352","21ST CENTURY BANK","Loretto","MN","55357","12/31/2021","5/18/2022","NM","699 N. Medina St.","DOLPHIN FAMILY MANAGEMENT CO","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","64","630085","20491","18312","88462","0","513576","4455","0","1186","989","0","5381","630085","555123","548135","361842","548135","63.03637587492","0","0","5000","0","1988","74962","74962","0","341","49659","24962","0","652","618","1465","620350","132343","615651","621083","418293","624716","1097","1097","0","0","5000","1499","5000","0","41771","75463","4455","41771","0"
"16910","0","449430","3438051","22ND STATE BANK","Louisville","AL","36048","12/31/2021","5/18/2022","NM","1920 Main St.","FEB BANCSHARES INC","6","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","11/13/2020","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.22ndstatebank.com","68","201632","29030","25112","22444","3810","133551","2017","0","5095","253","2722","4727","201632","177996","175411","111775","175411","81.6242351243402","0","0","272","0","2313","23636","23636","0","50","32967","-9381","0","2046","0","650","184917","42299","205657.8","201260","154672","198309","3492","3492","0","0","6360","2709","0","0","34405","21357","1934","34405","0"
"91005","0","455253","4754758","5STAR BANK","Colorado Springs","CO","80914","12/31/2021","5/18/2022","NM","Peterson Air Force Base, 455","LITTLE LONDON BCORP","6","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","54","414080","111552","107000","17678","0","278862","3970","0","2192","0","859","2937","414080","366106","357654","273718","357654","61.9071050931997","0","0","7227","0","1225","47974","47974","0","385","30965","16624","0","640","0","825","403540","18484","407071.4","423694.5","0","390210","0","0","0","0","13673","2952","0","0","67232","46908","0","67232","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","12/31/2021","5/18/2022","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","3","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","31","256834","77061","76392","3046","0","171622","2348","0","2279","0","0","2826","256834","233624","219496","126300","219496","62.9129327507893","0","0","13261","0","867","23210","23210","0","3750","22354","-2894","0","3303","0","557","251060","31543","261998.4","255334.5","186409","254669","0","0","0","0","13539","7969","0","192","44309","21936","2330","44309","0"
"32257","8059","762773","","ABACUS FEDERAL SAVINGS BANK","New York","NY","10013","12/31/2021","5/18/2022","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","82","336780","90179","87100","0","0","233656","3018","0","4093","0","2560","6292","336780","286261","284764","173484","284764","85.4249988588042","0","0","0","0","1497","50519","50519","0","2000","0","48519","0","545","0","929","320756","112339","345972.8","332384.5","153388","325559","0","0","0","0","5362","223","0","330","3946","44189","2009","3946","0"
"30332","5179","114774","","ABBEVILLE BUILDING & LOAN (A STATE-CHARTERED SAVINGS BANK)","Abbeville","LA","70510","12/31/2021","5/18/2022","SB","1212 Charity St","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","11/16/2021","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","22","63624","13865","13138","1250","0","41145","630","0","1362","3","4886","1113","63624","45397","44357","42006","44357","84.4205592735303","0","0","0","0","1040","18227","18227","0","0","0","18227","0","929","0","164","55533","22250","60996","62697.5","49729","64457","0","0","0","0","3221","25","0","1246","22506","18227","621","22506","5117"
"30619","5642","416272","","ABBEVILLE FIRST BANK, SSB","Abbeville","SC","29620","12/31/2021","5/18/2022","SB","205 S. Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","17","101496","6624","5887","34032","0","55929","831","0","669","0","0","4242","101496","91376","84518","71303","84518","85.8243214463191","0","0","6450","0","408","10120","10120","0","0","0","10120","0","21","0","364","95848","75330","99076","102015.5","0","100368","2481","2481","0","0","2171","1237","6450","0","5297","9061","0","5297","0"
"19795","16035","198149","3612794","ABBYBANK","Abbotsford","WI","54405","12/31/2021","5/18/2022","NM","401 E. Spruce St.","ABBY BCORP INC","8","0","0","4","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","10/25/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","119","644590","48210","37961","191745","766","369513","3928","0","14235","1860","3655","14606","644590","592700","548725","427492","548725","76.0404959626079","5000","0","37000","0","1975","51890","51890","0","3000","10027","38863","0","1271","0","1484","599985","242815","633828.4","640944","427233","636974","10808","10808","0","0","51452","1247","37000","225","72009","52288","3928","72009","5423"
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","12/31/2021","5/18/2022","SM","6 Harrison Ave","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/1/2021","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","www.abingtonbank.com","76","601038","91373","77631","43039","9049","402463","3497","0","8390","0","24113","22611","601038","504567","481152","461027","481152","81.284539429246","0","0","19500","0","3915","96471","96471","0","1","92150","4320","0","1039","0","1077","532182","254357","590926.8","599126.5","403071","573836","16806","16806","0","0","51360","0","19500","0","85695","72280","3843","85695","0"
"19600","0","535753","2107707","ACADEMY BANK, NATIONAL ASSOCIATION","Kansas City","MO","64108","12/31/2021","5/18/2022","N","1881 Main St","DICKINSON FINANCIAL CORP II","82","0","1","4","0","Jackson","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","3/25/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","527","2305640","218874","177315","379335","0","1632146","32511","0","25043","0","14511","35731","2305640","1917838","1832895","1351695","1832895","70.2320632070625","13445","0","47012","0","24486","387802","387802","0","12400","294955","80447","0","21072","552","5202","2188796","955333","2284180.6","2284360","1907015","2248974","2999","2999","0","0","122488","20901","47012","4151","525873","373806","23951","525873","46727"
"4061","13760","266253","1055708","ACB BANK","Cherokee","OK","73728","12/31/2021","5/18/2022","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","23","120621","2713","771","21425","449","89518","1411","0","1204","40","0","5272","120621","105030","103790","82769","103790","78.9524892108508","0","0","529","0","711","15591","15591","0","300","4642","10649","0","6471","0","1411","112163","30877","122382","120238.5","0","119988","2395","2395","0","0","6820","121","529","0","11163","15283","0","11163","0"
"58727","0","3614837","3637939","ACCESS BANK","Omaha","NE","68114","12/31/2021","5/18/2022","NM","8712 W. Dodge Rd.","3MV BCORP INC","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","123","914858","235961","229123","87966","0","549131","9689","0","17423","0","11270","13107","914858","824285","808526","530052","808526","42.540771640475","0","0","10000","0","5759","90573","90573","0","789","56509","33275","0","321","0","2249","866220","199777","846948.4","886598","676574","915417","5211","5211","0","0","17314","17774","10000","5003","143158","79725","8472","143158","29122"
"58562","0","3535848","4556381","ACCESSBANK TEXAS","Denton","TX","76201","12/31/2021","5/18/2022","NM","320 W. Eagle Drive, # 100","ACCESS BCORP INC","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","74","568146","53760","49134","25588","62649","405777","6170","0","10475","0","218","9679","568146","513205","511014","350348","511014","54.7780197589711","0","0","0","0","2191","54941","54941","0","3311","43848","7782","0","4238","1217","904","543148","91388","544700.4","556281","438082","559662","6197","6197","0","0","28413","10096","0","1852","71968","54368","5485","71968","8162"
"7506","12499","5210","1117464","ACNB BANK","Gettysburg","PA","17325","12/31/2021","5/18/2022","NM","16 Lincoln Sq.","ACNB CORP","31","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","1/11/2020","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.acnb.com","360","2772684","710131","695219","444588","0","1451587","19033","0","33018","0","38921","94439","2772684","2505701","2441127","2353839","2441127","85.3466048994576","35202","0","14270","0","15102","266983","266983","0","4798","108340","153845","0","6219","0","5520","2591394","823699","2685322.8","2775544.5","1509020","2794154","64261","57832","0","6429","153428","5759","11000","2193","365320","246259","18867","365320","0"
"18489","12279","463650","5006472","ADAMS BANK & TRUST","Ogallala","NE","69153","12/31/2021","5/18/2022","SM","315 N. Spruce St.","ADAGE LLC","20","0","1","2","0","Keith","","","2/26/1962","2/26/1962","10/3/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.abtbank.com","220","1181623","111313","96716","299243","0","734497","12996","0","15496","0","0","21074","1181623","1073038","1040636","820678","1040636","77.9755134038367","0","0","27000","0","5402","108585","108585","20000","3000","17000","68585","0","1578","0","7774","1130456","106572","1107953.6","1152962.5","0","1158423","1857","1857","0","0","53990","39","27000","2765","168803","108657","0","168803","0"
"90140","12033","343903","","ADAMS COMMUNITY BANK","Adams","MA","1220","12/31/2021","5/18/2022","SB","2 Ctr. St","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","5/1/2021","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","113","890706","53063","45140","134721","151","663373","4784","0","7995","417","8039","22947","890706","823265","795640","670792","795640","55.7036368595089","0","0","23500","0","4125","67441","67441","0","0","0","67441","0","1802","0","2572","843385","582934","817427.4","875900","508169","871474","12655","11118","0","1537","35340","1874","23500","0","74611","60586","4784","74611","0"
"14311","0","9553","1053870","ADAMS COUNTY BANK","Kenesaw","NE","68956","12/31/2021","5/18/2022","NM","401 N. Smith Ave.","FIRST KENESAW CO","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.adamscountybank.net","13","221337","9232","4879","78096","555","122359","1212","0","864","0","0","10231","221337","202279","134791","104452","134791","85.2171011160963","0","0","66299","0","1189","19058","19058","0","400","1700","16958","0","67","0","2855","205889","93064","212847.4","216809","152611","215821","3888","2895","0","993","11057","419","64111","0","33698","19078","1212","33698","0"
"9812","0","332756","","ADAMS STATE BANK","Adams","NE","68301","12/31/2021","5/18/2022","NM","649 Main St.","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.adamsstate.com","9","61213","8529","7827","13014","0","38131","300","0","655","0","0","884","61213","51064","47025","34652","47025","83.2770018918861","0","0","4000","0","39","10149","10149","0","100","3000","7049","0","4","0","456","58972","10622","59555.8","60518.5","0","60087","0","0","0","0","6375","529","4000","0","5997","10321","0","5997","0"
"28380","1473","101671","2467474","ADIRONDACK BANK","Utica","NY","13501","12/31/2021","5/18/2022","SM","185 Genesee St.","ADIRONDACK BCORP INC","19","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","180","958373","119366","108093","274398","0","526000","4121","0","7130","171","2514","28794","958373","884856","807086","471607","807086","71.855624885391","39992","0","30958","0","6820","73517","73517","0","3792","20533","49192","0","7399","0","2062","908491","389713","1019623.4","1010287.5","434038","1012950","19127","19127","0","0","67708","7230","30958","664","109934","73232","4123","109934","0"
"8251","0","94858","1399505","ADRIAN BANK","Adrian","MO","64720","12/31/2021","5/18/2022","SM","130 E. Main St.","ADRIAN BANCSHARES INC","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","30","178683","7190","5593","77099","0","92083","1228","0","667","0","0","1644","178683","159713","157663","114832","157663","86.000976160141","1686","0","0","0","364","18970","18970","0","100","600","18270","0","300","0","1289","174775","111424","172753","177566","89570","179794","0","0","0","0","5574","224","0","0","11497","18485","1121","11497","0"
"8822","0","293352","1125254","ADRIAN STATE BANK","Adrian","MN","56110","12/31/2021","5/18/2022","NM","322 Maine Ave.","ADRIAN BUILDING CORP","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","11","62281","7053","3683","8131","6248","40082","593","0","99","0","0","668","62281","56680","56586","36278","56586","74.622884798813","0","0","44","0","50","5601","5601","0","120","4505","976","0","1422","944","512","58144","11047","60654.8","61796.5","0","61645","0","0","0","0","2323","2104","0","0","550","5657","0","550","0"
