CUSIP,SEQ,START,COUPON,MARGIN,SIMPNDX,FIRSTRST,CPNFRQ,FORMULA
3130ASEE5,1,2022-06-30,3.5,0.0,0,N/A,S,3.5
3130ASEF2,1,2022-06-29,2.52,0.0,0,N/A,S,2.52
3130ASEG0,1,2022-06-13,2.46,0.0,0,N/A,S,2.46
3130ASEH8,1,2022-06-30,2.5,0.0,0,N/A,Q,2.5
3130ASEH8,2,2022-09-30,2.75,0.0,0,N/A,Q,2.75
3130ASEH8,3,2022-12-30,3.0,0.0,0,N/A,Q,3.0
3130ASEH8,4,2023-03-30,3.25,0.0,0,N/A,Q,3.25
3130ASEH8,5,2023-06-30,3.5,0.0,0,N/A,Q,3.5
3130ASEH8,6,2023-09-30,3.75,0.0,0,N/A,Q,3.75
3130ASEH8,7,2023-12-30,4.0,0.0,0,N/A,Q,4.0
3130ASEH8,8,2024-03-30,4.25,0.0,0,N/A,Q,4.25
3130ASEH8,9,2024-06-30,4.5,0.0,0,N/A,Q,4.5
3130ASEH8,10,2024-09-30,4.75,0.0,0,N/A,Q,4.75
3130ASEH8,11,2024-12-30,5.0,0.0,0,N/A,Q,5.0
3130ASEH8,12,2025-03-30,5.25,0.0,0,N/A,Q,5.25
3130ASEJ4,1,2022-06-23,4.5,0.0,0,N/A,S,4.5
3130ASHC6,1,2022-06-28,3.54,0.0,0,N/A,S,3.54
3130ASHE2,1,2022-06-28,3.875,0.0,0,N/A,S,3.875
3130ASHG7,1,2022-06-29,3.3,0.0,0,N/A,S,3.3
3130ASHH5,1,2022-06-28,4.26,0.0,0,N/A,S,4.26
3130ASHK8,1,2022-06-21,3.125,0.0,0,N/A,S,3.125
3130ASHL6,1,2022-07-28,3.8,0.0,0,N/A,Q,3.8
3130ASHL6,2,2022-10-28,4.0,0.0,0,N/A,Q,4.0
3130ASHL6,3,2023-01-28,4.2,0.0,0,N/A,Q,4.2
3130ASHL6,4,2023-04-28,4.4,0.0,0,N/A,Q,4.4
3130ASHL6,5,2023-07-28,4.6,0.0,0,N/A,Q,4.6
3130ASHL6,6,2023-10-28,4.8,0.0,0,N/A,Q,4.8
3130ASHL6,7,2024-01-28,5.0,0.0,0,N/A,Q,5.0
3130ASHL6,8,2024-04-28,5.2,0.0,0,N/A,Q,5.2
3130ASHL6,9,2024-07-28,5.4,0.0,0,N/A,Q,5.4
3130ASHL6,10,2024-10-28,5.6,0.0,0,N/A,Q,5.6
3130ASHL6,11,2025-01-28,5.8,0.0,0,N/A,Q,5.8
3130ASHL6,12,2025-04-28,6.0,0.0,0,N/A,Q,6.0
3130ASHL6,13,2025-07-28,6.25,0.0,0,N/A,Q,6.25
3130ASHL6,14,2025-10-28,6.5,0.0,0,N/A,Q,6.5
3130ASHL6,15,2026-01-28,7.0,0.0,0,N/A,Q,7.0
3130ASHL6,16,2026-04-28,7.5,0.0,0,N/A,Q,7.5
3130ASHL6,17,2026-07-28,8.0,0.0,0,N/A,Q,8.0
3130ASHL6,18,2026-10-28,8.5,0.0,0,N/A,Q,8.5
3130ASHL6,19,2027-01-28,9.0,0.0,0,N/A,Q,9.0
3130ASHL6,20,2027-04-28,10.0,0.0,0,N/A,Q,10.0
3130ASHM4,1,2022-06-29,3.25,0.0,0,N/A,S,3.25
3130ASHN2,1,2022-06-28,3.48,0.0,0,N/A,S,3.48
3130ASHR3,1,2022-07-14,4.0,0.0,0,N/A,S,4.0
3130ASHS1,1,2022-06-23,4.21,0.0,0,N/A,S,4.21
3130ASHT9,1,2022-07-12,4.5,0.0,0,N/A,S,4.5
3130ASHU6,1,2022-06-29,3.5,0.0,0,N/A,S,3.5
3130ASHV4,1,2022-06-28,3.05,0.0,0,N/A,S,3.05
3130ASHW2,1,2022-07-21,4.0,0.0,0,N/A,S,4.0
3130ASHX0,1,2022-07-11,3.55,0.0,0,N/A,S,3.55
3130ASHY8,1,2022-07-14,3.25,0.0,0,N/A,S,3.25
3130ASHZ5,1,2022-07-12,4.25,0.0,0,N/A,S,4.25
3130ASJ26,1,2022-06-27,3.5,0.0,0,N/A,S,3.5
3130ASJL4,1,2022-06-30,2.35,0.0,0,N/A,S,2.35
3130ASJM2,1,2022-06-30,3.0,0.0,0,N/A,Q,3.0
3130ASJN0,1,2022-06-29,4.27,0.0,0,N/A,S,4.27
3130ASJP5,1,2022-06-30,5.2,0.0,0,N/A,S,5.2
3130ASJQ3,1,2022-06-30,2.9,0.0,0,N/A,S,2.9
3130ASJR1,1,2022-06-29,3.0,0.0,0,N/A,S,3.0
3130ASJS9,1,2022-07-18,3.25,0.0,0,N/A,S,3.25
3130ASJT7,1,2022-06-29,3.23,0.0,0,N/A,S,3.23
3130ASJU4,1,2022-06-29,3.018,0.0,0,N/A,S,3.018
3130ASJV2,1,2022-06-29,3.006,0.0,0,N/A,S,3.006
3130ASJW0,1,2022-06-29,3.016,0.0,0,N/A,S,3.016
3130ASJX8,1,2022-06-29,3.053,0.0,0,N/A,S,3.053
3130ASJY6,1,2022-06-29,3.087,0.0,0,N/A,S,3.087
3130ASJZ3,1,2022-06-29,3.091,0.0,0,N/A,S,3.091
3130ASK24,1,2022-06-29,3.105,0.0,0,N/A,S,3.105
3130ASK32,1,2022-06-29,3.114,0.0,0,N/A,S,3.114
3130ASK40,1,2022-06-29,3.25,0.0,0,N/A,S,3.25
3130ASK57,1,2022-06-29,3.089,0.0,0,N/A,S,3.089
3130ASK65,1,2022-06-29,3.029,0.0,0,N/A,S,3.029
3130ASK73,1,2022-06-29,3.037,0.0,0,N/A,S,3.037
3130ASK81,1,2022-06-30,3.25,0.0,0,N/A,S,3.25
3130ASK99,1,2022-07-14,3.0,0.0,0,N/A,S,3.0
3130ASK99,2,2023-07-14,4.5,0.0,0,N/A,S,4.5
3130ASKA6,1,2022-07-19,3.375,0.0,0,N/A,S,3.375
3130ASKB4,1,2022-06-29,3.35,0.0,0,N/A,S,3.35
3130ASKC2,1,2022-06-28,3.45,0.0,0,N/A,S,3.45
3130ASKD0,1,2022-07-19,4.25,0.0,0,N/A,S,4.25
3130ASKE8,1,2022-06-28,3.3,0.0,0,N/A,S,3.3
3130ASKF5,1,2022-06-30,3.0,0.0,0,N/A,S,3.0
3130ASKG3,1,2022-06-30,4.1,0.0,0,N/A,S,4.1
3130ASKH1,1,2022-06-29,4.0,0.0,0,N/A,S,4.0
3130ASKH1,2,2024-06-29,4.25,0.0,0,N/A,S,4.25
3130ASKH1,3,2025-06-29,4.5,0.0,0,N/A,S,4.5
3130ASKH1,4,2026-06-29,4.75,0.0,0,N/A,S,4.75
3130AKAT3,1,2020-10-05,0.17,0.0,0,N/A,S,0.17
3130AKAX4,1,2020-10-05,0.24,0.0,0,N/A,S,0.24
3130AKAY2,1,2020-10-07,0.4,0.0,0,N/A,S,0.4
3130AKAZ9,1,2020-09-29,0.52,0.0,0,N/A,S,0.52
3130AKB21,1,2020-10-05,1.57,0.0,0,N/A,S,1.57
3130AKB39,1,2020-10-05,1.65,0.0,0,N/A,S,1.65
3130AKB70,1,2020-10-05,0.94,0.0,0,N/A,S,0.94
3130AKB88,1,2020-10-01,1.19,0.0,0,N/A,S,1.19
3130AKB96,1,2020-10-02,1.08,0.0,0,N/A,S,1.08
3130AKBB1,1,2020-10-05,0.77,0.0,0,N/A,S,0.77
3130AKBJ4,1,2020-10-23,1.98,0.0,0,N/A,S,1.98
3130AKBK1,1,2020-10-05,0.22,0.0,0,N/A,S,0.22
3130AKBN5,1,2020-09-30,0.14,0.0,0,N/A,S,0.14
3130AKBS4,1,2020-10-14,1.41,0.0,0,N/A,S,1.41
3130AK5Y8,1,2020-09-21,0.97,0.0,0,N/A,S,0.97
3130AK5Z5,1,2020-09-18,1.45,0.0,0,N/A,S,1.45
3130AK6E1,1,2020-09-21,0.9,0.0,0,N/A,S,0.9
3130AK6F8,1,2020-09-21,0.23,0.0,0,N/A,S,0.23
3130AK6G6,1,2020-09-23,0.39,0.0,0,N/A,S,0.39
3130AK6H4,1,2020-09-22,0.5,0.0,0,N/A,S,0.5
3130AK6J0,1,2020-09-29,0.2,0.0,0,N/A,S,0.2
3130AK6K7,1,2020-09-24,0.9,0.0,0,N/A,S,0.9
3130AK6L5,1,2020-09-24,1.1,0.0,0,N/A,S,1.1
3130AK6M3,1,2020-09-30,1.5,0.0,0,N/A,S,1.5
3130AK6U5,1,2020-09-30,0.75,0.0,0,N/A,S,0.75
3130AK6V3,1,2020-09-22,0.73,0.0,0,N/A,S,0.73
3130AK6W1,1,2020-09-23,1.24,0.0,0,N/A,S,1.24
3130AK6X9,1,2020-09-24,2.0,0.0,0,N/A,S,2.0
3130AK7A8,1,2020-09-16,0.234,0.0,0,N/A,S,0.234
3130AK7D2,1,2020-10-14,0.23,0.0,0,N/A,S,0.23
3130A8FM0,1,2016-06-08,1.635,0.0,0,N/A,S,1.635
3130AKBU9,1,2020-10-15,0.85,0.0,0,N/A,S,0.85
3130AKBV7,1,2020-10-15,1.69,0.0,0,N/A,S,1.69
3130AKBW5,1,2020-10-15,0.3,0.0,0,N/A,S,0.3
3130AKBX3,1,2020-10-15,0.52,0.0,0,N/A,S,0.52
3130AKC20,1,2020-10-29,0.15,0.0,0,N/A,S,0.15
3130AKC38,1,2020-10-16,1.73,0.0,0,N/A,S,1.73
3130AKC46,1,2020-10-19,0.72,0.0,0,N/A,S,0.72
3130AKC53,1,2020-10-16,1.0,0.0,0,N/A,S,1.0
3130AKC61,1,2020-10-15,2.0,0.0,0,N/A,S,2.0
3130AKC87,1,2020-10-29,1.28,0.0,0,N/A,S,1.28
3130AKC95,1,2020-10-29,0.55,0.0,0,N/A,S,0.55
3130AKCC8,1,2020-10-29,0.26,0.0,0,N/A,S,0.26
3130AKCF1,1,2020-10-29,0.2,0.0,0,N/A,S,0.2
3130AKCG9,1,2020-10-29,0.195,0.0,0,N/A,S,0.195
3130AKCK0,1,2020-10-15,1.25,0.0,0,N/A,S,1.25
3130AKCM6,1,2020-10-23,2.15,0.0,0,N/A,S,2.15
3130AKCR5,1,2020-10-23,0.78,0.0,0,N/A,S,0.78
3130AKCS3,1,2020-10-26,1.02,0.0,0,N/A,S,1.02
3130AKFU5,1,2020-11-24,0.35,0.0,0,N/A,S,0.35
3130AKFV3,1,2020-11-19,1.87,0.0,0,N/A,S,1.87
3130AKFW1,1,2020-11-13,0.75,0.0,0,N/A,S,0.75
3130AKFX9,1,2020-11-24,0.25,0.0,0,N/A,S,0.25
3130AKFX9,2,2022-11-24,0.375,0.0,0,N/A,S,0.375
3130AKFX9,3,2023-11-24,0.75,0.0,0,N/A,S,0.75
3130AKFX9,4,2024-11-24,1.5,0.0,0,N/A,S,1.5
3130AKFX9,5,2025-05-24,3.0,0.0,0,N/A,S,3.0
3130AKFY7,1,2020-11-24,0.25,0.0,0,N/A,S,0.25
3130AKFY7,2,2022-11-24,0.375,0.0,0,N/A,S,0.375
3130AKFY7,3,2024-05-24,0.75,0.0,0,N/A,S,0.75
3130AKFY7,4,2024-11-24,1.25,0.0,0,N/A,S,1.25
3130AKFY7,5,2025-05-24,3.0,0.0,0,N/A,S,3.0
3130AKG26,1,2020-11-19,0.25,0.0,0,N/A,S,0.25
3130AKG26,2,2022-11-19,0.375,0.0,0,N/A,S,0.375
3130AKG26,3,2024-05-19,0.75,0.0,0,N/A,S,0.75
3130AKG26,4,2024-11-19,1.25,0.0,0,N/A,S,1.25
3130AKG26,5,2025-05-19,3.0,0.0,0,N/A,S,3.0
3130AKG75,1,2020-11-24,0.58,0.0,0,N/A,S,0.58
3130AKG83,1,2020-11-19,1.48,0.0,0,N/A,S,1.48
3130AKG91,1,2020-12-10,0.25,0.0,0,N/A,S,0.25
3130AKG91,2,2022-12-10,0.4,0.0,0,N/A,S,0.4
3130AKG91,3,2023-12-10,0.75,0.0,0,N/A,S,0.75
3130AKG91,4,2024-12-10,1.625,0.0,0,N/A,S,1.625
3130AKG91,5,2025-06-10,3.0,0.0,0,N/A,S,3.0
3130AKGB6,1,2020-11-20,1.58,0.0,0,N/A,S,1.58
3130AKGD2,1,2020-11-25,0.57,0.0,0,N/A,S,0.57
3130AKGE0,1,2020-11-25,0.2,0.0,0,N/A,S,0.2
3130AKGE0,2,2021-11-25,0.3,0.0,0,N/A,S,0.3
3130AKGE0,3,2022-11-25,0.4,0.0,0,N/A,S,0.4
3130AKGE0,4,2023-11-25,0.5,0.0,0,N/A,S,0.5
3130AKGE0,5,2024-05-25,0.75,0.0,0,N/A,S,0.75
3130AKGE0,6,2024-11-25,0.875,0.0,0,N/A,S,0.875
3130AKGE0,7,2025-05-25,1.0,0.0,0,N/A,S,1.0
3130AKEV4,1,2020-11-04,0.4,0.0,0,N/A,S,0.4
3130AKEW2,1,2020-11-04,0.43,0.0,0,N/A,S,0.43
3130AKEX0,1,2020-11-03,0.82,0.0,0,N/A,S,0.82
3130AKEY8,1,2020-11-03,0.84,0.0,0,N/A,S,0.84
3130AKF27,1,2020-11-05,1.3,0.0,0,N/A,S,1.3
3130AKF35,1,2020-11-05,1.7,0.0,0,N/A,S,1.7
3130AKF84,1,2020-11-04,0.125,0.0,0,N/A,S,0.125
3130AKF92,1,2020-11-04,0.375,0.0,0,N/A,S,0.375
3130AKFA9,1,2020-11-04,0.375,0.0,0,N/A,S,0.375
3130AKFB7,1,2020-11-04,1.125,0.0,0,N/A,S,1.125
3130AKFG6,1,2020-11-30,2.04,0.0,0,N/A,S,2.04
3130AKFH4,1,2020-11-09,2.15,0.0,0,N/A,S,2.15
3130AKFJ0,1,2020-11-12,0.53,0.0,0,N/A,S,0.53
3130AKFK7,1,2020-11-12,0.84,0.0,0,N/A,S,0.84
3130AKFL5,1,2020-11-17,0.875,0.0,0,N/A,S,0.875
3130AKFM3,1,2020-11-18,1.24,0.0,0,N/A,S,1.24
3130AKFN1,1,2020-11-13,1.73,0.0,0,N/A,S,1.73
3130AKFP6,1,2020-11-13,0.74,0.0,0,N/A,S,0.74
3130AKFQ4,1,2020-11-16,2.05,0.0,0,N/A,S,2.05
3130AKCT1,1,2020-10-29,0.54,0.0,0,N/A,S,0.54
3130AKCU8,1,2020-10-30,1.7,0.0,0,N/A,S,1.7
3130AKCV6,1,2020-10-27,1.78,0.0,0,N/A,S,1.78
3130AKCX2,1,2020-10-28,0.175,0.0,0,N/A,S,0.175
3130AKCY0,1,2020-10-28,0.17,0.0,0,N/A,S,0.17
3130AKCZ7,1,2020-10-28,0.21,0.0,0,N/A,S,0.21
3130AKDA1,1,2020-11-13,0.25,0.0,0,N/A,S,0.25
3130AKDA1,2,2023-11-13,0.7,0.0,0,N/A,S,0.7
3130AKDB9,1,2020-10-22,1.47,0.0,0,N/A,S,1.47
3130AKDF0,1,2020-10-29,0.85,0.0,0,N/A,S,0.85
3130AKDH6,1,2020-10-22,0.125,0.0,0,N/A,S,0.125
3130AKDL7,1,2020-10-29,1.22,0.0,0,N/A,S,1.22
3130AKDN3,1,2020-10-29,1.71,0.0,0,N/A,S,1.71
3130AKDP8,1,2020-11-19,0.16,0.0,0,N/A,S,0.16
3130AKDQ6,1,2020-11-05,0.18,0.0,0,N/A,S,0.18
3130AKHB5,1,2020-11-30,1.79,0.0,0,N/A,S,1.79
3130AKHC3,1,2020-11-30,2.05,0.0,0,N/A,S,2.05
3130AKHF6,1,2020-12-02,1.27,0.0,0,N/A,S,1.27
3130AKHK5,1,2020-12-01,0.55,0.0,0,N/A,S,0.55
3130AKHL3,1,2020-12-01,0.56,0.0,0,N/A,S,0.56
3130AKHM1,1,2020-11-30,0.875,0.0,0,N/A,S,0.875
3130AKHP4,1,2020-12-02,1.29,0.0,0,N/A,S,1.29
3130AKHR0,1,2020-12-18,0.625,0.0,0,N/A,S,0.625
3130AKHS8,1,2020-12-17,0.9,0.0,0,N/A,S,0.9
3130AKHW9,1,2020-12-22,0.27,0.0,0,N/A,S,0.27
3130AKHX7,1,2020-12-21,0.89,0.0,0,N/A,S,0.89
3130AKJ23,1,2020-12-08,0.95,0.0,0,N/A,S,0.95
3130AKGG5,1,2020-11-24,0.2,0.0,0,N/A,S,0.2
3130AKGG5,2,2022-11-24,0.3,0.0,0,N/A,S,0.3
3130AKGG5,3,2023-05-24,0.4,0.0,0,N/A,S,0.4
3130AKGG5,4,2023-11-24,0.6,0.0,0,N/A,S,0.6
3130AKGG5,5,2024-05-24,1.25,0.0,0,N/A,S,1.25
3130AKGG5,6,2024-11-24,2.0,0.0,0,N/A,S,2.0
3130AKGG5,7,2025-05-24,3.0,0.0,0,N/A,S,3.0
3130AKGL4,1,2020-11-27,0.3,0.0,0,N/A,S,0.3
3130AKGM2,1,2020-11-24,0.875,0.0,0,N/A,S,0.875
3130AKGN0,1,2020-11-30,1.02,0.0,0,N/A,S,1.02
3130AKGP5,1,2020-12-02,1.28,0.0,0,N/A,S,1.28
3130AKGR1,1,2020-12-08,0.25,0.0,0,N/A,S,0.25
3130AKGR1,2,2022-12-08,0.5,0.0,0,N/A,S,0.5
3130AKGR1,3,2023-12-08,0.75,0.0,0,N/A,S,0.75
3130AKGR1,4,2024-12-08,1.5,0.0,0,N/A,S,1.5
3130AKGR1,5,2025-06-08,3.0,0.0,0,N/A,S,3.0
3130AKGT7,1,2020-12-17,0.2,0.0,0,N/A,S,0.2
3130AKGT7,2,2021-12-17,0.3,0.0,0,N/A,S,0.3
3130AKGT7,3,2022-12-17,0.4,0.0,0,N/A,S,0.4
3130AKGT7,4,2023-12-17,0.5,0.0,0,N/A,S,0.5
3130AKGT7,5,2024-06-17,1.0,0.0,0,N/A,S,1.0
3130AKGT7,6,2024-12-17,2.0,0.0,0,N/A,S,2.0
3130AKGT7,7,2025-06-17,4.0,0.0,0,N/A,S,4.0
3130AKGU4,1,2020-11-30,1.43,0.0,0,N/A,S,1.43
3130AKGV2,1,2020-12-01,0.9,0.0,0,N/A,S,0.9
3130AKGX8,1,2020-12-15,0.2,0.0,0,N/A,S,0.2
3130AKGX8,2,2021-06-15,0.25,0.0,0,N/A,S,0.25
3130AKGX8,3,2021-12-15,0.3,0.0,0,N/A,S,0.3
3130AKGX8,4,2022-06-15,0.35,0.0,0,N/A,S,0.35
3130AKGX8,5,2022-12-15,0.4,0.0,0,N/A,S,0.4
3130AKGX8,6,2023-06-15,0.55,0.0,0,N/A,S,0.55
3130AKGX8,7,2023-12-15,0.75,0.0,0,N/A,S,0.75
3130AKGX8,8,2024-06-15,1.0,0.0,0,N/A,S,1.0
3130AKGX8,9,2024-12-15,1.5,0.0,0,N/A,S,1.5
3130AKGX8,10,2025-06-15,3.0,0.0,0,N/A,S,3.0
3130AKJP2,1,2020-12-29,0.25,0.0,0,N/A,S,0.25
3130AKJQ0,1,2020-12-30,0.39,0.0,0,N/A,S,0.39
3130AKJR8,1,2020-12-16,0.57,0.0,0,N/A,S,0.57
3130AKJS6,1,2020-12-17,1.81,0.0,0,N/A,S,1.81
3130AKJT4,1,2020-12-30,1.29,0.0,0,N/A,S,1.29
3130AKJU1,1,2020-12-30,0.875,0.0,0,N/A,S,0.875
3130AKJW7,1,2020-12-15,0.6,0.0,0,N/A,S,0.6
3130AKJX5,1,2020-12-17,1.625,0.0,0,N/A,S,1.625
3130AKJY3,1,2020-12-15,2.22,0.0,0,N/A,S,2.22
3130AKK21,1,2020-12-11,0.25,0.0,0,N/A,S,0.25
3130AKK54,1,2020-12-17,1.15,0.0,0,N/A,S,1.15
3130AKK70,1,2021-01-08,0.2,0.0,0,N/A,S,0.2
3130AKK70,2,2021-07-08,0.25,0.0,0,N/A,S,0.25
3130AKK70,3,2022-01-08,0.3,0.0,0,N/A,S,0.3
3130AKK70,4,2022-07-08,0.35,0.0,0,N/A,S,0.35
3130AKK70,5,2023-01-08,0.45,0.0,0,N/A,S,0.45
3130AKK70,6,2023-07-08,0.55,0.0,0,N/A,S,0.55
3130AKK70,7,2024-01-08,0.75,0.0,0,N/A,S,0.75
3130AKK70,8,2024-07-08,0.875,0.0,0,N/A,S,0.875
3130AKK70,9,2025-01-08,2.0,0.0,0,N/A,S,2.0
3130AKK70,10,2025-07-08,4.0,0.0,0,N/A,S,4.0
3130AKK88,1,2020-12-30,0.6,0.0,0,N/A,S,0.6
3130AKK96,1,2020-12-30,1.25,0.0,0,N/A,S,1.25
3130AKKA3,1,2020-12-28,1.79,0.0,0,N/A,S,1.79
3130AKKB1,1,2020-12-24,1.54,0.0,0,N/A,S,1.54
3130AKKC9,1,2020-12-29,0.5,0.0,0,N/A,S,0.5
3130AKKD7,1,2020-12-29,0.52,0.0,0,N/A,S,0.52
3130AKKE5,1,2020-12-28,0.22,0.0,0,N/A,S,0.22
3130AKKF2,1,2020-12-28,0.27,0.0,0,N/A,S,0.27
3130AKKG0,1,2020-12-30,0.52,0.0,0,N/A,S,0.52
3130AKKH8,1,2020-12-30,1.11,0.0,0,N/A,S,1.11
3130AKJ49,1,2020-12-23,0.44,0.0,0,N/A,S,0.44
3130AKJ56,1,2020-12-14,1.84,0.0,0,N/A,S,1.84
3130AKJ64,1,2020-12-29,0.25,0.0,0,N/A,S,0.25
3130AKJ64,2,2021-12-29,0.3,0.0,0,N/A,S,0.3
3130AKJ64,3,2022-06-29,0.35,0.0,0,N/A,S,0.35
3130AKJ64,4,2022-12-29,0.4,0.0,0,N/A,S,0.4
3130AKJ64,5,2023-06-29,0.45,0.0,0,N/A,S,0.45
3130AKJ64,6,2023-12-29,0.5,0.0,0,N/A,S,0.5
3130AKJ64,7,2024-06-29,0.75,0.0,0,N/A,S,0.75
3130AKJ64,8,2024-12-29,1.5,0.0,0,N/A,S,1.5
3130AKJ64,9,2025-06-29,3.5,0.0,0,N/A,S,3.5
3130AKJ72,1,2020-12-15,0.2,0.0,0,N/A,S,0.2
3130AKJ72,2,2021-06-15,0.25,0.0,0,N/A,S,0.25
3130AKJ72,3,2021-12-15,0.3,0.0,0,N/A,S,0.3
3130AKJ72,4,2022-06-15,0.35,0.0,0,N/A,S,0.35
3130AKJ72,5,2022-12-15,0.45,0.0,0,N/A,S,0.45
3130AKJ72,6,2023-06-15,0.55,0.0,0,N/A,S,0.55
3130AKJ72,7,2023-12-15,0.8,0.0,0,N/A,S,0.8
3130AKJ72,8,2024-06-15,1.125,0.0,0,N/A,S,1.125
3130AKJ72,9,2024-12-15,1.5,0.0,0,N/A,S,1.5
3130AKJ72,10,2025-06-15,2.0,0.0,0,N/A,S,2.0
3130AKJA5,1,2020-12-16,1.28,0.0,0,N/A,S,1.28
3130AKJC1,1,2020-12-10,0.2,0.0,0,N/A,S,0.2
3130AKJD9,1,2020-12-29,0.14,0.0,0,N/A,S,0.14
3130AKJE7,1,2020-12-30,0.56,0.0,0,N/A,S,0.56
3130AKJF4,1,2020-12-28,1.82,0.0,0,N/A,S,1.82
3130AKJG2,1,2020-12-28,2.08,0.0,0,N/A,S,2.08
3130AKJJ6,1,2020-12-30,0.25,0.0,0,N/A,S,0.25
3130AKJJ6,2,2021-12-30,0.3,0.0,0,N/A,S,0.3
3130AKJJ6,3,2022-06-30,0.35,0.0,0,N/A,S,0.35
3130AKJJ6,4,2022-12-30,0.4,0.0,0,N/A,S,0.4
3130AKJJ6,5,2023-06-30,0.45,0.0,0,N/A,S,0.45
3130AKJJ6,6,2023-12-30,0.5,0.0,0,N/A,S,0.5
3130AKJJ6,7,2024-06-30,1.0,0.0,0,N/A,S,1.0
3130AKJJ6,8,2024-12-30,2.0,0.0,0,N/A,S,2.0
3130AKJJ6,9,2025-06-30,4.0,0.0,0,N/A,S,4.0
3130AKJN7,1,2020-12-16,0.67,0.0,0,N/A,S,0.67
3130AKMK9,1,2021-01-20,0.2,0.0,0,N/A,S,0.2
3130AKMK9,2,2022-01-20,0.25,0.0,0,N/A,S,0.25
3130AKMK9,3,2023-01-20,0.5,0.0,0,N/A,S,0.5
3130AKMK9,4,2024-01-20,0.75,0.0,0,N/A,S,0.75
3130AKMK9,5,2025-01-20,1.5,0.0,0,N/A,S,1.5
3130AKML7,1,2021-01-29,0.8,0.0,0,N/A,S,0.8
3130AKMM5,1,2021-01-27,0.52,0.0,0,N/A,S,0.52
3130AKMN3,1,2021-01-19,0.265,0.0,0,N/A,S,0.265
3130AKMP8,1,2021-01-12,0.55,0.0,0,N/A,S,0.55
3130AKMQ6,1,2021-01-28,1.3,0.0,0,N/A,S,1.3
3130AKMR4,1,2021-01-15,0.33,0.0,0,N/A,S,0.33
3130AKMS2,1,2021-01-14,2.1,0.0,0,N/A,S,2.1
3130AKMT0,1,2021-01-21,0.295,0.0,0,N/A,S,0.295
3130AKMU7,1,2021-01-22,1.83,0.0,0,N/A,S,1.83
3130AKMV5,1,2021-01-29,0.65,0.0,0,N/A,S,0.65
3130AKMW3,1,2021-01-20,0.6,0.0,0,N/A,S,0.6
3130AKMX1,1,2021-01-28,1.3,0.0,0,N/A,S,1.3
3130AKMY9,1,2021-01-15,0.55,0.0,0,N/A,S,0.55
3130AKMZ6,1,2021-01-14,0.51,0.0,0,N/A,S,0.51
3130AKN28,1,2021-01-29,0.55,0.0,0,N/A,S,0.55
3130AKN36,1,2021-01-15,0.525,0.0,0,N/A,S,0.525
3130AKN44,1,2021-01-13,1.17,0.0,0,N/A,S,1.17
3130AKN51,1,2021-01-28,0.52,0.0,0,N/A,S,0.52
3130AKN69,1,2021-01-28,0.5,0.0,0,N/A,S,0.5
3130AKN77,1,2021-01-28,1.5,0.0,0,N/A,S,1.5
3130AKN85,1,2021-01-20,0.55,0.0,0,N/A,S,0.55
3130AKN93,1,2021-01-26,0.53,0.0,0,N/A,S,0.53
3130AKNA0,1,2021-01-26,0.25,0.0,0,N/A,S,0.25
3130AKNA0,2,2022-01-26,0.375,0.0,0,N/A,S,0.375
3130AKNA0,3,2023-01-26,0.5,0.0,0,N/A,S,0.5
3130AKNA0,4,2024-01-26,0.75,0.0,0,N/A,S,0.75
3130AKNA0,5,2025-01-26,1.25,0.0,0,N/A,S,1.25
3130AKNB8,1,2021-01-28,1.28,0.0,0,N/A,S,1.28
3130AKNC6,1,2021-01-29,0.625,0.0,0,N/A,S,0.625
3130AKND4,1,2021-01-28,0.8,0.0,0,N/A,S,0.8
3130AKNE2,1,2021-01-28,0.9,0.0,0,N/A,S,0.9
3130AKLH7,1,2020-12-30,0.2,0.0,0,N/A,S,0.2
3130AKLH7,2,2021-12-30,0.25,0.0,0,N/A,S,0.25
3130AKLH7,3,2022-12-30,0.5,0.0,0,N/A,S,0.5
3130AKLH7,4,2023-12-30,0.75,0.0,0,N/A,S,0.75
3130AKLH7,5,2024-12-30,1.5,0.0,0,N/A,S,1.5
3130AKLK0,1,2020-12-30,0.8,0.0,0,N/A,S,0.8
3130AKLL8,1,2020-12-30,0.5,0.0,0,N/A,S,0.5
3130AKLM6,1,2020-12-30,0.5,0.0,0,N/A,S,0.5
3130AKLN4,1,2021-01-14,0.2,0.0,0,N/A,S,0.2
3130AKLN4,2,2021-07-14,0.25,0.0,0,N/A,S,0.25
3130AKLN4,3,2022-01-14,0.3,0.0,0,N/A,S,0.3
3130AKLN4,4,2022-07-14,0.35,0.0,0,N/A,S,0.35
3130AKLN4,5,2023-01-14,0.4,0.0,0,N/A,S,0.4
3130AKLN4,6,2023-07-14,0.45,0.0,0,N/A,S,0.45
3130AKLN4,7,2024-01-14,0.5,0.0,0,N/A,S,0.5
3130AKLN4,8,2024-07-14,0.75,0.0,0,N/A,S,0.75
3130AKLN4,9,2025-01-14,1.5,0.0,0,N/A,S,1.5
3130AKLN4,10,2025-07-14,3.5,0.0,0,N/A,S,3.5
3130AKLP9,1,2020-12-30,0.2,0.0,0,N/A,S,0.2
3130AKLP9,2,2021-12-30,0.25,0.0,0,N/A,S,0.25
3130AKLP9,3,2022-06-30,0.3,0.0,0,N/A,S,0.3
3130AKLP9,4,2022-12-30,0.4,0.0,0,N/A,S,0.4
