 CUSIP              DEALER                                   
 3130AJTX7          WFS                                      
 3130AJTX7          BNY Mel                                  
 3130AJU80          FHN                                      
 3130AJUC1          JVB Financial Group                      
 3130AJUL1          StoneX Financial                         
 3130AJUL1          Daiwa Securities                         
 3130AJUL1          Truist                                   
 3130AJUL1          Vining-Sparks IBG                        
 3130AJUL1          InspereX                                 
 3130AJUL1          Stifel                                   
 3130AJUM9          StoneX Financial                         
 3130AJUM9          Truist                                   
 3130AJUM9          InspereX                                 
 3130AJUM9          Stifel                                   
 3130AJUN7          WFS                                      
 3130AJUN7          BNY Mel                                  
 3130AJUP2          FHN                                      
 3130AJUP2          J. P. Morgan NY                          
 3130AJUP2          Morgan Stanley                           
 3130AJUQ0          WFS                                      
 3130AJUV9          FHN                                      
 3130AJV30          Brean Capital                            
 3130AJV48          FHN                                      
 3130AJVB2          StoneX Financial                         
 3130AJVB2          Truist                                   
 3130AJVB2          Vining-Sparks IBG                        
 3130AJVB2          InspereX                                 
 3130AJVB2          Stifel                                   
 3130AJVC0          Brean Capital                            
 3130AJVG1          FHN                                      
 3130AJVG1          J. P. Morgan NY                          
 3130AJVG1          Morgan Stanley                           
 3130AJVV8          WFS                                      
 3130AJVW6          WFS                                      
 3130AJVZ9          Amherst Pierpont                         
 3130AJVZ9          RBC                                      
 3130AJVZ9          Mesirow                                  
 3130AJVZ9          JVB Financial Group                      
 3130AJVZ9          Multi Bank                               
 3130AJVZ9          Brean Capital                            
 3130AJW21          FHN                                      
 3130AJW21          J. P. Morgan NY                          
 3130AJW21          Morgan Stanley                           
 3130AJW70          Vining-Sparks IBG                        
 3130AJW70          InspereX                                 
 3130AJW70          Stifel                                   
 3130AJWA3          StoneX Financial                         
 3130AJWA3          Truist                                   
 3130AJWA3          Vining-Sparks IBG                        
 3130AJWA3          InspereX                                 
 3130AJWA3          Stifel                                   
 3130AJWB1          Citigroup                                
 3130AJWC9          RW Baird                                 
 3130AJWF2          FHN                                      
 3130AJWG0          Daiwa Securities                         
 3130AJWG0          Amherst Pierpont                         
 3130AJWG0          RBC                                      
 3130AJWG0          Mesirow                                  
 3130AJWG0          JVB Financial Group                      
 3130AJWG0          Multi Bank                               
 3130AJWK1          Mesirow                                  
 3130AJWL9          Vining-Sparks IBG                        
 3130AJWM7          Deutsche NY                              
 3130AJWN5          BB & T                                   
 3130AJWP0          Cantor                                   
 3130AJWQ8          WFS                                      
 3130AJWT2          Amherst Pierpont                         
 3130AJWT2          RBC                                      
 3130AJWT2          Mesirow                                  
 3130AJWT2          JVB Financial Group                      
 3130AJWT2          Multi Bank                               
 3130AJWU9          Mizuho Securities                        
 3130AJWY1          Nomura Securities                        
 3130AJX20          WFS                                      
 3130AJX20          Citigroup                                
 3130AJX38          Daiwa Securities                         
 3130AJX38          Amherst Pierpont                         
 3130AJX38          RBC                                      
 3130AJX38          JVB Financial Group                      
 3130AJX46          Cantor                                   
 3130AJX61          WFS                                      
 3130AJX79          FHN                                      
 3130AJX79          J. P. Morgan NY                          
 3130AJX79          Morgan Stanley                           
 3130AJX87          Cantor                                   
 3130AJX95          WFS                                      
 3130AJX95          Goldman, Sachs & Co                      
 3130AJX95          Morgan Stanley                           
 3130AJX95          BofA                                     
 3130AJX95          Nomura Securities                        
 3130AJX95          Raymond James                            
 3130AJXA2          Daiwa Securities                         
 3130AJXA2          FHN                                      
 3130AJXA2          WFS                                      
 3130AJXA2          Mizuho Securities                        
 3130AJXA2          Morgan Stanley                           
 3130AJXA2          Raymond James                            
 3130AJXA2          TD Securities                            
 3130AJXB0          Raymond James                            
 3130AJXD6          Barclays                                 
 3130AJXD6          StoneX Financial                         
 3130AJXD6          Daiwa Securities                         
 3130AJXD6          FHN                                      
 3130AJXD6          WFS                                      
 3130AJXD6          Goldman, Sachs & Co                      
 3130AJXD6          Morgan Stanley                           
 3130AJXD6          BofA                                     
 3130AJXD6          Nomura Securities                        
 3130AJXD6          Vining-Sparks IBG                        
 3130AJXD6          BNY Mel                                  
 3130AJXD6          NatWest Mkts                             
 3130AJXD6          Jefferies                                
 3130AJXE4          StoneX Financial                         
 3130AJXE4          Daiwa Securities                         
 3130AJXE4          FHN                                      
 3130AJXE4          Morgan Stanley                           
 3130AJXE4          BofA                                     
 3130AJXE4          NatWest Mkts                             
 3130AJXG9          InspereX                                 
 3130AJXH7          WFS                                      
 3130AJXJ3          Raymond James                            
 3130AJXK0          Truist                                   
 3130AJXN4          FHN                                      
 3130AJXT1          TD Securities                            
 3130AJXU8          Raymond James                            
 3130AJXW4          FHN                                      
 3130AJXW4          Morgan Stanley                           
 3130AJXW4          Raymond James                            
 3130AJXW4          InspereX                                 
 3130AJXZ7          Vining-Sparks IBG                        
 3130AJXZ7          InspereX                                 
 3130AJXZ7          Stifel                                   
 3130AJY78          RBC                                      
 3130AJYH6          WFS                                      
 3130AJYJ2          WFS                                      
 3130AJYK9          WFS                                      
 3130AJYQ6          Amherst Pierpont                         
 3130AJYQ6          JVB Financial Group                      
 3130AJYR4          FHN                                      
 3130AJYR4          J. P. Morgan NY                          
 3130AJYR4          Morgan Stanley                           
 3130AJYS2          FHN                                      
 3130AJYS2          J. P. Morgan NY                          
 3130AJYS2          Morgan Stanley                           
 3130AJYU7          WFS                                      
 3130AJYV5          WFS                                      
 3130AJYY9          Brean Capital                            
 3130AJYZ6          StoneX Financial                         
 3130AJYZ6          Truist                                   
 3130AJYZ6          Vining-Sparks IBG                        
 3130AJYZ6          InspereX                                 
 3130AJYZ6          Stifel                                   
 3130AJZ28          Vining-Sparks IBG                        
 3130AJZ28          InspereX                                 
 3130AJZ28          Stifel                                   
 3130AJZ36          StoneX Financial                         
 3130AJZ36          Truist                                   
 3130AJZ36          Vining-Sparks IBG                        
 3130AJZ36          InspereX                                 
 3130AJZ36          Stifel                                   
 3130AJZA0          Mizuho Securities                        
 3130AJZA0          Raymond James                            
 3130AJZA0          RW Baird                                 
 3130AJZA0          Cantor                                   
 3130AJZA0          Piper Sandler                            
 3130AJZB8          StoneX Financial                         
 3130AJZB8          Truist                                   
 3130AJZB8          Vining-Sparks IBG                        
 3130AJZB8          InspereX                                 
 3130AJZB8          Stifel                                   
 3130AJZG7          WFS                                      
 3130AJZG7          BNY Mel                                  
 3130AJZH5          WFS                                      
 3130AJZH5          BNY Mel                                  
 3130AJZJ1          StoneX Financial                         
 3130AJZJ1          Daiwa Securities                         
 3130AJZJ1          Truist                                   
 3130AJZJ1          Vining-Sparks IBG                        
 3130AJZJ1          InspereX                                 
 3130AJZJ1          Stifel                                   
 3130AJZQ5          Vining-Sparks IBG                        
 3130AJZR3          Stifel                                   
 3130AJZY8          WFS                                      
 3130AJZY8          BNY Mel                                  
 3130AJZZ5          Amherst Pierpont                         
 3130AJZZ5          JVB Financial Group                      
 3130AK2A3          Daiwa Securities                         
 3130AK2A3          Amherst Pierpont                         
 3130AK2A3          Mesirow                                  
 3130AK2A3          JVB Financial Group                      
 3130AK2A3          Multi Bank                               
 3130AK2B1          Daiwa Securities                         
 3130AK2B1          UBS                                      
 3130AK2B1          Amherst Pierpont                         
 3130AK2B1          RBC                                      
 3130AK2B1          Mesirow                                  
 3130AK2B1          JVB Financial Group                      
 3130AK2B1          Multi Bank                               
 3130AK2K1          Stifel                                   
 3130AK2L9          WFS                                      
 3130AK2L9          BNY Mel                                  
 3130AK2P0          Daiwa Securities                         
 3130AK2P0          Amherst Pierpont                         
 3130AK2P0          JVB Financial Group                      
 3130AK2P0          Brean Capital                            
 3130AK2Q8          WFS                                      
 3130AK2Q8          BNY Mel                                  
 3130AK2R6          FHN                                      
 3130AK2R6          J. P. Morgan NY                          
 3130AK2R6          Morgan Stanley                           
 3130AK2S4          Mizuho Securities                        
 3130AK2S4          Raymond James                            
 3130AK2S4          RW Baird                                 
 3130AK2S4          Cantor                                   
 3130AK2S4          Piper Sandler                            
 3130AK2T2          FHN                                      
 3130AK2T2          J. P. Morgan NY                          
 3130AK2T2          Morgan Stanley                           
 3130AK2U9          Raymond James                            
 3130AK2U9          Piper Sandler                            
 3130AK2W5          TD Securities                            
 3130AK2Y1          WFS                                      
 3130AK2Y1          Morgan Stanley                           
 3130AK2Y1          Raymond James                            
 3130AK3D6          Amherst Pierpont                         
 3130AK3D6          JVB Financial Group                      
 3130AK3E4          FHN                                      
 3130AK3F1          FHN                                      
 3130AK3G9          FHN                                      
 3130AK3G9          J. P. Morgan NY                          
 3130AK3G9          Morgan Stanley                           
 3130AK3J3          FHN                                      
 3130AK3L8          FHN                                      
 3130AK3M6          FHN                                      
 3130AK3R5          WFS                                      
 3130AK3R5          BNY Mel                                  
 3130AK3S3          WFS                                      
 3130AK3S3          BNY Mel                                  
 3130AK3T1          Daiwa Securities                         
 3130AK3T1          Truist                                   
 3130AK3T1          Vining-Sparks IBG                        
 3130AK3T1          InspereX                                 
 3130AK3T1          Stifel                                   
 3130AK3U8          FHN                                      
 3130AK3U8          J. P. Morgan NY                          
 3130AK3U8          Morgan Stanley                           
 3130AK3V6          Amherst Pierpont                         
 3130AK3V6          RBC                                      
 3130AK3V6          Mesirow                                  
 3130AK3V6          JVB Financial Group                      
 3130AK3V6          Multi Bank                               
 3130AK3V6          Brean Capital                            
 3130AK3W4          FHN                                      
 3130AK3W4          J. P. Morgan NY                          
 3130AK3W4          Morgan Stanley                           
 3130AK3X2          FHN                                      
 3130AK3Z7          StoneX Financial                         
 3130AK3Z7          Truist                                   
 3130AK3Z7          Vining-Sparks IBG                        
 3130AK3Z7          InspereX                                 
 3130AK3Z7          Stifel                                   
 3130AK4B9          Raymond James                            
 3130AK4C7          WFS                                      
 3130AK4J2          JVB Financial Group                      
 3130AK4P8          JVB Financial Group                      
 3130AK4Q6          Barclays                                 
 3130AK4Q6          StoneX Financial                         
 3130AK4Q6          UBS                                      
 3130AK4Q6          Amherst Pierpont                         
 3130AK4Q6          Great Pac                                
 3130AK4Q6          Academy Sec                              
 3130AK4S2          Nomura Securities                        
 3130AK4T0          Nomura Securities                        
 3130AK4U7          Citigroup                                
 3130AK4V5          FHN                                      
 3130AK4Y9          FHN                                      
 3130AK4Y9          J. P. Morgan NY                          
 3130AK4Y9          Morgan Stanley                           
 3130AK4Z6          Daiwa Securities                         
 3130AK4Z6          Amherst Pierpont                         
 3130AK4Z6          JVB Financial Group                      
 3130AK4Z6          Brean Capital                            
 3130AK5E2          Daiwa Securities                         
 3130AK5E2          FHN                                      
 3130AK5E2          WFS                                      
 3130AK5E2          Nomura Securities                        
 3130AK5E2          Citigroup                                
 3130AK5E2          Duncan-Williams                          
 3130AK5E2          Loop CM                                  
 3130AK5E2          Jefferies                                
 3130AK5E2          CastleOak                                
 3130AK5E2          Alamo Capital                            
 3130AK5E2          Academy Sec                              
 3130AK5E2          Drexel Ham                               
 3130AK5E2          Tribal                                   
 3130AK5J1          WFS                                      
 3130AK5K8          FHN                                      
 3130AK5L6          StoneX Financial                         
 3130AK5L6          Vining-Sparks IBG                        
 3130AK5L6          InspereX                                 
 3130AK5L6          Stifel                                   
 3130AK5R3          Barclays                                 
 3130AK5S1          JVB Financial Group                      
 3130AK5W2          Piper Sandler                            
 3130AK5X0          Barclays                                 
 3130AK5X0          StoneX Financial                         
 3130AK5X0          BofA                                     
 3130AK5X0          Amherst Pierpont                         
 3130AK5X0          Mischler                                 
 3130AK5Y8          Amherst Pierpont                         
 3130AK5Y8          JVB Financial Group                      
 3130AK5Y8          Brean Capital                            
 3130AK5Z5          JVB Financial Group                      
 3130AK6E1          Mizuho Securities                        
 3130AK6F8          Nomura Securities                        
 3130AK6G6          Nomura Securities                        
 3130AK6H4          Nomura Securities                        
 3130AK6J0          WFS                                      
 3130AK6J0          BNY Mel                                  
 3130AK6K7          FHN                                      
 3130AK6K7          J. P. Morgan NY                          
 3130AK6K7          Morgan Stanley                           
 3130AK6L5          FHN                                      
 3130AK6M3          Mizuho Securities                        
 3130AK6M3          Raymond James                            
 3130AK6M3          RW Baird                                 
 3130AK6M3          Cantor                                   
 3130AK6M3          Piper Sandler                            
 3130AK6N1          Barclays                                 
 3130AK6U5          StoneX Financial                         
 3130AK6U5          Truist                                   
 3130AK6U5          Vining-Sparks IBG                        
 3130AK6U5          InspereX                                 
 3130AK6U5          Stifel                                   
 3130AK6V3          Mesirow                                  
 3130AK6V3          Brean Capital                            
 3130AK6W1          Mizuho Securities                        
 3130AK6X9          Deutsche NY                              
 3130AK7A8          Cantor                                   
 3130AK7D2          WFS                                      
 3130AK7K6          Daiwa Securities                         
 3130AK7K6          Amherst Pierpont                         
 3130AK7K6          JVB Financial Group                      
 3130AK7K6          Brean Capital                            
 3130AKA55          FHN                                      
 3130AKA55          Morgan Stanley                           
 3130AKA63          StoneX Financial                         
 3130AKA63          Truist                                   
 3130AKA63          Vining-Sparks IBG                        
 3130AKA63          InspereX                                 
 3130AKA63          Stifel                                   
 3130AKA71          FHN                                      
 3130AKA71          Morgan Stanley                           
 3130AKA89          FHN                                      
 3130AKA89          Morgan Stanley                           
 3130AKAF3          Nomura Securities                        
 3130AKAG1          Daiwa Securities                         
 3130AKAG1          Amherst Pierpont                         
 3130AKAG1          JVB Financial Group                      
 3130AKAG1          Brean Capital                            
 3130AKAJ5          InspereX                                 
 3130AKAL0          Raymond James                            
 3130AKAM8          WFS                                      
 3130AKAN6          Stifel                                   
 3130AKAP1          Stifel                                   
 3130AKAQ9          FHN                                      
 3130AKAQ9          Morgan Stanley                           
 3130AKAS5          FHN                                      
 3130AKAT3          WFS                                      
 3130AKAT3          BNY Mel                                  
 3130AKAX4          Cantor                                   
 3130AKAX4          Piper Sandler                            
 3130AKAY2          Mizuho Securities                        
 3130AKAY2          Raymond James                            
 3130AKAY2          RW Baird                                 
 3130AKAY2          Cantor                                   
 3130AKAY2          Piper Sandler                            
 3130AKAZ9          WFS                                      
 3130AKAZ9          BNY Mel                                  
 3130AKB21          Brean Capital                            
 3130AKB39          Cantor                                   
 3130AKB70          Amherst Pierpont                         
 3130AKB70          JVB Financial Group                      
 3130AKB70          Brean Capital                            
 3130AKB88          Amherst Pierpont                         
 3130AKB88          JVB Financial Group                      
 3130AKB88          Brean Capital                            
 3130AKB96          FHN                                      
 3130AKB96          J. P. Morgan NY                          
 3130AKB96          Morgan Stanley                           
 3130AKBB1          Amherst Pierpont                         
 3130AKBB1          JVB Financial Group                      
 3130AKBJ4          Amherst Pierpont                         
 3130AKBJ4          JVB Financial Group                      
 3130AKBJ4          Brean Capital                            
 3130AKBK1          WFS                                      
 3130AKBK1          BNY Mel                                  
 3130AKBN5          Truist                                   
 3130AKBS4          Daiwa Securities                         
 3130AKBS4          Amherst Pierpont                         
 3130AKBS4          JVB Financial Group                      
 3130AKBS4          Brean Capital                            
 3130AKBT2          Barclays                                 
 3130AKBT2          Country Club                             
 3130AKBT2          FHN                                      
 3130AKBT2          J. P. Morgan NY                          
 3130AKBT2          BofA                                     
 3130AKBT2          Nomura Securities                        
 3130AKBT2          BNY Mel                                  
 3130AKBT2          Amherst Pierpont                         
 3130AKBT2          Academy Sec                              
 3130AKBU9          FHN                                      
 3130AKBU9          J. P. Morgan NY                          
 3130AKBU9          Morgan Stanley                           
 3130AKBV7          JVB Financial Group                      
 3130AKBW5          WFS                                      
 3130AKBW5          BNY Mel                                  
 3130AKBX3          WFS                                      
 3130AKBX3          BNY Mel                                  
 3130AKC20          WFS                                      
 3130AKC38          WFS                                      
 3130AKC46          StoneX Financial                         
 3130AKC46          Truist                                   
 3130AKC46          Vining-Sparks IBG                        
 3130AKC46          InspereX                                 
 3130AKC46          Stifel                                   
 3130AKC53          FHN                                      
 3130AKC53          J. P. Morgan NY                          
 3130AKC53          Morgan Stanley                           
 3130AKC61          RBC                                      
 3130AKC87          Amherst Pierpont                         
 3130AKC87          JVB Financial Group                      
 3130AKC87          Brean Capital                            
 3130AKC95          FHN                                      
 3130AKC95          J. P. Morgan NY                          
 3130AKC95          Morgan Stanley                           
 3130AKCC8          WFS                                      
 3130AKCF1          WFS                                      
 3130AKCG9          WFS                                      
 3130AKCK0          Amherst Pierpont                         
 3130AKCK0          JVB Financial Group                      
 3130AKCK0          Brean Capital                            
 3130AKCM6          Cantor                                   
 3130AKCR5          StoneX Financial                         
 3130AKCR5          Truist                                   
 3130AKCR5          Vining-Sparks IBG                        
 3130AKCR5          InspereX                                 
 3130AKCR5          Stifel                                   
 3130AKCS3          WFS                                      
 3130AKCT1          Barclays                                 
 3130AKCT1          Citigroup                                
 3130AKCU8          TD Securities                            
 3130AKCV6          Amherst Pierpont                         
 3130AKCV6          JVB Financial Group                      
 3130AKCX2          WFS                                      
 3130AKCY0          WFS                                      
 3130AKCZ7          WFS                                      
 3130AKD45          Barclays                                 
 3130AKD45          Deutsche NY                              
 3130AKD45          BNY Mel                                  
 3130AKD45          Amherst Pierpont                         
 3130AKD45          Jefferies                                
 3130AKD45          CastleOak                                
 3130AKDA1          InspereX                                 
 3130AKDB9          Amherst Pierpont                         
 3130AKDB9          JVB Financial Group                      
 3130AKDF0          TD Securities                            
 3130AKDH6          Daiwa Securities                         
 3130AKDH6          FHN                                      
 3130AKDH6          WFS                                      
 3130AKDH6          Mizuho Securities                        
 3130AKDH6          Morgan Stanley                           
 3130AKDH6          Citigroup                                
 3130AKDH6          Loop CM                                  
 3130AKDH6          MFR Sec                                  
 3130AKDH6          Cabrera CM                               
 3130AKDH6          CastleOak                                
 3130AKDH6          Mischler                                 
 3130AKDH6          Multi Bank                               
 3130AKDH6          Siebert Williams                         
 3130AKDL7          Daiwa Securities                         
 3130AKDL7          Amherst Pierpont                         
 3130AKDL7          JVB Financial Group                      
 3130AKDN3          JVB Financial Group                      
 3130AKDP8          WFS                                      
 3130AKDQ6          WFS                                      
 3130AKDS2          Amherst Pierpont                         
 3130AKDS2          JVB Financial Group                      
 3130AKDT0          RW Baird                                 
 3130AKDX1          WFS                                      
 3130AKE28          Barclays                                 
 3130AKE28          Citigroup                                
 3130AKE93          WFS                                      
 3130AKEA0          InspereX                                 
 3130AKEA0          CastleOak                                
 3130AKEF9          Vining-Sparks IBG                        
 3130AKEG7          WFS                                      
 3130AKEM4          Raymond James                            
 3130AKEM4          Piper Sandler                            
 3130AKER3          WFS                                      
 3130AKET9          Barclays                                 
 3130AKET9          Nomura Securities                        
 3130AKEV4          Amherst Pierpont                         
 3130AKEV4          JVB Financial Group                      
 3130AKEW2          Mizuho Securities                        
 3130AKEX0          Vining-Sparks IBG                        
 3130AKEX0          InspereX                                 
 3130AKEY8          Vining-Sparks IBG                        
 3130AKEY8          InspereX                                 
 3130AKF27          Amherst Pierpont                         
 3130AKF27          JVB Financial Group                      
 3130AKF35          Amherst Pierpont                         
 3130AKF35          JVB Financial Group                      
 3130AKF84          FHN                                      
 3130AKF84          WFS                                      
 3130AKF84          Morgan Stanley                           
 3130AKF92          Barclays                                 
 3130AKF92          Daiwa Securities                         
 3130AKF92          Mizuho Securities                        
 3130AKF92          Morgan Stanley                           
 3130AKF92          BofA                                     
 3130AKF92          NatWest Mkts                             
 3130AKFA9          Barclays                                 
 3130AKFA9          HSBC                                     
 3130AKFA9          Daiwa Securities                         
 3130AKFA9          FHN                                      
 3130AKFA9          WFS                                      
 3130AKFA9          Morgan Stanley                           
 3130AKFA9          Vining-Sparks IBG                        
 3130AKFA9          Raymond James                            
 3130AKFB7          Daiwa Securities                         
 3130AKFB7          FHN                                      
 3130AKFB7          WFS                                      
 3130AKFB7          Vining-Sparks IBG                        
 3130AKFB7          Raymond James                            
 3130AKFB7          InspereX                                 
 3130AKFC5          Barclays                                 
 3130AKFG6          Mizuho Securities                        
 3130AKFG6          Cantor                                   
 3130AKFG6          Piper Sandler                            
 3130AKFG6          Academy Sec                              
 3130AKFH4          Mizuho Securities                        
 3130AKFJ0          Mizuho Securities                        
 3130AKFJ0          Raymond James                            
 3130AKFJ0          Cantor                                   
 3130AKFJ0          Piper Sandler                            
 3130AKFK7          UBS                                      
 3130AKFK7          Amherst Pierpont                         
 3130AKFK7          RBC                                      
 3130AKFK7          Mesirow                                  
 3130AKFK7          JVB Financial Group                      
 3130AKFK7          Brean Capital                            
 3130AKFL5          FHN                                      
 3130AKFL5          J. P. Morgan NY                          
 3130AKFL5          Morgan Stanley                           
 3130AKFM3          Mizuho Securities                        
 3130AKFM3          Raymond James                            
 3130AKFM3          Cantor                                   
 3130AKFM3          Piper Sandler                            
 3130AKFN1          Amherst Pierpont                         
 3130AKFN1          JVB Financial Group                      
 3130AKFP6          Daiwa Securities                         
 3130AKFP6          Amherst Pierpont                         
 3130AKFP6          JVB Financial Group                      
 3130AKFP6          Brean Capital                            
 3130AKFQ4          Amherst Pierpont                         
 3130AKFQ4          JVB Financial Group                      
 3130AKFR2          Barclays                                 
 3130AKFR2          Goldman, Sachs & Co                      
 3130AKFU5          Nomura Securities                        
 3130AKFV3          FHN                                      
 3130AKFW1          Daiwa Securities                         
 3130AKFW1          FHN                                      
 3130AKFW1          WFS                                      
 3130AKFW1          Mizuho Securities                        
 3130AKFW1          BofA                                     
 3130AKFW1          Citigroup                                
 3130AKFW1          Vining-Sparks IBG                        
 3130AKFW1          Raymond James                            
 3130AKFW1          NatWest Mkts                             
 3130AKFX9          InspereX                                 
 3130AKFY7          InspereX                                 
 3130AKG26          Great Pac                                
 3130AKG34          Barclays                                 
 3130AKG34          FHN                                      
 3130AKG34          WFS                                      
 3130AKG34          Mizuho Securities                        
 3130AKG34          J. P. Morgan NY                          
 3130AKG34          BofA                                     
 3130AKG34          Deutsche NY                              
 3130AKG34          Amherst Pierpont                         
 3130AKG34          Siebert Williams                         
 3130AKG75          WFS                                      
 3130AKG75          BNY Mel                                  
 3130AKG83          FHN                                      
 3130AKG91          Mesirow                                  
 3130AKGB6          JVB Financial Group                      
 3130AKGD2          Nomura Securities                        
 3130AKGE0          Stifel                                   
 3130AKGG5          Great Pac                                
 3130AKGL4          WFS                                      
 3130AKGL4          BNY Mel                                  
 3130AKGM2          Raymond James                            
 3130AKGM2          Piper Sandler                            
 3130AKGM2          Academy Sec                              
 3130AKGN0          FHN                                      
 3130AKGN0          J. P. Morgan NY                          
 3130AKGN0          Morgan Stanley                           
 3130AKGP5          TD Securities                            
 3130AKGQ3          Barclays                                 
 3130AKGQ3          Jefferies                                
 3130AKGR1          InspereX                                 
 3130AKGT7          Mesirow                                  
 3130AKGU4          Daiwa Securities                         
 3130AKGU4          Amherst Pierpont                         
 3130AKGU4          JVB Financial Group                      
 3130AKGU4          Brean Capital                            
 3130AKGV2          Amherst Pierpont                         
 3130AKGV2          JVB Financial Group                      
 3130AKGV2          Brean Capital                            
 3130AKGX8          Amherst Pierpont                         
 3130AKH82          Barclays                                 
 3130AKH82          WFS                                      
 3130AKH82          Mizuho Securities                        
 3130AKH82          J. P. Morgan NY                          
 3130AKH82          BofA                                     
 3130AKH82          Citigroup                                
 3130AKH82          UBS                                      
 3130AKH82          BNY Mel                                  
 3130AKHB5          Amherst Pierpont                         
 3130AKHB5          RBC                                      
 3130AKHB5          JVB Financial Group                      
 3130AKHB5          Brean Capital                            
 3130AKHC3          Amherst Pierpont                         
 3130AKHC3          JVB Financial Group                      
 3130AKHF6          Barclays                                 
 3130AKHF6          Daiwa Securities                         
 3130AKHJ8          WFS                                      
 3130AKHJ8          J. P. Morgan NY                          
 3130AKHJ8          BofA                                     
 3130AKHJ8          Nomura Securities                        
 3130AKHK5          Nomura Securities                        
 3130AKHL3          Nomura Securities                        
 3130AKHM1          Citigroup                                
 3130AKHP4          InspereX                                 
 3130AKHR0          Citigroup                                
 3130AKHS8          FHN                                      
 3130AKHS8          J. P. Morgan NY                          
 3130AKHS8          Morgan Stanley                           
 3130AKHU3          Barclays                                 
 3130AKHU3          Nomura Securities                        
 3130AKHW9          Nomura Securities                        
 3130AKHX7          FHN                                      
 3130AKHX7          J. P. Morgan NY                          
 3130AKHX7          Morgan Stanley                           
 3130AKJ23          FHN                                      
 3130AKJ23          J. P. Morgan NY                          
 3130AKJ23          Morgan Stanley                           
 3130AKJ49          WFS                                      
 3130AKJ56          Stifel                                   
 3130AKJ64          FHN                                      
 3130AKJ72          Hilltop Sec                              
 3130AKJA5          Cantor                                   
 3130AKJA5          Piper Sandler                            
 3130AKJC1          WFS                                      
 3130AKJD9          Nomura Securities                        
 3130AKJE7          Mizuho Securities                        
 3130AKJE7          Raymond James                            
 3130AKJE7          RW Baird                                 
 3130AKJE7          Cantor                                   
 3130AKJE7          Piper Sandler                            
 3130AKJF4          Daiwa Securities                         
 3130AKJF4          Amherst Pierpont                         
 3130AKJF4          JVB Financial Group                      
 3130AKJF4          Brean Capital                            
 3130AKJG2          Daiwa Securities                         
 3130AKJG2          Amherst Pierpont                         
 3130AKJG2          RBC                                      
 3130AKJG2          Mesirow                                  
 3130AKJG2          JVB Financial Group                      
 3130AKJG2          Brean Capital                            
 3130AKJJ6          Mesirow                                  
 3130AKJK3          Barclays                                 
 3130AKJK3          StoneX Financial                         
 3130AKJK3          WFS                                      
 3130AKJK3          Mizuho Securities                        
 3130AKJK3          Goldman, Sachs & Co                      
 3130AKJK3          J. P. Morgan NY                          
 3130AKJK3          Nomura Securities                        
 3130AKJK3          Citigroup                                
 3130AKJK3          BNY Mel                                  
 3130AKJK3          Jefferies                                
 3130AKJK3          TD Securities                            
 3130AKJK3          Academy Sec                              
 3130AKJN7          Daiwa Securities                         
 3130AKJN7          Amherst Pierpont                         
 3130AKJN7          RBC                                      
 3130AKJN7          Mesirow                                  
 3130AKJN7          JVB Financial Group                      
 3130AKJN7          Multi Bank                               
 3130AKJN7          Brean Capital                            
 3130AKJP2          Nomura Securities                        
 3130AKJQ0          Nomura Securities                        
 3130AKJR8          Nomura Securities                        
 3130AKJS6          JVB Financial Group                      
 3130AKJT4          FHN                                      
 3130AKJT4          J. P. Morgan NY                          
 3130AKJT4          Morgan Stanley                           
 3130AKJU1          FHN                                      
 3130AKJU1          J. P. Morgan NY                          
 3130AKJU1          Morgan Stanley                           
 3130AKJW7          WFS                                      
 3130AKJW7          Citigroup                                
 3130AKJX5          Vining-Sparks IBG                        
 3130AKJY3          RBC                                      
 3130AKK21          FHN                                      
 3130AKK21          WFS                                      
 3130AKK21          Morgan Stanley                           
 3130AKK21          Nomura Securities                        
 3130AKK21          Citigroup                                
 3130AKK21          Truist                                   
 3130AKK21          InspereX                                 
 3130AKK21          TD Securities                            
 3130AKK47          Barclays                                 
 3130AKK47          BofA                                     
 3130AKK47          Nomura Securities                        
