CUSIP,SERIES,TRADED,ISSUED,MATURITY,TYPE,FIRSTCPN,F,PCR,CCR,R,S,CALL,ORIGINAL,REOPENED,OUTSTANDING,PRICE,COUPON,MINDENOM,MULTIPLES,DAYCNT,PAGENT,V,FORMULA
3130ASEQ8,YQ-9025,2022-06-09,2022-06-30,2025-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.3,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.3
3130ASER6,EP-9027,2022-06-09,2022-06-16,2027-06-16,Domestic Bond,2022-12-16,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,3.64,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.64
3130ASES4,EQ-9027,2022-06-09,2022-06-28,2027-06-28,Domestic Bond,2022-12-28,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,3.39,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.39
3130ASET2,QX-9023,2022-06-09,2022-06-16,2023-07-10,Domestic Bond,2022-12-16,S,USD,USD,F,U,OPR,50000000.0,0.0,50000000.0,100.0,2.25,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.25
3130ASEU9,QY-9023,2022-06-09,2022-06-16,2023-07-19,Domestic Bond,2022-09-19,Q,USD,USD,F,U,OPR,125750000.0,0.0,125750000.0,100.0,1.85,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.85
3130ASEV7,ZM-9022,2022-06-09,2022-06-29,2022-12-29,Domestic Bond,2022-12-29,B,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,1.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.85
3130ASEW5,QZ-9023,2022-06-10,2022-06-29,2023-06-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,2.6,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.6
3130ASEX3,E6-9024,2022-06-10,2022-06-28,2024-06-28,Domestic Bond,2022-12-28,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130ASEY1,RA-9023,2022-06-10,2022-06-29,2023-12-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130ASEZ8,RB-9023,2022-06-10,2022-06-29,2023-12-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130ASF20,YR-9025,2022-06-10,2022-06-30,2025-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASF38,ER-9027,2022-06-10,2022-07-22,2027-07-22,Domestic Bond,2022-08-22,M,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,4.1,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.1
3130ASF46,ES-9027,2022-06-10,2022-06-30,2027-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASF53,ET-9027,2022-06-10,2022-06-30,2027-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,3.25,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130ASF61,YS-9025,2022-06-10,2022-06-27,2025-06-27,Domestic Bond,2022-12-27,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.45,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.45
3130ASF79,E7-9024,2022-06-10,2022-06-28,2024-03-28,Domestic Bond,2022-09-28,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.05,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.05
3130ASF87,YT-9025,2022-06-10,2022-06-27,2025-06-27,Domestic Bond,2022-12-27,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,3.33,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.33
3130ASF95,Y-2042,2022-06-10,2022-06-30,2042-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,45000000.0,0.0,45000000.0,100.0,5.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,5.0
3130ASFA2,PU-2029,2022-06-10,2022-06-29,2029-06-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,4.12,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.12
3130ASFB0,YU-9025,2022-06-10,2022-06-30,2025-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,45000000.0,0.0,45000000.0,100.0,3.54,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.54
3130ASFC8,P1-9026,2022-06-10,2022-06-30,2026-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,75000000.0,0.0,75000000.0,100.0,3.72,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.72
3130ASFD6,YV-9025,2022-06-10,2022-06-27,2025-06-27,Domestic Bond,2022-12-27,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASFE4,E8-9024,2022-06-10,2022-07-22,2024-07-22,Domestic Bond,2023-01-22,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASFF1,P2-9026,2022-06-10,2022-07-15,2026-07-15,Domestic Bond,2023-01-15,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,4.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130ASFG9,EU-9027,2022-06-10,2022-06-29,2027-06-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.8,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.8
3130ASFH7,YW-9025,2022-06-10,2022-06-27,2025-06-27,Domestic Bond,2022-12-27,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASFJ3,EV-9027,2022-06-10,2022-06-30,2027-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,4.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130ASFK0,RC-9023,2022-06-10,2022-06-29,2023-06-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,65000000.0,0.0,65000000.0,100.0,2.68,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.68
3130ASL64,I6-9024,2022-06-27,2022-07-25,2024-07-25,Domestic Bond,2023-01-25,S,USD,USD,F,C,OPR,39550000.0,0.0,39550000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASL72,SN-9023,2022-06-27,2022-06-29,2023-09-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,3.125,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.125
3130ASL98,SP-9023,2022-06-28,2022-07-26,2023-10-26,Domestic Bond,2023-01-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASLA5,FS-9027,2022-06-28,2022-07-26,2027-07-26,Domestic Bond,2023-01-26,S,USD,USD,F,C,OPR,80000000.0,0.0,80000000.0,100.0,4.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.5
3130ASLB3,I8-9024,2022-06-28,2022-07-19,2024-07-19,Domestic Bond,2023-01-19,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,3.43,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.43
3130ASLC1,1I-9025,2022-06-28,2022-07-14,2025-07-14,Domestic Bond,2023-01-14,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,4.02,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.02
3130ASLD9,1J-9025,2022-06-28,2022-07-21,2025-07-21,Domestic Bond,2023-01-21,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.65,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.65
3130ASLE7,SQ-9023,2022-06-28,2022-06-30,2023-09-29,Domestic Bond,2022-09-29,S,USD,USD,F,C,OPR,130000000.0,0.0,130000000.0,100.0,3.2,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.2
3130ASLF4,I9-9024,2022-06-28,2022-07-19,2024-01-19,Domestic Bond,2023-01-19,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASLG2,1K-9025,2022-06-28,2022-07-18,2025-07-18,Domestic Bond,2023-01-18,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.85
3130ASLH0,J1-9024,2022-06-28,2022-07-19,2024-07-19,Domestic Bond,2023-01-19,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,3.65,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.65
3130ASLJ6,SR-9023,2022-06-28,2022-06-29,2023-12-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,3.1,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.1
3130ASLK3,1L-9025,2022-06-28,2022-07-25,2025-07-25,Domestic Bond,2023-01-25,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,3.95,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.95
3130ASLL1,1M-9025,2022-06-28,2022-07-27,2025-01-27,Domestic Bond,2023-01-27,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,3.81,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.81
3130ASLN7,ST-9023,2022-06-28,2022-06-30,2023-09-29,Domestic Bond,2022-09-29,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,3.2,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.2
3130ASLP2,1N-9025,2022-06-29,2022-07-21,2025-01-21,Domestic Bond,2023-01-21,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASLQ0,FT-9027,2022-06-29,2022-07-28,2027-07-28,Domestic Bond,2023-01-28,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,4.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130ASLR8,J2-9024,2022-06-29,2022-06-30,2024-03-28,Domestic Bond,2022-09-28,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,3.45,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.45
3130ASLS6,J3-9024,2022-06-29,2022-07-19,2024-01-19,Domestic Bond,2023-01-19,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASLT4,1P-9025,2022-06-29,2022-06-30,2025-03-28,Domestic Bond,2022-09-28,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.65,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.65
3130ASLU1,FU-9027,2022-06-29,2022-06-30,2027-11-01,Domestic Bond,2022-11-01,S,USD,USD,F,C,Non,35180000.0,0.0,35180000.0,100.0,3.24,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.24
3130ASLV9,SU-9023,2022-06-29,2022-07-26,2023-07-26,Domestic Bond,2023-01-26,S,USD,USD,F,C,OPR,49000000.0,0.0,49000000.0,100.0,3.125,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.125
3130ASLX5,1Q-9025,2022-06-29,2022-07-25,2025-07-25,Domestic Bond,2023-01-25,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.85
3130ASLY3,3P-2028,2022-06-29,2022-06-30,2028-02-04,Domestic Bond,2022-08-04,M,USD,USD,F,C,Non,34565000.0,0.0,34565000.0,100.0,3.225,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.225
3130ASLZ0,FV-9027,2022-06-29,2022-07-27,2027-01-27,Domestic Bond,2023-01-27,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,4.05,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.05
3130ASM22,SV-9023,2022-06-30,2022-07-20,2023-10-20,Domestic Bond,2023-01-20,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130ASM30,SW-9023,2022-06-30,2022-07-21,2023-07-21,Domestic Bond,2023-01-21,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.05,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.05
3130ASM48,SX-9023,2022-06-30,2022-07-05,2023-07-05,Domestic Bond,2023-01-05,S,USD,USD,F,C,Non,60000000.0,0.0,60000000.0,99.969691,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130ASM55,J4-9024,2022-06-30,2022-07-01,2024-02-28,Domestic Bond,2022-08-28,S,USD,USD,F,C,Non,1000000.0,0.0,1000000.0,100.0,2.98,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.98
3130ASM63,J5-9024,2022-06-30,2022-07-26,2024-07-26,Domestic Bond,2023-01-26,S,USD,USD,F,C,OPR,100000000.0,0.0,100000000.0,100.0,3.6,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.6
3130ASM97,1R-9025,2022-07-05,2022-07-29,2025-07-24,Domestic Bond,2023-01-24,S,USD,USD,F,C,OPR,269000000.0,0.0,269000000.0,100.0,4.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130ASMA4,3Q-2028,2022-07-05,2022-07-06,2028-07-05,Domestic Bond,2023-01-05,S,USD,USD,F,C,Non,13255000.0,0.0,13255000.0,100.0,2.89,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.89
3130ASMB2,3R-2028,2022-07-05,2022-07-06,2028-04-06,Domestic Bond,2022-10-06,S,USD,USD,F,C,Non,7255000.0,0.0,7255000.0,100.0,2.88,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.88
3130ASMC0,SY-9023,2022-07-05,2022-07-19,2023-08-04,Domestic Bond,2023-01-19,S,USD,USD,F,U,OPR,135000000.0,0.0,135000000.0,100.0,2.75,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.75
3130ASME6,5704,2022-07-07,2022-07-08,2024-07-08,Global Bond,2023-01-08,S,USD,USD,F,C,Non,1100000000.0,0.0,1100000000.0,99.806,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130ASMG1,J6-9024,2022-07-06,2022-07-26,2024-07-26,Domestic Bond,2023-01-26,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,3.3,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.3
3130ASMH9,J7-9024,2022-07-06,2022-07-26,2024-07-26,Domestic Bond,2023-01-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.7,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.7
3130ASMJ5,J8-9024,2022-07-06,2022-07-25,2024-04-25,Domestic Bond,2022-10-25,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.05,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.05
3130ASMK2,J9-9024,2022-07-06,2022-07-14,2024-10-30,Domestic Bond,2023-01-14,S,USD,USD,F,C,OPR,10000000.0,0.0,10000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASJL4,SC-9023,2022-06-22,2022-06-30,2023-08-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,2.35,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.35
3130ASJM2,SD-9023,2022-06-22,2022-06-30,2023-06-30,Domestic Bond,2022-09-30,Q,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130ASJN0,PW-2029,2022-06-23,2022-06-29,2029-06-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,3000000.0,0.0,3000000.0,100.0,4.27,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.27
3130ASJP5,BM-2037,2022-06-23,2022-06-30,2037-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,5.2,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,5.2
3130ASJQ3,SE-9023,2022-06-23,2022-06-30,2023-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,23200000.0,0.0,23200000.0,100.0,2.9,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.9
3130ASJR1,SF-9023,2022-06-23,2022-06-29,2023-09-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130ASJS9,G5-9024,2022-06-23,2022-07-18,2024-01-18,Domestic Bond,2023-01-18,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130ASJT7,SG-9023,2022-06-23,2022-06-29,2023-12-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.23,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.23
3130ASJU4,G6-9024,2022-06-23,2022-06-29,2024-06-28,Domestic Bond,2022-12-28,S,USD,USD,F,C,Non,11930000.0,0.0,11930000.0,100.0,3.018,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.018
3130ASJV2,G7-9024,2022-06-23,2022-06-29,2024-08-01,Domestic Bond,2022-08-01,S,USD,USD,F,C,Non,11830000.0,0.0,11830000.0,100.0,3.006,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.006
3130ASJW0,G8-9024,2022-06-23,2022-06-29,2024-08-28,Domestic Bond,2022-08-28,S,USD,USD,F,C,Non,11705000.0,0.0,11705000.0,100.0,3.016,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.016
3130ASJX8,G9-9024,2022-06-23,2022-06-29,2024-11-29,Domestic Bond,2022-11-29,S,USD,USD,F,C,Non,11000000.0,0.0,11000000.0,100.0,3.053,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.053
3130ASJY6,1A-9025,2022-06-23,2022-06-29,2025-01-30,Domestic Bond,2022-07-30,S,USD,USD,F,C,Non,11165000.0,0.0,11165000.0,100.0,3.087,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.087
3130ASJZ3,1B-9025,2022-06-23,2022-06-29,2025-02-28,Domestic Bond,2022-08-28,S,USD,USD,F,C,Non,11305000.0,0.0,11305000.0,100.0,3.091,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.091
3130ASK24,1C-9025,2022-06-23,2022-06-29,2025-03-28,Domestic Bond,2022-09-28,S,USD,USD,F,C,Non,12015000.0,0.0,12015000.0,100.0,3.105,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.105
3130ASK32,1D-9025,2022-06-23,2022-06-29,2025-04-30,Domestic Bond,2022-10-30,S,USD,USD,F,C,Non,10065000.0,0.0,10065000.0,100.0,3.114,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.114
3130ASK40,SH-9023,2022-06-23,2022-06-29,2023-12-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130ASK57,H1-9024,2022-06-23,2022-06-29,2024-12-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,Non,11050000.0,0.0,11050000.0,100.0,3.089,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.089
3130ASK65,H2-9024,2022-06-23,2022-06-29,2024-10-01,Domestic Bond,2022-10-01,S,USD,USD,F,C,Non,11555000.0,0.0,11555000.0,100.0,3.029,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.029
3130ASK73,H3-9024,2022-06-23,2022-06-29,2024-10-30,Domestic Bond,2022-10-30,S,USD,USD,F,C,Non,10875000.0,0.0,10875000.0,100.0,3.037,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.037
3130ASK81,H4-9024,2022-06-23,2022-06-30,2024-06-28,Domestic Bond,2022-12-28,S,USD,USD,F,C,OPR,60000000.0,0.0,60000000.0,100.0,3.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.25
3130ASK99,1E-9025,2022-06-23,2022-07-14,2025-01-14,Domestic Bond,2023-01-14,S,USD,USD,F,U,OPR,25000000.0,0.0,25000000.0,100.0,3.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130ASKA6,H5-9024,2022-06-24,2022-07-19,2024-07-19,Domestic Bond,2023-01-19,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,3.375,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.375
3130ASKB4,SI-9023,2022-06-24,2022-06-29,2023-12-29,Domestic Bond,2022-12-29,S,USD,USD,F,C,OPR,160000000.0,0.0,160000000.0,100.0,3.35,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.35
3130ASKC2,H6-9024,2022-06-24,2022-06-28,2024-03-28,Domestic Bond,2022-09-28,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.45,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.45
3130ASKD0,FN-9027,2022-06-24,2022-07-19,2027-07-19,Domestic Bond,2023-01-19,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,4.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.25
3130ASKE8,SJ-9023,2022-06-24,2022-06-28,2023-12-28,Domestic Bond,2022-12-28,S,USD,USD,F,C,OPR,155000000.0,0.0,155000000.0,100.0,3.3,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.3
3130ASKF5,SK-9023,2022-06-24,2022-06-30,2023-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,240000000.0,0.0,240000000.0,100.0,3.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130ASKG3,FP-9027,2022-06-24,2022-06-30,2027-06-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,4.1,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.1
3130ASKH1,3N-2028,2022-06-24,2022-06-29,2028-12-29,Domestic Bond,2022-12-29,S,USD,USD,F,U,OPR,20000000.0,0.0,20000000.0,100.0,4.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130ASKJ7,H7-9024,2022-06-24,2022-06-28,2024-06-28,Domestic Bond,2022-12-28,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASKK4,1F-9025,2022-06-27,2022-07-18,2025-07-18,Domestic Bond,2023-01-18,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,3.6,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.6
3130ASKL2,H8-9024,2022-06-27,2022-07-19,2024-07-19,Domestic Bond,2023-01-19,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.4,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.4
3130ASKM0,1G-9025,2022-06-27,2022-07-22,2025-01-22,Domestic Bond,2023-01-22,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,4.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130ASKN8,Q1-9026,2022-06-27,2022-06-29,2026-06-26,Domestic Bond,2022-12-26,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.51,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.51
3130ASKP3,PX-2029,2022-06-27,2022-06-29,2029-06-27,Domestic Bond,2022-12-27,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,3.58,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.58
3130ASKQ1,FQ-9027,2022-06-27,2022-07-27,2027-07-27,Domestic Bond,2023-01-27,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,4.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130ASKR9,Q2-9026,2022-06-27,2022-06-30,2026-12-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,4.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.0
3130ASKS7,H9-9024,2022-06-27,2022-07-25,2024-07-25,Domestic Bond,2023-01-25,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,3.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.75
3130ASKT5,I1-9024,2022-06-27,2022-07-19,2024-07-19,Domestic Bond,2023-01-19,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.5
3130ASKU2,GV-2032,2022-06-27,2022-07-06,2032-07-06,Domestic Bond,2023-01-06,S,USD,USD,F,C,OPR,3000000.0,0.0,3000000.0,100.0,4.74,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,4.74
3130ASKV0,I2-9024,2022-06-27,2022-07-26,2024-07-26,Domestic Bond,2022-10-26,Q,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,3.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.0
3130ASKW8,SL-9023,2022-06-27,2022-06-30,2023-08-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.05,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.05
3130ASKX6,I3-9024,2022-06-27,2022-06-30,2024-12-30,Domestic Bond,2022-12-30,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.65,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.65
3130ASKY4,SM-9023,2022-06-27,2022-07-12,2023-07-12,Domestic Bond,2022-10-12,Q,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,3.125,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,3.125
