CUSIP,SERIES,TRADED,ISSUED,MATURITY,TYPE,FIRSTCPN,F,PCR,CCR,R,S,CALL,ORIGINAL,REOPENED,OUTSTANDING,PRICE,COUPON,MINDENOM,MULTIPLES,DAYCNT,PAGENT,V,FORMULA
3130ALL36,Z8-2024,2021-03-02,2021-03-24,2024-12-24,Domestic Bond,2021-09-24,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.55,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.55
3130ALL51,B8-2025,2021-03-02,2021-03-25,2025-03-25,Domestic Bond,2021-09-25,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.55,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.55
3130ALLA0,B9-2025,2021-03-02,2021-03-24,2025-06-24,Domestic Bond,2021-09-24,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.7,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.7
3130ALLB8,Z9-2024,2021-03-02,2021-03-30,2024-12-30,Domestic Bond,2021-09-30,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,0.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ALLC6,C1-2025,2021-03-02,2021-03-30,2025-12-30,Domestic Bond,2021-09-30,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ALLD4,9R-2026,2021-03-03,2021-03-17,2026-03-17,Domestic Bond,2021-09-17,S,USD,USD,F,C,OPR,80000000.0,0.0,80000000.0,100.0,0.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.875
3130ALLE2,C2-2025,2021-03-03,2021-03-24,2025-12-24,Domestic Bond,2021-09-24,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.8,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.8
3130ALLF9,9S-2026,2021-03-03,2021-03-24,2026-12-24,Domestic Bond,2021-04-24,M,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALLG7,9T-2026,2021-03-03,2021-03-25,2026-03-25,Domestic Bond,2021-09-25,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.8,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.8
3130ALLH5,9U-2026,2021-03-03,2021-03-30,2026-09-30,Domestic Bond,2021-09-30,S,USD,USD,F,C,OPR,40000000.0,0.0,15000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALLJ1,9V-2026,2021-03-03,2021-03-25,2026-03-25,Domestic Bond,2021-04-25,M,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.8,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.8
3130ALLL6,9W-2026,2021-03-03,2021-03-30,2026-06-30,Domestic Bond,2021-09-30,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALLM4,11-2024,2021-03-03,2021-03-29,2024-03-28,Domestic Bond,2021-09-28,S,USD,USD,F,C,OPR,100000000.0,0.0,100000000.0,100.0,0.35,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.35
3130ALLN2,9X-2026,2021-03-03,2021-03-24,2026-03-24,Domestic Bond,2021-09-24,S,USD,USD,F,U,OPR,70000000.0,0.0,70000000.0,100.0,0.625,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.625
3130ALHP2,A8-2025,2021-02-24,2021-03-10,2025-06-10,Domestic Bond,2021-09-10,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.59,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.59
3130ALHQ0,VD-2028,2021-02-24,2021-03-01,2028-09-01,Domestic Bond,2021-09-01,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.375,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.375
3130ALHS6,KZ-2031,2021-02-24,2021-03-10,2031-03-10,Domestic Bond,2021-09-10,S,USD,USD,F,C,OPR,5000000.0,0.0,5000000.0,100.0,1.78,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.78
3130ALHT4,DQ-2036,2021-02-24,2021-03-10,2036-03-10,Domestic Bond,2021-09-10,S,USD,USD,F,C,OPR,5000000.0,0.0,5000000.0,100.0,2.18,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.18
3130ALHU1,8R-2026,2021-02-24,2021-03-18,2026-03-18,Domestic Bond,2021-09-18,S,USD,USD,F,C,OPR,10000000.0,0.0,10000000.0,100.0,0.755,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.755
3130ALHV9,Y8-2024,2021-02-24,2021-03-23,2024-09-23,Domestic Bond,2021-09-23,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,0.4,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.4
3130ALHX5,8S-2026,2021-02-24,2021-02-26,2026-02-26,Domestic Bond,2021-08-26,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.475,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.475
3130ALHY3,8T-2026,2021-02-24,2021-03-09,2026-03-09,Domestic Bond,2021-09-09,S,USD,USD,F,U,OPR,90000000.0,0.0,90000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALHZ0,A9-2025,2021-02-24,2021-03-18,2025-06-18,Domestic Bond,2021-09-18,S,USD,USD,F,C,OPR,27500000.0,0.0,27500000.0,100.0,0.53,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.53
3130ALJ21,DR-2036,2021-02-24,2021-03-24,2036-03-24,Domestic Bond,2021-09-24,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,2.15,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.15
3130ALJ39,5419,2021-02-24,2021-03-03,2026-03-03,Global Bond,2021-09-03,S,USD,USD,F,C,OPR,400000000.0,0.0,400000000.0,100.0,0.9,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.9
3130ALJ47,B1-2025,2021-02-24,2021-03-24,2025-09-24,Domestic Bond,2021-09-24,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,0.7,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.7
3130ALJ62,8U-2026,2021-02-25,2021-03-24,2026-03-24,Domestic Bond,2021-09-24,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.875
3130ALJ70,5421,2021-02-25,2021-03-12,2024-03-12,Global Bond,2021-09-12,S,USD,USD,F,C,OPR,500000000.0,0.0,500000000.0,100.0,0.4,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.4
3130ALJ88,Y9-2024,2021-02-25,2021-03-24,2024-12-24,Domestic Bond,2021-09-24,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ALJ96,8V-2026,2021-02-25,2021-03-17,2026-09-17,Domestic Bond,2021-09-17,S,USD,USD,F,C,OPR,180000000.0,0.0,180000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALJE5,DS-2036,2021-02-25,2021-03-03,2036-03-03,Domestic Bond,2021-09-03,S,USD,USD,F,C,OPR,5000000.0,0.0,5000000.0,100.0,2.28,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.28
3130ALJF2,VF-2028,2021-02-25,2021-03-03,2028-03-03,Domestic Bond,2021-09-03,S,USD,USD,F,C,OPR,8000000.0,0.0,8000000.0,100.0,1.34,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.34
3130ALJJ4,5422,2021-02-25,2021-03-04,2036-03-04,Global Bond,2021-09-04,S,USD,USD,F,C,OPR,100000000.0,0.0,100000000.0,100.0,2.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.25
3130ALJK1,8Z-2026,2021-02-25,2021-03-23,2026-03-23,Domestic Bond,2021-06-23,Q,USD,USD,F,U,OPR,75000000.0,0.0,75000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALJL9,9A-2026,2021-02-25,2021-03-03,2026-03-03,Domestic Bond,2021-09-03,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.875
3130ALJM7,LB-2031,2021-02-25,2021-03-17,2031-03-17,Domestic Bond,2021-09-17,S,USD,USD,F,U,OPR,30000000.0,0.0,30000000.0,100.0,1.25,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.25
3130ALJN5,LC-2031,2021-02-25,2021-03-10,2031-12-10,Domestic Bond,2021-09-10,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.875
3130ALJQ8,B2-2025,2021-02-25,2021-03-15,2025-04-15,Domestic Bond,2021-09-15,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.63,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.63
3130ALJR6,9C-2026,2021-02-25,2021-03-23,2026-03-23,Domestic Bond,2021-09-23,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.5,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ALJS4,Z1-2024,2021-02-25,2021-03-15,2024-03-15,Domestic Bond,2021-09-15,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.37,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.37
3130ALJT2,9D-2026,2021-02-25,2021-03-09,2026-03-09,Domestic Bond,2021-09-09,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.5,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ALJU9,B3-2025,2021-02-25,2021-03-17,2025-03-17,Domestic Bond,2021-09-17,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,0.6,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.6
3130ALJV7,Z2-2024,2021-02-25,2021-03-17,2024-09-17,Domestic Bond,2021-09-17,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,0.47,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.47
3130ALJX3,8H-2027,2021-02-25,2021-03-17,2027-03-17,Domestic Bond,2021-09-17,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.01,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.01
3130ALK37,LD-2031,2021-02-26,2021-03-17,2031-03-17,Domestic Bond,2021-09-17,S,USD,USD,F,U,OPR,22000000.0,0.0,22000000.0,100.0,1.25,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.25
3130ALK45,F-2046,2021-02-26,2021-03-08,2046-03-08,Domestic Bond,2021-09-08,S,USD,USD,F,C,OPR,5000000.0,0.0,5000000.0,100.0,2.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.875
3130ALK52,9G-2026,2021-02-26,2021-03-25,2026-06-25,Domestic Bond,2021-09-25,S,USD,USD,F,C,OPR,80000000.0,0.0,80000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALG73,A1-2025,2021-02-19,2021-02-26,2025-02-26,Domestic Bond,2021-08-26,S,USD,USD,F,C,OPR,20000000.0,0.0,20000000.0,100.0,0.46,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.46
3130ALG81,8E-2027,2021-02-19,2021-03-08,2027-03-08,Domestic Bond,2021-09-08,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALG99,EL-2033,2021-02-19,2021-02-26,2033-08-26,Domestic Bond,2021-08-26,S,USD,USD,F,U,OPR,50000000.0,0.0,50000000.0,100.0,1.5,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.5
3130ALGA6,7Z-2026,2021-02-19,2021-02-25,2026-02-25,Domestic Bond,2021-08-25,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.7,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.7
3130ALGB4,8A-2026,2021-02-22,2021-03-17,2026-03-17,Domestic Bond,2021-09-17,S,USD,USD,F,C,OPR,45000000.0,0.0,45000000.0,100.0,0.8,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.8
3130ALGC2,8B-2026,2021-02-22,2021-03-23,2026-03-23,Domestic Bond,2021-09-23,S,USD,USD,F,C,OPR,110000000.0,0.0,110000000.0,100.0,0.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.875
3130ALGD0,8F-2027,2021-02-22,2021-03-17,2027-03-17,Domestic Bond,2021-09-17,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALGE8,8C-2026,2021-02-22,2021-03-10,2026-03-10,Domestic Bond,2021-09-10,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.4,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.4
3130ALGF5,DP-2036,2021-02-22,2021-03-03,2036-03-03,Domestic Bond,2021-09-03,S,USD,USD,F,C,OPR,5000000.0,0.0,5000000.0,100.0,2.11,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.11
3130ALGG3,KQ-2029,2021-02-22,2021-03-01,2029-03-01,Domestic Bond,2021-09-01,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,1.33,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.33
3130ALGH1,8D-2026,2021-02-22,2021-02-26,2026-02-26,Domestic Bond,2021-08-26,S,USD,USD,F,U,OPR,25000000.0,0.0,25000000.0,100.0,0.45,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.45
3130ALGJ7,8E-2026,2021-02-22,2021-03-23,2026-03-23,Domestic Bond,2021-09-23,S,USD,USD,F,C,OPR,2000000000.0,0.0,1950000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALGL2,5414,2021-02-22,2021-02-26,2027-02-26,Global Bond,2021-08-26,S,USD,USD,F,C,OPR,500000000.0,0.0,500000000.0,100.0,1.115,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.115
3130ALGN8,VB-2028,2021-02-22,2021-02-24,2028-03-10,Domestic Bond,2021-09-10,S,USD,USD,F,C,Non,2000000.0,20000000.0,22000000.0,99.027341,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALGP3,Y3-2024,2021-02-22,2021-02-23,2024-08-23,Domestic Bond,2021-08-23,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,0.33,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.33
3130ALGQ1,Y4-2024,2021-02-22,2021-03-10,2024-06-10,Domestic Bond,2021-09-10,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.3,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.3
3130ALGR9,5415,2021-02-22,2021-02-26,2026-02-26,Global Bond,2021-08-26,S,USD,USD,F,C,OPR,300000000.0,0.0,300000000.0,100.0,0.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.85
3130ALGS7,5416,2021-02-22,2021-03-10,2026-03-10,Global Bond,2021-09-10,S,USD,USD,F,C,OPR,100000000.0,0.0,100000000.0,100.0,0.85,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.85
3130ALGT5,A2-2025,2021-02-22,2021-03-03,2025-09-02,Domestic Bond,2021-09-02,S,USD,USD,F,C,OPR,26130000.0,0.0,26130000.0,100.0,0.555,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.555
3130ALGU2,8H-2026,2021-02-22,2021-03-23,2026-12-23,Domestic Bond,2021-09-23,S,USD,USD,F,C,OPR,75000000.0,0.0,75000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALGV0,8I-2026,2021-02-22,2021-03-23,2026-03-23,Domestic Bond,2021-09-23,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.9,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.9
3130ALGW8,DQ-2034,2021-02-22,2021-02-24,2034-02-24,Domestic Bond,2021-08-24,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.95,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.95
3130ALGX6,VC-2028,2021-02-22,2021-02-24,2028-02-24,Domestic Bond,2021-08-24,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.4,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.4
3130ALGY4,8J-2026,2021-02-22,2021-03-16,2026-03-16,Domestic Bond,2021-09-16,S,USD,USD,F,U,OPR,40000000.0,0.0,40000000.0,100.0,0.5,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ALGZ1,KY-2031,2021-02-22,2021-03-17,2031-03-17,Domestic Bond,2021-09-17,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,1.65,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.65
3130ALH31,KR-2029,2021-02-23,2021-03-22,2029-03-22,Domestic Bond,2021-09-22,S,USD,USD,F,U,OPR,10000000.0,0.0,10000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALH49,Y5-2024,2021-02-23,2021-03-03,2024-09-03,Domestic Bond,2021-09-03,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.375,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.375
3130ALH56,8K-2026,2021-02-23,2021-03-18,2026-03-18,Domestic Bond,2021-09-18,S,USD,USD,F,C,OPR,70000000.0,0.0,70000000.0,100.0,0.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ALH64,A3-2025,2021-02-23,2021-02-25,2025-02-25,Domestic Bond,2021-08-25,S,USD,USD,F,U,OPR,25000000.0,0.0,25000000.0,100.0,0.6,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.6
3130ALH72,8L-2026,2021-02-23,2021-03-10,2026-03-10,Domestic Bond,2021-09-10,S,USD,USD,F,U,OPR,20000000.0,0.0,20000000.0,100.0,0.5,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.5
3130ALH80,KS-2029,2021-02-23,2021-03-11,2029-09-11,Domestic Bond,2021-09-11,S,USD,USD,F,C,OPR,125000000.0,0.0,125000000.0,100.0,1.5,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.5
3130ALH98,Y6-2024,2021-02-23,2021-02-26,2024-02-26,Domestic Bond,2021-08-26,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.25
3130ALHA5,A4-2025,2021-02-23,2021-02-25,2025-02-25,Domestic Bond,2021-08-25,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.47,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.47
3130ALHB3,8G-2027,2021-02-23,2021-03-16,2027-03-16,Domestic Bond,2021-09-16,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,1.125,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.125
3130ALHC1,WW-2041,2021-02-23,2021-03-08,2041-03-08,Domestic Bond,2021-09-08,S,USD,USD,F,C,OPR,5000000.0,0.0,5000000.0,100.0,2.34,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.34
3130ALHD9,EU-2032,2021-02-23,2021-03-08,2032-03-08,Domestic Bond,2021-09-08,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,1.77,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.77
3130ALHE7,A5-2025,2021-02-23,2021-03-10,2025-12-10,Domestic Bond,2021-09-10,S,USD,USD,F,C,OPR,25000000.0,0.0,25000000.0,100.0,0.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ALHF4,8M-2026,2021-02-23,2021-02-25,2026-02-25,Domestic Bond,2021-08-25,S,USD,USD,F,U,OPR,50000000.0,0.0,50000000.0,100.0,1.0,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALHG2,8N-2026,2021-02-23,2021-03-18,2026-03-18,Domestic Bond,2021-09-18,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,0.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ALHH0,5418,2021-02-23,2021-03-05,2026-03-05,Global Bond,2021-09-05,S,USD,USD,F,C,OPR,866500000.0,0.0,866500000.0,100.0,0.96,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.96
3130ALHJ6,A6-2025,2021-02-23,2021-03-10,2025-06-10,Domestic Bond,2021-06-10,Q,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.52,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.52
3130ALHK3,EM-2033,2021-02-23,2021-03-22,2033-03-22,Domestic Bond,2021-09-22,S,USD,USD,F,C,OPR,10000000.0,0.0,10000000.0,100.0,1.7,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.7
3130ALHL1,A7-2025,2021-02-23,2021-03-24,2025-09-24,Domestic Bond,2021-09-24,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,0.7,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.7
3130ALHM9,Y7-2024,2021-02-23,2021-03-10,2024-06-10,Domestic Bond,2021-09-10,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,0.3,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.3
3130ALHN7,8P-2026,2021-02-23,2021-03-02,2026-03-02,Domestic Bond,2021-09-02,S,USD,USD,F,U,OPR,15000000.0,0.0,15000000.0,100.0,0.625,100000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.625
3130ALSQ8,E2-2025,2021-03-18,2021-04-13,2025-10-14,Domestic Bond,2021-10-14,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.86,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.86
3130ALSS4,LX-2031,2021-03-19,2021-04-14,2031-04-14,Domestic Bond,2021-10-14,S,USD,USD,F,C,OPR,55000000.0,0.0,55000000.0,100.0,2.15,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.15
3130ALST2,G-2046,2021-03-19,2021-03-29,2046-03-29,Domestic Bond,2021-09-29,S,USD,USD,F,C,OPR,5000000.0,0.0,5000000.0,100.0,2.95,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.95
3130ALSV7,E3-2025,2021-03-19,2021-04-15,2025-01-15,Domestic Bond,2021-10-15,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,0.625,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.625
3130ALSW5,H6-2026,2021-03-19,2021-03-23,2026-03-13,Domestic Bond,2021-09-13,S,USD,USD,F,C,Non,10000000.0,55000000.0,65000000.0,100.044021,0.875,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.875
3130ALT20,E4-2025,2021-03-19,2021-04-22,2025-04-22,Domestic Bond,2021-10-22,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.71,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.71
3130ALT46,E5-2025,2021-03-19,2021-04-15,2025-04-15,Domestic Bond,2021-10-15,S,USD,USD,F,C,OPR,35000000.0,0.0,35000000.0,100.0,0.71,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.71
3130ALT61,E7-2025,2021-03-19,2021-03-30,2025-03-28,Domestic Bond,2021-09-28,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,0.7,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.7
3130ALTA2,ED-2036,2021-03-22,2021-04-01,2036-04-01,Domestic Bond,2021-10-01,S,USD,USD,F,C,OPR,5000000.0,0.0,5000000.0,100.0,2.47,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.47
3130ALTE4,I5-2026,2021-03-22,2021-04-21,2026-04-21,Domestic Bond,2021-10-21,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALTF1,I6-2026,2021-03-23,2021-03-30,2026-06-30,Domestic Bond,2021-09-30,S,USD,USD,F,C,OPR,15000000.0,0.0,15000000.0,100.0,1.0,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.0
3130ALTH7,42-2024,2021-03-23,2021-03-30,2024-09-30,Domestic Bond,2021-09-30,S,USD,USD,F,C,OPR,175000000.0,0.0,175000000.0,100.0,0.51,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.51
3130ALTJ3,43-2024,2021-03-23,2021-04-08,2024-04-08,Domestic Bond,2021-10-08,S,USD,USD,F,C,OPR,150000000.0,0.0,150000000.0,100.0,0.375,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.375
3130ALTK0,E8-2025,2021-03-23,2021-03-30,2025-06-30,Domestic Bond,2021-09-30,S,USD,USD,F,C,OPR,30000000.0,0.0,30000000.0,100.0,0.75,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.75
3130ALTL8,44-2024,2021-03-23,2021-04-23,2024-01-23,Domestic Bond,2021-07-23,S,USD,USD,F,C,OPR,125000000.0,0.0,125000000.0,100.0,0.3,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.3
3130ALTM6,45-2024,2021-03-23,2021-04-13,2024-12-13,Domestic Bond,2021-10-13,S,USD,USD,F,C,OPR,40000000.0,0.0,40000000.0,100.0,0.58,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.58
3130ALTN4,EF-2036,2021-03-23,2021-04-01,2036-04-01,Domestic Bond,2021-10-01,S,USD,USD,F,C,OPR,2000000.0,0.0,2000000.0,100.0,2.25,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,2.25
3130ALTR5,I9-2026,2021-03-24,2021-03-30,2026-03-30,Domestic Bond,2021-09-30,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,1.01,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.01
3130ALTS3,46-2024,2021-03-24,2021-03-30,2024-03-28,Domestic Bond,2021-09-28,S,USD,USD,F,C,OPR,75000000.0,0.0,75000000.0,100.0,0.35,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,0.35
3130ALTT1,J1-2026,2021-03-24,2021-03-30,2026-03-30,Domestic Bond,2021-09-30,S,USD,USD,F,C,OPR,50000000.0,0.0,50000000.0,100.0,1.01,10000.0,5000.0,030/360,Fed NY - Pay Agent,N,1.01
